arch,regime,act,width,width_paper,seedA,seedB,t,rq_t,src,status
mlp,ntk,softplus,128,128,2,4,0.15,6.448462e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.2,6.394664e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.25,5.296276e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.3,3.661303e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.35,2.123388e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.4,9.910389e-06,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.45,3.627525e-06,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.5,2.787998e-06,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.55,7.408979e-06,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.6,1.691576e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.65,2.982104e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.7,4.318885e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.75,5.271748e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.8,5.498163e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.85,5.02217e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.9,4.169658e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,0.95,3.272534e-05,04_profile,ok
mlp,ntk,softplus,128,128,2,4,1.0,2.512355e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.0,2.263238e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.05,2.763048e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.1,3.24815e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.15,3.554865e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.2,3.528608e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.25,3.129022e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.3,2.451595e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.35,1.660816e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.4,9.26159e-06,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.45,3.950968e-06,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.5,1.785483e-06,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.55,3.341328e-06,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.6,8.501039e-06,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.65,1.63386e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.7,2.510763e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.75,3.251833e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.8,3.652661e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.85,3.638293e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.9,3.297569e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,0.95,2.801451e-05,04_profile,ok
mlp,ntk,softplus,128,128,3,4,1.0,2.297933e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.0,1.092e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.05,1.389585e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.1,1.71041e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.15,1.982977e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.2,2.105177e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.25,1.993128e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.3,1.639318e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.35,1.128661e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.4,6.043732e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.45,2.134808e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.5,6.290143e-07,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.55,1.971844e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.6,5.89466e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.65,1.1381e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.7,1.679704e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.75,2.041382e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.8,2.124838e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.85,1.955012e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.9,1.641744e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,0.95,1.299308e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,1,1.0,9.96929e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.0,1.051425e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.05,1.273764e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.1,1.500166e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.15,1.677333e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.2,1.73221e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.25,1.606439e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.3,1.29911e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.35,8.827747e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.4,4.714503e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.45,1.725361e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.5,5.926654e-07,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.55,1.621698e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.6,4.637246e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.65,8.918809e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.7,1.326019e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.75,1.636351e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.8,1.74655e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.85,1.665575e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.9,1.461384e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,0.95,1.210092e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,2,1.0,9.651717e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.0,1.128961e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.05,1.353609e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.1,1.563328e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.15,1.707796e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.2,1.726809e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.25,1.57915e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.3,1.272339e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.35,8.706175e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.4,4.742622e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.45,1.854105e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.5,7.964703e-07,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.55,1.883802e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.6,4.891616e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.65,9.046973e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.7,1.31841e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.75,1.613382e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.8,1.722129e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.85,1.650775e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.9,1.458485e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,0.95,1.217034e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,3,1.0,9.817001e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.0,1.864181e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.05,2.426922e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.1,3.024837e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.15,3.471913e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.2,3.533592e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.25,3.088452e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.3,2.261872e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.35,1.353362e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.4,6.192619e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.45,1.800513e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.5,6.973694e-07,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.55,2.921227e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.6,8.296301e-06,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.65,1.604555e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.7,2.424879e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.75,3.01856e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.8,3.197222e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.85,2.970359e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.9,2.492549e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,0.95,1.952178e-05,04_profile,ok
mlp,ntk,softplus,256,256,0,4,1.0,1.483944e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.0,1.244776e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.05,1.519677e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.1,1.809185e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.15,2.038657e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.2,2.11218e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.25,1.958376e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.3,1.580166e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.35,1.069996e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.4,5.717774e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.45,2.198168e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.5,1.00197e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.55,2.410469e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.6,6.091272e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.65,1.105605e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.7,1.583761e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.75,1.906914e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.8,2.011497e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.85,1.918377e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.9,1.696054e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,0.95,1.42121e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,2,1.0,1.155111e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.0,1.37064e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.05,1.831137e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.1,2.372759e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.15,2.883199e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.2,3.191638e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.25,3.133273e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.3,2.637497e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.35,1.828032e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.4,9.778547e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.45,3.465391e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.5,8.587773e-07,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.55,2.440605e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.6,7.928858e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.65,1.624701e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.7,2.526749e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.75,3.204134e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.8,3.433214e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.85,3.217132e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.9,2.731136e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,0.95,2.183011e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,3,1.0,1.707732e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.0,1.395388e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.05,1.848763e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.1,2.368656e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.15,2.856906e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.2,3.140443e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.25,3.037316e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.3,2.493836e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.35,1.671384e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.4,8.541486e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.45,2.796003e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.5,7.21598e-07,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.55,2.672769e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.6,8.31618e-06,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.65,1.644482e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.7,2.476601e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.75,3.044023e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.8,3.161093e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.85,2.868646e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.9,2.375559e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,0.95,1.87518e-05,04_profile,ok
mlp,ntk,softplus,256,256,1,4,1.0,1.455803e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.0,1.493455e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.05,1.967525e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.1,2.562721e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.15,3.170576e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.2,3.542728e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.25,3.38863e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.3,2.680363e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.35,1.734802e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.4,8.965332e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.45,3.403054e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.5,1.286774e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.55,2.837937e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.6,7.992055e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.65,1.621327e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.7,2.598759e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.75,3.421932e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.8,3.734892e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.85,3.454383e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.9,2.83369e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,0.95,2.171569e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,3,1.0,1.627217e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.0,1.583962e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.05,2.050965e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.1,2.544562e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.15,2.887988e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.2,2.870176e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.25,2.463681e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.3,1.862765e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.35,1.250804e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.4,7.144241e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.45,3.184025e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.5,1.328747e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.55,2.082458e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.6,5.495034e-06,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.65,1.108337e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.7,1.794519e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.75,2.493145e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.8,3.039818e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.85,3.221134e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.9,2.973339e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,0.95,2.482974e-05,04_profile,ok
mlp,ntk,softplus,256,256,2,4,1.0,1.995458e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.0,1.288924e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.05,1.649086e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.1,2.039999e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.15,2.346648e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.2,2.418274e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.25,2.170149e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.3,1.661528e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.35,1.05592e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.4,5.231841e-06,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.45,1.81808e-06,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.5,9.18425e-07,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.55,2.636039e-06,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.6,6.609695e-06,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.65,1.197589e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.7,1.735784e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.75,2.113685e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.8,2.220979e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.85,2.068674e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.9,1.765293e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,0.95,1.429295e-05,04_profile,ok
mlp,ntk,softplus,256,256,3,4,1.0,1.132673e-05,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.0,5.488854e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.05,6.952639e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.1,8.453979e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.15,9.57412e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.2,9.785e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.25,8.763156e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.3,6.6996e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.35,4.229726e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.4,2.058889e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.45,6.910246e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.5,3.818681e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.55,1.167746e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.6,2.86153e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.65,5.03335e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.7,7.071006e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.75,8.383811e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.8,8.673152e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.85,8.057385e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.9,6.916874e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,0.95,5.633717e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,1,1.0,4.453328e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.0,5.152758e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.05,6.480212e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.1,7.859299e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.15,8.953891e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.2,9.300243e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.25,8.552976e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.3,6.783827e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.35,4.481554e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.4,2.287522e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.45,7.626523e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.5,2.669944e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.55,9.097842e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.6,2.537047e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.65,4.740156e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.7,6.910504e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.75,8.413604e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.8,8.88082e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.85,8.383939e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.9,7.289839e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,0.95,5.986916e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,2,1.0,4.74156e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.0,5.404702e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.05,6.82678e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.1,8.316031e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.15,9.491249e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.2,9.840647e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.25,8.987583e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.3,7.02302e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.35,4.540929e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.4,2.296331e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.45,8.57296e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.5,5.006361e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.55,1.248577e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.6,2.899713e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.65,5.044269e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.7,7.126273e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.75,8.587824e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.8,9.072929e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.85,8.587432e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.9,7.459613e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,0.95,6.111178e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,3,1.0,4.85369e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.0,5.854811e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.05,7.618453e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.1,9.480782e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.15,1.094356e-05,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.2,1.137129e-05,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.25,1.035919e-05,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.3,8.056232e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.35,5.147686e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.4,2.500246e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.45,7.79684e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.5,3.14777e-07,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.55,1.157015e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.6,3.130782e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.65,5.786013e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.7,8.378586e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.75,1.009994e-05,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.8,1.049919e-05,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.85,9.6929e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.9,8.175475e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,0.95,6.473268e-06,04_profile,ok
mlp,ntk,softplus,512,512,0,4,1.0,4.930942e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.0,5.182463e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.05,6.588492e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.1,8.139416e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.15,9.523719e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.2,1.02263e-05,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.25,9.744739e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.3,8.020521e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.35,5.56358e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.4,3.100877e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.45,1.259585e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.5,4.637806e-07,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.55,8.985807e-07,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.6,2.496661e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.65,4.939812e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.7,7.673601e-06,04_profile,ok
mlp,ntk,softplus,512,512,1,2,0.75,9.977074e-06,04_profile,ok
