arch,regime,act,width,width_paper,smooth,seedA,seedB,dnorm,rq_A,rq_mid,rq_B,flen_A,flen_mid,flen_B,lmax_A,lmax_mid,lmax_B,trP_A,trP_mid,trP_B,trP_sem_A,trP_sem_mid,trP_sem_B,align_A,align_mid,align_B,spec_A,spec_mid,spec_B,ov1_mid,top1_mid,src_rq,src_lmax,src_trP,status
cnn,mup,gelu,1,64,1,0,1,73.1273,0.001231608,0.0031159,0.001205195,3.2930747052656035,8.331296544141557,3.2224515993827416,16.659,,,,,,,,,,,,7.393048802449127e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,0,2,74.1777,0.002006371,0.007567164,0.001595766,5.519858853255258,20.818521200433256,4.3902165067296774,16.659,,,,,,,,,,,,0.00012043766132420914,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,0,3,74.5426,0.00122092,0.01094841,0.0015282,3.3920815566423888,30.417963204435264,4.245797459998115,16.659,,,,,,,,,,,,7.328891289993397e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,0,4,74.6721,0.002410055,0.01323645,0.001319969,6.719139972553306,36.90270980940402,3.6800224353515647,16.659,,,,,,,,,,,,0.00014466984813013987,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,1,2,74.2257,0.001051388,0.006265933,0.001609462,2.896287195208351,17.260936508628067,4.433628861823059,13.383999999999999,,,,,,,,,,,,7.855558876270176e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,1,3,74.2879,0.001417868,0.006403496,0.002231269,3.912388455586987,17.669461350279043,6.156843286475977,13.383999999999999,,,,,,,,,,,,0.00010593753735803947,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,1,4,73.8386,0.001370626,0.00436309,0.001385306,3.7364216316826373,11.894086247435988,3.7764403308413437,13.383999999999999,,,,,,,,,,,,0.00010240780035863719,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,2,3,73.8981,0.001457032,0.006256853,0.001755677,3.978374285126823,17.08411557262889,4.793813883146427,13.045,,,,,,,,,,,,0.0001116927558451514,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,2,4,75.4683,0.002180919,0.02254988,0.00264627,6.210673158178197,64.21601830977646,7.53586816305063,13.045,,,,,,,,,,,,0.00016718428516673055,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,1,64,1,3,4,75.2043,0.001374081,0.01493288,0.001981783,3.8856858446555393,42.22784569173128,5.604171915832464,17.052999999999997,,,,,,,,,,,,8.057708321116521e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,0,1,90.9486,0.0003068757,0.0025402,0.0003681811,1.269183860827482,10.505819924073394,1.5227322006327293,3.0145999999999997,,,,,,,,,,,,0.00010179649041332184,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,0,2,90.1257,0.0002299819,0.001122723,0.0002698648,0.9340302971480554,4.559738385085766,1.0960075524804367,3.0145999999999997,,,,,,,,,,,,7.628935845551649e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,0,3,89.837,0.0002216715,0.001137473,0.0002239455,0.8945205988900419,4.590094031850069,0.9036969695189948,3.0145999999999997,,,,,,,,,,,,7.353264114642076e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,0,4,90.2299,0.0002778953,0.001726016,0.0002319361,1.1312332405927825,7.026123410489462,0.9441463242215744,3.0145999999999997,,,,,,,,,,,,9.218314204206197e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,1,2,90.2669,0.0002401992,0.00153208,0.0002852199,0.9785851403514669,6.241780663006685,1.1620020211246807,3.3741,,,,,,,,,,,,7.118911709789278e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,1,3,89.2693,0.0001897373,0.001049801,0.0002280148,0.756009023445931,4.182936243018962,0.9085258738224864,3.3741,,,,,,,,,,,,5.6233454847218526e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,1,4,90.1544,0.000171137,0.001230501,0.0001941855,0.695485009650276,5.000642759074159,0.7891519913370205,3.3741,,,,,,,,,,,,5.0720784801873094e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,2,3,89.9078,0.0002438532,0.001202014,0.00017723,0.9855830026249182,4.858187496892345,0.7163115987619365,2.9405,,,,,,,,,,,,8.292916170719264e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,2,4,90.2695,0.000245327,0.001752006,0.0001803792,0.9995336654656707,7.1381828298468895,0.7349174079891954,2.9405,,,,,,,,,,,,8.343036898486651e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,2,128,1,3,4,89.9083,0.0002106966,0.001364631,0.0001645394,0.8515832368224663,5.515498987872984,0.6650273181286576,3.3215,,,,,,,,,,,,6.343417130814392e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,0,1,106.0938,5.948655e-05,0.0002247123,4.792543e-05,0.3347871624637605,1.2646689594152847,0.2697217895399142,1.3996,,,,,,,,,,,,4.2502536438982564e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,0,2,107.0515,4.521218e-05,0.0003021709,4.217619e-05,0.2590663260848922,1.7314428305108351,0.24167006748089498,1.3996,,,,,,,,,,,,3.2303643898256646e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,0,3,106.4193,4.201834e-05,0.0002791863,6.617826e-05,0.23793026653046256,1.5809018340718286,0.37473662787064527,1.3996,,,,,,,,,,,,3.0021677622177766e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,0,4,106.9821,4.759491e-05,0.000393156,6.183323e-05,0.27236591138881955,2.2498685732987567,0.35384590585557363,1.3996,,,,,,,,,,,,3.400608030865962e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,1,2,107.3225,4.86853e-05,0.0003970873,5.168236e-05,0.28038153962749157,2.286849388635248,0.2976417865019274,1.2909,,,,,,,,,,,,3.77142303819041e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,1,3,106.5667,5.195552e-05,0.0002959851,5.912731e-05,0.2950154325662927,1.6806717035971808,0.3357385112521496,1.2909,,,,,,,,,,,,4.0247517236036875e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,1,4,108.0154,6.227271e-05,0.0004452098,9.226127e-05,0.36327802407556997,2.597204079332338,0.5382211865246054,1.2909,,,,,,,,,,,,4.823976295607716e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,2,3,106.3772,4.604725e-05,0.0003086104,7.531134e-05,0.26053784270388125,1.7461344130644472,0.4261156541321907,1.3448,,,,,,,,,,,,3.424096519928614e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,2,4,105.6517,5.12294e-05,0.0001777245,5.220366e-05,0.2859184973911635,0.9919054681412593,0.2913559796819636,1.3448,,,,,,,,,,,,3.809443783462225e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,4,256,1,3,4,106.869,7.795525e-05,0.0002903855,7.311018e-05,0.44516279878077264,1.6582439528492827,0.41749506733883945,1.2392999999999998,,,,,,,,,,,,6.290264665536997e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,0,1,132.5102,1.720597e-05,9.151647e-05,1.940174e-05,0.15105941016975954,0.8034667024886418,0.17033712139838852,0.98403,,,,,,,,,,,,1.7485208784285033e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,0,2,131.3796,3.160854e-05,9.962867e-05,2.644564e-05,0.2727911716383226,0.8598252756396785,0.2282337975852504,0.98403,,,,,,,,,,,,3.212152068534496e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,0,3,131.5592,2.360114e-05,6.468873e-05,1.938003e-05,0.20424217809392164,0.5598105478519093,0.16771306550130816,0.98403,,,,,,,,,,,,2.3984167149375527e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,0,4,130.3813,2.417291e-05,7.424251e-05,2.14813e-05,0.20546107372173567,0.6310347335259469,0.1825833531394739,0.98403,,,,,,,,,,,,2.45652165076268e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,1,2,131.953,2.776123e-05,8.058564e-05,1.202502e-05,0.24168363575135857,0.7015622313762795,0.10468738429755461,0.77686,,,,,,,,,,,,3.5735177509461166e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,1,3,131.5044,1.934052e-05,6.382067e-05,1.97614e-05,0.16723174409708824,0.5518384176611961,0.17087096871233035,0.77686,,,,,,,,,,,,2.4895759853770306e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,1,4,132.0096,3.312556e-05,8.237883e-05,2.14637e-05,0.2886318569560578,0.7177887612093925,0.1870189541896873,0.77686,,,,,,,,,,,,4.264032129341194e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,2,3,131.3118,2.683414e-05,6.392812e-05,3.560849e-05,0.23134770458296047,0.5511495363855166,0.30699483662100974,0.96355,,,,,,,,,,,,2.784924497950288e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,2,4,130.554,1.817587e-05,7.28662e-05,2.100926e-05,0.1548979168900585,0.6209783956253198,0.1790445579442211,0.96355,,,,,,,,,,,,1.8863442478335322e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,gelu,8,512,1,3,4,130.9596,1.71341e-05,6.972174e-05,2.556806e-05,0.14692847852195628,0.5978784516317415,0.21925144329483837,1.1335,,,,,,,,,,,,1.5116100573445082e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,0,1,70.3742,0.00137432,0.001157887,0.001456601,3.4031791580987827,2.8672339090121115,3.6069286373376253,22.113,,,,,,,,,,,,6.214986659431104e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,0,2,71.7953,0.001888395,0.001878459,0.001819897,4.866927482980622,4.84131960355344,4.690388782799142,22.113,,,,,,,,,,,,8.539750373083707e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,0,3,69.9379,0.00109188,0.001258691,0.001123929,2.670361703008475,3.0783238472372796,2.7487424978025174,22.113,,,,,,,,,,,,4.9377289377289375e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,0,4,71.0001,0.001349763,0.001075056,0.003596081,3.402087224824049,2.7096862809029756,9.063947692693082,22.113,,,,,,,,,,,,6.103934337267671e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,1,2,71.4221,0.00121245,0.002652973,0.00180396,3.092424270439352,6.766561997624891,4.601104941978452,23.829,,,,,,,,,,,,5.0881279113685e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,1,3,71.7564,0.002037955,0.003434384,0.001360917,5.246695726767069,8.841788879968984,3.50366784761423,23.829,,,,,,,,,,,,8.552415124428218e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,1,4,71.6681,0.001598523,0.001105985,0.001068419,4.105260076310204,2.8403445339841475,2.743869100082559,23.829,,,,,,,,,,,,6.708309203071887e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,2,3,71.094,0.001167405,0.005176268,0.002199142,2.9502407210652897,13.081352775384023,5.557624200517354,24.759999999999998,,,,,,,,,,,,4.714882875605816e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,2,4,72.8717,0.001660648,0.003623237,0.001438787,4.409256800768829,9.620209931934552,3.820184268193971,24.759999999999998,,,,,,,,,,,,6.706978998384492e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,1,64,1,3,4,74.7834,0.001966833,0.006544437,0.004185746,5.49981274795081,18.300068201398368,11.704511369538803,19.284000000000002,,,,,,,,,,,,0.00010199299937772245,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,0,1,90.1632,0.001096848,0.0006512301,0.0007460093,4.458359510280438,2.647055845218189,3.0323049842937695,11.859,,,,,,,,,,,,9.24907665064508e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,0,2,91.6421,0.0007874185,0.0006072554,0.0005038063,3.306478351700872,2.549948768099116,2.11555179920273,11.859,,,,,,,,,,,,6.639838940888777e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,0,3,90.735,0.0005279644,0.0005699813,0.0005600567,2.173323274843995,2.3462824870688963,2.3054286640203787,11.859,,,,,,,,,,,,4.452014503752425e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,0,4,91.5499,0.0005701501,0.0007671105,0.0008348794,2.3893235170363103,3.2147239083453325,3.498722501862517,11.859,,,,,,,,,,,,4.80774179947719e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,1,2,91.6247,0.0006367097,0.001356859,0.0008208879,2.6726162328715546,5.695473760047734,3.445712114811258,11.795,,,,,,,,,,,,5.398132259431962e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,1,3,91.9792,0.0006371437,0.0007139394,0.001178557,2.6951730380426056,3.020025500803532,4.985398192270251,11.795,,,,,,,,,,,,5.401811784654514e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,1,4,89.6068,0.0006239031,0.0005154289,0.0006853444,2.504777101753408,2.069286891348909,2.751444831633195,11.795,,,,,,,,,,,,5.289555743959305e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,2,3,92.5439,0.0008754696,0.0006874895,0.0007639501,3.7489242892850836,2.943958402642944,3.271376968077211,11.175,,,,,,,,,,,,7.834179865771811e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,2,4,90.5741,0.0008648293,0.0005999301,0.0005940307,3.5473860499964496,2.460813559060701,2.436615200768089,11.175,,,,,,,,,,,,7.738964653243847e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,2,128,1,3,4,90.869,0.001221926,0.0004115708,0.0004776656,5.044828507890042,1.6992060933764492,1.9720842637920806,11.273,,,,,,,,,,,,0.00010839403885389869,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,0,1,117.673,0.0002663186,0.0001815395,0.0001961695,1.84384816229119,1.2568828217715977,1.3581731507772328,7.403700000000001,,,,,,,,,,,,3.597101449275362e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,0,2,117.5695,0.0004016937,0.000228128,0.0004465734,2.7762231241306226,1.576659601237636,3.086399910433333,7.403700000000001,,,,,,,,,,,,5.425580453016735e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,0,3,117.9647,0.0006151052,0.0001999542,0.0004500485,4.2798006264381385,1.3912483757557843,3.131363305378567,7.403700000000001,,,,,,,,,,,,8.308078393235814e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,0,4,115.8606,0.0003801774,0.000187845,0.0002553958,2.551689620443091,1.260785456347832,1.7141755716272442,7.403700000000001,,,,,,,,,,,,5.134964949957454e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,1,2,118.3776,0.0003641972,0.0001191834,0.0003792369,2.5517943321398415,0.8350737584065874,2.6571719166382497,7.470699999999999,,,,,,,,,,,,4.875007696735246e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,1,3,115.8961,0.0001948116,0.0001759359,0.0003434309,1.3083455489882263,1.1815772349913338,2.3064657823251835,7.470699999999999,,,,,,,,,,,,2.6076753182432705e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,1,4,116.1477,0.0004859935,0.0002561825,0.0004130778,3.2780961928787704,1.7279878803567652,2.7862692886689597,7.470699999999999,,,,,,,,,,,,6.505327479352672e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,2,3,116.2434,0.0003742946,0.0001967076,0.0003815274,2.5288331395265358,1.3290084806906914,2.5776998459432665,7.958600000000001,,,,,,,,,,,,4.7030206317694065e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,2,4,117.2152,0.0002593582,0.0001540034,0.000274785,1.7817134299768673,1.0579573965353686,1.887690941933563,7.958600000000001,,,,,,,,,,,,3.258842007388234e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,4,256,1,3,4,117.3471,0.0002996108,0.0001737535,0.0004160698,2.0628715732319614,1.1963225487851559,2.8647116956408363,6.765599999999999,,,,,,,,,,,,4.4284438926333225e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,0,1,148.0724,0.0001503051,8.431257e-05,0.000130523,1.6477523983391502,0.9242949136631923,1.43088681813472,5.0085,,,,,,,,,,,,3.0010002994908658e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,0,2,148.9731,0.0001506144,7.067459e-05,0.0001924644,1.6712915241164028,0.7842400410412409,2.135679725272942,5.0085,,,,,,,,,,,,3.0071758011380654e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,0,3,148.1948,0.0001526223,7.833311e-05,0.0001791243,1.6759224873401812,0.8601640818693731,1.9669369574372082,5.0085,,,,,,,,,,,,3.047265648397724e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,0,4,148.524,0.0001883816,0.0001121715,0.0001824482,2.077790515576301,1.237216791968892,2.0123469571548815,5.0085,,,,,,,,,,,,3.7612378955775185e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,1,2,147.0592,0.0001266422,5.359348e-05,0.0001437571,1.3694079628989402,0.5795172404732789,1.5544748706454816,5.0851,,,,,,,,,,,,2.49045643153527e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,1,3,147.5581,0.0001418699,9.851226e-05,0.0002066004,1.5444945349617514,1.07247307002212,2.2491958387290882,5.0851,,,,,,,,,,,,2.789913669347702e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,1,4,147.3115,0.0001340246,7.38781e-05,0.0001524278,1.4542123465005465,0.8016024308671844,1.6538933054820983,5.0851,,,,,,,,,,,,2.6356335175316118e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,2,3,148.2867,0.0001558113,4.940122e-05,0.0001324249,1.7130630839592231,0.543140364559875,1.4559419476443092,5.1063,,,,,,,,,,,,3.0513542095059045e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,2,4,148.3094,0.0001679545,5.917535e-05,0.0001318206,1.84713656110482,0.6508009758665241,1.4497417441436464,5.1063,,,,,,,,,,,,3.289162407222451e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,softplus,8,512,1,3,4,145.3666,0.0002628068,4.997184e-05,0.0002510092,2.7767441661011287,0.5279886790955906,2.6520939783054,5.406899999999999,,,,,,,,,,,,4.860581849118719e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,0,1,74.1815,0.002492475,0.006110307,0.001563597,6.857914035592285,16.812188742947384,4.302155011508637,12.056,,,,,,,,,,,,0.0002067414565361646,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,0,2,74.46,0.001635974,0.01142311,0.001534186,4.535158453009198,31.666526409437992,4.252987276318799,12.056,,,,,,,,,,,,0.0001356979097544791,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,0,3,74.0993,0.001885772,0.004551361,0.001643508,5.177110063128374,12.495093168225015,4.5120098323827,12.056,,,,,,,,,,,,0.00015641771731917718,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,0,4,74.4816,0.001746402,0.007739844,0.00187555,4.84409017801933,21.468426112545593,5.2023150073031035,12.056,,,,,,,,,,,,0.000144857498341075,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,1,2,74.634,0.001701462,0.007273331,0.002320295,4.738770703621836,20.25707765471372,6.46229299846851,17.727,,,,,,,,,,,,9.598138432898967e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,1,3,74.2789,0.00151582,0.006149145,0.002006607,4.18165851684051,16.963507910264568,5.53558156740364,17.727,,,,,,,,,,,,8.55091103965702e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,1,4,75.0896,0.002545722,0.009292789,0.001142682,7.176960595571766,26.19845390657847,3.2214765348569627,17.727,,,,,,,,,,,,0.00014360704010830936,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,2,3,73.932,0.003020884,0.005032456,0.001279049,8.25598628799581,13.753552844446274,3.4956029445932884,14.741000000000001,,,,,,,,,,,,0.00020493073739909096,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,2,4,74.2761,0.001682806,0.006977755,0.002867887,4.641969051677187,19.247924454860367,7.910978863699876,14.741000000000001,,,,,,,,,,,,0.00011415819822264431,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,1,64,1,3,4,74.9457,0.002109793,0.006991729,0.001890562,5.925203790859282,19.63577430366902,5.309509098406576,16.016,,,,,,,,,,,,0.00013173033216783218,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,0,1,90.8758,0.000341766,0.001860517,0.0002345327,1.4112220512944402,7.682457053095328,0.9684337177765592,2.587,,,,,,,,,,,,0.00013210900657131813,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,0,2,90.1604,0.0002863066,0.001527906,0.0002749933,1.1636785351486068,6.210095806121016,1.1176962058146105,2.587,,,,,,,,,,,,0.00011067127947429453,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,0,3,89.8381,0.0002185207,0.001041375,0.0002261253,0.8818276337699826,4.202408522932681,0.9125155568077873,2.587,,,,,,,,,,,,8.446876691148048e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,0,4,90.4827,0.0002156674,0.001230065,0.0003033316,0.882847334033738,5.035344265930826,1.2417059527225172,2.587,,,,,,,,,,,,8.336582914572864e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,1,2,91.1618,0.0002419323,0.002246762,0.000290365,1.0052860177506127,9.33582834459641,1.2065353594545112,2.8242,,,,,,,,,,,,8.566401104737626e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,1,3,91.3043,0.0002864617,0.003711617,0.000331151,1.1940404286836412,15.470901533396928,1.380316049227581,2.8240999999999996,,,,,,,,,,,,0.00010143468715697037,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,1,4,92.857,0.000247222,0.002952298,0.0003174663,1.065826261343339,12.7279802756689,1.3686642759604843,2.8240999999999996,,,,,,,,,,,,8.754010127120146e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,2,3,89.7801,0.0002085894,0.001361407,0.000286788,0.8406639204601561,5.486787660168254,1.155822512653698,2.8878,,,,,,,,,,,,7.223124870143361e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,2,4,91.095,0.0003042801,0.002040499,0.0003211608,1.2625036285784514,8.466335431106737,1.3325441767541102,2.8878,,,,,,,,,,,,0.00010536744234365262,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,2,128,1,3,4,91.0741,0.0002785303,0.001550478,0.0002648808,1.1551336294944083,6.430213443891854,1.0985257973275528,3.1115,,,,,,,,,,,,8.951640687771173e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,0,1,109.3636,5.801419e-05,0.0003539365,6.696941e-05,0.3469363721605902,2.116610527273013,0.4004903653939692,1.3103,,,,,,,,,,,,4.427550179348241e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,0,2,109.8517,7.820884e-05,0.0002659789,6.140978e-05,0.4718885212122875,1.6048363560266448,0.37052806654812814,1.3103,,,,,,,,,,,,5.9687735633061126e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,0,3,108.9936,5.238376e-05,0.0002255428,4.821279e-05,0.3111491844418434,1.3396796693618365,0.28637444674009394,1.3103,,,,,,,,,,,,3.997844768373655e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,0,4,109.9634,5.194648e-05,0.0002732425,7.200789e-05,0.31406710226423334,1.6520172337073613,0.4353578789643045,1.3103,,,,,,,,,,,,3.964472258261467e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,1,2,109.2443,8.989943e-05,0.0002847596,6.809436e-05,0.536444151577557,1.6992056793415093,0.40632984188461185,1.2503,,,,,,,,,,,,7.190228745101177e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,1,3,108.8124,0.0001067677,0.0003160144,5.61565e-05,0.6320721719917247,1.870827115210515,0.33245036585459165,1.2503,,,,,,,,,,,,8.539366552027513e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,1,4,109.8399,7.26697e-05,0.0003380306,4.776587e-05,0.43837283024853857,2.0391364053052596,0.28814292093105875,1.2503,,,,,,,,,,,,5.81218107654163e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,2,3,109.2582,5.36614e-05,0.0003997427,8.370674e-05,0.3202875711380363,2.3859351128215196,0.4996185049678746,1.2105,,,,,,,,,,,,4.4329946303180505e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,2,4,108.9701,5.234902e-05,0.000290332,5.620447e-05,0.3108087660191917,1.723771154758656,0.3336995031705021,1.2105,,,,,,,,,,,,4.324578273440727e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,4,256,1,3,4,108.7419,7.472127e-05,0.0004015074,6.179121e-05,0.44178206721970753,2.3738725154967253,0.36533437520276446,1.2633,,,,,,,,,,,,5.91476846354785e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,8,512,1,0,1,134.5507,1.601017e-05,7.830644e-05,1.871817e-05,0.14492318524899644,0.7088256221082865,0.16943585348763993,0.90942,,,,,,,,,,,,1.760481405731125e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,8,512,1,0,2,135.1771,2.054929e-05,7.970685e-05,2.824892e-05,0.18774703008314336,0.7282355918273865,0.25809411580917446,0.90942,,,,,,,,,,,,2.2596039233797365e-05,,,,,02_geodesic,02_geodesic,,ok
cnn,mup,swish,8,512,1,0,3,135.8423,1.703855e-05,8.377557e-05,2.296612e-05,0.15720729307876055,0.7729607616745685,0.21189840436668522,0.90942,,,,,,,,,,,,1.8735622704580943e-05,,,,,02_geodesic,02_geodesic,,ok
