arch,regime,act,width,width_paper,smooth,seedA,seedB,dnorm,rq_A,rq_mid,rq_B,flen_A,flen_mid,flen_B,lmax_A,lmax_mid,lmax_B,trP_A,trP_mid,trP_B,trP_sem_A,trP_sem_mid,trP_sem_B,align_A,align_mid,align_B,spec_A,spec_mid,spec_B,ov1_mid,top1_mid,src_rq,src_lmax,src_trP,status
mlp,ntk,gelu,512,512,1,0,2,1098.0881,4.168527e-06,4.681406e-07,4.084231e-06,2.5131996662883527,0.2822413767971346,2.4623777142968115,0.17545,,,,,,,,,,,,2.3759059561128525e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,0,3,1097.9054,3.385315e-06,5.961478e-07,4.461371e-06,2.0403230324005612,0.35929716645420684,2.6888599753298954,0.17545,,,,,,,,,,,,1.9295041322314047e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,0,4,1099.4983,3.708746e-06,4.467964e-07,3.678249e-06,2.2417450510960233,0.27006530470070456,2.223311192637322,0.17545,,,,,,,,,,,,2.1138478198917072e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,1,2,1097.8928,4.032509e-06,6.071525e-07,4.094003e-06,2.4303298644971245,0.3659212795443458,2.4673913328502977,0.15611,,,,,,,,,,,,2.5831202357312155e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,1,3,1097.5436,3.812977e-06,7.141489e-07,4.049651e-06,2.2965597721897106,0.4301325801581107,2.439108753608488,0.15611,,,,,,,,,,,,2.4424937544039462e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,1,4,1098.4194,4.224765e-06,6.898034e-07,3.527123e-06,2.5486426724426106,0.4161325850872176,2.127781353224096,0.15611,,,,,,,,,,,,2.7062744218820064e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,2,3,1097.4469,4.474497e-06,6.769295e-07,3.959878e-06,2.6945190459809996,0.4076434581443221,2.38461813490123,0.16698,,,,,,,,,,,,2.6796604383758537e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,2,4,1097.3921,3.983361e-06,5.692603e-07,4.327895e-06,2.3985199228356255,0.3427713859801773,2.6059758032075653,0.16698,,,,,,,,,,,,2.3855318002155947e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,512,512,1,3,4,1098.4611,4.394961e-06,9.142793e-07,3.728651e-06,2.651516863071159,0.5515923762479109,2.2495264469939866,0.15588,,,,,,,,,,,,2.8194515011547346e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,0,1,1837.4213,1.602459e-06,2.546127e-07,1.749711e-06,2.7050445628478785,0.42980113673237064,2.95361455557061,0.14731,,,,,,,,,,,,1.0878141334600503e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,0,2,1837.738,1.70639e-06,1.839362e-07,1.721561e-06,2.8814792258038775,0.31060211274873106,2.9070975905005008,0.14731,,,,,,,,,,,,1.1583667096599009e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,0,3,1836.7837,1.661093e-06,1.751145e-07,1.638749e-06,2.8020764869741828,0.2953984051333914,2.764384679817719,0.14731,,,,,,,,,,,,1.1276172697033467e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,0,4,1837.1864,1.469736e-06,1.454198e-07,1.495335e-06,2.4803660597229245,0.24541437124197524,2.5235676216108054,0.14731,,,,,,,,,,,,9.977163804222388e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,1,2,1839.269,1.878417e-06,1.523611e-07,1.594964e-06,3.1772582534747134,0.25771197901397086,2.697810194964719,0.14018,,,,,,,,,,,,1.3400035668426309e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,1,3,1837.9366,1.772348e-06,1.158162e-07,1.549905e-06,2.9935054717234677,0.19561419564003202,2.6177980273352417,0.14018,,,,,,,,,,,,1.2643372806391783e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,1,4,1838.6272,1.75368e-06,1.814738e-07,1.605425e-06,2.9642014449716263,0.30674062553287484,2.7136097262861942,0.14018,,,,,,,,,,,,1.2510201169924383e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,2,3,1837.1083,1.69776e-06,1.686992e-07,1.604878e-06,2.8649419071049165,0.28467710852833955,2.7082050690266724,0.14207,,,,,,,,,,,,1.1950165411416907e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,2,4,1837.5635,1.828569e-06,2.34251e-07,1.498282e-06,3.0872092634813795,0.395490603406148,2.529579178968586,0.14207,,,,,,,,,,,,1.2870901668191736e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,1024,1024,1,3,4,1837.8754,1.530108e-06,1.157108e-07,1.523962e-06,2.5841886796759868,0.19542315933009446,2.573808743341239,0.1457,,,,,,,,,,,,1.0501770761839396e-05,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,0,1,3273.8606,6.598497e-07,3.384589e-08,6.290403e-07,3.536188395350077,0.18138288681239867,3.3710783062681258,0.11996000000000001,,,,,,,,,,,,5.5005810270090025e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,0,2,3277.4309,6.69294e-07,4.396908e-08,6.138898e-07,3.594628588615652,0.23614810827996172,3.297065004825301,0.11996000000000001,,,,,,,,,,,,5.579309769923308e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,0,3,3276.5378,5.562661e-07,3.029184e-08,5.778909e-07,2.9859529723214076,0.1626020526598412,3.102031654512999,0.11996000000000001,,,,,,,,,,,,4.637096532177392e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,0,4,3275.0686,5.972681e-07,2.92771e-08,5.963457e-07,3.203171019174296,0.15701417545230995,3.19822415369113,0.11996000000000001,,,,,,,,,,,,4.9788937979326436e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,1,2,3277.1501,5.680224e-07,4.180727e-08,5.999043e-07,3.0501987137152353,0.22449903591468495,3.2213999381225786,0.11134000000000001,,,,,,,,,,,,5.101692114244656e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,1,3,3274.9382,5.695306e-07,3.111708e-08,6.2593e-07,3.0541705517543005,0.1668687677055152,3.356618544217939,0.11134000000000001,,,,,,,,,,,,5.115238009700018e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,1,4,3274.2673,5.694857e-07,4.367856e-08,5.816622e-07,3.0526786497806695,0.23413512852941518,3.117949720817316,0.11134000000000001,,,,,,,,,,,,5.114834740434704e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,2,3,3275.5034,5.955272e-07,5.11849e-08,6.694974e-07,3.194682594692111,0.2745794132342842,3.5914928671127395,0.11105999999999999,,,,,,,,,,,,5.362211417251937e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,2,4,3274.3691,6.425802e-07,4.483834e-08,6.298575e-07,3.444709559094354,0.2403669742888479,3.376506389579499,0.11105999999999999,,,,,,,,,,,,5.785883306320908e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,2048,2048,1,3,4,3275.8804,6.732651e-07,3.082688e-08,5.887503e-07,3.612535987014521,0.16540767279839425,3.1590552460176466,0.11068,,,,,,,,,,,,6.082987893024937e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,0,1,6125.0762,2.058751e-07,1.143257e-08,2.029316e-07,3.8618626118724984,0.21445534035254954,3.8066476169651655,0.098327,,,,,,,,,,,,2.093779938368912e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,0,2,6130.9292,2.070006e-07,1.009822e-08,1.999407e-07,3.890399587023064,0.18978742533919246,3.7577147926581,0.098327,,,,,,,,,,,,2.105226438312976e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,0,3,6128.9175,2.113879e-07,5.955682e-09,1.968463e-07,3.9702484016351027,0.11185851669441323,3.697130762653794,0.098327,,,,,,,,,,,,2.14984592227974e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,0,4,6129.6475,2.14274e-07,8.632335e-09,1.962067e-07,4.025413339996391,0.16216954210178441,3.6859958164624267,0.098327,,,,,,,,,,,,2.1791979822429243e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,1,2,6131.0659,1.972671e-07,8.565213e-09,2.136158e-07,3.707632093778384,0.16098304587459253,4.0149056574469055,0.10104,,,,,,,,,,,,1.9523663895486936e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,1,3,6126.9561,2.110553e-07,6.982288e-09,2.071456e-07,3.9614648256075906,0.1310561180612947,3.888080556040903,0.10104,,,,,,,,,,,,2.088829176563737e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,1,4,6126.7925,2.16226e-07,7.174968e-09,2.02265e-07,4.058301071766275,0.13466549038639536,3.796269950333473,0.10104,,,,,,,,,,,,2.140003958828187e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,2,3,6127.2485,2.255365e-07,7.459187e-09,2.199455e-07,4.233678051808615,0.1400207783939014,4.128726108386322,0.099559,,,,,,,,,,,,2.2653552165047864e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,2,4,6128.1396,2.094428e-07,8.140015e-09,2.019653e-07,3.9327173996392126,0.15284544813106102,3.792312027118399,0.099559,,,,,,,,,,,,2.1037053405518337e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,gelu,4096,4096,1,3,4,6129.3047,2.178532e-07,9.269773e-09,2.158728e-07,4.092195476687047,0.1741251592380361,4.0549952706674395,0.10153,,,,,,,,,,,,2.1457027479562692e-06,,,,,02_geodesic,02_geodesic,,ok
mlp,ntk,relu,4096,4096,0,0,1,6126.052236,1.784332e-07,1.056605e-08,1.824825e-07,3.348166600405064,0.19826408823139374,3.4241487103208206,0.1068222,0.2903094,0.1039463,4.145175e-08,9.127763e-08,4.128413e-08,3.047e-09,8.044e-09,3.664e-09,4.304599926420477,0.11575727809760178,4.42016096742259,1.67037563352936e-06,3.639582459265873e-08,1.755545892446388e-06,1.989971e-09,0.05467580477353409,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,0,2,6130.27634,1.62028e-07,9.35765e-09,1.788018e-07,3.044529452417934,0.17583159102388896,3.359711569885088,0.1068222,0.2854998,0.1070513,4.145175e-08,8.408116e-08,4.452825e-08,3.047e-09,8.505e-09,3.312e-09,3.908833764557588,0.11129306493868543,4.015468831584443,1.5168008148119023e-06,3.2776380228637635e-08,1.6702440792405138e-06,2.647343e-09,0.08076984040131871,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,0,3,6127.110575,1.856337e-07,9.499424e-09,1.982703e-07,3.4844822890454608,0.17831123704442345,3.721680647391773,0.1068222,0.3341758,0.1058569,4.145175e-08,7.489019e-08,4.505976e-08,3.047e-09,5.729e-09,2.995e-09,4.478307912211186,0.12684470422628116,4.400163249870838,1.7377820340715694e-06,2.842642704827818e-08,1.8730030824632119e-06,3.696097e-11,0.0013002327002696163,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,0,4,6128.856337,1.727944e-07,1.078028e-08,1.837011e-07,3.2453276559001507,0.20246918200096342,3.450171187545888,0.1068222,0.2650526,0.1065135,4.145175e-08,7.410303e-08,4.195058e-08,3.047e-09,6.384e-09,2.712e-09,4.168567068941601,0.14547691234757876,4.378988323880146,1.6175888532533498e-06,4.067222883306935e-08,1.7246743370558662e-06,1.935363e-09,0.04758438510816046,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,1,2,6131.734176,1.984716e-07,1.159217e-08,1.896146e-07,3.731083883579923,0.21792215441765306,3.5645804142832205,0.1039463,0.3166159,0.1070513,4.128413e-08,7.745856e-08,4.452825e-08,3.664e-09,6.567e-09,3.312e-09,4.807455068085485,0.14965640982739675,4.258298945051736,1.9093666633636793e-06,3.6612722229047876e-08,1.7712498587125985e-06,3.081165e-14,8.415558342601084e-07,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,1,3,6126.894483,1.830381e-07,1.105853e-08,1.731183e-07,3.43551860935806,0.20756217206769734,3.249329736652814,0.1039463,0.2754107,0.1058569,4.128413e-08,5.550904e-08,4.505976e-08,3.664e-09,4.376e-09,2.995e-09,4.433618923300551,0.199220343208962,3.841971195585596,1.7608909600437918e-06,4.015286987760461e-08,1.6353992984869197e-06,7.841342e-12,0.0001952872116962562,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,1,4,6128.10509,1.780021e-07,9.34275e-09,1.736782e-07,3.3423162388290617,0.17542728451136372,3.2611270776614525,0.1039463,0.2406347,0.1065135,4.128413e-08,8.298585e-08,4.195058e-08,3.664e-09,6.661e-09,2.712e-09,4.31163500357159,0.11258244628451718,4.140066716598436,1.7124428671342798e-06,3.882544786765998e-08,1.6305745281114603e-06,3.559363e-09,0.09167603197089723,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,2,3,6126.395025,1.909177e-07,1.015266e-08,1.815159e-07,3.5828299069604275,0.19052845222418274,3.406392362305005,0.1070513,0.282681,0.1058569,4.452825e-08,7.978943e-08,4.505976e-08,3.312e-09,5.726e-09,2.995e-09,4.287563513050704,0.12724316992864845,4.028337035084076,1.7834225273303547e-06,3.5915608052893544e-08,1.7147290351408364e-06,3.775053e-10,0.010510898199023705,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,2,4,6127.904373,1.844108e-07,9.652276e-09,1.844202e-07,3.462424523371944,0.1812273312016132,3.4626010140683654,0.1070513,0.2896669,0.1065135,4.452825e-08,7.874412e-08,4.195058e-08,3.312e-09,4.971e-09,2.712e-09,4.141433808874142,0.12257773659798343,4.396129922399165,1.7226395195574459e-06,3.332198466583514e-08,1.7314255939387965e-06,3.388545e-12,0.00010169097171076544,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,relu,4096,4096,0,3,4,6128.493126,1.833447e-07,9.829927e-09,1.818756e-07,3.443069356646789,0.18459830271491295,3.4154808133627466,0.1058569,0.2701858,0.1065135,4.505976e-08,8.197254e-08,4.195058e-08,2.995e-09,8.265e-09,2.712e-09,4.068923136741075,0.1199173162134539,4.335472834940542,1.7320051881360592e-06,3.6382100761772086e-08,1.7075356644932334e-06,1.871144e-09,0.05143034516484201,10_rayleigh,10_rayleigh,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,0,1,320.4401,9.855273e-05,4.752438e-06,6.834951e-05,5.0597886983124365,0.24399458119354542,3.5091273294326077,0.6751199999999999,2.109823,0.6557165,8.681597e-05,0.0001838204,7.490613e-05,6.518e-06,1.726e-05,6.687e-06,1.1351912557102108,0.025853702853437376,0.9124688460076632,0.00014597809278350517,2.2525292406045437e-06,0.00010423637349372784,1.437011e-07,0.06379544265602202,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,0,2,320.2876,4.986265e-05,5.064085e-06,7.576743e-05,2.5575587015684325,0.2597474193054757,3.8862685776222703,0.6751199999999999,1.763862,0.685648,8.681597e-05,0.0001537595,9.386949e-05,6.518e-06,1.391e-05,9.306e-06,0.5743488208448284,0.03293510319687564,0.8071571497831723,7.38574623770589e-05,2.871021088951403e-06,0.0001105048508855856,6.055931e-08,0.021093300301084996,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,0,3,320.4824,5.236045e-05,3.554173e-06,5.313436e-05,2.6889439103394763,0.1825227217230369,2.7286876593265617,0.6751199999999999,1.701469,0.733363,8.681597e-05,0.000154093,8.136343e-05,6.518e-06,1.277e-05,8.873e-06,0.6031200250368682,0.02306511652054279,0.6530496563382345,7.755724908164474e-05,2.088884957645423e-06,7.245301440078106e-05,8.843873e-09,0.004233776957237872,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,0,4,321.5446,4.989503e-05,6.025959e-06,4.619966e-05,2.579346771779016,0.3115147519406784,2.388312901671532,0.6751199999999999,1.341112,0.6725572,8.681597e-05,0.0001504403,0.0001005952,6.518e-06,1.005e-05,9.889e-06,0.5747217936976342,0.04005548380320965,0.4592630662298003,7.390542422087925e-05,4.4932555968479885e-06,6.869253648611599e-05,7.654415e-07,0.17035342937912457,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,1,2,320.7961,4.166022e-05,8.07004e-06,5.346051e-05,2.14362948997278,0.4152444641257279,2.750814224816496,0.65204,1.321118,0.685648,7.490613e-05,0.0001614142,9.386949e-05,6.687e-06,1.866e-05,9.306e-06,0.5561656969863481,0.049995849187989654,0.5695195531583266,6.389212318262684e-05,6.108492958236887e-06,7.797078092548946e-05,3.601841e-07,0.058964478221148836,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,1,3,321.3155,5.804495e-05,4.298279e-06,8.166839e-05,2.996386266713142,0.2218850075002476,4.215871358672424,0.65204,1.828097,0.733363,7.490613e-05,0.00012856,8.136343e-05,6.687e-06,1.368e-05,8.873e-06,0.774902534679071,0.03343403080273802,1.0037481212382517,8.902053554996627e-05,2.3512313624495853e-06,0.00011136148128552981,3.240261e-08,0.013781123592295892,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,1,4,321.4088,8.982087e-05,9.768707e-06,6.737497e-05,4.639410363853502,0.5045713818764865,3.4800390386145086,0.65204,2.331624,0.6725572,7.490613e-05,0.0001318327,0.0001005952,6.687e-06,1.648e-05,9.889e-06,1.1991124090912186,0.0740992712733639,0.6697632690227764,0.00013775361940985217,4.18965793798657e-06,0.00010017730833897845,2.504479e-07,0.059777648606883185,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,2,3,321.5272,3.170145e-05,8.016581e-06,4.464702e-05,1.6386438346982102,0.4143760310966474,2.3077986672738215,0.68546,1.432616,0.733363,9.386949e-05,0.0001556408,8.136343e-05,9.306e-06,1.555e-05,8.873e-06,0.33771835769002256,0.05150693776953087,0.5487357157877931,4.6248431710092494e-05,5.595763973039531e-06,6.087983713386141e-05,2.941038e-08,0.005255829256147975,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,2,4,321.5448,6.914687e-05,4.729473e-06,6.316568e-05,3.5745840374170013,0.24449260958875935,3.2653832551001996,0.68546,1.619625,0.6725572,9.386949e-05,0.0001374083,0.0001005952,9.306e-06,1.446e-05,9.889e-06,0.7366277370847546,0.0344191216978887,0.6279194235907877,0.00010087659382020833,2.9201037277147483e-06,9.391867338569865e-05,4.60244e-08,0.015761220933072247,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,64,64,1,3,4,321.9076,8.960376e-05,4.684182e-06,7.348303e-05,4.642572545677171,0.24269801571000124,3.8073212290552534,0.73288,1.814475,0.6725572,8.136343e-05,0.0001222953,0.0001005952,8.873e-06,1.704e-05,9.889e-06,1.1012780557555157,0.038302224206490355,0.7304824683483905,0.00012226252592511736,2.5815632621006075e-06,0.00010925915297613349,7.253891e-07,0.28098831070665065,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,0,1,464.8353,3.275912e-05,2.53364e-06,2.393081e-05,3.5391619317286587,0.27372414877765333,2.585387267650398,0.5536,0.9747693,0.5610616,2.996077e-05,5.065866e-05,2.743036e-05,2.561e-06,4.393e-06,2.941e-06,1.0934004700146223,0.050013956152807834,0.8724205588260598,5.9174710982658957e-05,2.599220143679125e-06,4.265273189254085e-05,1.043122e-07,0.04013211433962994,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,0,2,465.0121,1.963973e-05,4.703376e-06,2.958571e-05,2.1234108140035715,0.5085202016893746,3.198751538538137,0.5536,1.307398,0.5344095,2.996077e-05,5.405146e-05,3.311724e-05,2.561e-06,3.967e-06,1.75e-06,0.6555148616006865,0.08701663192816624,0.8933627923099873,3.547639089595376e-05,3.597508945248501e-06,5.536149712907424e-05,1.218178e-06,0.33861708713996075,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,0,3,465.396,3.118013e-05,1.97736e-06,3.73027e-05,3.376705758534833,0.2141415991112429,4.039759997758101,0.5536,1.582268,0.5324141,2.996077e-05,6.502871e-05,3.168069e-05,2.561e-06,5.169e-06,3.127e-06,1.040698553475094,0.030407492321468475,1.1774585717672184,5.632248916184971e-05,1.249699798011462e-06,7.006332101272299e-05,8.160602e-09,0.0065300498671643,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,0,4,465.0039,2.59674e-05,2.441761e-06,1.781897e-05,2.807447624577382,0.26398931426464306,1.9264857089626084,0.5536,1.072807,0.6024045,2.996077e-05,5.188e-05,3.156971e-05,2.561e-06,5.215e-06,3.023e-06,0.8667133721863624,0.047065555127216656,0.5644324892436453,4.6906430635838154e-05,2.276048720785752e-06,2.9579742515203656e-05,1.158216e-07,0.05088713564972166,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,1,2,465.2285,3.106074e-05,3.652287e-06,3.418734e-05,3.361355345402411,0.39524603825902843,3.6997121785923213,0.55194,1.196506,0.5344095,2.743036e-05,5.282221e-05,3.311724e-05,2.941e-06,5.313e-06,1.75e-06,1.1323489739106596,0.0691430176813882,1.032312475314972,5.6275573431894775e-05,3.052460246751792e-06,6.397217863829142e-05,1.22321e-09,0.00040072921549155364,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,1,3,466.0294,2.446699e-05,2.151442e-06,2.085157e-05,2.65691205834394,0.23362874602178704,2.2643074513212595,0.55194,1.392534,0.5324141,2.743036e-05,5.495308e-05,3.168069e-05,2.941e-06,4.323e-06,3.127e-06,0.8919675133683991,0.03915052623074085,0.658179162133148,4.432907562416205e-05,1.5449834618041645e-06,3.916419568903228e-05,5.778968e-09,0.0037404724017249817,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,1,4,465.5577,2.370567e-05,2.354512e-06,1.881486e-05,2.5690305377077896,0.25516314153531383,2.039003744787504,0.55194,1.140563,0.6024045,2.743036e-05,4.289033e-05,3.156971e-05,2.941e-06,4.135e-06,3.023e-06,0.8642128648694366,0.05489610362055969,0.5959782335662888,4.294972279595608e-05,2.0643419083382506e-06,3.1232934016927164e-05,4.125635e-09,0.0019985231047898676,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,2,3,465.848,3.475041e-05,2.567304e-06,2.853618e-05,3.770668977375616,0.27857091609256784,3.0963804069881915,0.53253,2.079611,0.5324141,3.311724e-05,5.053394e-05,3.168069e-05,1.75e-06,6.176e-06,3.127e-06,1.0493147979722948,0.050803558954635245,0.9007436391063453,6.525530956002479e-05,1.2345116466493013e-06,5.359771651426963e-05,5.259998e-09,0.00426079252818443,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,2,4,466.091,3.440488e-05,2.787998e-06,2.512355e-05,3.737072176434686,0.3028334862308938,2.7289303051853593,0.53253,1.624817,0.6024045,3.311724e-05,4.47736e-05,3.156971e-05,1.75e-06,3.929e-06,3.023e-06,1.0388812594286239,0.062268792324048104,0.7958118715692987,6.460646348562523e-05,1.7158843118948167e-06,4.170544874747782e-05,1.714766e-07,0.09993482591529836,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,128,128,1,3,4,466.2309,2.263238e-05,1.785483e-06,2.297933e-05,2.459814389469092,0.19405633766985367,2.497522867429709,0.52955,1.06812,0.6024045,3.168069e-05,5.616476e-05,3.156971e-05,3.127e-06,4.023e-06,3.023e-06,0.7143903747045912,0.0317900940020041,0.7278917037882199,4.2738891511660844e-05,1.6716127401415573e-06,3.8146013185492476e-05,4.47568e-09,0.0026774622450059732,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,256,256,1,0,1,697.9874,1.092e-05,6.290143e-07,9.96929e-06,2.6600378016508297,0.1532236095035655,2.4284513054596704,0.42827000000000004,1.263639,0.4349522,9.655173e-06,2.06274e-05,1.066682e-05,7.136e-07,1.493e-06,1.084e-06,1.130999931332147,0.030494114624237668,0.9346075025171513,2.5497933546594436e-05,4.977800621854818e-07,2.2920426658377635e-05,2.100824e-09,0.004220385988897231,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,256,256,1,0,2,697.9675,1.051425e-05,5.926654e-07,9.651717e-06,2.561053818291588,0.1443610324692024,2.3509586205311677,0.42827000000000004,0.9231407,0.4491913,9.655173e-06,1.795403e-05,9.187271e-06,7.136e-07,1.6e-06,7.293e-07,1.0889758267407534,0.033010159835981115,1.050553205625479,2.4550517197095288e-05,6.420098258044521e-07,2.1486874300548562e-05,5.620954e-09,0.008755246063339956,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,256,256,1,0,3,698.0764,1.128961e-05,7.964703e-07,9.817001e-06,2.750773651458893,0.1940642338760648,2.3919646194284487,0.42827000000000004,1.138849,0.4388111,9.655173e-06,1.598126e-05,1.056372e-05,7.136e-07,1.664e-06,9.349e-07,1.169280964722227,0.049837766233701224,0.9293128746312852,2.6360963877927474e-05,6.993642704168858e-07,2.237181557166626e-05,4.565439e-11,6.527984332511834e-05,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,256,256,1,0,4,698.3199,1.864181e-05,6.973694e-07,1.483944e-05,4.545345686967488,0.1700363320146008,3.6182315237100275,0.42827000000000004,1.559483,0.4183608,9.655173e-06,1.601561e-05,1.124218e-05,7.136e-07,2.49e-06,1.172e-06,1.9307587756325029,0.0435431057574454,1.3199788653090414,4.352817148060802e-05,4.4717986666093833e-07,3.547043604467723e-05,5.132183e-09,0.011476775639121818,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,256,256,1,1,2,697.6077,1.244776e-05,1.00197e-06,1.155111e-05,3.028891676509609,0.24380760820519778,2.81071139975762,0.43150999999999995,1.12726,0.4491913,1.066682e-05,1.84525e-05,9.187271e-06,1.084e-06,1.965e-06,7.293e-07,1.166960724939579,0.05429995935510093,1.2572950117613815,2.884697921253274e-05,8.888543902915032e-07,2.571534666855747e-05,7.597128e-09,0.008547100720859905,02_geodesic,02_geodesic,10_rayleigh,ok
mlp,ntk,softplus,256,256,1,1,3,697.6975,1.37064e-05,8.587773e-07,1.707732e-05,3.3360130420826324,0.20901858059333664,4.156464297249357,0.43150999999999995,1.551313,0.4388111,1.066682e-05,2.01743e-05,1.056372e-05,1.084e-06,2.479e-06,9.349e-07,1.2849565287498992,0.042567885874602834,1.6166009701128012,3.176380616903433e-05,5.535809343440041e-07,3.8917247079665945e-05,7.622649e-10,0.0013769710131063084,02_geodesic,02_geodesic,10_rayleigh,ok
