kind,mode,regime,act,width,smooth,seedA,seedB,nparams,dnorm,rq_A,rq_mid,rq_B,flen_A,flen_mid,flen_B,lmax_A,lmax_mid,lmax_B,trP_A,trP_mid,trP_B,trP_sem_A,trP_sem_mid,trP_sem_B,align_A,align_mid,align_B,spec_A,spec_mid,spec_B,ov1_A,ov1_mid,ov1_B,top1_A,top1_mid,top1_B,pow_gap_mid,rq_tmax,t_at_rqmax,rq_tmin,batch,micro,probes,power_iters,accA,accB,status
rq,mlp,sp,gelu,512,1,2,3,669706,47.932715,7.187590e-06,3.573046e-05,5.984693e-06,8.256907e-03,4.104617e-02,6.875052e-03,4.627361e-02,1.642013e+00,3.707144e-02,1.040652e-06,5.345973e-05,1.013991e-06,4.409e-08,2.375e-06,3.596e-08,6.906816e+00,6.683621e-01,5.902119e+00,1.553281e-04,2.176016e-05,1.614368e-04,1.953480e-06,1.696856e-06,3.491385e-07,1.257648e-02,7.797993e-02,2.162695e-03,1.21e-04,2.304083e-04,0.7500,5.984693e-06,2048,2048,24,24,0.986,0.9851,ok
rq,mlp,sp,gelu,512,1,2,4,669706,47.992467,6.111036e-06,2.670093e-05,6.280696e-06,7.037704e-03,3.074982e-02,7.233091e-03,4.627361e-02,1.874499e+00,5.277696e-02,1.040652e-06,4.532527e-05,1.303842e-06,4.409e-08,2.107e-06,6.756e-08,5.872316e+00,5.890958e-01,4.817069e+00,1.320631e-04,1.424430e-05,1.190045e-04,4.776787e-07,3.716260e-08,8.193307e-07,3.617049e-03,2.608945e-03,6.884871e-03,1.91e-07,2.208388e-04,0.7500,6.111036e-06,2048,2048,24,24,0.986,0.9852,ok
rq,mlp,sp,gelu,512,1,3,4,669706,47.943283,5.817454e-06,2.526066e-05,6.568151e-06,6.685879e-03,2.903155e-02,7.548640e-03,3.707144e-02,1.224963e+00,5.277696e-02,1.013991e-06,4.340130e-05,1.303842e-06,3.596e-08,1.643e-06,6.756e-08,5.737188e+00,5.820254e-01,5.037537e+00,1.569255e-04,2.062157e-05,1.244511e-04,3.068795e-07,9.852014e-07,1.274984e-07,1.955574e-03,4.777528e-02,1.024486e-03,1.23e-05,1.677106e-04,0.7500,5.817454e-06,2048,2048,24,24,0.9851,0.9852,ok
rq,mlp,sp,swish,512,1,0,1,669706,47.713367,8.998699e-06,1.792099e-05,1.043425e-05,1.024306e-02,2.039916e-02,1.187712e-02,5.423363e-02,1.489256e+00,5.232785e-02,1.387738e-06,4.736128e-05,1.510493e-06,5.602e-08,1.737e-06,7.076e-08,6.484435e+00,3.783891e-01,6.907841e+00,1.659247e-04,1.203352e-05,1.994014e-04,1.058038e-06,2.163116e-09,8.145788e-07,6.376615e-03,1.797576e-04,4.085120e-03,8.00e-07,1.892111e-04,0.7500,8.998699e-06,2048,2048,24,24,0.9848,0.986,ok
rq,mlp,sp,swish,512,1,0,2,669706,47.78323,8.253403e-06,2.136155e-05,8.591656e-06,9.422238e-03,2.438674e-02,9.808393e-03,5.423363e-02,2.152688e+00,4.119008e-02,1.387738e-06,4.857530e-05,1.260082e-06,5.602e-08,1.567e-06,5.975e-08,5.947377e+00,4.397616e-01,6.818332e+00,1.521824e-04,9.923202e-06,2.085855e-04,2.441459e-06,8.139105e-08,4.324891e-07,1.604298e-02,8.202096e-03,2.073438e-03,0.00e+00,2.614474e-04,0.7500,8.253403e-06,2048,2048,24,24,0.9848,0.9866,ok
rq,mlp,sp,swish,512,1,0,3,669706,47.746436,7.966413e-06,1.700119e-05,8.629477e-06,9.080604e-03,1.937900e-02,9.836405e-03,5.423363e-02,1.760670e+00,6.162561e-02,1.387738e-06,4.195695e-05,1.470543e-06,5.602e-08,1.671e-06,7.726e-08,5.740572e+00,4.052056e-01,5.868223e+00,1.468906e-04,9.656093e-06,1.400307e-04,7.341698e-06,1.527797e-09,1.147003e-06,4.998071e-02,1.582210e-04,8.191080e-03,2.03e-07,1.605777e-04,0.2500,7.966413e-06,2048,2048,24,24,0.9848,0.9855,ok
rq,mlp,sp,swish,512,1,0,4,669706,47.796872,9.520241e-06,2.253338e-05,1.055259e-05,1.087469e-02,2.573922e-02,1.205391e-02,5.423363e-02,3.301012e+00,6.393924e-02,1.387738e-06,5.860302e-05,1.486902e-06,5.602e-08,3.088e-06,6.351e-08,6.860256e+00,3.845088e-01,7.097030e+00,1.755413e-04,6.826204e-06,1.650409e-04,5.355467e-07,1.132981e-07,3.175579e-06,3.050831e-03,1.659752e-02,1.924117e-02,2.17e-07,2.440479e-04,0.7500,9.520241e-06,2048,2048,24,24,0.9848,0.9853,ok
rq,mlp,sp,swish,512,1,1,2,669706,47.793721,9.874779e-06,2.559420e-05,8.040325e-06,1.127818e-02,2.923165e-02,9.183015e-03,5.232785e-02,1.475883e+00,4.119008e-02,1.510493e-06,4.550512e-05,1.260082e-06,7.076e-08,1.904e-06,5.975e-08,6.537453e+00,5.624466e-01,6.380797e+00,1.887098e-04,1.734162e-05,1.952005e-04,1.262219e-06,3.373148e-08,3.841978e-06,6.688676e-03,1.945117e-03,1.968221e-02,2.20e-05,1.654979e-04,0.2500,8.040325e-06,2048,2048,24,24,0.986,0.9866,ok
rq,mlp,sp,swish,512,1,1,3,669706,47.742386,1.067990e-05,1.955479e-05,9.782272e-06,1.217153e-02,2.228597e-02,1.114854e-02,5.232785e-02,1.210452e+00,6.162561e-02,1.510493e-06,3.596363e-05,1.470543e-06,7.076e-08,1.280e-06,7.726e-08,7.070471e+00,5.437381e-01,6.652147e+00,2.040959e-04,1.615495e-05,1.587371e-04,8.096578e-08,7.028474e-08,8.673823e-07,3.967046e-04,4.350662e-03,5.464269e-03,1.17e-03,1.665523e-04,0.2500,9.782272e-06,2048,2048,24,24,0.986,0.9855,ok
rq,mlp,sp,swish,512,1,1,4,669706,47.805182,1.018433e-05,2.516942e-05,1.069893e-05,1.163731e-02,2.876029e-02,1.222532e-02,5.232785e-02,1.750848e+00,6.393924e-02,1.510493e-06,4.751802e-05,1.486902e-06,7.076e-08,1.605e-06,6.351e-08,6.742388e+00,5.296817e-01,7.195448e+00,1.946255e-04,1.437556e-05,1.673296e-04,2.400928e-06,1.204497e-06,1.006986e-06,1.233615e-02,8.378785e-02,6.017980e-03,0.00e+00,2.421407e-04,0.7500,1.018433e-05,2048,2048,24,24,0.986,0.9853,ok
rq,mlp,sp,swish,512,1,2,3,669706,47.786553,9.807880e-06,1.973800e-05,9.690050e-06,1.119842e-02,2.253640e-02,1.106388e-02,4.119008e-02,1.511206e+00,6.162561e-02,1.260082e-06,4.631823e-05,1.470543e-06,5.975e-08,1.517e-06,7.726e-08,7.783527e+00,4.261388e-01,6.589434e+00,2.381127e-04,1.306109e-05,1.572406e-04,4.351661e-09,7.560814e-08,3.822546e-09,1.827564e-05,5.788807e-03,2.431017e-05,2.52e-03,1.919863e-04,0.2500,9.690050e-06,2048,2048,24,24,0.9866,0.9855,ok
rq,mlp,sp,swish,512,1,2,4,669706,47.863543,9.737306e-06,2.470878e-05,9.985393e-06,1.115369e-02,2.830291e-02,1.143786e-02,4.119008e-02,1.796255e+00,6.393924e-02,1.260082e-06,4.618964e-05,1.486902e-06,5.975e-08,1.810e-06,6.351e-08,7.727520e+00,5.349421e-01,6.715567e+00,2.363993e-04,1.375572e-05,1.561700e-04,8.393018e-07,1.062449e-06,4.529624e-06,3.550356e-03,7.723693e-02,2.900444e-02,6.64e-08,2.054071e-04,0.7500,9.737306e-06,2048,2048,24,24,0.9866,0.9853,ok
rq,mlp,sp,swish,512,1,3,4,669706,47.787059,9.581116e-06,2.169309e-05,1.121883e-05,1.093973e-02,2.476921e-02,1.280967e-02,6.162561e-02,2.879679e+00,6.393924e-02,1.470543e-06,4.277704e-05,1.486902e-06,7.726e-08,2.759e-06,6.351e-08,6.515357e+00,5.071200e-01,7.545100e+00,1.554729e-04,7.533164e-06,1.754607e-04,3.305339e-09,1.920734e-09,4.191612e-06,2.125990e-05,2.549704e-04,2.388917e-02,1.66e-07,1.767228e-04,0.7500,9.581116e-06,2048,2048,24,24,0.9855,0.9853,ok
rq,mlp,mup,relu,512,0,0,1,669706,68.082115,2.173794e-06,4.271162e-06,1.574830e-06,5.037957e-03,9.898791e-03,3.649807e-03,2.002906e-02,7.344014e-01,1.887109e-02,4.269456e-07,6.492869e-06,2.594686e-07,2.448e-08,3.835e-07,1.587e-08,5.091501e+00,6.578236e-01,6.069444e+00,1.085320e-04,5.815842e-06,8.345199e-05,3.553609e-08,1.127180e-07,5.084143e-07,3.274250e-04,1.938121e-02,6.092297e-03,0.00e+00,2.899792e-05,0.2500,1.574830e-06,2048,2048,24,24,0.9863,0.986,ok:nonsmooth
rq,mlp,mup,relu,512,0,0,2,669706,67.737311,2.363425e-06,5.524090e-06,1.826335e-06,5.422104e-03,1.267321e-02,4.189927e-03,2.002906e-02,6.131918e-01,2.408272e-02,4.269456e-07,7.028399e-06,3.138954e-07,2.448e-08,3.159e-07,1.631e-08,5.535659e+00,7.859670e-01,5.818292e+00,1.179998e-04,9.008746e-06,7.583593e-05,5.487654e-07,4.808752e-07,2.117847e-06,4.650562e-03,5.337871e-02,2.792670e-02,0.00e+00,4.142636e-05,0.2500,1.826335e-06,2048,2048,24,24,0.9863,0.9867,ok:nonsmooth
rq,mlp,mup,relu,512,0,0,3,669706,67.697386,1.885974e-06,6.309302e-06,2.173579e-06,4.321650e-03,1.445756e-02,4.980686e-03,2.002906e-02,4.018190e-01,3.147010e-02,4.269456e-07,6.632777e-06,3.826044e-07,2.448e-08,3.380e-07,2.240e-08,4.417365e+00,9.512309e-01,5.681008e+00,9.416189e-05,1.570185e-05,6.906806e-05,2.305026e-08,5.212790e-07,1.605561e-07,2.447939e-04,3.319857e-02,2.324606e-03,3.41e-06,3.468545e-05,0.7500,1.885974e-06,2048,2048,24,24,0.9863,0.9868,ok:nonsmooth
rq,mlp,mup,relu,512,0,0,4,669706,67.938937,1.929996e-06,8.441963e-06,2.206273e-06,4.454141e-03,1.948278e-02,5.091745e-03,2.002906e-02,6.465745e-01,2.909579e-02,4.269456e-07,6.673492e-06,3.576098e-07,2.448e-08,4.250e-07,2.131e-08,4.520474e+00,1.264999e+00,6.169498e+00,9.635980e-05,1.305644e-05,7.582791e-05,7.167923e-07,1.135790e-07,1.364305e-05,7.438707e-03,8.699077e-03,1.799212e-01,0.00e+00,4.160518e-05,0.2500,1.929996e-06,2048,2048,24,24,0.9863,0.9871,ok:nonsmooth
rq,mlp,mup,relu,512,0,1,2,669706,67.85883,1.366828e-06,5.387837e-06,1.556686e-06,3.146999e-03,1.240501e-02,3.584130e-03,1.887109e-02,5.480686e-01,2.408272e-02,2.594686e-07,5.972437e-06,3.138954e-07,1.587e-08,4.937e-07,1.631e-08,5.267797e+00,9.021171e-01,4.959250e+00,7.242972e-05,9.830590e-06,6.463914e-05,2.122882e-06,7.339614e-07,8.569444e-07,2.930954e-02,7.466098e-02,1.325736e-02,2.97e-05,2.826024e-05,0.2500,1.366828e-06,2048,2048,24,24,0.986,0.9867,ok:nonsmooth
rq,mlp,mup,relu,512,0,1,3,669706,67.673085,1.707504e-06,6.621286e-06,2.197525e-06,3.909882e-03,1.516157e-02,5.031943e-03,1.887109e-02,4.552042e-01,3.147010e-02,2.594686e-07,6.711148e-06,3.826044e-07,1.587e-08,4.933e-07,2.240e-08,6.580771e+00,9.866100e-01,5.743595e+00,9.048250e-05,1.454575e-05,6.982898e-05,1.048342e-06,7.086516e-07,1.777612e-07,1.158613e-02,4.871881e-02,2.545665e-03,6.55e-08,3.498922e-05,0.2500,1.707504e-06,2048,2048,24,24,0.986,0.9868,ok:nonsmooth
rq,mlp,mup,relu,512,0,1,4,669706,67.63762,1.338748e-06,5.841347e-06,1.671236e-06,3.062283e-03,1.336164e-02,3.822825e-03,1.887109e-02,5.475349e-01,2.909579e-02,2.594686e-07,6.023113e-06,3.576098e-07,1.587e-08,3.359e-07,2.131e-08,5.159574e+00,9.698219e-01,4.673352e+00,7.094171e-05,1.066845e-05,5.743911e-05,4.826672e-07,2.681816e-06,4.807590e-06,6.803715e-03,2.513783e-01,8.369890e-02,2.18e-07,2.867797e-05,0.2500,1.338748e-06,2048,2048,24,24,0.986,0.9871,ok:nonsmooth
rq,mlp,mup,relu,512,0,2,3,669706,67.575193,1.509679e-06,4.326525e-06,1.553822e-06,3.446905e-03,9.878336e-03,3.547692e-03,2.408272e-02,4.585981e-01,3.147010e-02,3.138954e-07,5.768712e-06,3.826044e-07,1.631e-08,3.800e-07,2.240e-08,4.809498e+00,7.499984e-01,4.061172e+00,6.268726e-05,9.434241e-06,4.937456e-05,3.249568e-08,9.625566e-07,5.988420e-06,5.183778e-04,1.020280e-01,1.212855e-01,1.41e-03,1.913010e-05,0.2500,1.509679e-06,2048,2048,24,24,0.9867,0.9868,ok:nonsmooth
rq,mlp,mup,relu,512,0,2,4,669706,67.647708,1.650174e-06,5.984416e-06,1.586526e-06,3.775773e-03,1.369298e-02,3.630139e-03,2.408272e-02,5.031243e-01,2.909579e-02,3.138954e-07,4.774538e-06,3.576098e-07,1.631e-08,3.057e-07,2.131e-08,5.257082e+00,1.253402e+00,4.436472e+00,6.852109e-05,1.189451e-05,5.452767e-05,1.438787e-07,8.548453e-07,8.233180e-06,2.099772e-03,7.186891e-02,1.509908e-01,0.00e+00,2.682161e-05,0.7500,1.586526e-06,2048,2048,24,24,0.9867,0.9871,ok:nonsmooth
rq,mlp,mup,relu,512,0,3,4,669706,67.669286,1.565367e-06,3.989100e-06,1.605210e-06,3.584012e-03,9.133307e-03,3.675234e-03,3.147010e-02,4.589557e-01,2.909579e-02,3.826044e-07,5.611098e-06,3.576098e-07,2.240e-08,4.292e-07,2.131e-08,4.091347e+00,7.109302e-01,4.488719e+00,4.974141e-05,8.691688e-06,5.516983e-05,2.367080e-06,8.218032e-07,8.757891e-06,4.758772e-02,9.455047e-02,1.587442e-01,3.12e-06,1.877398e-05,0.7500,1.565367e-06,2048,2048,24,24,0.9868,0.9871,ok:nonsmooth
rq,mlp,mup,tanh,512,1,0,1,669706,73.078077,4.541018e-06,6.203609e-05,5.710213e-06,1.212544e-02,1.656489e-01,1.524743e-02,1.025755e-02,3.134862e-01,1.159500e-02,5.661245e-07,1.207254e-05,5.560382e-07,1.137e-08,3.150e-07,1.499e-08,8.021235e+00,5.138609e+00,1.026946e+01,4.427002e-04,1.978910e-04,4.924720e-04,8.873810e-06,1.230178e-06,9.570474e-06,2.004474e-02,6.216444e-03,1.943354e-02,1.93e-04,1.406706e-04,0.2500,4.541018e-06,2048,2048,24,24,0.9835,0.9836,ok
rq,mlp,mup,tanh,512,1,0,2,669706,72.532563,5.030936e-06,5.312711e-05,3.981261e-06,1.323381e-02,1.397501e-01,1.047265e-02,1.025755e-02,3.333815e-01,1.111161e-02,5.661245e-07,1.028992e-05,6.044412e-07,1.137e-08,3.817e-07,1.388e-08,8.886624e+00,5.163023e+00,6.586681e+00,4.904618e-04,1.593583e-04,3.582973e-04,2.794956e-07,2.380203e-06,5.740279e-06,5.698621e-04,1.493618e-02,1.602099e-02,1.15e-05,1.429862e-04,0.2500,3.981261e-06,2048,2048,24,24,0.9835,0.9849,ok
rq,mlp,mup,tanh,512,1,0,3,669706,73.61458,4.785031e-06,8.678482e-05,4.995434e-06,1.296530e-02,2.351481e-01,1.353539e-02,1.025755e-02,4.254574e-01,1.094545e-02,5.661245e-07,1.225803e-05,5.540260e-07,1.137e-08,5.818e-07,1.066e-08,8.452259e+00,7.079831e+00,9.016605e+00,4.664888e-04,2.039800e-04,4.563936e-04,3.501350e-05,7.482202e-06,5.188775e-05,7.505754e-02,3.668105e-02,1.136908e-01,2.80e-07,2.112780e-04,0.7500,4.785031e-06,2048,2048,24,24,0.9835,0.9834,ok
rq,mlp,mup,tanh,512,1,0,4,669706,73.638157,3.970777e-06,6.226685e-05,4.989232e-06,1.076593e-02,1.688234e-01,1.352725e-02,1.025755e-02,2.880460e-01,1.204479e-02,5.661245e-07,1.088108e-05,6.005058e-07,1.137e-08,3.515e-07,1.332e-08,7.013964e+00,5.722487e+00,8.308382e+00,3.871079e-04,2.161698e-04,4.142232e-04,9.076256e-06,6.322558e-07,1.099155e-05,2.344632e-02,2.924811e-03,2.653534e-02,5.77e-03,1.381646e-04,0.7500,3.970777e-06,2048,2048,24,24,0.9835,0.983,ok
rq,mlp,mup,tanh,512,1,1,2,669706,71.474581,3.852638e-06,6.022301e-05,4.184873e-06,9.840824e-03,1.538281e-01,1.068945e-02,1.159500e-02,2.773661e-01,1.111161e-02,5.560382e-07,1.033414e-05,6.044412e-07,1.499e-08,3.448e-07,1.388e-08,6.928729e+00,5.827579e+00,6.923541e+00,3.322672e-04,2.171246e-04,3.766216e-04,4.498896e-06,4.881756e-07,9.570731e-06,1.353999e-02,2.248366e-03,2.541206e-02,1.10e-05,1.248741e-04,0.2500,3.852638e-06,2048,2048,24,24,0.9836,0.9849,ok
rq,mlp,mup,tanh,512,1,1,3,669706,72.668406,4.760791e-06,1.213436e-04,3.948669e-06,1.257015e-02,3.203895e-01,1.042586e-02,1.159500e-02,1.013303e+00,1.094545e-02,5.560382e-07,1.535593e-05,5.540260e-07,1.499e-08,5.881e-07,1.066e-08,8.561985e+00,7.902071e+00,7.127227e+00,4.105900e-04,1.197506e-04,3.607589e-04,5.810245e-12,2.792266e-05,5.647354e-09,1.415096e-08,2.331734e-01,1.565409e-05,0.00e+00,2.151560e-04,0.2500,3.948669e-06,2048,2048,24,24,0.9836,0.9834,ok
rq,mlp,mup,tanh,512,1,1,4,669706,72.604619,5.191745e-06,6.630230e-05,3.754064e-06,1.368396e-02,1.747540e-01,9.894645e-03,1.159500e-02,3.445180e-01,1.204479e-02,5.560382e-07,1.122604e-05,6.005058e-07,1.499e-08,5.996e-07,1.332e-08,9.337029e+00,5.906116e+00,6.251503e+00,4.477572e-04,1.924495e-04,3.116754e-04,1.789162e-05,4.731694e-08,2.193814e-05,3.995830e-02,2.458669e-04,7.038778e-02,2.60e-06,1.628714e-04,0.2500,3.754064e-06,2048,2048,24,24,0.9836,0.983,ok
rq,mlp,mup,tanh,512,1,2,3,669706,72.525302,4.494547e-06,7.867058e-05,3.994059e-06,1.182048e-02,2.069005e-01,1.050421e-02,1.111161e-02,4.286976e-01,1.094545e-02,6.044412e-07,1.388910e-05,5.540260e-07,1.388e-08,5.244e-07,1.066e-08,7.435871e+00,5.664198e+00,7.209154e+00,4.044909e-04,1.835107e-04,3.649058e-04,1.877211e-06,1.627081e-05,3.585353e-07,4.640923e-03,8.866412e-02,9.825421e-04,4.17e-07,1.839492e-04,0.2500,3.994059e-06,2048,2048,24,24,0.9849,0.9834,ok
rq,mlp,mup,tanh,512,1,2,4,669706,72.385187,4.881270e-06,7.984899e-05,5.502002e-06,1.278799e-02,2.091890e-01,1.441419e-02,1.111161e-02,5.268711e-01,1.204479e-02,6.044412e-07,1.370308e-05,6.005058e-07,1.388e-08,4.906e-07,1.332e-08,8.075674e+00,5.827083e+00,9.162278e+00,4.392945e-04,1.515532e-04,4.567951e-04,3.782931e-07,7.038195e-08,1.499421e-05,8.611378e-04,4.644043e-04,3.282479e-02,3.39e-07,2.074564e-04,0.2500,4.881270e-06,2048,2048,24,24,0.9849,0.983,ok
rq,mlp,mup,tanh,512,1,3,4,669706,73.36147,3.690040e-06,6.623730e-05,5.607845e-06,9.929724e-03,1.782414e-01,1.509045e-02,1.094545e-02,3.523275e-01,1.204479e-02,5.540260e-07,1.175067e-05,6.005058e-07,1.066e-08,3.388e-07,1.332e-08,6.660410e+00,5.636896e+00,9.338535e+00,3.371301e-04,1.879992e-04,4.655826e-04,7.430435e-07,5.988952e-06,7.334454e-07,2.204026e-03,3.185626e-02,1.575328e-03,3.96e-05,1.600049e-04,0.2500,3.690040e-06,2048,2048,24,24,0.9834,0.983,ok
rq,mlp,mup,softplus,512,1,0,1,669706,64.597239,2.100347e-06,3.098642e-06,2.882972e-06,4.382167e-03,6.465012e-03,6.015038e-03,2.469217e-02,5.406134e-01,2.785350e-02,3.862005e-07,6.336867e-06,4.893144e-07,2.314e-08,3.694e-07,2.854e-08,5.438489e+00,4.889864e-01,5.891861e+00,8.506126e-05,5.731715e-06,1.035048e-04,1.538865e-07,1.220816e-09,6.537968e-08,1.809126e-03,2.129931e-04,6.316581e-04,5.55e-05,2.427726e-05,0.7500,2.100347e-06,2048,2048,24,24,0.9855,0.9863,ok
rq,mlp,mup,softplus,512,1,0,2,669706,64.272297,2.309032e-06,3.894685e-06,2.435821e-06,4.769222e-03,8.044331e-03,5.031100e-03,2.469217e-02,6.510346e-01,3.588352e-02,3.862005e-07,6.850386e-06,4.720126e-07,2.314e-08,3.647e-07,3.080e-08,5.978842e+00,5.685351e-01,5.160499e+00,9.351271e-05,5.982301e-06,6.788132e-05,1.104162e-07,4.177762e-08,2.013583e-05,1.180762e-03,6.983538e-03,2.966328e-01,9.16e-08,2.693962e-05,0.2500,2.309032e-06,2048,2048,24,24,0.9855,0.9862,ok
rq,mlp,mup,softplus,512,1,0,3,669706,64.315013,2.475775e-06,3.038209e-06,3.337682e-06,5.120424e-03,6.283656e-03,6.903028e-03,2.469217e-02,4.620568e-01,2.816044e-02,3.862005e-07,5.159770e-06,3.960055e-07,2.314e-08,3.756e-07,2.287e-08,6.410595e+00,5.888265e-01,8.428371e+00,1.002656e-04,6.575402e-06,1.185238e-04,4.426936e-06,3.888821e-07,6.233784e-06,4.415210e-02,5.914195e-02,5.259523e-02,1.28e-05,3.096778e-05,0.7500,2.475775e-06,2048,2048,24,24,0.9855,0.9858,ok
rq,mlp,mup,softplus,512,1,0,4,669706,63.955335,1.683440e-06,2.044528e-06,2.143798e-06,3.442876e-03,4.181350e-03,4.384372e-03,2.469217e-02,4.937391e-01,2.631469e-02,3.862005e-07,4.787950e-06,5.103379e-07,2.314e-08,1.994e-07,3.049e-08,4.358980e+00,4.270152e-01,4.200742e+00,6.817710e-05,4.140907e-06,8.146772e-05,2.480659e-06,5.129028e-08,1.457906e-06,3.638553e-02,1.238624e-02,1.789550e-02,4.77e-06,1.549107e-05,0.7500,1.683440e-06,2048,2048,24,24,0.9855,0.9855,ok
rq,mlp,mup,softplus,512,1,1,2,669706,64.655778,3.330494e-06,2.813607e-06,3.367059e-06,6.961347e-03,5.880959e-03,7.037776e-03,2.785350e-02,4.194539e-01,3.588352e-02,4.893144e-07,5.736289e-06,4.720126e-07,2.854e-08,3.315e-07,3.080e-08,6.806450e+00,4.904926e-01,7.133410e+00,1.195718e-04,6.707786e-06,9.383303e-05,3.562046e-06,1.743668e-08,3.157810e-05,2.979002e-02,2.599470e-03,3.365351e-01,4.87e-05,4.277990e-05,0.2500,2.813607e-06,2048,2048,24,24,0.9863,0.9862,ok
rq,mlp,mup,softplus,512,1,1,3,669706,64.265813,2.941614e-06,2.757956e-06,2.758175e-06,6.074572e-03,5.695310e-03,5.695762e-03,2.785350e-02,4.477146e-01,2.816044e-02,4.893144e-07,6.704887e-06,3.960055e-07,2.854e-08,3.685e-07,2.287e-08,6.011706e+00,4.113352e-01,6.964991e+00,1.056102e-04,6.160076e-06,9.794501e-05,3.156222e-07,4.574139e-09,1.295238e-05,2.988558e-03,7.425459e-04,1.322414e-01,7.77e-03,3.882863e-05,0.7500,2.757956e-06,2048,2048,24,24,0.9863,0.9858,ok
rq,mlp,mup,softplus,512,1,1,4,669706,64.341955,3.032990e-06,2.675730e-06,3.436792e-06,6.278119e-03,5.538611e-03,7.113965e-03,2.785350e-02,4.906881e-01,2.631469e-02,4.893144e-07,6.401353e-06,5.103379e-07,2.854e-08,3.251e-07,3.049e-08,6.198449e+00,4.179945e-01,6.734345e+00,1.088908e-04,5.453017e-06,1.306035e-04,1.859848e-06,1.343527e-08,9.924728e-06,1.707994e-02,2.463823e-03,7.599127e-02,7.46e-05,3.063048e-05,0.7500,2.675730e-06,2048,2048,24,24,0.9863,0.9855,ok
rq,mlp,mup,softplus,512,1,2,3,669706,63.92603,2.550385e-06,2.925775e-06,2.853991e-06,5.211121e-03,5.978145e-03,5.831470e-03,3.588352e-02,4.321786e-01,2.816044e-02,4.720126e-07,5.943214e-06,3.960055e-07,3.080e-08,4.145e-07,2.287e-08,5.403214e+00,4.922884e-01,7.206947e+00,7.107399e-05,6.769830e-06,1.013475e-04,8.696998e-06,3.068730e-09,2.851043e-06,1.223654e-01,4.532950e-04,2.813136e-02,6.07e-06,2.876905e-05,0.7500,2.550385e-06,2048,2048,24,24,0.9862,0.9858,ok
rq,mlp,mup,softplus,512,1,2,4,669706,64.182517,3.430405e-06,4.994605e-06,2.255874e-06,7.065598e-03,1.028738e-02,4.646419e-03,3.588352e-02,5.379183e-01,2.631469e-02,4.720126e-07,6.964122e-06,5.103379e-07,3.080e-08,4.296e-07,3.049e-08,7.267614e+00,7.171909e-01,4.420354e+00,9.559835e-05,9.285063e-06,8.572680e-05,3.080449e-05,2.306900e-06,8.890481e-08,3.222282e-01,2.484528e-01,1.037071e-03,3.12e-03,2.893148e-05,0.7500,2.255874e-06,2048,2048,24,24,0.9862,0.9855,ok
rq,mlp,mup,softplus,512,1,3,4,669706,64.000984,2.488259e-06,3.853954e-06,2.840389e-06,5.096112e-03,7.893141e-03,5.817296e-03,2.816044e-02,4.805527e-01,2.631469e-02,3.960055e-07,6.906087e-06,5.103379e-07,2.287e-08,3.281e-07,3.049e-08,6.283396e+00,5.580518e-01,5.565703e+00,8.836009e-05,8.019837e-06,1.079393e-04,1.665193e-06,7.451389e-07,3.756041e-08,1.884553e-02,9.291197e-02,3.479772e-04,1.79e-04,2.971240e-05,0.2500,2.488259e-06,2048,2048,24,24,0.9858,0.9855,ok
rq,mlp,ntk,softplus,256,1,0,1,269322,697.987397,1.092000e-05,6.290143e-07,9.969291e-06,2.660038e+00,1.532236e-01,2.428452e+00,4.319623e-01,1.263639e+00,4.349522e-01,9.655173e-06,2.062740e-05,1.066682e-05,7.136e-07,1.493e-06,1.084e-06,1.131000e+00,3.049411e-02,9.346077e-01,2.527999e-05,4.977802e-07,2.292043e-05,3.778680e-06,2.100824e-09,8.911196e-07,1.494731e-01,4.220384e-03,3.887883e-02,9.43e-08,2.041382e-05,0.7500,6.290143e-07,2048,2048,24,24,0.9098,0.9089,ok
rq,mlp,ntk,softplus,256,1,0,2,269322,697.967518,1.051425e-05,5.926653e-07,9.651716e-06,2.561054e+00,1.443610e-01,2.350959e+00,4.319623e-01,9.231407e-01,4.491913e-01,9.655173e-06,1.795403e-05,9.187271e-06,7.136e-07,1.600e-06,7.293e-07,1.088976e+00,3.301015e-02,1.050553e+00,2.434067e-05,6.420097e-07,2.148687e-05,1.847825e-06,5.620954e-09,8.681001e-07,7.591510e-02,8.755248e-03,4.040142e-02,9.69e-07,1.636351e-05,0.7500,5.926653e-07,2048,2048,24,24,0.9098,0.9101,ok
rq,mlp,ntk,softplus,256,1,0,3,269322,698.076442,1.128961e-05,7.964703e-07,9.816999e-06,2.750775e+00,1.940643e-01,2.391964e+00,4.319623e-01,1.138849e+00,4.388111e-01,9.655173e-06,1.598126e-05,1.056372e-05,7.136e-07,1.664e-06,9.349e-07,1.169281e+00,4.983775e-02,9.293128e-01,2.613565e-05,6.993640e-07,2.237181e-05,6.190607e-06,4.565439e-11,5.567860e-06,2.368645e-01,6.527987e-05,2.488784e-01,0.00e+00,1.647517e-05,0.1250,7.964703e-07,2048,2048,24,24,0.9098,0.9075,ok
