kind,mode,regime,act,width,smooth,seedA,seedB,nparams,dnorm,rq_A,rq_mid,rq_B,flen_A,flen_mid,flen_B,lmax_A,lmax_mid,lmax_B,trP_A,trP_mid,trP_B,trP_sem_A,trP_sem_mid,trP_sem_B,align_A,align_mid,align_B,spec_A,spec_mid,spec_B,ov1_A,ov1_mid,ov1_B,top1_A,top1_mid,top1_B,pow_gap_mid,rq_tmax,t_at_rqmax,rq_tmin,batch,micro,probes,power_iters,accA,accB,status
rq,mlp,sp,swish,2048,1,0,4,5824522,89.712605,5.353914e-06,8.775757e-06,5.347749e-06,2.154509e-02,3.531519e-02,2.152028e-02,5.038615e-02,9.036774e+00,5.517785e-02,1.919767e-07,1.248663e-05,1.859038e-07,6.952e-09,5.836e-07,7.016e-09,2.788835e+01,7.028123e-01,2.876622e+01,1.062577e-04,9.711162e-07,9.691840e-05,2.671628e-08,7.094667e-08,5.183974e-07,2.514292e-04,7.305683e-02,5.348803e-03,0.00e+00,1.906108e-04,0.7500,5.347749e-06,2048,2048,24,24,0.9855,0.9848,ok
rq,mlp,sp,swish,2048,1,1,2,5824522,89.711764,5.024024e-06,7.624837e-06,5.151860e-06,2.021718e-02,3.068311e-02,2.073160e-02,6.133104e-02,9.660836e+00,7.425056e-02,2.006605e-07,1.295541e-05,2.073212e-07,9.118e-09,6.575e-07,5.660e-09,2.503743e+01,5.885444e-01,2.484966e+01,8.191650e-05,7.892522e-07,6.938479e-05,1.665905e-06,1.432864e-09,3.053456e-07,2.033663e-02,1.815470e-03,4.400757e-03,9.87e-08,2.184202e-04,0.2500,5.024024e-06,2048,2048,24,24,0.9851,0.9852,ok
rq,mlp,sp,swish,2048,1,1,3,5824522,89.703306,5.233721e-06,1.105802e-05,5.209997e-06,2.105705e-02,4.449021e-02,2.096160e-02,6.133104e-02,9.224087e+00,5.874749e-02,2.006605e-07,1.129227e-05,1.911511e-07,9.118e-09,4.060e-07,7.538e-09,2.608247e+01,9.792559e-01,2.725590e+01,8.533560e-05,1.198821e-06,8.868458e-05,2.638710e-06,2.471614e-07,3.493495e-06,3.092157e-02,2.061704e-01,3.939236e-02,0.00e+00,1.976162e-04,0.2500,5.209997e-06,2048,2048,24,24,0.9851,0.9847,ok
rq,mlp,sp,swish,2048,1,1,4,5824522,89.725863,5.245453e-06,7.949997e-06,5.185521e-06,2.111487e-02,3.200164e-02,2.087362e-02,6.133104e-02,8.094226e+00,5.517785e-02,2.006605e-07,1.129931e-05,1.859038e-07,9.118e-09,4.410e-07,7.016e-09,2.614094e+01,7.035826e-01,2.789357e+01,8.552689e-05,9.821812e-07,9.397832e-05,1.425203e-06,1.584968e-09,2.818046e-06,1.666380e-02,1.613722e-03,2.998613e-02,0.00e+00,1.800324e-04,0.2500,5.185521e-06,2048,2048,24,24,0.9851,0.9848,ok
rq,mlp,sp,swish,2048,1,2,3,5824522,89.717994,5.259704e-06,7.020114e-06,5.109184e-06,2.116852e-02,2.825356e-02,2.056272e-02,7.425056e-02,1.050591e+01,5.874749e-02,2.073212e-07,1.148681e-05,1.911511e-07,5.660e-09,6.780e-07,7.538e-09,2.536984e+01,6.111458e-01,2.672850e+01,7.083723e-05,6.682060e-07,8.696854e-05,5.525084e-08,9.092605e-09,1.220713e-06,7.799690e-04,1.360749e-02,1.403626e-02,0.00e+00,1.670847e-04,0.6250,5.109184e-06,2048,2048,24,24,0.9852,0.9847,ok
rq,mlp,sp,swish,2048,1,2,4,5824522,89.727972,5.413620e-06,8.932323e-06,5.545139e-06,2.179282e-02,3.595755e-02,2.232226e-02,7.425056e-02,1.029659e+01,5.517785e-02,2.073212e-07,1.034343e-05,1.859038e-07,5.660e-09,4.964e-07,7.016e-09,2.611224e+01,8.635745e-01,2.982800e+01,7.291015e-05,8.675032e-07,1.004957e-04,3.102642e-08,2.113696e-08,2.324666e-06,4.255433e-04,2.436528e-02,2.313198e-02,1.85e-07,1.839898e-04,0.7500,5.413620e-06,2048,2048,24,24,0.9852,0.9848,ok
rq,mlp,sp,swish,2048,1,3,4,5824522,89.741406,5.790603e-06,8.864155e-06,5.649875e-06,2.331737e-02,3.569382e-02,2.275069e-02,5.874749e-02,8.923377e+00,5.517785e-02,1.911511e-07,1.120458e-05,1.859038e-07,7.538e-09,5.970e-07,7.016e-09,3.029332e+01,7.911192e-01,3.039139e+01,9.856766e-05,9.933633e-07,1.023939e-04,1.091764e-06,2.016778e-09,4.285894e-07,1.107629e-02,2.030253e-03,4.185692e-03,0.00e+00,1.991857e-04,0.7500,5.649875e-06,2048,2048,24,24,0.9847,0.9848,ok
rq,mlp,mup,relu,2048,0,0,1,5824522,132.454997,2.323194e-07,5.166850e-07,1.796977e-07,2.037944e-03,4.532445e-03,1.576337e-03,1.862694e-02,5.251962e-01,1.762766e-02,2.564381e-08,4.854754e-07,2.476992e-08,1.314e-09,4.407e-08,1.593e-09,9.059473e+00,1.064287e+00,7.254672e+00,1.247223e-05,9.837942e-07,1.019408e-05,2.717268e-06,2.175963e-07,8.187328e-10,2.178654e-01,2.211807e-01,8.031457e-05,1.13e-07,2.125630e-06,0.2500,1.796977e-07,2048,2048,24,24,0.9875,0.9866,ok:nonsmooth
rq,mlp,mup,relu,2048,0,0,2,5824522,132.360348,2.208327e-07,2.669300e-07,2.392708e-07,1.934413e-03,2.338208e-03,2.095924e-03,1.862694e-02,6.217573e-01,1.783378e-02,2.564381e-08,2.800035e-07,2.608481e-08,1.314e-09,1.906e-08,1.501e-09,8.611539e+00,9.533096e-01,9.172801e+00,1.185556e-05,4.293154e-07,1.341672e-05,1.853453e-06,1.564826e-08,6.714019e-07,1.563362e-01,3.644933e-02,5.004217e-02,9.59e-08,1.847791e-06,0.7500,2.208327e-07,2048,2048,24,24,0.9875,0.9871,ok:nonsmooth
rq,mlp,mup,relu,2048,0,0,3,5824522,132.315666,2.077632e-07,1.947975e-07,1.718129e-07,1.818700e-03,1.705203e-03,1.504002e-03,1.862694e-02,2.780333e-01,2.309059e-02,2.564381e-08,2.672320e-07,3.191238e-08,1.314e-09,2.041e-08,1.631e-09,8.101883e+00,7.289453e-01,5.383895e+00,1.115391e-05,7.006267e-07,7.440819e-06,1.641724e-06,2.710422e-11,2.764795e-07,1.471882e-01,3.868568e-05,3.715713e-02,0.00e+00,1.409303e-06,0.7500,1.718129e-07,2048,2048,24,24,0.9875,0.987,ok:nonsmooth
rq,mlp,mup,relu,2048,0,0,4,5824522,131.711013,2.174744e-07,3.248528e-07,2.180215e-07,1.886350e-03,2.817739e-03,1.891096e-03,1.862694e-02,5.788414e-01,1.789020e-02,2.564381e-08,3.874730e-07,2.503722e-08,1.314e-09,4.156e-08,1.648e-09,8.480578e+00,8.383884e-01,8.707893e+00,1.167526e-05,5.612121e-07,1.218664e-05,1.407381e-06,1.748810e-08,1.513314e-08,1.205439e-01,3.116130e-02,1.241780e-03,2.06e-07,2.022688e-06,0.2500,2.174744e-07,2048,2048,24,24,0.9875,0.9866,ok:nonsmooth
rq,mlp,mup,relu,2048,0,1,2,5824522,132.644187,2.231347e-07,6.691725e-07,2.752856e-07,1.962970e-03,5.886871e-03,2.421753e-03,1.762766e-02,3.208291e-01,1.783378e-02,2.476992e-08,3.250704e-07,2.608481e-08,1.593e-09,1.698e-08,1.501e-09,9.008294e+00,2.058546e+00,1.055348e+01,1.265822e-05,2.085760e-06,1.543619e-05,5.294676e-09,4.591448e-08,1.226137e-06,4.182797e-04,2.201331e-02,7.943263e-02,1.37e-04,4.477128e-06,0.2500,2.231347e-07,2048,2048,24,24,0.9866,0.9871,ok:nonsmooth
rq,mlp,mup,relu,2048,0,1,3,5824522,132.539189,2.257716e-07,3.283183e-07,1.742884e-07,1.983023e-03,2.883724e-03,1.530830e-03,1.762766e-02,4.650067e-01,2.309059e-02,2.476992e-08,3.292640e-07,3.191238e-08,1.593e-09,3.311e-08,1.631e-09,9.114747e+00,9.971277e-01,5.461466e+00,1.280780e-05,7.060506e-07,7.548026e-06,6.872573e-08,1.604062e-09,4.410935e-07,5.365926e-03,2.271880e-03,5.843826e-02,6.41e-08,1.437326e-06,0.2500,1.742884e-07,2048,2048,24,24,0.9866,0.987,ok:nonsmooth
rq,mlp,mup,relu,2048,0,1,4,5824522,132.138887,2.126297e-07,2.660030e-07,1.856427e-07,1.856330e-03,2.322298e-03,1.620724e-03,1.762766e-02,4.763548e-01,1.789020e-02,2.476992e-08,4.184174e-07,2.503722e-08,1.593e-09,4.381e-08,1.648e-09,8.584190e+00,6.357361e-01,7.414667e+00,1.206228e-05,5.584137e-07,1.037678e-05,6.617812e-08,2.531960e-08,3.751790e-08,5.486370e-03,4.534201e-02,3.615562e-03,6.26e-08,4.064694e-06,0.7500,1.856427e-07,2048,2048,24,24,0.9866,0.9866,ok:nonsmooth
rq,mlp,mup,relu,2048,0,2,3,5824522,132.275495,2.400864e-07,3.013156e-07,1.750009e-07,2.100373e-03,2.636030e-03,1.530979e-03,1.783378e-02,7.296661e-01,2.309059e-02,2.608481e-08,3.097357e-07,3.191238e-08,1.501e-09,3.047e-08,1.631e-09,9.204069e+00,9.728153e-01,5.483794e+00,1.346246e-05,4.129500e-07,7.578884e-06,1.162129e-06,9.263990e-08,5.383283e-07,8.632369e-02,2.243368e-01,7.103003e-02,0.00e+00,1.833363e-06,0.2500,1.750009e-07,2048,2048,24,24,0.9871,0.987,ok:nonsmooth
rq,mlp,mup,relu,2048,0,2,4,5824522,131.800986,2.114879e-07,2.710469e-07,1.769896e-07,1.836931e-03,2.354245e-03,1.537287e-03,1.783378e-02,5.176515e-01,1.789020e-02,2.608481e-08,2.521034e-07,2.503722e-08,1.501e-09,2.005e-08,1.648e-09,8.107702e+00,1.075142e+00,7.069059e+00,1.185884e-05,5.236088e-07,9.893105e-06,6.615850e-07,5.340370e-08,1.354780e-08,5.578835e-02,1.019916e-01,1.369419e-03,0.00e+00,1.267883e-06,0.2500,1.769896e-07,2048,2048,24,24,0.9871,0.9866,ok:nonsmooth
rq,mlp,mup,relu,2048,0,3,4,5824522,131.7624,1.822011e-07,2.399681e-07,1.823501e-07,1.581627e-03,2.083083e-03,1.582920e-03,2.309059e-02,3.526829e-01,1.789020e-02,3.191238e-08,3.022361e-07,2.503722e-08,1.631e-09,2.111e-08,1.648e-09,5.709418e+00,7.939757e-01,7.283159e+00,7.890708e-06,6.804076e-07,1.019274e-05,5.843581e-07,2.695049e-09,2.591135e-07,7.405648e-02,3.960933e-03,2.542139e-02,8.09e-04,1.504368e-06,0.7500,1.822011e-07,2048,2048,24,24,0.987,0.9866,ok:nonsmooth
rq,mlp,mup,tanh,2048,1,0,1,5824522,148.367661,4.265072e-07,4.984646e-06,4.382757e-07,4.694344e-03,5.486341e-02,4.823873e-03,4.369235e-03,1.429448e-01,4.720773e-03,2.293831e-08,3.766505e-07,2.734606e-08,5.431e-10,1.896e-08,6.243e-10,1.859367e+01,1.323414e+01,1.602701e+01,9.761600e-05,3.487113e-05,9.283980e-05,8.553628e-10,1.128369e-06,2.892884e-08,8.762527e-06,3.235825e-02,3.115995e-04,1.36e-04,1.545954e-05,0.2500,4.265072e-07,2048,2048,24,24,0.9843,0.9856,ok
rq,mlp,mup,tanh,2048,1,0,2,5824522,147.693021,4.916639e-07,7.033195e-06,4.730492e-07,5.362388e-03,7.670835e-02,5.159365e-03,4.369235e-03,1.436119e-01,4.916671e-03,2.293831e-08,4.393769e-07,2.638248e-08,5.431e-10,2.214e-08,5.637e-10,2.143418e+01,1.600720e+01,1.793043e+01,1.125286e-04,4.897364e-05,9.621332e-05,4.397460e-06,1.084393e-07,1.334407e-06,3.907860e-02,2.214238e-03,1.386925e-02,1.06e-03,1.848367e-05,0.2500,4.730492e-07,2048,2048,24,24,0.9843,0.9846,ok
rq,mlp,mup,tanh,2048,1,0,3,5824522,148.059928,4.743648e-07,6.233511e-06,5.085145e-07,5.199451e-03,6.832471e-02,5.573762e-03,4.369235e-03,1.592636e-01,5.196833e-03,2.293831e-08,3.990184e-07,2.759301e-08,5.431e-10,1.755e-08,8.423e-10,2.068003e+01,1.562211e+01,1.842911e+01,1.085693e-04,3.913958e-05,9.785084e-05,5.339453e-07,2.603321e-07,2.056234e-06,4.918014e-03,6.651375e-03,2.101396e-02,1.06e-04,1.907236e-05,0.2500,4.743648e-07,2048,2048,24,24,0.9843,0.9848,ok
rq,mlp,mup,tanh,2048,1,0,4,5824522,148.882989,4.434898e-07,6.290045e-06,3.927288e-07,4.915230e-03,6.971303e-02,4.352641e-03,4.369235e-03,1.738822e-01,5.333250e-03,2.293831e-08,4.733920e-07,2.622473e-08,5.431e-10,2.456e-08,5.457e-10,1.933403e+01,1.328718e+01,1.497551e+01,1.015028e-04,3.617417e-05,7.363780e-05,7.760785e-07,4.745161e-06,2.318873e-08,7.645879e-03,1.311754e-01,3.149025e-04,5.14e-07,1.662360e-05,0.6250,3.927288e-07,2048,2048,24,24,0.9843,0.9849,ok
rq,mlp,mup,tanh,2048,1,1,2,5824522,149.449648,4.569873e-07,7.293300e-06,5.283502e-07,5.103451e-03,8.144864e-02,5.900403e-03,4.720773e-03,1.456818e-01,4.916671e-03,2.734606e-08,4.449795e-07,2.638248e-08,6.243e-10,1.481e-08,5.637e-10,1.671127e+01,1.639019e+01,2.002655e+01,9.680350e-05,5.006322e-05,1.074610e-04,6.598715e-07,2.656553e-06,2.669449e-07,6.816608e-03,5.306396e-02,2.484110e-03,1.02e-07,2.735382e-05,0.2500,4.569873e-07,2048,2048,24,24,0.9856,0.9846,ok
rq,mlp,mup,tanh,2048,1,1,3,5824522,149.794266,5.412528e-07,8.119311e-06,4.674970e-07,6.072403e-03,9.109186e-02,5.244925e-03,4.720773e-03,1.510092e-01,5.196833e-03,2.734606e-08,5.180842e-07,2.759301e-08,6.243e-10,1.763e-08,8.423e-10,1.979272e+01,1.567180e+01,1.694259e+01,1.146534e-04,5.376700e-05,8.995807e-05,5.922921e-06,5.007950e-08,8.438666e-07,5.165934e-02,9.314169e-04,9.380667e-03,2.16e-04,2.331073e-05,0.2500,4.674970e-07,2048,2048,24,24,0.9856,0.9848,ok
rq,mlp,mup,tanh,2048,1,1,4,5824522,150.440889,5.155587e-07,7.417161e-06,4.355045e-07,5.834181e-03,8.393431e-02,4.928269e-03,4.720773e-03,1.540027e-01,5.333250e-03,2.734606e-08,4.632645e-07,2.622473e-08,6.243e-10,1.711e-08,5.457e-10,1.885312e+01,1.601064e+01,1.660663e+01,1.092106e-04,4.816253e-05,8.165837e-05,9.711073e-07,3.323856e-06,1.167409e-08,8.892057e-03,6.901332e-02,1.429626e-04,2.23e-03,1.768946e-05,0.2500,4.355045e-07,2048,2048,24,24,0.9856,0.9849,ok
rq,mlp,mup,tanh,2048,1,2,3,5824522,148.952108,4.957566e-07,7.424261e-06,3.918039e-07,5.499609e-03,8.236004e-02,4.346424e-03,4.916671e-03,1.735927e-01,5.196833e-03,2.638248e-08,3.983127e-07,2.759301e-08,5.637e-10,1.526e-08,8.423e-10,1.879113e+01,1.863928e+01,1.419939e+01,1.008318e-04,4.276829e-05,7.539282e-05,1.610060e-08,2.237061e-07,5.534460e-07,1.596779e-04,5.230654e-03,7.340831e-03,0.00e+00,1.641073e-05,0.3750,3.918039e-07,2048,2048,24,24,0.9846,0.9848,ok
rq,mlp,mup,tanh,2048,1,2,4,5824522,150.058329,5.472421e-07,1.173633e-05,4.824225e-07,6.161263e-03,1.321364e-01,5.431475e-03,4.916671e-03,2.754248e-01,5.333250e-03,2.638248e-08,6.163339e-07,2.622473e-08,5.637e-10,2.354e-08,5.457e-10,2.074263e+01,1.904216e+01,1.839571e+01,1.113034e-04,4.261173e-05,9.045563e-05,6.039219e-06,4.397310e-06,5.410872e-06,5.425908e-02,1.031948e-01,5.981797e-02,2.16e-07,1.794702e-05,0.6250,4.824225e-07,2048,2048,24,24,0.9846,0.9849,ok
rq,mlp,mup,tanh,2048,1,3,4,5824522,150.526394,4.311041e-07,4.355628e-06,4.246095e-07,4.884020e-03,4.934533e-02,4.810442e-03,5.196833e-03,1.087737e-01,5.333250e-03,2.759301e-08,3.666863e-07,2.622473e-08,8.423e-10,1.238e-08,5.457e-10,1.562367e+01,1.187835e+01,1.619118e+01,8.295515e-05,4.004301e-05,7.961552e-05,9.022023e-09,9.066335e-07,1.174174e-06,1.087578e-04,2.264149e-02,1.474805e-02,3.53e-05,1.958917e-05,0.2500,4.246095e-07,2048,2048,24,24,0.9848,0.9849,ok
rq,mlp,mup,softplus,2048,1,0,1,5824522,124.050133,2.760779e-07,1.700525e-07,2.382745e-07,2.124204e-03,1.308421e-03,1.833336e-03,2.824323e-02,3.107021e-01,2.318955e-02,3.220731e-08,2.734396e-07,3.127864e-08,1.997e-09,2.366e-08,2.240e-09,8.571903e+00,6.219015e-01,7.617803e+00,9.775014e-06,5.473169e-07,1.027508e-05,1.810805e-08,5.284558e-08,2.430926e-08,1.852484e-03,9.655390e-02,2.365846e-03,9.59e-08,1.265178e-06,0.2500,1.700525e-07,2048,2048,24,24,0.9869,0.9868,ok
rq,mlp,mup,softplus,2048,1,0,2,5824522,124.553147,2.896332e-07,1.513875e-07,3.355902e-07,2.246610e-03,1.174274e-03,2.603087e-03,2.824323e-02,6.544864e-01,2.562020e-02,3.220731e-08,3.427339e-07,3.509534e-08,1.997e-09,2.400e-08,1.642e-09,8.992777e+00,4.417058e-01,9.562243e+00,1.025496e-05,2.313074e-07,1.309866e-05,2.026426e-07,3.304295e-09,1.504236e-06,1.976045e-02,1.428530e-02,1.148389e-01,9.11e-08,1.922822e-06,0.2500,1.513875e-07,2048,2048,24,24,0.9869,0.9876,ok
rq,mlp,mup,softplus,2048,1,0,3,5824522,123.862327,2.470942e-07,1.732910e-07,1.954955e-07,1.895445e-03,1.329305e-03,1.499634e-03,2.824323e-02,3.640239e-01,1.850224e-02,3.220731e-08,2.919862e-07,2.221880e-08,1.997e-09,2.922e-08,1.332e-09,7.671992e+00,5.934906e-01,8.798652e+00,8.748796e-06,4.760431e-07,1.056605e-05,4.911824e-08,4.287895e-08,2.843242e-07,5.614286e-03,9.007367e-02,2.690923e-02,1.29e-04,1.041132e-06,0.2500,1.732910e-07,2048,2048,24,24,0.9869,0.9876,ok
rq,mlp,mup,softplus,2048,1,0,4,5824522,123.724891,2.417765e-07,1.455535e-07,2.621825e-07,1.850539e-03,1.114055e-03,2.006725e-03,2.824323e-02,3.654875e-01,2.319603e-02,3.220731e-08,3.172841e-07,3.056685e-08,1.997e-09,3.124e-08,2.146e-09,7.506884e+00,4.587481e-01,8.577348e+00,8.560514e-06,3.982447e-07,1.130291e-05,3.738242e-08,1.189626e-08,5.956557e-08,4.366843e-03,2.987173e-02,5.269935e-03,1.30e-06,1.198302e-06,0.2500,1.455535e-07,2048,2048,24,24,0.9869,0.9857,ok
rq,mlp,mup,softplus,2048,1,1,2,5824522,124.464274,2.639163e-07,1.140214e-07,2.753971e-07,2.044210e-03,8.831731e-04,2.133137e-03,2.318955e-02,7.136878e-01,2.562020e-02,3.127864e-08,3.308336e-07,3.509534e-08,2.240e-09,3.824e-08,1.642e-09,8.437589e+00,3.446488e-01,7.847112e+00,1.138083e-05,1.597637e-07,1.074922e-05,1.516368e-08,5.709118e-09,6.365636e-07,1.332388e-03,3.573476e-02,5.921952e-02,0.00e+00,1.708529e-06,0.7500,1.140214e-07,2048,2048,24,24,0.9868,0.9876,ok
rq,mlp,mup,softplus,2048,1,1,3,5824522,124.033974,2.636921e-07,2.495249e-07,1.805331e-07,2.028376e-03,1.919398e-03,1.388699e-03,2.318955e-02,1.767861e-01,1.850224e-02,3.127864e-08,1.791485e-07,2.221880e-08,2.240e-09,1.030e-08,1.332e-09,8.430421e+00,1.392838e+00,8.125241e+00,1.137116e-05,1.411451e-06,9.757366e-06,1.495054e-09,3.284501e-07,2.454263e-07,1.314777e-04,2.327039e-01,2.515293e-02,0.00e+00,8.658932e-07,0.2500,1.805331e-07,2048,2048,24,24,0.9868,0.9876,ok
rq,mlp,mup,softplus,2048,1,1,4,5824522,123.842682,2.836186e-07,2.316165e-07,2.499549e-07,2.174930e-03,1.776153e-03,1.916780e-03,2.318955e-02,4.755541e-01,2.319603e-02,3.127864e-08,3.293258e-07,3.056685e-08,2.240e-09,3.521e-08,2.146e-09,9.067485e+00,7.033052e-01,8.177320e+00,1.223045e-05,4.870456e-07,1.077576e-05,1.279198e-07,2.581081e-08,7.324019e-08,1.045913e-02,5.299465e-02,6.796751e-03,3.13e-07,1.599724e-06,0.2500,2.316165e-07,2048,2048,24,24,0.9868,0.9857,ok
rq,mlp,mup,softplus,2048,1,2,3,5824522,124.120413,2.838566e-07,1.874225e-07,1.644817e-07,2.186530e-03,1.443704e-03,1.266993e-03,2.562020e-02,5.184183e-01,1.850224e-02,3.509534e-08,2.508657e-07,2.221880e-08,1.642e-09,1.755e-08,1.332e-09,8.088156e+00,7.471031e-01,7.402817e+00,1.107941e-05,3.615277e-07,8.889828e-06,8.109154e-07,1.008360e-07,1.088709e-07,7.319123e-02,2.789163e-01,1.224668e-02,1.15e-07,1.485453e-06,0.2500,1.644817e-07,2048,2048,24,24,0.9876,0.9876,ok
rq,mlp,mup,softplus,2048,1,2,4,5824522,124.105774,2.830476e-07,2.722770e-07,2.517487e-07,2.179784e-03,2.096838e-03,1.938747e-03,2.562020e-02,5.825935e-01,2.319603e-02,3.509534e-08,2.901502e-07,3.056685e-08,1.642e-09,2.298e-08,2.146e-09,8.065104e+00,9.384002e-01,8.236003e+00,1.104783e-05,4.673533e-07,1.085309e-05,8.439601e-07,1.160589e-07,2.355535e-08,7.639148e-02,2.483323e-01,2.170381e-03,1.02e-07,1.507161e-06,0.2500,2.517487e-07,2048,2048,24,24,0.9876,0.9857,ok
rq,mlp,mup,softplus,2048,1,3,4,5824522,123.889926,1.892980e-07,1.412904e-07,2.299854e-07,1.452740e-03,1.084313e-03,1.764990e-03,1.850224e-02,3.200423e-01,2.319603e-02,2.221880e-08,2.498134e-07,3.056685e-08,1.332e-09,3.239e-08,2.146e-09,8.519721e+00,5.655836e-01,7.524013e+00,1.023109e-05,4.414741e-07,9.914860e-06,2.285405e-07,2.006166e-08,2.709570e-08,2.233786e-02,4.544244e-02,2.732838e-03,1.22e-05,1.161068e-06,0.7500,1.412904e-07,2048,2048,24,24,0.9876,0.9857,ok
rq,mlp,ntk,softplus,1024,1,0,1,1863690,1837.495442,2.342256e-06,7.479594e-08,2.081972e-06,3.954185e+00,1.262701e-01,3.514774e+00,2.627671e-01,6.192293e-01,2.542451e-01,9.114233e-07,1.379252e-06,8.933806e-07,8.074e-08,1.321e-07,6.525e-08,2.569888e+00,5.422933e-02,2.330442e+00,8.913811e-06,1.207888e-07,8.188836e-06,3.728137e-09,1.179001e-08,3.735268e-09,4.182427e-04,9.760852e-02,4.561414e-04,2.89e-07,3.956250e-06,0.1250,7.479594e-08,2048,2048,24,24,0.8964,0.8993,ok
rq,mlp,ntk,softplus,1024,1,0,2,1863690,1839.079593,2.069741e-06,7.143814e-08,2.082941e-06,3.500154e+00,1.208095e-01,3.522476e+00,2.627671e-01,5.570337e-01,2.508158e-01,9.114233e-07,1.625904e-06,1.048710e-06,8.074e-08,1.288e-07,8.919e-08,2.270889e+00,4.393749e-02,1.986193e+00,7.876715e-06,1.282474e-07,8.304664e-06,1.565870e-09,2.502469e-11,1.071977e-08,1.987974e-04,1.951282e-04,1.290813e-03,6.63e-06,3.634448e-06,0.2500,7.143814e-08,2048,2048,24,24,0.8964,0.8994,ok
rq,mlp,ntk,softplus,1024,1,0,3,1863690,1838.226863,2.136855e-06,5.823578e-08,2.162972e-06,3.610300e+00,9.839162e-02,3.654426e+00,2.627671e-01,5.429670e-01,2.507873e-01,9.114233e-07,1.606339e-06,8.204071e-07,8.074e-08,1.915e-07,1.023e-07,2.344526e+00,3.625374e-02,2.636462e+00,8.132127e-06,1.072547e-07,8.624729e-06,2.105870e-07,2.205170e-09,3.074969e-09,2.589569e-02,2.056011e-02,3.565293e-04,2.34e-05,3.738349e-06,0.8750,5.823578e-08,2048,2048,24,24,0.8964,0.8998,ok
rq,mlp,ntk,softplus,1024,1,0,4,1863690,1839.219196,2.498835e-06,7.668189e-08,2.699936e-06,4.226438e+00,1.296970e-01,4.566574e+00,2.627671e-01,6.935287e-01,2.646823e-01,9.114233e-07,1.251131e-06,8.701828e-07,8.074e-08,7.558e-08,8.428e-08,2.741684e+00,6.129004e-02,3.102723e+00,9.509695e-06,1.105677e-07,1.020067e-05,1.618049e-07,7.501418e-09,3.457382e-08,1.701473e-02,6.784456e-02,3.389368e-03,8.59e-08,4.390851e-06,0.8750,7.668189e-08,2048,2048,24,24,0.8964,0.8993,ok
rq,mlp,ntk,softplus,1024,1,1,2,1863690,1839.477303,2.517606e-06,7.413774e-08,2.616098e-06,4.259382e+00,1.254291e-01,4.426015e+00,2.542451e-01,7.038017e-01,2.508158e-01,8.933806e-07,1.694754e-06,1.048710e-06,6.525e-08,1.670e-07,8.919e-08,2.818067e+00,4.374544e-02,2.494586e+00,9.902278e-06,1.053390e-07,1.043035e-05,3.452499e-08,1.967037e-08,2.491245e-06,3.486571e-03,1.867341e-01,2.388456e-01,8.47e-08,4.559506e-06,0.8750,7.413774e-08,2048,2048,24,24,0.8993,0.8994,ok
rq,mlp,ntk,softplus,1024,1,1,3,1863690,1838.124452,2.195711e-06,7.453700e-08,2.533605e-06,3.709326e+00,1.259191e-01,4.280147e+00,2.542451e-01,6.722623e-01,2.507873e-01,8.933806e-07,1.695291e-06,8.204071e-07,6.525e-08,1.992e-07,1.023e-07,2.457755e+00,4.396708e-02,3.088229e+00,8.636196e-06,1.108749e-07,1.010261e-05,1.510306e-08,2.013765e-09,3.431512e-07,1.748809e-03,1.816250e-02,3.396660e-02,0.00e+00,4.299428e-06,0.8750,7.453700e-08,2048,2048,24,24,0.8993,0.8998,ok
rq,mlp,ntk,softplus,1024,1,1,4,1863690,1839.012507,2.123170e-06,6.179529e-08,2.363073e-06,3.590245e+00,1.044948e-01,3.995917e+00,2.542451e-01,4.459578e-01,2.646823e-01,8.933806e-07,1.643271e-06,8.701828e-07,6.525e-08,1.803e-07,8.428e-08,2.376557e+00,3.760506e-02,2.715605e+00,8.350876e-06,1.385676e-07,8.927958e-06,1.666691e-08,1.610280e-08,3.757961e-09,1.995827e-03,1.162090e-01,4.209206e-04,5.26e-03,3.734503e-06,0.8750,6.179529e-08,2048,2048,24,24,0.8993,0.8993,ok
rq,mlp,ntk,softplus,1024,1,2,3,1863690,1838.67901,2.329179e-06,6.504786e-08,2.018225e-06,3.937175e+00,1.099550e-01,3.411547e+00,2.508158e-01,6.017646e-01,2.507873e-01,1.048710e-06,1.665471e-06,8.204071e-07,8.919e-08,2.011e-07,1.023e-07,2.220994e+00,3.905674e-02,2.460029e+00,9.286412e-06,1.080952e-07,8.047558e-06,5.837544e-07,2.989435e-09,2.147460e-08,6.286114e-02,2.765557e-02,2.668462e-03,2.77e-06,3.906311e-06,0.1250,6.504786e-08,2048,2048,24,24,0.8994,0.8998,ok
rq,mlp,ntk,softplus,1024,1,2,4,1863690,1838.766978,2.229417e-06,1.435900e-07,1.914219e-06,3.768900e+00,2.427436e-01,3.236049e+00,2.508158e-01,5.067393e-01,2.646823e-01,1.048710e-06,1.611141e-06,8.701828e-07,8.919e-08,1.738e-07,8.428e-08,2.125865e+00,8.912322e-02,2.199790e+00,8.888660e-06,2.833608e-07,7.232139e-06,1.778405e-07,1.070970e-07,4.350402e-11,2.000757e-02,3.779529e-01,6.015373e-06,1.18e-07,3.524079e-06,0.1250,1.435900e-07,2048,2048,24,24,0.8994,0.8993,ok
