mode,regime,act,width,smooth,seedA,seedB,t,rq_t,flen_t,dnorm,status
mlp,sp,gelu,2048,1,0,3,1.000000,3.164089e-06,1.260025e-02,89.24425,ok
mlp,sp,gelu,2048,1,0,4,0.000000,3.195872e-06,1.273825e-02,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.125000,3.283632e-05,1.308805e-01,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.250000,1.634921e-04,6.516542e-01,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.375000,2.323577e-04,9.261420e-01,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.500000,1.283986e-05,5.117770e-02,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.625000,2.173967e-04,8.665097e-01,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.750000,1.745463e-04,6.957148e-01,89.284329,ok
mlp,sp,gelu,2048,1,0,4,0.875000,4.214258e-05,1.679738e-01,89.284329,ok
mlp,sp,gelu,2048,1,0,4,1.000000,3.976044e-06,1.584790e-02,89.284329,ok
mlp,sp,gelu,2048,1,1,2,0.000000,3.518522e-06,1.404532e-02,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.125000,3.913875e-05,1.562350e-01,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.250000,1.500810e-04,5.990969e-01,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.375000,1.634138e-04,6.523193e-01,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.500000,1.118224e-05,4.463753e-02,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.625000,1.576459e-04,6.292949e-01,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.750000,1.602158e-04,6.395534e-01,89.35127,ok
mlp,sp,gelu,2048,1,1,2,0.875000,3.791758e-05,1.513603e-01,89.35127,ok
mlp,sp,gelu,2048,1,1,2,1.000000,3.176404e-06,1.267965e-02,89.35127,ok
mlp,sp,gelu,2048,1,1,3,0.000000,3.319165e-06,1.322577e-02,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.125000,3.222521e-05,1.284068e-01,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.250000,1.692259e-04,6.743089e-01,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.375000,2.437136e-04,9.711177e-01,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.500000,1.290412e-05,5.141862e-02,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.625000,2.307010e-04,9.192666e-01,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.750000,1.855817e-04,7.394814e-01,89.271132,ok
mlp,sp,gelu,2048,1,1,3,0.875000,3.730181e-05,1.486353e-01,89.271132,ok
mlp,sp,gelu,2048,1,1,3,1.000000,3.499255e-06,1.394337e-02,89.271132,ok
mlp,sp,gelu,2048,1,1,4,0.000000,3.367380e-06,1.342661e-02,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.125000,3.170922e-05,1.264328e-01,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.250000,1.464418e-04,5.839011e-01,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.375000,2.076005e-04,8.277564e-01,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.500000,1.498425e-05,5.974607e-02,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.625000,1.952631e-04,7.785640e-01,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.750000,1.500299e-04,5.982077e-01,89.300135,ok
mlp,sp,gelu,2048,1,1,4,0.875000,3.448997e-05,1.375204e-01,89.300135,ok
mlp,sp,gelu,2048,1,1,4,1.000000,3.810137e-06,1.519200e-02,89.300135,ok
mlp,sp,gelu,2048,1,2,3,0.000000,3.406289e-06,1.357703e-02,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.125000,3.390485e-05,1.351403e-01,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.250000,1.332823e-04,5.312458e-01,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.375000,1.404834e-04,5.599484e-01,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.500000,1.180984e-05,4.707249e-02,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.625000,1.406681e-04,5.606847e-01,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.750000,1.297385e-04,5.171207e-01,89.2846,ok
mlp,sp,gelu,2048,1,2,3,0.875000,3.476929e-05,1.385859e-01,89.2846,ok
mlp,sp,gelu,2048,1,2,3,1.000000,3.609180e-06,1.438572e-02,89.2846,ok
mlp,sp,gelu,2048,1,2,4,0.000000,3.522731e-06,1.403470e-02,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.125000,4.201431e-05,1.673867e-01,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.250000,1.915724e-04,7.632320e-01,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.375000,3.049315e-04,1.214859e+00,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.500000,1.537972e-05,6.127343e-02,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.625000,2.787830e-04,1.110683e+00,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.750000,2.208580e-04,8.799073e-01,89.2641,ok
mlp,sp,gelu,2048,1,2,4,0.875000,4.844324e-05,1.929998e-01,89.2641,ok
mlp,sp,gelu,2048,1,2,4,1.000000,4.076902e-06,1.624254e-02,89.2641,ok
mlp,sp,gelu,2048,1,3,4,0.000000,3.383832e-06,1.346218e-02,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.125000,3.402502e-05,1.353646e-01,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.250000,1.541192e-04,6.131450e-01,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.375000,2.061523e-04,8.201528e-01,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.500000,1.426946e-05,5.676939e-02,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.625000,1.867207e-04,7.428466e-01,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.750000,1.744560e-04,6.940526e-01,89.200704,ok
mlp,sp,gelu,2048,1,3,4,0.875000,4.123997e-05,1.640684e-01,89.200704,ok
mlp,sp,gelu,2048,1,3,4,1.000000,3.889780e-06,1.547503e-02,89.200704,ok
mlp,sp,swish,2048,1,0,1,0.000000,5.199734e-06,2.090701e-02,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.125000,6.027135e-05,2.423381e-01,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.250000,1.827455e-04,7.347803e-01,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.375000,2.040570e-04,8.204693e-01,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.500000,9.949167e-06,4.000346e-02,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.625000,1.904017e-04,7.655643e-01,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.750000,2.103556e-04,8.457946e-01,89.674795,ok
mlp,sp,swish,2048,1,0,1,0.875000,6.238150e-05,2.508225e-01,89.674795,ok
mlp,sp,swish,2048,1,0,1,1.000000,5.107798e-06,2.053736e-02,89.674795,ok
mlp,sp,swish,2048,1,0,2,0.000000,5.693590e-06,2.289123e-02,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.125000,7.412352e-05,2.980155e-01,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.250000,1.982322e-04,7.969976e-01,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.375000,1.597546e-04,6.422974e-01,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.500000,7.824753e-06,3.145962e-02,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.625000,1.540921e-04,6.195315e-01,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.750000,2.081851e-04,8.370135e-01,89.671912,ok
mlp,sp,swish,2048,1,0,2,0.875000,6.406062e-05,2.575574e-01,89.671912,ok
mlp,sp,swish,2048,1,0,2,1.000000,5.769076e-06,2.319472e-02,89.671912,ok
mlp,sp,swish,2048,1,0,3,0.000000,5.059932e-06,2.035482e-02,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.125000,4.664351e-05,1.876349e-01,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.250000,1.459896e-04,5.872791e-01,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.375000,1.228926e-04,4.943657e-01,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.500000,7.453188e-06,2.998228e-02,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.625000,1.220638e-04,4.910314e-01,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.750000,1.509152e-04,6.070933e-01,89.696659,ok
mlp,sp,swish,2048,1,0,3,0.875000,5.212401e-05,2.096816e-01,89.696659,ok
mlp,sp,swish,2048,1,0,3,1.000000,5.417188e-06,2.179197e-02,89.696659,ok
mlp,sp,swish,2048,1,0,4,0.000000,5.353914e-06,2.154509e-02,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.125000,5.929225e-05,2.386024e-01,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.250000,1.712129e-04,6.889908e-01,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.375000,1.675386e-04,6.742048e-01,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.500000,8.775757e-06,3.531519e-02,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.625000,1.510183e-04,6.077244e-01,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.750000,1.906108e-04,7.670514e-01,89.712605,ok
mlp,sp,swish,2048,1,0,4,0.875000,6.140621e-05,2.471094e-01,89.712605,ok
mlp,sp,swish,2048,1,0,4,1.000000,5.347749e-06,2.152028e-02,89.712605,ok
mlp,sp,swish,2048,1,1,2,0.000000,5.024024e-06,2.021718e-02,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.125000,6.125609e-05,2.465006e-01,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.250000,2.184202e-04,8.789449e-01,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.375000,1.807095e-04,7.271933e-01,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.500000,7.624837e-06,3.068311e-02,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.625000,1.801848e-04,7.250816e-01,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.750000,2.127397e-04,8.560860e-01,89.711764,ok
mlp,sp,swish,2048,1,1,2,0.875000,6.085269e-05,2.448773e-01,89.711764,ok
mlp,sp,swish,2048,1,1,2,1.000000,5.151860e-06,2.073160e-02,89.711764,ok
mlp,sp,swish,2048,1,1,3,0.000000,5.233721e-06,2.105705e-02,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.125000,6.586018e-05,2.649780e-01,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.250000,1.976162e-04,7.950773e-01,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.375000,1.542161e-04,6.204638e-01,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.500000,1.105802e-05,4.449021e-02,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.625000,1.722834e-04,6.931550e-01,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.750000,1.716163e-04,6.904712e-01,89.703306,ok
mlp,sp,swish,2048,1,1,3,0.875000,5.862272e-05,2.358592e-01,89.703306,ok
mlp,sp,swish,2048,1,1,3,1.000000,5.209997e-06,2.096160e-02,89.703306,ok
mlp,sp,swish,2048,1,1,4,0.000000,5.245453e-06,2.111487e-02,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.125000,6.350699e-05,2.556388e-01,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.250000,1.800324e-04,7.246960e-01,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.375000,1.469283e-04,5.914399e-01,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.500000,7.949997e-06,3.200164e-02,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.625000,1.543052e-04,6.211348e-01,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.750000,1.788034e-04,7.197489e-01,89.725863,ok
mlp,sp,swish,2048,1,1,4,0.875000,5.713137e-05,2.299746e-01,89.725863,ok
mlp,sp,swish,2048,1,1,4,1.000000,5.185521e-06,2.087362e-02,89.725863,ok
mlp,sp,swish,2048,1,2,3,0.000000,5.259704e-06,2.116852e-02,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.125000,5.314456e-05,2.138887e-01,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.250000,1.636713e-04,6.587213e-01,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.375000,1.616124e-04,6.504349e-01,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.500000,7.020114e-06,2.825356e-02,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.625000,1.670847e-04,6.724588e-01,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.750000,1.644985e-04,6.620502e-01,89.717994,ok
mlp,sp,swish,2048,1,2,3,0.875000,5.394232e-05,2.170995e-01,89.717994,ok
mlp,sp,swish,2048,1,2,3,1.000000,5.109184e-06,2.056272e-02,89.717994,ok
mlp,sp,swish,2048,1,2,4,0.000000,5.413620e-06,2.179282e-02,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.125000,4.867844e-05,1.959577e-01,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.250000,1.696556e-04,6.829580e-01,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.375000,1.506326e-04,6.063798e-01,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.500000,8.932323e-06,3.595755e-02,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.625000,1.380677e-04,5.557990e-01,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.750000,1.839898e-04,7.406609e-01,89.727972,ok
mlp,sp,swish,2048,1,2,4,0.875000,6.082530e-05,2.448556e-01,89.727972,ok
mlp,sp,swish,2048,1,2,4,1.000000,5.545139e-06,2.232226e-02,89.727972,ok
mlp,sp,swish,2048,1,3,4,0.000000,5.790603e-06,2.331737e-02,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.125000,6.596025e-05,2.656061e-01,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.250000,1.910595e-04,7.693508e-01,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.375000,1.659304e-04,6.681619e-01,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.500000,8.864155e-06,3.569382e-02,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.625000,1.607782e-04,6.474151e-01,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.750000,1.991857e-04,8.020731e-01,89.741406,ok
mlp,sp,swish,2048,1,3,4,0.875000,6.554302e-05,2.639260e-01,89.741406,ok
mlp,sp,swish,2048,1,3,4,1.000000,5.649875e-06,2.275069e-02,89.741406,ok
mlp,mup,relu,2048,0,0,1,0.000000,2.323194e-07,2.037944e-03,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.125000,9.085603e-07,7.970039e-03,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.250000,2.125630e-06,1.864637e-02,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.375000,1.335832e-06,1.171813e-02,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.500000,5.166850e-07,4.532445e-03,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.625000,1.704562e-06,1.495269e-02,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.750000,1.637368e-06,1.436326e-02,132.454997,ok
mlp,mup,relu,2048,0,0,1,0.875000,7.909485e-07,6.938329e-03,132.454997,ok
mlp,mup,relu,2048,0,0,1,1.000000,1.796977e-07,1.576337e-03,132.454997,ok
mlp,mup,relu,2048,0,0,2,0.000000,2.208327e-07,1.934413e-03,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.125000,8.310764e-07,7.279923e-03,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.250000,1.765729e-06,1.546713e-02,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.375000,1.308204e-06,1.145938e-02,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.500000,2.669300e-07,2.338208e-03,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.625000,1.120274e-06,9.813187e-03,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.750000,1.847791e-06,1.618597e-02,132.360348,ok
mlp,mup,relu,2048,0,0,2,0.875000,8.690580e-07,7.612627e-03,132.360348,ok
mlp,mup,relu,2048,0,0,2,1.000000,2.392708e-07,2.095924e-03,132.360348,ok
mlp,mup,relu,2048,0,0,3,0.000000,2.077632e-07,1.818700e-03,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.125000,6.346801e-07,5.555811e-03,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.250000,1.173767e-06,1.027482e-02,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.375000,9.466187e-07,8.286433e-03,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.500000,1.947975e-07,1.705203e-03,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.625000,9.549048e-07,8.358967e-03,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.750000,1.409303e-06,1.233664e-02,132.315666,ok
mlp,mup,relu,2048,0,0,3,0.875000,5.846058e-07,5.117474e-03,132.315666,ok
mlp,mup,relu,2048,0,0,3,1.000000,1.718129e-07,1.504002e-03,132.315666,ok
mlp,mup,relu,2048,0,0,4,0.000000,2.174744e-07,1.886350e-03,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.125000,8.540387e-07,7.407842e-03,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.250000,2.022688e-06,1.754458e-02,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.375000,1.509793e-06,1.309579e-02,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.500000,3.248528e-07,2.817739e-03,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.625000,1.885933e-06,1.635838e-02,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.750000,1.942097e-06,1.684554e-02,131.711013,ok
mlp,mup,relu,2048,0,0,4,0.875000,8.423974e-07,7.306867e-03,131.711013,ok
mlp,mup,relu,2048,0,0,4,1.000000,2.180215e-07,1.891096e-03,131.711013,ok
mlp,mup,relu,2048,0,1,2,0.000000,2.231347e-07,1.962970e-03,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.125000,1.337961e-06,1.177037e-02,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.250000,4.477128e-06,3.938637e-02,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.375000,1.748620e-06,1.538303e-02,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.500000,6.691725e-07,5.886871e-03,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.625000,1.630428e-06,1.434327e-02,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.750000,3.404441e-06,2.994969e-02,132.644187,ok
mlp,mup,relu,2048,0,1,2,0.875000,2.305663e-06,2.028347e-02,132.644187,ok
mlp,mup,relu,2048,0,1,2,1.000000,2.752856e-07,2.421753e-03,132.644187,ok
mlp,mup,relu,2048,0,1,3,0.000000,2.257716e-07,1.983023e-03,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.125000,8.622133e-07,7.573094e-03,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.250000,1.437326e-06,1.262449e-02,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.375000,8.296912e-07,7.287442e-03,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.500000,3.283183e-07,2.883724e-03,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.625000,1.248360e-06,1.096474e-02,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.750000,1.226811e-06,1.077547e-02,132.539189,ok
mlp,mup,relu,2048,0,1,3,0.875000,5.941487e-07,5.218597e-03,132.539189,ok
mlp,mup,relu,2048,0,1,3,1.000000,1.742884e-07,1.530830e-03,132.539189,ok
mlp,mup,relu,2048,0,1,4,0.000000,2.126297e-07,1.856330e-03,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.125000,1.164588e-06,1.016725e-02,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.250000,4.026584e-06,3.515346e-02,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.375000,2.290760e-06,1.999912e-02,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.500000,2.660030e-07,2.322298e-03,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.625000,2.258802e-06,1.972011e-02,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.750000,4.064694e-06,3.548617e-02,132.138887,ok
mlp,mup,relu,2048,0,1,4,0.875000,9.958498e-07,8.694110e-03,132.138887,ok
mlp,mup,relu,2048,0,1,4,1.000000,1.856427e-07,1.620724e-03,132.138887,ok
mlp,mup,relu,2048,0,2,3,0.000000,2.400864e-07,2.100373e-03,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.125000,1.052002e-06,9.203341e-03,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.250000,1.833363e-06,1.603900e-02,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.375000,7.410815e-07,6.483280e-03,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.500000,3.013156e-07,2.636030e-03,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.625000,1.438824e-06,1.258741e-02,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.750000,1.484593e-06,1.298782e-02,132.275495,ok
mlp,mup,relu,2048,0,2,3,0.875000,5.559355e-07,4.863548e-03,132.275495,ok
mlp,mup,relu,2048,0,2,3,1.000000,1.750009e-07,1.530979e-03,132.275495,ok
mlp,mup,relu,2048,0,2,4,0.000000,2.114879e-07,1.836931e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.125000,8.384052e-07,7.282178e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.250000,1.267883e-06,1.101251e-02,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.375000,6.854496e-07,5.953643e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.500000,2.710469e-07,2.354245e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.625000,1.009311e-06,8.766621e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.750000,9.873342e-07,8.575738e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,0.875000,5.129348e-07,4.455224e-03,131.800986,ok
mlp,mup,relu,2048,0,2,4,1.000000,1.769896e-07,1.537287e-03,131.800986,ok
mlp,mup,relu,2048,0,3,4,0.000000,1.822011e-07,1.581627e-03,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.125000,6.087588e-07,5.284431e-03,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.250000,1.499561e-06,1.301719e-02,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.375000,1.221064e-06,1.059965e-02,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.500000,2.399681e-07,2.083083e-03,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.625000,1.064689e-06,9.242211e-03,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.750000,1.504368e-06,1.305892e-02,131.7624,ok
mlp,mup,relu,2048,0,3,4,0.875000,6.535580e-07,5.673318e-03,131.7624,ok
mlp,mup,relu,2048,0,3,4,1.000000,1.823501e-07,1.582920e-03,131.7624,ok
mlp,mup,tanh,2048,1,0,1,0.000000,4.265072e-07,4.694344e-03,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.125000,5.578378e-06,6.139832e-02,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.250000,1.545954e-05,1.701551e-01,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.375000,7.897624e-06,8.692505e-02,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.500000,4.984646e-06,5.486341e-02,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.625000,1.474564e-05,1.622976e-01,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.750000,1.318519e-05,1.451226e-01,148.367661,ok
mlp,mup,tanh,2048,1,0,1,0.875000,4.464552e-06,4.913901e-02,148.367661,ok
mlp,mup,tanh,2048,1,0,1,1.000000,4.382757e-07,4.823873e-03,148.367661,ok
mlp,mup,tanh,2048,1,0,2,0.000000,4.916639e-07,5.362388e-03,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.125000,6.523121e-06,7.114516e-02,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.250000,1.848367e-05,2.015943e-01,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.375000,1.444926e-05,1.575925e-01,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.500000,7.033195e-06,7.670835e-02,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.625000,1.201951e-05,1.310922e-01,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.750000,1.522428e-05,1.660453e-01,147.693021,ok
mlp,mup,tanh,2048,1,0,2,0.875000,5.410088e-06,5.900574e-02,147.693021,ok
mlp,mup,tanh,2048,1,0,2,1.000000,4.730492e-07,5.159365e-03,147.693021,ok
mlp,mup,tanh,2048,1,0,3,0.000000,4.743648e-07,5.199451e-03,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.125000,5.813741e-06,6.372366e-02,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.250000,1.907236e-05,2.090496e-01,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.375000,7.558293e-06,8.284547e-02,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.500000,6.233511e-06,6.832471e-02,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.625000,1.167199e-05,1.279352e-01,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.750000,1.600294e-05,1.754062e-01,148.059928,ok
mlp,mup,tanh,2048,1,0,3,0.875000,9.722994e-06,1.065725e-01,148.059928,ok
mlp,mup,tanh,2048,1,0,3,1.000000,5.085145e-07,5.573762e-03,148.059928,ok
mlp,mup,tanh,2048,1,0,4,0.000000,4.434898e-07,4.915230e-03,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.125000,4.306399e-06,4.772813e-02,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.250000,1.616470e-05,1.791546e-01,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.375000,9.749232e-06,1.080514e-01,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.500000,6.290045e-06,6.971303e-02,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.625000,1.662360e-05,1.842405e-01,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.750000,1.115822e-05,1.236674e-01,148.882989,ok
mlp,mup,tanh,2048,1,0,4,0.875000,2.906515e-06,3.221311e-02,148.882989,ok
mlp,mup,tanh,2048,1,0,4,1.000000,3.927288e-07,4.352641e-03,148.882989,ok
mlp,mup,tanh,2048,1,1,2,0.000000,4.569873e-07,5.103451e-03,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.125000,6.331081e-06,7.070297e-02,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.250000,2.735382e-05,3.054765e-01,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.375000,1.630212e-05,1.820555e-01,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.500000,7.293300e-06,8.144864e-02,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.625000,1.372016e-05,1.532212e-01,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.750000,1.079631e-05,1.205689e-01,149.449648,ok
mlp,mup,tanh,2048,1,1,2,0.875000,7.363288e-06,8.223024e-02,149.449648,ok
