arch,regime,act,width,width_paper,smooth,n_pairs,rq_mid_med,rq_mid_q1,rq_mid_q3,trP_mid_med,trP_sem_mid_med,lmax_mid_med,lmax_A_med,dnorm_med,flen_mid_med,align_mid_med,align_mid_rat,spec_mid_rat,top1_mid_med,dip_depth,t_at_peak,n_profile_t,barrier,alpha_rq,alpha_rq_r2,alpha_trP,alpha_trP_r2,alpha_align,alpha_align_r2,alpha_dnorm,alpha_dnorm_r2,alpha_flen,alpha_flen_r2,alpha_lmax,alpha_lmax_r2,alpha_B,alpha_B_r2,alpha_dip,alpha_dip_r2,n_widths,resid_rq
cnn,mup,gelu,1,64,1,10,0.00698533,0.006256853,0.01323645,nan,nan,nan,15.0215,74.2568,19.24399127535615,nan,nan,nan,nan,,,0,2.39615,2.1825,0.9982,nan,nan,nan,nan,-0.2715,0.9985,1.645,0.9966,nan,nan,1.1603,0.9589,nan,nan,4,
cnn,mup,gelu,2,128,1,10,0.001297566,0.001137473,0.001726016,nan,nan,nan,3.0145999999999997,90.14005,5.258070873473572,nan,nan,nan,nan,,,0,0.68245,2.1825,0.9982,nan,nan,nan,nan,-0.2715,0.9985,1.645,0.9966,nan,nan,1.1603,0.9589,nan,nan,4,
cnn,mup,gelu,4,256,1,10,0.00029907800000000004,0.0002791863,0.000393156,nan,nan,nan,1.3448,106.71785,1.706057267054008,nan,nan,nan,nan,,,0,0.35185,2.1825,0.9982,nan,nan,nan,nan,-0.2715,0.9985,1.645,0.9966,nan,nan,1.1603,0.9589,nan,nan,4,
cnn,mup,gelu,8,512,1,10,7.3554355e-05,6.468873e-05,8.237883e-05,nan,nan,nan,0.9737899999999999,131.442,0.6260065645756333,nan,nan,nan,nan,,,0,0.2047,2.1825,0.9982,nan,nan,nan,nan,-0.2715,0.9985,1.645,0.9966,nan,nan,1.1603,0.9589,nan,nan,4,
cnn,mup,softplus,1,64,1,10,0.002265716,0.001157887,0.003623237,nan,nan,nan,22.971,71.54509999999999,5.8039408005891655,nan,nan,nan,nan,,,0,1.0243,1.6679,0.9952,nan,nan,nan,nan,-0.3513,0.9998,0.9661,0.9864,nan,nan,0.6473,0.9663,nan,nan,4,
cnn,mup,softplus,2,128,1,10,0.00062924275,0.0005699813,0.0007139394,nan,nan,nan,11.795,91.20945,2.5985023066586526,nan,nan,nan,nan,,,0,0.51945,1.6679,0.9952,nan,nan,nan,nan,-0.3513,0.9998,0.9661,0.9864,nan,nan,0.6473,0.9663,nan,nan,4,
cnn,mup,softplus,4,256,1,10,0.00018469225,0.0001737535,0.0001999542,nan,nan,nan,7.4372,117.28115,1.2588341390597149,nan,nan,nan,nan,,,0,0.35885,1.6679,0.9952,nan,nan,nan,nan,-0.3513,0.9998,0.9661,0.9864,nan,nan,0.6473,0.9663,nan,nan,4,
cnn,mup,softplus,8,512,1,10,7.2276345e-05,5.359348e-05,8.431257e-05,nan,nan,nan,5.0851,148.1336,0.7929212359542126,nan,nan,nan,nan,,,0,0.2597,1.6679,0.9952,nan,nan,nan,nan,-0.3513,0.9998,0.9661,0.9864,nan,nan,0.6473,0.9663,nan,nan,4,
cnn,mup,swish,1,64,1,10,0.006984742,0.006110307,0.007739844,nan,nan,nan,14.741000000000001,74.36945,19.441849379264696,nan,nan,nan,nan,,,0,2.0171,2.1625,0.9971,nan,nan,nan,nan,-0.2853,0.9992,1.5949,0.9927,nan,nan,1.0938,0.9954,nan,nan,4,
cnn,mup,swish,2,128,1,10,0.0017054975,0.001361407,0.002246762,nan,nan,nan,2.8240999999999996,90.97495,7.056335248493591,nan,nan,nan,nan,,,0,0.88385,2.1625,0.9971,nan,nan,nan,nan,-0.2853,0.9992,1.5949,0.9927,nan,nan,1.0938,0.9954,nan,nan,4,
cnn,mup,swish,4,256,1,10,0.0003031732,0.0002732425,0.0003539365,nan,nan,nan,1.2568000000000001,109.25125,1.7972991349845855,nan,nan,nan,nan,,,0,0.39055,2.1625,0.9971,nan,nan,nan,nan,-0.2853,0.9992,1.5949,0.9927,nan,nan,1.0938,0.9954,nan,nan,4,
cnn,mup,swish,8,512,1,10,8.3993525e-05,7.970685e-05,9.426642e-05,nan,nan,nan,0.9404,135.25865,0.7696972868038057,nan,nan,nan,nan,,,0,0.21155000000000002,2.1625,0.9971,nan,nan,nan,nan,-0.2853,0.9992,1.5949,0.9927,nan,nan,1.0938,0.9954,nan,nan,4,
cnn,mup,tanh,1,64,1,10,0.0066364635,0.004401806,0.009479835,nan,nan,nan,8.56715,75.1817,18.67160810581352,nan,nan,nan,nan,,,0,2.15315,1.4891,0.9925,nan,nan,nan,nan,-0.3308,0.9987,0.8255,0.9686,nan,nan,0.8318,0.9982,nan,nan,4,
cnn,mup,tanh,2,128,1,10,0.00206845,0.001740584,0.002857593,nan,nan,nan,4.563,92.34899999999999,8.801910211332478,nan,nan,nan,nan,,,0,1.1466,1.4891,0.9925,nan,nan,nan,nan,-0.3308,0.9987,0.8255,0.9686,nan,nan,0.8318,0.9982,nan,nan,4,
cnn,mup,tanh,4,256,1,10,0.0006771803,0.000604185,0.001205161,nan,nan,nan,2.6217,117.3605,4.641421662293618,nan,nan,nan,nan,,,0,0.69325,1.4891,0.9925,nan,nan,nan,nan,-0.3308,0.9987,0.8255,0.9686,nan,nan,0.8318,0.9982,nan,nan,4,
cnn,mup,tanh,8,512,1,10,0.00030859005,0.0002550538,0.0003689992,nan,nan,nan,0.8278300000000001,149.0426,3.431197642496066,nan,nan,nan,nan,,,0,0.37265000000000004,1.4891,0.9925,nan,nan,nan,nan,-0.3308,0.9987,0.8255,0.9686,nan,nan,0.8318,0.9982,nan,nan,4,
cnn,ntk,gelu,1,64,1,10,0.0012239745,0.0009186233,0.00191496,nan,nan,nan,8.5273,211.4317,27.39811263556564,nan,nan,nan,nan,,,0,5.543749999999999,2.5929,0.9893,nan,nan,nan,nan,-0.995,1.0,0.6037,0.8454,nan,nan,0.0994,0.4053,nan,nan,4,
cnn,ntk,gelu,2,128,1,10,0.00035409155000000003,0.0001268651,0.0004472736,nan,nan,nan,7.93635,416.74335,30.665423807775447,nan,nan,nan,nan,,,0,5.39125,2.5929,0.9893,nan,nan,nan,nan,-0.995,1.0,0.6037,0.8454,nan,nan,0.0994,0.4053,nan,nan,4,
cnn,ntk,gelu,4,256,1,10,3.870069e-05,3.095942e-05,5.338067e-05,nan,nan,nan,9.059000000000001,832.4863499999999,13.358012285829222,nan,nan,nan,nan,,,0,4.073650000000001,2.5929,0.9893,nan,nan,nan,nan,-0.995,1.0,0.6037,0.8454,nan,nan,0.0994,0.4053,nan,nan,4,
cnn,ntk,gelu,8,512,1,10,6.404378e-06,3.395125e-06,1.097776e-05,nan,nan,nan,8.668299999999999,1672.87085,8.959703307277795,nan,nan,nan,nan,,,0,4.838,2.5929,0.9893,nan,nan,nan,nan,-0.995,1.0,0.6037,0.8454,nan,nan,0.0994,0.4053,nan,nan,4,
cnn,ntk,softplus,1,64,1,10,0.001224239,0.0006406895,0.002097196,nan,nan,nan,8.8736,212.648,27.813883377293024,nan,nan,nan,nan,,,0,5.411250000000001,2.2562,0.9809,nan,nan,nan,nan,-0.9925,0.9999,0.2722,0.4195,nan,nan,0.0884,0.3952,nan,nan,4,
cnn,ntk,softplus,2,128,1,10,0.00027793925000000003,0.0002029681,0.0005305433,nan,nan,nan,8.4097,416.08405,24.027837507460063,nan,nan,nan,nan,,,0,4.6208,2.2562,0.9809,nan,nan,nan,nan,-0.9925,0.9999,0.2722,0.4195,nan,nan,0.0884,0.3952,nan,nan,4,
cnn,ntk,softplus,4,256,1,10,3.3947315e-05,2.131468e-05,7.148861e-05,nan,nan,nan,8.9831,832.6426,11.785944615453747,nan,nan,nan,nan,,,0,5.40385,2.2562,0.9809,nan,nan,nan,nan,-0.9925,0.9999,0.2722,0.4195,nan,nan,0.0884,0.3952,nan,nan,4,
cnn,ntk,softplus,8,512,1,10,1.343579e-05,7.21354e-06,1.980823e-05,nan,nan,nan,10.484,1671.4618500000001,18.80171399331227,nan,nan,nan,nan,,,0,4.1876,2.2562,0.9809,nan,nan,nan,nan,-0.9925,0.9999,0.2722,0.4195,nan,nan,0.0884,0.3952,nan,nan,4,
cnn,ntk,swish,1,64,1,10,0.00125719965,0.0008832742,0.002492065,nan,nan,nan,8.0133,211.5342,28.309944988034108,nan,nan,nan,nan,,,0,4.81505,2.3124,0.9779,nan,nan,nan,nan,-0.995,0.9999,0.3253,0.4469,nan,nan,0.125,0.28,nan,nan,4,
cnn,ntk,swish,2,128,1,10,0.0001920103,0.0001108498,0.0003781587,nan,nan,nan,7.140000000000001,415.74245,16.60489492095637,nan,nan,nan,nan,,,0,5.9871,2.3124,0.9779,nan,nan,nan,nan,-0.995,0.9999,0.3253,0.4469,nan,nan,0.125,0.28,nan,nan,4,
cnn,ntk,swish,4,256,1,10,2.823478e-05,1.599655e-05,8.17242e-05,nan,nan,nan,8.931,832.2987,9.754813990826813,nan,nan,nan,nan,,,0,5.540699999999999,2.3124,0.9779,nan,nan,nan,nan,-0.995,0.9999,0.3253,0.4469,nan,nan,0.125,0.28,nan,nan,4,
cnn,ntk,swish,8,512,1,10,1.1392529999999998e-05,9.144378e-06,1.817368e-05,nan,nan,nan,8.81935,1672.187,15.941264415868108,nan,nan,nan,nan,,,0,3.7015000000000002,2.3124,0.9779,nan,nan,nan,nan,-0.995,0.9999,0.3253,0.4469,nan,nan,0.125,0.28,nan,nan,4,
cnn,ntk,tanh,1,64,1,10,0.00052288605,0.0002141978,0.0006543635,nan,nan,nan,12.905,215.85264999999998,12.134881224259722,nan,nan,nan,nan,,,0,2.9818,2.6623,0.9806,nan,nan,nan,nan,-0.9855,0.9999,0.6892,0.7859,nan,nan,0.3002,0.9785,nan,nan,4,
cnn,ntk,tanh,2,128,1,10,0.00012273735,8.938989e-05,0.0001800378,nan,nan,nan,10.399,419.92785000000003,10.798879445881695,nan,nan,nan,nan,,,0,2.64565,2.6623,0.9806,nan,nan,nan,nan,-0.9855,0.9999,0.6892,0.7859,nan,nan,0.3002,0.9785,nan,nan,4,
cnn,ntk,tanh,4,256,1,10,2.455997e-05,2.017097e-05,2.761509e-05,nan,nan,nan,8.069749999999999,835.5667,8.57899249530804,nan,nan,nan,nan,,,0,2.0663,2.6623,0.9806,nan,nan,nan,nan,-0.9855,0.9999,0.6892,0.7859,nan,nan,0.3002,0.9785,nan,nan,4,
cnn,ntk,tanh,8,512,1,10,1.9049234999999999e-06,1.828403e-06,2.529156e-06,nan,nan,nan,5.2537,1672.80745,2.6653682519662047,nan,nan,nan,nan,,,0,1.6181,2.6623,0.9806,nan,nan,nan,nan,-0.9855,0.9999,0.6892,0.7859,nan,nan,0.3002,0.9785,nan,nan,4,
cnn,sp,gelu,1,64,1,10,0.010829721,0.00780196,0.01288211,nan,nan,nan,8.9947,52.346050000000005,15.034903021384888,nan,nan,nan,nan,,,0,1.72665,1.5256,0.9984,nan,nan,nan,nan,-0.0425,0.6217,1.4457,0.9992,nan,nan,1.0496,0.9967,nan,nan,4,
cnn,sp,gelu,2,128,1,10,0.004145148499999999,0.003525541,0.004747233,nan,nan,nan,2.23875,53.2624,5.902074057483466,nan,nan,nan,nan,,,0,0.74255,1.5256,0.9984,nan,nan,nan,nan,-0.0425,0.6217,1.4457,0.9992,nan,nan,1.0496,0.9967,nan,nan,4,
cnn,sp,gelu,4,256,1,10,0.0014357415,0.001332906,0.001640722,nan,nan,nan,0.9743550000000001,52.57145,1.9934503078163461,nan,nan,nan,nan,,,0,0.40175,1.5256,0.9984,nan,nan,nan,nan,-0.0425,0.6217,1.4457,0.9992,nan,nan,1.0496,0.9967,nan,nan,4,
cnn,sp,gelu,8,512,1,10,0.00045426315,0.0003893672,0.0005173711,nan,nan,nan,0.70072,58.00365,0.7648204739152786,nan,nan,nan,nan,,,0,0.18745,1.5256,0.9984,nan,nan,nan,nan,-0.0425,0.6217,1.4457,0.9992,nan,nan,1.0496,0.9967,nan,nan,4,
cnn,sp,softplus,1,64,1,10,0.0031836135,0.0031074,0.004703229,nan,nan,nan,13.772,50.135549999999995,4.013652163687403,nan,nan,nan,nan,,,0,0.8398,0.6937,0.9958,nan,nan,nan,nan,-0.0971,0.992,0.5007,0.9966,nan,nan,0.3473,0.8973,nan,nan,4,
cnn,sp,softplus,2,128,1,10,0.00203178,0.001766117,0.003064015,nan,nan,nan,14.928,52.7458,2.880943262659672,nan,nan,nan,nan,,,0,0.5660499999999999,0.6937,0.9958,nan,nan,nan,nan,-0.0971,0.992,0.5007,0.9966,nan,nan,0.3473,0.8973,nan,nan,4,
cnn,sp,softplus,4,256,1,10,0.0013134205,0.001236888,0.001730062,nan,nan,nan,23.166999999999998,56.7327,2.105941136029444,nan,nan,nan,nan,,,0,0.4279,0.6937,0.9958,nan,nan,nan,nan,-0.0971,0.992,0.5007,0.9966,nan,nan,0.3473,0.8973,nan,nan,4,
cnn,sp,softplus,8,512,1,10,0.0007412467999999999,0.0006670382,0.0009185846,nan,nan,nan,30.794999999999998,61.23925,1.4012477754333443,nan,nan,nan,nan,,,0,0.4132,0.6937,0.9958,nan,nan,nan,nan,-0.0971,0.992,0.5007,0.9966,nan,nan,0.3473,0.8973,nan,nan,4,
cnn,sp,swish,1,64,1,10,0.01222838,0.008565677,0.01584074,nan,nan,nan,9.5412,52.45805,16.994813543631608,nan,nan,nan,nan,,,0,1.6823000000000001,1.4292,0.9993,nan,nan,nan,nan,-0.0515,0.8063,1.3266,0.999,nan,nan,0.938,0.9852,nan,nan,4,
cnn,sp,swish,2,128,1,10,0.0048885915,0.003558849,0.006202476,nan,nan,nan,2.069,53.370000000000005,6.972914222284413,nan,nan,nan,nan,,,0,0.7941499999999999,1.4292,0.9993,nan,nan,nan,nan,-0.0515,0.8063,1.3266,0.999,nan,nan,0.938,0.9852,nan,nan,4,
cnn,sp,swish,4,256,1,10,0.001760173,0.001573943,0.001859542,nan,nan,nan,0.83145,53.981700000000004,2.5643845195334802,nan,nan,nan,nan,,,0,0.52095,1.4292,0.9993,nan,nan,nan,nan,-0.0515,0.8063,1.3266,0.999,nan,nan,0.938,0.9852,nan,nan,4,
cnn,sp,swish,8,512,1,10,0.00063267415,0.0004692405,0.0006733624,nan,nan,nan,0.65059,58.86555,1.1065825816193637,nan,nan,nan,nan,,,0,0.2217,1.4292,0.9993,nan,nan,nan,nan,-0.0515,0.8063,1.3266,0.999,nan,nan,0.938,0.9852,nan,nan,4,
cnn,sp,tanh,1,64,1,10,0.009441581000000001,0.007636828,0.01226185,nan,nan,nan,6.8735,55.8994,14.947573637612075,nan,nan,nan,nan,,,0,1.7445,1.1975,0.9866,nan,nan,nan,nan,-0.0435,0.7155,1.1118,0.9949,nan,nan,0.8022,0.995,nan,nan,4,
cnn,sp,tanh,2,128,1,10,0.0048550185,0.004383,0.005730268,nan,nan,nan,5.9103,56.3059,7.655201306000751,nan,nan,nan,nan,,,0,0.89205,1.1975,0.9866,nan,nan,nan,nan,-0.0435,0.7155,1.1118,0.9949,nan,nan,0.8022,0.995,nan,nan,4,
cnn,sp,tanh,4,256,1,10,0.00226514,0.002004983,0.002724676,nan,nan,nan,2.6427,56.6734,3.647581991854606,nan,nan,nan,nan,,,0,0.5398000000000001,1.1975,0.9866,nan,nan,nan,nan,-0.0435,0.7155,1.1118,0.9949,nan,nan,0.8022,0.995,nan,nan,4,
cnn,sp,tanh,8,512,1,10,0.00076515435,0.0006624673,0.00102339,nan,nan,nan,1.6764000000000001,61.682900000000004,1.4666228466330615,nan,nan,nan,nan,,,0,0.32315,1.1975,0.9866,nan,nan,nan,nan,-0.0435,0.7155,1.1118,0.9949,nan,nan,0.8022,0.995,nan,nan,4,
mlp,mup,gelu,64,64,1,10,0.0015922185,0.001463182,0.001964754,nan,nan,nan,0.15028999999999998,27.9337,0.6238829654547706,nan,nan,nan,nan,2.358521145182021,0.7,21,0.067,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,gelu,128,128,1,10,0.00017593345000000002,0.0001621968,0.0002597909,nan,nan,nan,0.041883000000000004,37.076750000000004,0.12041290738811244,nan,nan,nan,nan,3.5131136233615603,0.25,21,0.02035,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,gelu,256,256,1,10,2.979857e-05,2.379048e-05,3.694268e-05,nan,nan,nan,0.026316000000000003,49.71955,0.03685095355329319,nan,nan,nan,nan,3.7004527398462406,0.25,21,0.0068,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,gelu,512,512,1,10,6.2543055000000005e-06,4.58318e-06,7.984857e-06,nan,nan,nan,0.0159055,67.40039999999999,0.01418786988955231,nan,nan,nan,nan,4.955263218274195,0.75,21,0.0026,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,gelu,1024,1024,1,10,1.17075e-06,9.048903e-07,1.582979e-06,nan,nan,nan,0.017518000000000002,94.26275,0.005210256741929189,nan,nan,nan,nan,5.9197317958573565,0.75,21,0.0014,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,gelu,2048,2048,1,10,2.692331e-07,1.984649e-07,3.273618e-07,nan,nan,nan,0.019876,132.13145,0.0023469087648430153,nan,nan,nan,nan,7.0047535017054,0.7,21,0.0008,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,gelu,4096,4096,1,10,1.0214921500000001e-07,7.526045e-08,1.323398e-07,nan,nan,nan,0.019313,186.8622,0.001778015622477686,nan,nan,nan,nan,6.557130174715488,0.7,21,0.0005499999999999999,2.3271,0.9902,nan,nan,nan,nan,-0.4577,0.9984,1.4125,0.966,nan,nan,1.1573,0.9643,-0.2534,0.9212,7,
mlp,mup,relu,64,64,0,10,0.001436723,0.001275467,0.001938983,0.0010807075,3.203e-05,3.3250605,0.1382405,28.073156,0.5674345358761186,1.4054541749121277,1.3294281755239046,0.00043208928078150756,0.011469799029546802,2.086363898956166,0.25,9,0.0673,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,relu,128,128,0,10,0.00021973975,0.0001939946,0.0002357596,0.0001683086,6.675e-06,1.3012505,0.05196162,37.320283,0.15339836546283653,1.3086157675465806,1.305576482722808,0.0001688681387634433,0.025184283703432103,2.953051507521966,0.75,9,0.0216,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,relu,256,256,0,10,2.994598e-05,2.753337e-05,3.186274e-05,3.159017e-05,1.5305e-06,0.66845135,0.023455715000000002,49.649728499999995,0.03664190462376028,0.9693035231463352,0.9479524801544278,4.4799041845004874e-05,0.01713704335559701,4.449216555945072,0.25,9,0.0078,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,relu,512,512,0,10,5.6827185e-06,4.326525e-06,6.309302e-06,6.2579910000000004e-06,3.8175e-07,0.5253296000000001,0.02002906,67.6852355,0.013017423470379137,0.9266739214513416,0.9080739329922333,1.0817434425929928e-05,0.06262380280482528,5.074674207423789,0.25,9,0.0031,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,relu,1024,1024,0,10,1.2217865e-06,1.130486e-06,1.54087e-06,1.3392245000000002e-06,1.043e-07,0.4413287,0.019495110000000003,93.76265649999999,0.005405901506274836,0.9144602634620906,0.9123089519344963,2.7684274782038876e-06,0.04546215630331879,5.09204472303467,0.75,9,0.0012,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,relu,2048,2048,0,10,2.8618124999999997e-07,2.66003e-07,3.283183e-07,3.1740304999999997e-07,2.579e-08,0.49700315000000006,0.01823036,132.2955805,0.002495137992773183,0.9630623610366967,0.9016335854365608,5.758137549027605e-07,0.0338053165562333,6.288133831269519,0.25,9,0.0008,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,relu,4096,4096,0,10,8.828404000000001e-08,7.399858e-08,9.891937e-08,7.4122415e-08,6.0070000000000005e-09,0.3549462,0.01894704,187.5351405,0.0015412932363792582,1.1828104053245603,1.1910572530590107,2.487251307381232e-07,0.03887791208841705,4.990841492981064,0.75,9,0.0005,2.3484,0.9931,2.2913,0.998,0.0571,0.227,-0.4567,0.9982,1.4363,0.9744,0.4664,0.7975,1.1939,0.9739,-0.2197,0.7357,7,0.0
mlp,mup,softplus,64,64,1,10,0.00068198445,0.0006067624,0.0008056826,0.00096059935,3.599e-05,3.1195075,0.18244,27.207549999999998,0.25410146106109444,0.7427861887275744,0.7099572261838403,0.0002186192692275944,0.0073650598484733005,3.7137884888724364,0.8,25,0.060450000000000004,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,softplus,128,128,1,10,8.108026e-05,7.551508e-05,0.0001040673,0.00015671769999999998,6.06e-06,1.1140915,0.0709195,35.3347,0.050152802441293,0.5324817374613213,0.5173650455564368,7.277702055890382e-05,0.008540619213857042,6.479345897509456,0.25,25,0.0178,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,softplus,256,256,1,10,1.29013e-05,9.776596e-06,1.687344e-05,2.755631e-05,1.536e-06,0.6785950999999999,0.034707999999999996,47.225350000000006,0.01446646666273756,0.4713688039728843,0.4681795204074856,1.901177889436573e-05,0.022167485365816197,7.098192430220211,0.75,25,0.006200000000000001,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,softplus,512,512,1,10,2.9819914999999997e-06,2.757954e-06,3.853952e-06,6.36911e-06,3.666e-07,0.4856204,0.027852999999999996,64.26905,0.00613089489031605,0.4913902789145791,0.4681959488845379,6.140581202931342e-06,0.004791501884267359,9.674834753888469,0.75,25,0.00295,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,softplus,1024,1024,1,10,8.02629e-07,7.503551e-07,1.037293e-06,1.39745e-06,8.084500000000001e-08,0.4662948,0.019628,88.5643,0.0031532781245878507,0.6302955709545144,0.5743525707538731,1.7212909086697943e-06,0.1011952153393339,7.714868264166881,0.3,25,0.0013,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,softplus,2048,2048,1,10,1.716717e-07,1.455533e-07,2.316163e-07,2.910682e-07,2.6609999999999998e-08,0.42052080000000003,0.025618,124.04205,0.0013188617199450126,0.6076957605420847,0.5897988856219951,4.082359303035664e-07,0.07153420346101241,8.011317532243229,0.25,25,0.0006,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,softplus,4096,4096,1,10,5.9165840000000004e-08,4.904143e-08,6.662334e-08,7.270985e-08,6.0735e-09,0.3044359,0.022669,175.2597,0.0009101249792665166,0.8286984006392355,0.8137252380523409,1.94345804814741e-07,0.041011298442620456,7.813088599773112,0.25,25,0.0004,2.2233,0.99,2.2684,0.9983,-0.0451,0.1051,-0.4497,0.9979,1.324,0.9617,0.4794,0.8364,1.2055,0.9817,-0.1411,0.4852,7,0.0
mlp,mup,swish,64,64,1,10,0.0013588915,0.00124694,0.001531827,nan,nan,nan,0.14092,27.28815,0.5040012458926636,nan,nan,nan,nan,2.325943241237435,0.7,21,0.059050000000000005,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,swish,128,128,1,10,0.00018513595,0.0001595311,0.0002279968,nan,nan,nan,0.038596,36.33585,0.12117634501832891,nan,nan,nan,nan,3.1072603673138577,0.25,21,0.018349999999999998,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,swish,256,256,1,10,2.2886104999999998e-05,1.914835e-05,2.544956e-05,nan,nan,nan,0.028318,48.7023,0.02706654251727951,nan,nan,nan,nan,5.854829819228742,0.25,21,0.0077,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,swish,512,512,1,10,4.920747e-06,3.902058e-06,5.763323e-06,nan,nan,nan,0.018707,66.93025,0.010998370887538106,nan,nan,nan,nan,6.714940841299096,0.7,21,0.0029,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,swish,1024,1024,1,10,1.195591e-06,8.099632e-07,1.467795e-06,nan,nan,nan,0.016397,92.26865000000001,0.005090774169171798,nan,nan,nan,nan,5.233326865123608,0.3,21,0.0012,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,swish,2048,2048,1,10,2.3609135e-07,1.839126e-07,3.280685e-07,nan,nan,nan,0.016930999999999998,129.6384,0.0019849278375136045,nan,nan,nan,nan,5.582087187861817,0.3,21,0.0006,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,swish,4096,4096,1,10,7.814293499999999e-08,6.436217e-08,1.203575e-07,nan,nan,nan,0.018709999999999997,183.74415,0.001321283307200551,nan,nan,nan,nan,5.613134443951971,0.25,21,0.0005,2.3481,0.9914,nan,nan,nan,nan,-0.4588,0.9987,1.4286,0.97,nan,nan,1.1858,0.9743,-0.1908,0.536,7,
mlp,mup,tanh,64,64,1,10,0.00697553,0.005609448,0.007839415,0.0022726730000000002,6.652000000000001e-05,5.419961000000001,0.24543999999999996,29.501350000000002,3.0446495294187907,2.9985122651350773,3.069306495039101,0.0012870074157360172,0.004571576552180797,1.396397119645389,0.3,25,0.16235,1.8752,0.9863,2.4247,0.9988,-0.5496,0.9208,-0.4817,0.997,0.9139,0.9199,0.8934,0.9428,0.7927,0.9604,-0.1682,0.7881,7,0.0001
