arch,regime,act,width,width_paper,smooth,n_pairs,rq_mid_med,rq_mid_q1,rq_mid_q3,trP_mid_med,trP_sem_mid_med,lmax_mid_med,lmax_A_med,dnorm_med,flen_mid_med,align_mid_med,align_mid_rat,spec_mid_rat,top1_mid_med,dip_depth,t_at_peak,n_profile_t,barrier,alpha_rq,alpha_rq_r2,alpha_trP,alpha_trP_r2,alpha_align,alpha_align_r2,alpha_dnorm,alpha_dnorm_r2,alpha_flen,alpha_flen_r2,alpha_lmax,alpha_lmax_r2,alpha_B,alpha_B_r2,alpha_dip,alpha_dip_r2,n_widths,resid_rq
ts,mup,tanh,64,64,1,10,0.016099785,0.01545471,0.01780047,nan,nan,nan,1.0401,50.77075,20.811542980160596,nan,nan,nan,nan,,,0,1.9207,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,mup,tanh,128,128,1,10,0.0047827045,0.004537137,0.005131755,nan,nan,nan,0.12337999999999999,57.297399999999996,7.764257573924671,nan,nan,nan,nan,,,0,1.2477,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,mup,tanh,256,256,1,10,0.0014890379999999998,0.001445036,0.00158828,nan,nan,nan,0.046219,67.02705,3.3221234073387613,nan,nan,nan,nan,,,0,0.8045,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,mup,tanh,512,512,1,10,0.0005972215,0.0005700497,0.0006114848,nan,nan,nan,0.017712000000000002,83.66884999999999,2.085063980967229,nan,nan,nan,nan,,,0,0.5186999999999999,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,mup,tanh,1024,1024,1,10,0.00017023945,0.0001644658,0.0001797859,nan,nan,nan,0.007939149999999999,108.18675,0.9943256354872846,nan,nan,nan,nan,,,0,0.27775,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,mup,tanh,2048,2048,1,10,4.1542790000000004e-05,4.093278e-05,4.218611e-05,nan,nan,nan,0.00430265,143.06365,0.42527595818663394,nan,nan,nan,nan,,,0,0.1467,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,mup,tanh,4096,4096,1,10,7.878312000000002e-06,7.649755e-06,8.067005e-06,nan,nan,nan,0.0032083,193.10775,0.14759467379669283,nan,nan,nan,nan,,,0,0.07365,1.7791,0.993,nan,nan,nan,nan,-0.3255,0.9792,1.1264,0.9917,nan,nan,0.7795,0.9893,nan,nan,7,
ts,ntk,gelu,64,64,1,10,4.911298e-05,4.3377e-05,5.653576e-05,nan,nan,nan,1.25945,117.8072,0.341957033471163,nan,nan,nan,nan,,,0,0.2445,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,gelu,128,128,1,10,1.479902e-05,1.230019e-05,1.679886e-05,nan,nan,nan,0.940175,203.3783,0.30629642405214863,nan,nan,nan,nan,,,0,0.25175000000000003,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,gelu,256,256,1,10,4.414773e-06,3.870918e-06,6.428035e-06,nan,nan,nan,0.74498,372.6539,0.30703253373807454,nan,nan,nan,nan,,,0,0.3216,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,gelu,512,512,1,10,8.7248095e-07,8.471638e-07,1.208395e-06,nan,nan,nan,0.55384,715.5162,0.22357326466027932,nan,nan,nan,nan,,,0,0.35545,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,gelu,1024,1024,1,10,1.9109565e-07,1.544615e-07,2.240259e-07,nan,nan,nan,0.435905,1409.22045,0.18977734925654438,nan,nan,nan,nan,,,0,0.39475000000000005,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,gelu,2048,2048,1,10,3.101646e-08,3.020994e-08,3.188053e-08,nan,nan,nan,0.35534,2814.3628,0.12277312217884692,nan,nan,nan,nan,,,0,0.42925,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,gelu,4096,4096,1,10,5.6271285e-09,5.259158e-09,6.124557e-09,nan,nan,nan,0.29375999999999997,5646.09815,0.08970463903492007,nan,nan,nan,nan,,,0,0.46765,2.2,0.9944,nan,nan,nan,nan,-0.9374,0.9984,0.3258,0.9241,nan,nan,-0.1658,0.9684,nan,nan,7,
ts,ntk,softplus,64,64,1,10,1.2946019999999999e-05,1.121449e-05,1.457e-05,nan,nan,nan,1.6944000000000001,119.60315,0.0918766903681757,nan,nan,nan,nan,,,0,0.20245,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,softplus,128,128,1,10,4.410268e-06,4.158567e-06,5.280121e-06,nan,nan,nan,1.3468,204.6581,0.09261870516162579,nan,nan,nan,nan,,,0,0.23695,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,softplus,256,256,1,10,1.428718e-06,1.303993e-06,1.511965e-06,nan,nan,nan,1.0477,373.7822,0.09997701659570224,nan,nan,nan,nan,,,0,0.27575,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,softplus,512,512,1,10,2.8521555e-07,2.503981e-07,3.487225e-07,nan,nan,nan,0.80125,717.1376,0.07324559225487369,nan,nan,nan,nan,,,0,0.2958,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,softplus,1024,1024,1,10,5.607913e-08,5.048579e-08,6.669125e-08,nan,nan,nan,0.6326799999999999,1410.6801500000001,0.055803649836109574,nan,nan,nan,nan,,,0,0.39615,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,softplus,2048,2048,1,10,9.319399499999999e-09,8.687188e-09,1.001847e-08,nan,nan,nan,0.516235,2813.85705,0.03688866703972421,nan,nan,nan,nan,,,0,0.4235,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,softplus,4096,4096,1,10,1.877027e-09,1.662216e-09,2.07201e-09,nan,nan,nan,0.46870999999999996,5646.6091,0.02991983572546615,nan,nan,nan,nan,,,0,0.43245,2.1678,0.9922,nan,nan,nan,nan,-0.9344,0.9982,0.2983,0.8661,nan,nan,-0.1958,0.9592,nan,nan,7,
ts,ntk,swish,64,64,1,10,3.3403035e-05,2.293971e-05,3.531656e-05,nan,nan,nan,1.23045,119.35235,0.23613401818196242,nan,nan,nan,nan,,,0,0.23265,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,swish,128,128,1,10,1.1643110000000001e-05,1.10595e-05,1.495732e-05,nan,nan,nan,0.99351,203.46355,0.2398751209161212,nan,nan,nan,nan,,,0,0.23115000000000002,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,swish,256,256,1,10,2.7908295e-06,2.531292e-06,3.214046e-06,nan,nan,nan,0.731035,373.25964999999997,0.1947629585251227,nan,nan,nan,nan,,,0,0.34525,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,swish,512,512,1,10,6.732916999999999e-07,6.0089e-07,7.699958e-07,nan,nan,nan,0.5309,715.9309499999999,0.17249764801312117,nan,nan,nan,nan,,,0,0.39490000000000003,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,swish,1024,1024,1,10,1.266012e-07,1.076282e-07,1.428668e-07,nan,nan,nan,0.40171,1410.7607,0.12600353517173962,nan,nan,nan,nan,,,0,0.38165,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,swish,2048,2048,1,10,1.873821e-08,1.736436e-08,2.104416e-08,nan,nan,nan,0.31646,2814.5333,0.07419218956344686,nan,nan,nan,nan,,,0,0.4175,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,swish,4096,4096,1,10,3.5857454999999998e-09,3.161075e-09,4.01792e-09,nan,nan,nan,0.27592,5646.09035,0.057169989951067965,nan,nan,nan,nan,,,0,0.44565,2.2349,0.9932,nan,nan,nan,nan,-0.9354,0.9982,0.3626,0.9155,nan,nan,-0.1666,0.8402,nan,nan,7,
ts,ntk,tanh,64,64,1,10,2.5640664999999998e-05,2.440705e-05,2.666895e-05,nan,nan,nan,0.58514,116.43885,0.17339187433330758,nan,nan,nan,nan,,,0,0.08355,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,ntk,tanh,128,128,1,10,7.4403585e-06,7.096613e-06,7.560059e-06,nan,nan,nan,0.48986999999999997,202.81045,0.15274856225035502,nan,nan,nan,nan,,,0,0.10785,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,ntk,tanh,256,256,1,10,1.8236715e-06,1.787555e-06,1.852597e-06,nan,nan,nan,0.42557999999999996,372.18775,0.12619322383635212,nan,nan,nan,nan,,,0,0.14125,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,ntk,tanh,512,512,1,10,4.0367434999999996e-07,3.980974e-07,4.187541e-07,nan,nan,nan,0.35336999999999996,714.90025,0.10332339728676052,nan,nan,nan,nan,,,0,0.1878,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,ntk,tanh,1024,1024,1,10,9.7349815e-08,9.326921e-08,9.910747e-08,nan,nan,nan,0.31772,1408.4296,0.09659383656259302,nan,nan,nan,nan,,,0,0.23635,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,ntk,tanh,2048,2048,1,10,2.212244e-08,2.117635e-08,2.274139e-08,nan,nan,nan,0.29923,2814.0477499999997,0.08756488040353641,nan,nan,nan,nan,,,0,0.26555,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,ntk,tanh,4096,4096,1,10,5.235783e-09,5.207007e-09,5.38086e-09,nan,nan,nan,0.28679,5646.220950000001,0.08344636731563247,nan,nan,nan,nan,,,0,0.29945,2.0639,0.9994,nan,nan,nan,nan,-0.9396,0.9985,0.1842,0.959,nan,nan,-0.3167,0.9757,nan,nan,7,
ts,sp,gelu,64,64,1,10,0.006848496000000001,0.006035943,0.007037632,nan,nan,nan,0.80937,38.1943,5.025439512459584,nan,nan,nan,nan,,,0,0.9229499999999999,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,gelu,128,128,1,10,0.003366597,0.003266281,0.00361204,nan,nan,nan,0.05966199999999999,44.2011,3.2779866993965445,nan,nan,nan,nan,,,0,0.5801000000000001,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,gelu,256,256,1,10,0.0010774055000000002,0.001033144,0.001172951,nan,nan,nan,0.07261999999999999,44.2899,1.0533410033349797,nan,nan,nan,nan,,,0,0.36160000000000003,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,gelu,512,512,1,10,0.0003811914,0.0003347148,0.0004025246,nan,nan,nan,0.077363,51.39275,0.5026674491867551,nan,nan,nan,nan,,,0,0.25975000000000004,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,gelu,1024,1024,1,10,0.00014447505,0.0001370766,0.0001558581,nan,nan,nan,0.06811500000000001,64.82565,0.3032505067923232,nan,nan,nan,nan,,,0,0.1931,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,gelu,2048,2048,1,10,7.1257075e-05,6.689303e-05,7.551693e-05,nan,nan,nan,0.035072,86.10455,0.2638180996734499,nan,nan,nan,nan,,,0,0.13690000000000002,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,gelu,4096,4096,1,10,4.234875e-05,4.088294e-05,4.347647e-05,nan,nan,nan,0.014922000000000001,117.7187,0.2935878727429919,nan,nan,nan,nan,,,0,0.0801,1.287,0.9893,nan,nan,nan,nan,-0.2623,0.9233,0.7628,0.8861,nan,nan,0.5589,0.993,nan,nan,7,
ts,sp,softplus,64,64,1,10,0.0037823625,0.003704289,0.004000147,nan,nan,nan,2.70815,42.7757,3.516025533971318,nan,nan,nan,nan,,,0,0.97615,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,softplus,128,128,1,10,0.0014136840000000001,0.001293945,0.001466627,nan,nan,nan,0.35119500000000003,49.433049999999994,1.752978515916503,nan,nan,nan,nan,,,0,0.6299,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,softplus,256,256,1,10,0.00046535535,0.0004350214,0.000506213,nan,nan,nan,0.29763,54.6498,0.6964210274992069,nan,nan,nan,nan,,,0,0.37915,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,softplus,512,512,1,10,0.00015920575,0.0001494635,0.0001754464,nan,nan,nan,0.35007,62.8131,0.31304297018276234,nan,nan,nan,nan,,,0,0.23595,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,softplus,1024,1024,1,10,7.497480999999999e-05,7.351689e-05,7.877558e-05,nan,nan,nan,0.32637,75.9274,0.21671072860051904,nan,nan,nan,nan,,,0,0.1681,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,softplus,2048,2048,1,10,3.6626485e-05,3.337451e-05,3.846451e-05,nan,nan,nan,0.270915,95.49125000000001,0.1670806075950988,nan,nan,nan,nan,,,0,0.1175,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,softplus,4096,4096,1,10,1.7889135e-05,1.728158e-05,1.874048e-05,nan,nan,nan,0.19263,124.58535,0.13899690141289678,nan,nan,nan,nan,,,0,0.09335,1.2981,0.9908,nan,nan,nan,nan,-0.25,0.9728,0.8018,0.9355,nan,nan,0.5778,0.9875,nan,nan,7,
ts,sp,swish,64,64,1,10,0.006658448,0.006089328,0.00712723,nan,nan,nan,0.74931,38.96965,5.043890649099308,nan,nan,nan,nan,,,0,0.9441999999999999,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,swish,128,128,1,10,0.002472626,0.002372988,0.002534854,nan,nan,nan,0.067834,44.1073,2.407801774236428,nan,nan,nan,nan,,,0,0.5802,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,swish,256,256,1,10,0.00080407595,0.0007331419,0.0008319508,nan,nan,nan,0.070983,45.65835,0.8322490924301615,nan,nan,nan,nan,,,0,0.35435,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,swish,512,512,1,10,0.00026231165,0.0002305761,0.0002833512,nan,nan,nan,0.072033,53.459599999999995,0.37559843241162155,nan,nan,nan,nan,,,0,0.26335,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,swish,1024,1024,1,10,9.571300000000001e-05,9.29175e-05,0.0001060079,nan,nan,nan,0.058863000000000006,66.61775,0.21313274419772277,nan,nan,nan,nan,,,0,0.2126,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,swish,2048,2048,1,10,4.2814145000000004e-05,4.024818e-05,4.526559e-05,nan,nan,nan,0.040434,87.16375,0.16271666391253703,nan,nan,nan,nan,,,0,0.1901,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,swish,4096,4096,1,10,3.321813e-05,3.146176e-05,3.54734e-05,nan,nan,nan,0.021026,118.13405,0.23198733506572167,nan,nan,nan,nan,,,0,0.20174999999999998,1.347,0.9802,nan,nan,nan,nan,-0.2611,0.9375,0.8238,0.8724,nan,nan,0.3799,0.8748,nan,nan,7,
ts,sp,tanh,64,64,1,10,0.01526268,0.01357074,0.01624895,nan,nan,nan,1.02175,50.8695,19.93316577909625,nan,nan,nan,nan,,,0,1.92895,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
ts,sp,tanh,128,128,1,10,0.0074632565,0.007037702,0.0076998,nan,nan,nan,0.18515,47.3036,8.353414077130177,nan,nan,nan,nan,,,0,1.4508,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
ts,sp,tanh,256,256,1,10,0.0030391485,0.002930662,0.003072455,nan,nan,nan,0.0939525,48.149649999999994,3.5220257812225384,nan,nan,nan,nan,,,0,1.0571000000000002,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
ts,sp,tanh,512,512,1,10,0.001353656,0.00127766,0.001423102,nan,nan,nan,0.0587395,55.165499999999994,2.0613010944986927,nan,nan,nan,nan,,,0,0.84015,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
ts,sp,tanh,1024,1024,1,10,0.0007311578,0.0006907891,0.0008192702,nan,nan,nan,0.0303175,69.44104999999999,1.7686935889169697,nan,nan,nan,nan,,,0,0.7183999999999999,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
ts,sp,tanh,2048,2048,1,10,0.00063807945,0.0005778577,0.0006785101,nan,nan,nan,0.013448,92.9711,2.7516949865301,nan,nan,nan,nan,,,0,0.58655,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
ts,sp,tanh,4096,4096,1,10,0.00046701575,0.0004445042,0.0004992813,nan,nan,nan,0.010285,125.49665,3.6812449688223277,nan,nan,nan,nan,,,0,0.5194,0.8658,0.9498,nan,nan,nan,nan,-0.2281,0.8303,0.411,0.519,nan,nan,0.316,0.9781,nan,nan,7,
