kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
net,0,ntk,gelu,8,0,,,0.8865,,,,0.181632,0.0625,100,ok
net,0,ntk,gelu,8,1,,,0.8888,,,,4.547216,0.063,100,ok
net,0,ntk,gelu,8,2,,,0.8878,,,,0.146185,0.0635,100,ok
net,0,ntk,gelu,8,3,,,0.8854,,,,0.307171,0.0635,100,ok
net,0,ntk,gelu,8,4,,,0.8862,,,,0.116377,0.0629,100,ok
pair,0,ntk,gelu,8,,0,1,,0.8865,0.8888,3.7465,,,100,ok
pair,0,ntk,gelu,8,,0,2,,0.8865,0.8878,6.4012,,,100,ok
pair,0,ntk,gelu,8,,0,3,,0.8865,0.8854,4.9895,,,100,ok
pair,0,ntk,gelu,8,,0,4,,0.8865,0.8862,6.1287,,,100,ok
pair,0,ntk,gelu,8,,1,2,,0.8888,0.8878,4.7732,,,100,ok
pair,0,ntk,gelu,8,,1,3,,0.8888,0.8854,4.5816,,,100,ok
pair,0,ntk,gelu,8,,1,4,,0.8888,0.8862,2.5914,,,100,ok
pair,0,ntk,gelu,8,,2,3,,0.8878,0.8854,5.8273,,,100,ok
pair,0,ntk,gelu,8,,2,4,,0.8878,0.8862,3.4812,,,100,ok
pair,0,ntk,gelu,8,,3,4,,0.8854,0.8862,4.9028,,,100,ok
net,0,ntk,tanh,1,0,,,0.8528,,,,0.947997,0.5232,100,ok
net,0,ntk,tanh,1,1,,,0.8512,,,,0.542084,0.5128,100,ok
net,0,ntk,tanh,1,2,,,0.852,,,,0.763426,0.5127,100,ok
net,0,ntk,tanh,1,3,,,0.8445,,,,0.411511,0.5209,100,ok
net,0,ntk,tanh,1,4,,,0.8582,,,,298.259399,0.5238,100,ok
pair,0,ntk,tanh,1,,0,1,,0.8528,0.8512,2.0424,,,100,ok
pair,0,ntk,tanh,1,,0,2,,0.8528,0.852,3.3585,,,100,ok
pair,0,ntk,tanh,1,,0,3,,0.8528,0.8445,6.2841,,,100,ok
pair,0,ntk,tanh,1,,0,4,,0.8528,0.8582,2.1979,,,100,ok
pair,0,ntk,tanh,1,,1,2,,0.8512,0.852,3.2885,,,100,ok
pair,0,ntk,tanh,1,,1,3,,0.8512,0.8445,2.6751,,,100,ok
pair,0,ntk,tanh,1,,1,4,,0.8512,0.8582,2.1669,,,100,ok
pair,0,ntk,tanh,1,,2,3,,0.852,0.8445,5.7923,,,100,ok
pair,0,ntk,tanh,1,,2,4,,0.852,0.8582,4.9261,,,100,ok
pair,0,ntk,tanh,1,,3,4,,0.8445,0.8582,2.2317,,,100,ok
net,0,ntk,tanh,2,0,,,0.8532,,,,0.258706,0.2715,100,ok
net,0,ntk,tanh,2,1,,,0.8603,,,,0.503041,0.2778,100,ok
net,0,ntk,tanh,2,2,,,0.8541,,,,0.21351,0.2714,100,ok
net,0,ntk,tanh,2,3,,,0.8478,,,,0.467698,0.2725,100,ok
net,0,ntk,tanh,2,4,,,0.8482,,,,0.196381,0.2752,100,ok
pair,0,ntk,tanh,2,,0,1,,0.8532,0.8603,3.5842,,,100,ok
pair,0,ntk,tanh,2,,0,2,,0.8532,0.8541,2.2468,,,100,ok
pair,0,ntk,tanh,2,,0,3,,0.8532,0.8478,2.6622,,,100,ok
pair,0,ntk,tanh,2,,0,4,,0.8532,0.8482,2.5245,,,100,ok
pair,0,ntk,tanh,2,,1,2,,0.8603,0.8541,3.4692,,,100,ok
pair,0,ntk,tanh,2,,1,3,,0.8603,0.8478,2.5749,,,100,ok
pair,0,ntk,tanh,2,,1,4,,0.8603,0.8482,2.6291,,,100,ok
pair,0,ntk,tanh,2,,2,3,,0.8541,0.8478,5.567,,,100,ok
pair,0,ntk,tanh,2,,2,4,,0.8541,0.8482,1.7988,,,100,ok
pair,0,ntk,tanh,2,,3,4,,0.8478,0.8482,2.7575,,,100,ok
net,0,ntk,tanh,4,0,,,0.8455,,,,0.112236,0.1419,100,ok
net,0,ntk,tanh,4,1,,,0.8433,,,,0.08198,0.1407,100,ok
net,0,ntk,tanh,4,2,,,0.8519,,,,0.148866,0.1406,100,ok
net,0,ntk,tanh,4,3,,,0.846,,,,0.07366,0.1406,100,ok
net,0,ntk,tanh,4,4,,,0.8489,,,,0.126155,0.1389,100,ok
pair,0,ntk,tanh,4,,0,1,,0.8455,0.8433,2.1557,,,100,ok
pair,0,ntk,tanh,4,,0,2,,0.8455,0.8519,1.8541,,,100,ok
pair,0,ntk,tanh,4,,0,3,,0.8455,0.846,2.6071,,,100,ok
pair,0,ntk,tanh,4,,0,4,,0.8455,0.8489,1.9769,,,100,ok
pair,0,ntk,tanh,4,,1,2,,0.8433,0.8519,3.0578,,,100,ok
pair,0,ntk,tanh,4,,1,3,,0.8433,0.846,1.8128,,,100,ok
pair,0,ntk,tanh,4,,1,4,,0.8433,0.8489,2.2214,,,100,ok
pair,0,ntk,tanh,4,,2,3,,0.8519,0.846,1.7979,,,100,ok
pair,0,ntk,tanh,4,,2,4,,0.8519,0.8489,3.0484,,,100,ok
pair,0,ntk,tanh,4,,3,4,,0.846,0.8489,1.8166,,,100,ok
net,0,ntk,tanh,8,0,,,0.8316,,,,0.032987,0.0716,100,ok
net,0,ntk,tanh,8,1,,,0.8389,,,,0.062491,0.0715,100,ok
net,0,ntk,tanh,8,2,,,0.8348,,,,0.039484,0.0713,100,ok
net,0,ntk,tanh,8,3,,,0.8362,,,,0.035848,0.0712,100,ok
net,0,ntk,tanh,8,4,,,0.8332,,,,4.088213,0.0717,100,ok
pair,0,ntk,tanh,8,,0,1,,0.8316,0.8389,1.5796,,,100,ok
pair,0,ntk,tanh,8,,0,2,,0.8316,0.8348,1.5774,,,100,ok
pair,0,ntk,tanh,8,,0,3,,0.8316,0.8362,1.6154,,,100,ok
pair,0,ntk,tanh,8,,0,4,,0.8316,0.8332,1.6308,,,100,ok
pair,0,ntk,tanh,8,,1,2,,0.8389,0.8348,1.6005,,,100,ok
pair,0,ntk,tanh,8,,1,3,,0.8389,0.8362,1.7747,,,100,ok
pair,0,ntk,tanh,8,,1,4,,0.8389,0.8332,1.9408,,,100,ok
pair,0,ntk,tanh,8,,2,3,,0.8348,0.8362,1.6208,,,100,ok
pair,0,ntk,tanh,8,,2,4,,0.8348,0.8332,1.7645,,,100,ok
pair,0,ntk,tanh,8,,3,4,,0.8362,0.8332,1.4821,,,100,ok
