kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,1,ntk,swish,128,,2,3,,0.921,0.9217,0.4772,,,30,ok
pair,1,ntk,swish,128,,2,4,,0.921,0.9178,0.5704,,,30,ok
pair,1,ntk,swish,128,,3,4,,0.9217,0.9178,0.445,,,30,ok
net,1,ntk,swish,256,0,,,0.9177,,,,0.000738,0.0922,30,ok
net,1,ntk,swish,256,1,,,0.9187,,,,0.000909,0.0906,30,ok
net,1,ntk,swish,256,2,,,0.9178,,,,0.000897,0.0908,30,ok
net,1,ntk,swish,256,3,,,0.9209,,,,0.001138,0.0908,30,ok
net,1,ntk,swish,256,4,,,0.9153,,,,0.001368,0.0945,30,ok
pair,1,ntk,swish,256,,0,1,,0.9177,0.9187,0.4692,,,30,ok
pair,1,ntk,swish,256,,0,2,,0.9177,0.9178,0.6227,,,30,ok
pair,1,ntk,swish,256,,0,3,,0.9177,0.9209,0.5472,,,30,ok
pair,1,ntk,swish,256,,0,4,,0.9177,0.9153,0.8121,,,30,ok
pair,1,ntk,swish,256,,1,2,,0.9187,0.9178,0.5284,,,30,ok
pair,1,ntk,swish,256,,1,3,,0.9187,0.9209,0.6932,,,30,ok
pair,1,ntk,swish,256,,1,4,,0.9187,0.9153,0.562,,,30,ok
pair,1,ntk,swish,256,,2,3,,0.9178,0.9209,0.6983,,,30,ok
pair,1,ntk,swish,256,,2,4,,0.9178,0.9153,0.7099,,,30,ok
pair,1,ntk,swish,256,,3,4,,0.9209,0.9153,0.5666,,,30,ok
net,1,ntk,swish,512,0,,,0.9154,,,,0.000437,0.0611,30,ok
net,1,ntk,swish,512,1,,,0.9164,,,,0.000639,0.0619,30,ok
net,1,ntk,swish,512,2,,,0.9153,,,,0.000446,0.0632,30,ok
net,1,ntk,swish,512,3,,,0.9153,,,,0.000407,0.0627,30,ok
net,1,ntk,swish,512,4,,,0.9182,,,,0.000399,0.0626,30,ok
pair,1,ntk,swish,512,,0,1,,0.9154,0.9164,0.6235,,,30,ok
pair,1,ntk,swish,512,,0,2,,0.9154,0.9153,0.6823,,,30,ok
pair,1,ntk,swish,512,,0,3,,0.9154,0.9153,0.6299,,,30,ok
pair,1,ntk,swish,512,,0,4,,0.9154,0.9182,0.6618,,,30,ok
pair,1,ntk,swish,512,,1,2,,0.9164,0.9153,0.8718,,,30,ok
pair,1,ntk,swish,512,,1,3,,0.9164,0.9153,0.7288,,,30,ok
pair,1,ntk,swish,512,,1,4,,0.9164,0.9182,0.7063,,,30,ok
pair,1,ntk,swish,512,,2,3,,0.9153,0.9153,0.5974,,,30,ok
pair,1,ntk,swish,512,,2,4,,0.9153,0.9182,0.713,,,30,ok
pair,1,ntk,swish,512,,3,4,,0.9153,0.9182,0.6693,,,30,ok
net,1,ntk,swish,1024,0,,,0.9132,,,,0.000175,0.0398,30,ok
net,1,ntk,swish,1024,1,,,0.9133,,,,0.000158,0.04,30,ok
net,1,ntk,swish,1024,2,,,0.9132,,,,0.000174,0.0401,30,ok
net,1,ntk,swish,1024,3,,,0.9118,,,,0.000161,0.0398,30,ok
net,1,ntk,swish,1024,4,,,0.912,,,,0.00017,0.0403,30,ok
pair,1,ntk,swish,1024,,0,1,,0.9132,0.9133,0.8655,,,30,ok
pair,1,ntk,swish,1024,,0,2,,0.9132,0.9132,0.7856,,,30,ok
pair,1,ntk,swish,1024,,0,3,,0.9132,0.9118,0.855,,,30,ok
pair,1,ntk,swish,1024,,0,4,,0.9132,0.912,0.809,,,30,ok
pair,1,ntk,swish,1024,,1,2,,0.9133,0.9132,0.7815,,,30,ok
pair,1,ntk,swish,1024,,1,3,,0.9133,0.9118,0.8289,,,30,ok
pair,1,ntk,swish,1024,,1,4,,0.9133,0.912,0.766,,,30,ok
pair,1,ntk,swish,1024,,2,3,,0.9132,0.9118,0.866,,,30,ok
pair,1,ntk,swish,1024,,2,4,,0.9132,0.912,0.7263,,,30,ok
pair,1,ntk,swish,1024,,3,4,,0.9118,0.912,0.8746,,,30,ok
net,1,ntk,swish,2048,0,,,0.9089,,,,6.5e-05,0.0238,30,ok
net,1,ntk,swish,2048,1,,,0.908,,,,7.5e-05,0.0239,30,ok
net,1,ntk,swish,2048,2,,,0.9126,,,,6.9e-05,0.0241,30,ok
net,1,ntk,swish,2048,3,,,0.9082,,,,7.6e-05,0.0236,30,ok
net,1,ntk,swish,2048,4,,,0.9091,,,,8.6e-05,0.024,30,ok
pair,1,ntk,swish,2048,,0,1,,0.9089,0.908,0.9588,,,30,ok
pair,1,ntk,swish,2048,,0,2,,0.9089,0.9126,0.927,,,30,ok
pair,1,ntk,swish,2048,,0,3,,0.9089,0.9082,0.8887,,,30,ok
pair,1,ntk,swish,2048,,0,4,,0.9089,0.9091,0.9332,,,30,ok
pair,1,ntk,swish,2048,,1,2,,0.908,0.9126,0.9582,,,30,ok
pair,1,ntk,swish,2048,,1,3,,0.908,0.9082,0.9339,,,30,ok
pair,1,ntk,swish,2048,,1,4,,0.908,0.9091,0.9189,,,30,ok
pair,1,ntk,swish,2048,,2,3,,0.9126,0.9082,0.936,,,30,ok
pair,1,ntk,swish,2048,,2,4,,0.9126,0.9091,0.9279,,,30,ok
pair,1,ntk,swish,2048,,3,4,,0.9082,0.9091,0.9483,,,30,ok
net,1,ntk,swish,4096,0,,,0.9074,,,,3.5e-05,0.0133,30,ok
net,1,ntk,swish,4096,1,,,0.9063,,,,3.2e-05,0.0132,30,ok
net,1,ntk,swish,4096,2,,,0.906,,,,3.9e-05,0.0135,30,ok
net,1,ntk,swish,4096,3,,,0.9076,,,,3.4e-05,0.0133,30,ok
net,1,ntk,swish,4096,4,,,0.9066,,,,2.8e-05,0.0134,30,ok
pair,1,ntk,swish,4096,,0,1,,0.9074,0.9063,1.0176,,,30,ok
pair,1,ntk,swish,4096,,0,2,,0.9074,0.906,1.0242,,,30,ok
pair,1,ntk,swish,4096,,0,3,,0.9074,0.9076,1.0107,,,30,ok
pair,1,ntk,swish,4096,,0,4,,0.9074,0.9066,1.085,,,30,ok
pair,1,ntk,swish,4096,,1,2,,0.9063,0.906,1.0046,,,30,ok
pair,1,ntk,swish,4096,,1,3,,0.9063,0.9076,1.0414,,,30,ok
pair,1,ntk,swish,4096,,1,4,,0.9063,0.9066,1.0257,,,30,ok
pair,1,ntk,swish,4096,,2,3,,0.906,0.9076,1.0792,,,30,ok
pair,1,ntk,swish,4096,,2,4,,0.906,0.9066,1.0304,,,30,ok
pair,1,ntk,swish,4096,,3,4,,0.9076,0.9066,1.0455,,,30,ok
net,1,ntk,softplus,64,0,,,0.9139,,,,0.00677,0.1855,30,ok
net,1,ntk,softplus,64,1,,,0.9129,,,,0.005823,0.193,30,ok
net,1,ntk,softplus,64,2,,,0.914,,,,0.008861,0.189,30,ok
net,1,ntk,softplus,64,3,,,0.9123,,,,0.01121,0.1846,30,ok
net,1,ntk,softplus,64,4,,,0.9129,,,,0.008883,0.1887,30,ok
pair,1,ntk,softplus,64,,0,1,,0.9139,0.9129,0.6603,,,30,ok
pair,1,ntk,softplus,64,,0,2,,0.9139,0.914,0.4957,,,30,ok
pair,1,ntk,softplus,64,,0,3,,0.9139,0.9123,0.4094,,,30,ok
pair,1,ntk,softplus,64,,0,4,,0.9139,0.9129,0.3128,,,30,ok
pair,1,ntk,softplus,64,,1,2,,0.9129,0.914,0.3121,,,30,ok
pair,1,ntk,softplus,64,,1,3,,0.9129,0.9123,0.5453,,,30,ok
pair,1,ntk,softplus,64,,1,4,,0.9129,0.9129,0.7918,,,30,ok
pair,1,ntk,softplus,64,,2,3,,0.914,0.9123,0.2872,,,30,ok
pair,1,ntk,softplus,64,,2,4,,0.914,0.9129,0.5735,,,30,ok
pair,1,ntk,softplus,64,,3,4,,0.9123,0.9129,0.6704,,,30,ok
net,1,ntk,softplus,128,0,,,0.9105,,,,0.007293,0.1391,30,ok
net,1,ntk,softplus,128,1,,,0.9117,,,,0.002745,0.1373,30,ok
net,1,ntk,softplus,128,2,,,0.9129,,,,0.003594,0.1435,30,ok
net,1,ntk,softplus,128,3,,,0.9108,,,,0.003167,0.1387,30,ok
net,1,ntk,softplus,128,4,,,0.9113,,,,0.003498,0.1403,30,ok
pair,1,ntk,softplus,128,,0,1,,0.9105,0.9117,0.5101,,,30,ok
pair,1,ntk,softplus,128,,0,2,,0.9105,0.9129,0.4701,,,30,ok
pair,1,ntk,softplus,128,,0,3,,0.9105,0.9108,0.6768,,,30,ok
pair,1,ntk,softplus,128,,0,4,,0.9105,0.9113,0.3692,,,30,ok
pair,1,ntk,softplus,128,,1,2,,0.9117,0.9129,0.6097,,,30,ok
pair,1,ntk,softplus,128,,1,3,,0.9117,0.9108,0.4481,,,30,ok
pair,1,ntk,softplus,128,,1,4,,0.9117,0.9113,0.3956,,,30,ok
pair,1,ntk,softplus,128,,2,3,,0.9129,0.9108,0.711,,,30,ok
pair,1,ntk,softplus,128,,2,4,,0.9129,0.9113,0.618,,,30,ok
pair,1,ntk,softplus,128,,3,4,,0.9108,0.9113,0.4003,,,30,ok
net,1,ntk,softplus,256,0,,,0.9098,,,,0.002005,0.0998,30,ok
net,1,ntk,softplus,256,1,,,0.9089,,,,0.001449,0.0996,30,ok
net,1,ntk,softplus,256,2,,,0.9101,,,,0.002163,0.1002,30,ok
net,1,ntk,softplus,256,3,,,0.9075,,,,0.001702,0.0988,30,ok
net,1,ntk,softplus,256,4,,,0.9079,,,,0.002126,0.0998,30,ok
pair,1,ntk,softplus,256,,0,1,,0.9098,0.9089,0.5276,,,30,ok
pair,1,ntk,softplus,256,,0,2,,0.9098,0.9101,0.4479,,,30,ok
pair,1,ntk,softplus,256,,0,3,,0.9098,0.9075,0.4547,,,30,ok
pair,1,ntk,softplus,256,,0,4,,0.9098,0.9079,0.8017,,,30,ok
pair,1,ntk,softplus,256,,1,2,,0.9089,0.9101,0.5167,,,30,ok
pair,1,ntk,softplus,256,,1,3,,0.9089,0.9075,0.7705,,,30,ok
pair,1,ntk,softplus,256,,1,4,,0.9089,0.9079,0.7396,,,30,ok
pair,1,ntk,softplus,256,,2,3,,0.9101,0.9075,0.8234,,,30,ok
pair,1,ntk,softplus,256,,2,4,,0.9101,0.9079,0.7298,,,30,ok
pair,1,ntk,softplus,256,,3,4,,0.9075,0.9079,0.5604,,,30,ok
net,1,ntk,softplus,512,0,,,0.9059,,,,0.000844,0.0695,30,ok
net,1,ntk,softplus,512,1,,,0.9057,,,,0.000722,0.0699,30,ok
net,1,ntk,softplus,512,2,,,0.9057,,,,0.000587,0.0674,30,ok
net,1,ntk,softplus,512,3,,,0.9033,,,,0.000858,0.0696,30,ok
net,1,ntk,softplus,512,4,,,0.9058,,,,0.000707,0.0685,30,ok
pair,1,ntk,softplus,512,,0,1,,0.9059,0.9057,0.5841,,,30,ok
pair,1,ntk,softplus,512,,0,2,,0.9059,0.9057,0.5893,,,30,ok
pair,1,ntk,softplus,512,,0,3,,0.9059,0.9033,0.5989,,,30,ok
pair,1,ntk,softplus,512,,0,4,,0.9059,0.9058,0.68,,,30,ok
pair,1,ntk,softplus,512,,1,2,,0.9057,0.9057,0.6686,,,30,ok
pair,1,ntk,softplus,512,,1,3,,0.9057,0.9033,0.7295,,,30,ok
pair,1,ntk,softplus,512,,1,4,,0.9057,0.9058,0.5585,,,30,ok
pair,1,ntk,softplus,512,,2,3,,0.9057,0.9033,0.6233,,,30,ok
pair,1,ntk,softplus,512,,2,4,,0.9057,0.9058,0.5951,,,30,ok
pair,1,ntk,softplus,512,,3,4,,0.9033,0.9058,0.5508,,,30,ok
net,1,ntk,softplus,1024,0,,,0.8964,,,,0.00052,0.0441,30,ok
net,1,ntk,softplus,1024,1,,,0.8993,,,,0.000324,0.0446,30,ok
net,1,ntk,softplus,1024,2,,,0.8994,,,,0.00037,0.0439,30,ok
net,1,ntk,softplus,1024,3,,,0.8998,,,,0.000266,0.0441,30,ok
net,1,ntk,softplus,1024,4,,,0.8993,,,,0.000331,0.0445,30,ok
pair,1,ntk,softplus,1024,,0,1,,0.8964,0.8993,0.7772,,,30,ok
pair,1,ntk,softplus,1024,,0,2,,0.8964,0.8994,0.7313,,,30,ok
pair,1,ntk,softplus,1024,,0,3,,0.8964,0.8998,0.7489,,,30,ok
pair,1,ntk,softplus,1024,,0,4,,0.8964,0.8993,0.855,,,30,ok
pair,1,ntk,softplus,1024,,1,2,,0.8993,0.8994,0.8598,,,30,ok
pair,1,ntk,softplus,1024,,1,3,,0.8993,0.8998,0.8192,,,30,ok
pair,1,ntk,softplus,1024,,1,4,,0.8993,0.8993,0.732,,,30,ok
pair,1,ntk,softplus,1024,,2,3,,0.8994,0.8998,0.7674,,,30,ok
pair,1,ntk,softplus,1024,,2,4,,0.8994,0.8993,0.6911,,,30,ok
pair,1,ntk,softplus,1024,,3,4,,0.8998,0.8993,0.8048,,,30,ok
net,1,ntk,softplus,2048,0,,,0.8928,,,,0.000143,0.0258,30,ok
net,1,ntk,softplus,2048,1,,,0.8943,,,,0.000181,0.0261,30,ok
net,1,ntk,softplus,2048,2,,,0.8922,,,,0.000149,0.0262,30,ok
net,1,ntk,softplus,2048,3,,,0.8941,,,,0.000131,0.0262,30,ok
net,1,ntk,softplus,2048,4,,,0.8964,,,,0.000129,0.0261,30,ok
pair,1,ntk,softplus,2048,,0,1,,0.8928,0.8943,0.8226,,,30,ok
pair,1,ntk,softplus,2048,,0,2,,0.8928,0.8922,0.8806,,,30,ok
pair,1,ntk,softplus,2048,,0,3,,0.8928,0.8941,0.8842,,,30,ok
pair,1,ntk,softplus,2048,,0,4,,0.8928,0.8964,0.8824,,,30,ok
pair,1,ntk,softplus,2048,,1,2,,0.8943,0.8922,0.8915,,,30,ok
pair,1,ntk,softplus,2048,,1,3,,0.8943,0.8941,0.8497,,,30,ok
pair,1,ntk,softplus,2048,,1,4,,0.8943,0.8964,0.9085,,,30,ok
pair,1,ntk,softplus,2048,,2,3,,0.8922,0.8941,0.8637,,,30,ok
pair,1,ntk,softplus,2048,,2,4,,0.8922,0.8964,0.8814,,,30,ok
pair,1,ntk,softplus,2048,,3,4,,0.8941,0.8964,0.8375,,,30,ok
net,1,ntk,softplus,4096,0,,,0.8897,,,,6.5e-05,0.0143,30,ok
net,1,ntk,softplus,4096,1,,,0.8898,,,,9.2e-05,0.0145,30,ok
net,1,ntk,softplus,4096,2,,,0.8879,,,,0.000102,0.0142,30,ok
net,1,ntk,softplus,4096,3,,,0.889,,,,7.6e-05,0.0143,30,ok
net,1,ntk,softplus,4096,4,,,0.8904,,,,6.4e-05,0.0143,30,ok
pair,1,ntk,softplus,4096,,0,1,,0.8897,0.8898,0.9436,,,30,ok
pair,1,ntk,softplus,4096,,0,2,,0.8897,0.8879,0.9523,,,30,ok
pair,1,ntk,softplus,4096,,0,3,,0.8897,0.889,0.9754,,,30,ok
pair,1,ntk,softplus,4096,,0,4,,0.8897,0.8904,0.9965,,,30,ok
pair,1,ntk,softplus,4096,,1,2,,0.8898,0.8879,1.0165,,,30,ok
pair,1,ntk,softplus,4096,,1,3,,0.8898,0.889,0.9882,,,30,ok
pair,1,ntk,softplus,4096,,1,4,,0.8898,0.8904,0.9605,,,30,ok
pair,1,ntk,softplus,4096,,2,3,,0.8879,0.889,0.9408,,,30,ok
pair,1,ntk,softplus,4096,,2,4,,0.8879,0.8904,1.0087,,,30,ok
pair,1,ntk,softplus,4096,,3,4,,0.889,0.8904,1.0169,,,30,ok
