kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,5,mup,softplus,1024,,0,2,,0.9869,0.9868,0.0014,,,30,ok
pair,5,mup,softplus,1024,,0,3,,0.9869,0.9862,0.0015,,,30,ok
pair,5,mup,softplus,1024,,0,4,,0.9869,0.9872,0.0013,,,30,ok
pair,5,mup,softplus,1024,,1,2,,0.9867,0.9868,0.0009,,,30,ok
pair,5,mup,softplus,1024,,1,3,,0.9867,0.9862,0.0013,,,30,ok
pair,5,mup,softplus,1024,,1,4,,0.9867,0.9872,0.0012,,,30,ok
pair,5,mup,softplus,1024,,2,3,,0.9868,0.9862,0.0009,,,30,ok
pair,5,mup,softplus,1024,,2,4,,0.9868,0.9872,0.0013,,,30,ok
pair,5,mup,softplus,1024,,3,4,,0.9862,0.9872,0.0017,,,30,ok
net,5,mup,softplus,2048,0,,,0.9869,,,,0.001451,1.5213,30,ok
net,5,mup,softplus,2048,1,,,0.9868,,,,0.001928,1.5333,30,ok
net,5,mup,softplus,2048,2,,,0.9876,,,,0.001395,1.54,30,ok
net,5,mup,softplus,2048,3,,,0.9876,,,,0.000599,1.5259,30,ok
net,5,mup,softplus,2048,4,,,0.9857,,,,0.00063,1.5247,30,ok
pair,5,mup,softplus,2048,,0,1,,0.9869,0.9868,0.0005,,,30,ok
pair,5,mup,softplus,2048,,0,2,,0.9869,0.9876,0.0008,,,30,ok
pair,5,mup,softplus,2048,,0,3,,0.9869,0.9876,0.0006,,,30,ok
pair,5,mup,softplus,2048,,0,4,,0.9869,0.9857,0.0006,,,30,ok
pair,5,mup,softplus,2048,,1,2,,0.9868,0.9876,0.0006,,,30,ok
pair,5,mup,softplus,2048,,1,3,,0.9868,0.9876,0.0005,,,30,ok
pair,5,mup,softplus,2048,,1,4,,0.9868,0.9857,0.0006,,,30,ok
pair,5,mup,softplus,2048,,2,3,,0.9876,0.9876,0.0006,,,30,ok
pair,5,mup,softplus,2048,,2,4,,0.9876,0.9857,0.0006,,,30,ok
pair,5,mup,softplus,2048,,3,4,,0.9876,0.9857,0.0005,,,30,ok
net,5,mup,softplus,4096,0,,,0.9872,,,,0.00037,1.577,30,ok
net,5,mup,softplus,4096,1,,,0.9863,,,,0.000692,1.5655,30,ok
net,5,mup,softplus,4096,2,,,0.9864,,,,0.00028,1.5659,30,ok
net,5,mup,softplus,4096,3,,,0.9877,,,,0.000649,1.5754,30,ok
net,5,mup,softplus,4096,4,,,0.9876,,,,0.000739,1.5827,30,ok
pair,5,mup,softplus,4096,,0,1,,0.9872,0.9863,0.0004,,,30,ok
pair,5,mup,softplus,4096,,0,2,,0.9872,0.9864,0.0003,,,30,ok
pair,5,mup,softplus,4096,,0,3,,0.9872,0.9877,0.0004,,,30,ok
pair,5,mup,softplus,4096,,0,4,,0.9872,0.9876,0.0003,,,30,ok
pair,5,mup,softplus,4096,,1,2,,0.9863,0.9864,0.0004,,,30,ok
pair,5,mup,softplus,4096,,1,3,,0.9863,0.9877,0.0005,,,30,ok
pair,5,mup,softplus,4096,,1,4,,0.9863,0.9876,0.0005,,,30,ok
pair,5,mup,softplus,4096,,2,3,,0.9864,0.9877,0.0004,,,30,ok
pair,5,mup,softplus,4096,,2,4,,0.9864,0.9876,0.0005,,,30,ok
pair,5,mup,softplus,4096,,3,4,,0.9877,0.9876,0.0004,,,30,ok
