kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,4,mup,relu,4096,,2,3,,0.9873,0.9876,0.0006,,,30,ok
pair,4,mup,relu,4096,,2,4,,0.9873,0.9868,0.0005,,,30,ok
pair,4,mup,relu,4096,,3,4,,0.9876,0.9868,0.0005,,,30,ok
net,4,mup,gelu,64,0,,,0.9801,,,,0.068387,1.7603,30,ok
net,4,mup,gelu,64,1,,,0.9808,,,,0.104692,1.8199,30,ok
net,4,mup,gelu,64,2,,,0.9806,,,,0.055317,1.8292,30,ok
net,4,mup,gelu,64,3,,,0.9807,,,,0.102497,1.8292,30,ok
net,4,mup,gelu,64,4,,,0.9809,,,,0.083067,1.8286,30,ok
pair,4,mup,gelu,64,,0,1,,0.9801,0.9808,0.1286,,,30,ok
pair,4,mup,gelu,64,,0,2,,0.9801,0.9806,0.0717,,,30,ok
pair,4,mup,gelu,64,,0,3,,0.9801,0.9807,0.0577,,,30,ok
pair,4,mup,gelu,64,,0,4,,0.9801,0.9809,0.0951,,,30,ok
pair,4,mup,gelu,64,,1,2,,0.9808,0.9806,0.0611,,,30,ok
pair,4,mup,gelu,64,,1,3,,0.9808,0.9807,0.0644,,,30,ok
pair,4,mup,gelu,64,,1,4,,0.9808,0.9809,0.0662,,,30,ok
pair,4,mup,gelu,64,,2,3,,0.9806,0.9807,0.0678,,,30,ok
pair,4,mup,gelu,64,,2,4,,0.9806,0.9809,0.0612,,,30,ok
pair,4,mup,gelu,64,,3,4,,0.9807,0.9809,0.0721,,,30,ok
net,4,mup,gelu,128,0,,,0.9838,,,,0.017836,1.6948,30,ok
net,4,mup,gelu,128,1,,,0.9845,,,,0.014808,1.7035,30,ok
net,4,mup,gelu,128,2,,,0.9851,,,,0.012444,1.7215,30,ok
net,4,mup,gelu,128,3,,,0.9844,,,,0.008715,1.7329,30,ok
net,4,mup,gelu,128,4,,,0.984,,,,0.022978,1.7079,30,ok
pair,4,mup,gelu,128,,0,1,,0.9838,0.9845,0.0205,,,30,ok
pair,4,mup,gelu,128,,0,2,,0.9838,0.9851,0.028,,,30,ok
pair,4,mup,gelu,128,,0,3,,0.9838,0.9844,0.0223,,,30,ok
pair,4,mup,gelu,128,,0,4,,0.9838,0.984,0.0168,,,30,ok
pair,4,mup,gelu,128,,1,2,,0.9845,0.9851,0.0222,,,30,ok
pair,4,mup,gelu,128,,1,3,,0.9845,0.9844,0.0197,,,30,ok
pair,4,mup,gelu,128,,1,4,,0.9845,0.984,0.0209,,,30,ok
pair,4,mup,gelu,128,,2,3,,0.9851,0.9844,0.0163,,,30,ok
pair,4,mup,gelu,128,,2,4,,0.9851,0.984,0.0202,,,30,ok
pair,4,mup,gelu,128,,3,4,,0.9844,0.984,0.0185,,,30,ok
net,4,mup,gelu,256,0,,,0.9845,,,,0.004738,1.6299,30,ok
net,4,mup,gelu,256,1,,,0.9852,,,,0.004717,1.6168,30,ok
