kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,5,mup,softplus,4,,0,4,,0.9107,0.9156,0.4237,,,100,ok
pair,5,mup,softplus,4,,1,2,,0.9153,0.915,0.2839,,,100,ok
pair,5,mup,softplus,4,,1,3,,0.9153,0.9136,0.1852,,,100,ok
pair,5,mup,softplus,4,,1,4,,0.9153,0.9156,0.3983,,,100,ok
pair,5,mup,softplus,4,,2,3,,0.915,0.9136,0.2979,,,100,ok
pair,5,mup,softplus,4,,2,4,,0.915,0.9156,0.3194,,,100,ok
pair,5,mup,softplus,4,,3,4,,0.9136,0.9156,0.4428,,,100,ok
net,5,mup,softplus,8,0,,,0.9131,,,,0.042058,2.9173,100,ok
net,5,mup,softplus,8,1,,,0.9149,,,,0.070422,2.9419,100,ok
net,5,mup,softplus,8,2,,,0.9141,,,,0.099943,2.9821,100,ok
net,5,mup,softplus,8,3,,,0.9153,,,,0.071158,2.9795,100,ok
net,5,mup,softplus,8,4,,,0.9132,,,,0.080415,2.9627,100,ok
pair,5,mup,softplus,8,,0,1,,0.9131,0.9149,0.4825,,,100,ok
pair,5,mup,softplus,8,,0,2,,0.9131,0.9141,0.2341,,,100,ok
pair,5,mup,softplus,8,,0,3,,0.9131,0.9153,0.3644,,,100,ok
pair,5,mup,softplus,8,,0,4,,0.9131,0.9132,0.3725,,,100,ok
pair,5,mup,softplus,8,,1,2,,0.9149,0.9141,0.2165,,,100,ok
pair,5,mup,softplus,8,,1,3,,0.9149,0.9153,0.3134,,,100,ok
pair,5,mup,softplus,8,,1,4,,0.9149,0.9132,0.2331,,,100,ok
pair,5,mup,softplus,8,,2,3,,0.9141,0.9153,0.2217,,,100,ok
pair,5,mup,softplus,8,,2,4,,0.9141,0.9132,0.1699,,,100,ok
pair,5,mup,softplus,8,,3,4,,0.9153,0.9132,0.2853,,,100,ok
