kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,0,ntk,tanh,128,,2,4,,0.9171,0.918,0.2266,,,30,ok
pair,0,ntk,tanh,128,,3,4,,0.9148,0.918,0.2229,,,30,ok
net,0,ntk,tanh,256,0,,,0.9155,,,,0.000344,0.1014,30,ok
net,0,ntk,tanh,256,1,,,0.9162,,,,0.000352,0.103,30,ok
net,0,ntk,tanh,256,2,,,0.9155,,,,0.000322,0.1012,30,ok
net,0,ntk,tanh,256,3,,,0.9154,,,,0.000308,0.1006,30,ok
net,0,ntk,tanh,256,4,,,0.9192,,,,0.000287,0.1002,30,ok
pair,0,ntk,tanh,256,,0,1,,0.9155,0.9162,0.3466,,,30,ok
pair,0,ntk,tanh,256,,0,2,,0.9155,0.9155,0.3499,,,30,ok
pair,0,ntk,tanh,256,,0,3,,0.9155,0.9154,0.2834,,,30,ok
pair,0,ntk,tanh,256,,0,4,,0.9155,0.9192,0.3413,,,30,ok
pair,0,ntk,tanh,256,,1,2,,0.9162,0.9155,0.3092,,,30,ok
pair,0,ntk,tanh,256,,1,3,,0.9162,0.9154,0.3453,,,30,ok
pair,0,ntk,tanh,256,,1,4,,0.9162,0.9192,0.3807,,,30,ok
pair,0,ntk,tanh,256,,2,3,,0.9155,0.9154,0.3359,,,30,ok
pair,0,ntk,tanh,256,,2,4,,0.9155,0.9192,0.3608,,,30,ok
pair,0,ntk,tanh,256,,3,4,,0.9154,0.9192,0.2969,,,30,ok
net,0,ntk,tanh,512,0,,,0.9161,,,,0.000176,0.0647,30,ok
net,0,ntk,tanh,512,1,,,0.9122,,,,0.000244,0.0656,30,ok
net,0,ntk,tanh,512,2,,,0.9125,,,,0.000181,0.0655,30,ok
net,0,ntk,tanh,512,3,,,0.9167,,,,0.000197,0.0647,30,ok
net,0,ntk,tanh,512,4,,,0.9142,,,,0.000178,0.0641,30,ok
pair,0,ntk,tanh,512,,0,1,,0.9161,0.9122,0.4883,,,30,ok
pair,0,ntk,tanh,512,,0,2,,0.9161,0.9125,0.4228,,,30,ok
pair,0,ntk,tanh,512,,0,3,,0.9161,0.9167,0.4459,,,30,ok
pair,0,ntk,tanh,512,,0,4,,0.9161,0.9142,0.4427,,,30,ok
pair,0,ntk,tanh,512,,1,2,,0.9122,0.9125,0.4607,,,30,ok
pair,0,ntk,tanh,512,,1,3,,0.9122,0.9167,0.463,,,30,ok
pair,0,ntk,tanh,512,,1,4,,0.9122,0.9142,0.4724,,,30,ok
pair,0,ntk,tanh,512,,2,3,,0.9125,0.9167,0.4754,,,30,ok
pair,0,ntk,tanh,512,,2,4,,0.9125,0.9142,0.4502,,,30,ok
pair,0,ntk,tanh,512,,3,4,,0.9167,0.9142,0.409,,,30,ok
net,0,ntk,tanh,1024,0,,,0.912,,,,0.000117,0.0387,30,ok
net,0,ntk,tanh,1024,1,,,0.9117,,,,0.000147,0.0387,30,ok
net,0,ntk,tanh,1024,2,,,0.9133,,,,0.000124,0.0402,30,ok
net,0,ntk,tanh,1024,3,,,0.9089,,,,0.000109,0.039,30,ok
net,0,ntk,tanh,1024,4,,,0.9109,,,,0.000104,0.04,30,ok
pair,0,ntk,tanh,1024,,0,1,,0.912,0.9117,0.5342,,,30,ok
pair,0,ntk,tanh,1024,,0,2,,0.912,0.9133,0.5455,,,30,ok
pair,0,ntk,tanh,1024,,0,3,,0.912,0.9089,0.5258,,,30,ok
pair,0,ntk,tanh,1024,,0,4,,0.912,0.9109,0.5172,,,30,ok
pair,0,ntk,tanh,1024,,1,2,,0.9117,0.9133,0.5516,,,30,ok
pair,0,ntk,tanh,1024,,1,3,,0.9117,0.9089,0.5304,,,30,ok
pair,0,ntk,tanh,1024,,1,4,,0.9117,0.9109,0.5422,,,30,ok
pair,0,ntk,tanh,1024,,2,3,,0.9133,0.9089,0.5721,,,30,ok
pair,0,ntk,tanh,1024,,2,4,,0.9133,0.9109,0.5759,,,30,ok
pair,0,ntk,tanh,1024,,3,4,,0.9089,0.9109,0.5207,,,30,ok
net,0,ntk,tanh,2048,0,,,0.9132,,,,5.9e-05,0.0227,30,ok
net,0,ntk,tanh,2048,1,,,0.9112,,,,6.2e-05,0.0224,30,ok
net,0,ntk,tanh,2048,2,,,0.9125,,,,6.2e-05,0.0225,30,ok
net,0,ntk,tanh,2048,3,,,0.9126,,,,7e-05,0.0228,30,ok
net,0,ntk,tanh,2048,4,,,0.913,,,,6.5e-05,0.0224,30,ok
pair,0,ntk,tanh,2048,,0,1,,0.9132,0.9112,0.669,,,30,ok
pair,0,ntk,tanh,2048,,0,2,,0.9132,0.9125,0.631,,,30,ok
pair,0,ntk,tanh,2048,,0,3,,0.9132,0.9126,0.6714,,,30,ok
pair,0,ntk,tanh,2048,,0,4,,0.9132,0.913,0.6341,,,30,ok
pair,0,ntk,tanh,2048,,1,2,,0.9112,0.9125,0.6664,,,30,ok
pair,0,ntk,tanh,2048,,1,3,,0.9112,0.9126,0.6827,,,30,ok
pair,0,ntk,tanh,2048,,1,4,,0.9112,0.913,0.6377,,,30,ok
pair,0,ntk,tanh,2048,,2,3,,0.9125,0.9126,0.6559,,,30,ok
pair,0,ntk,tanh,2048,,2,4,,0.9125,0.913,0.6751,,,30,ok
pair,0,ntk,tanh,2048,,3,4,,0.9126,0.913,0.668,,,30,ok
net,0,ntk,tanh,4096,0,,,0.9132,,,,3.8e-05,0.0122,30,ok
net,0,ntk,tanh,4096,1,,,0.9147,,,,3e-05,0.0121,30,ok
net,0,ntk,tanh,4096,2,,,0.9121,,,,3.4e-05,0.0122,30,ok
net,0,ntk,tanh,4096,3,,,0.9126,,,,3.1e-05,0.012,30,ok
net,0,ntk,tanh,4096,4,,,0.9112,,,,3.9e-05,0.0118,30,ok
pair,0,ntk,tanh,4096,,0,1,,0.9132,0.9147,0.7289,,,30,ok
pair,0,ntk,tanh,4096,,0,2,,0.9132,0.9121,0.7149,,,30,ok
pair,0,ntk,tanh,4096,,0,3,,0.9132,0.9126,0.7706,,,30,ok
pair,0,ntk,tanh,4096,,0,4,,0.9132,0.9112,0.7324,,,30,ok
pair,0,ntk,tanh,4096,,1,2,,0.9147,0.9121,0.7373,,,30,ok
pair,0,ntk,tanh,4096,,1,3,,0.9147,0.9126,0.7481,,,30,ok
pair,0,ntk,tanh,4096,,1,4,,0.9147,0.9112,0.7104,,,30,ok
pair,0,ntk,tanh,4096,,2,3,,0.9121,0.9126,0.7392,,,30,ok
pair,0,ntk,tanh,4096,,2,4,,0.9121,0.9112,0.7682,,,30,ok
pair,0,ntk,tanh,4096,,3,4,,0.9126,0.9112,0.7182,,,30,ok
