kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,2,sp,gelu,2,,1,3,,0.9191,0.9172,1.2905,,,100,ok
pair,2,sp,gelu,2,,1,4,,0.9191,0.9202,0.8129,,,100,ok
pair,2,sp,gelu,2,,2,3,,0.9185,0.9172,0.7479,,,100,ok
pair,2,sp,gelu,2,,2,4,,0.9185,0.9202,0.7372,,,100,ok
pair,2,sp,gelu,2,,3,4,,0.9172,0.9202,1.1991,,,100,ok
net,2,sp,gelu,4,0,,,0.9244,,,,1.005548,1.4133,100,ok
net,2,sp,gelu,4,1,,,0.9246,,,,0.788345,1.4183,100,ok
net,2,sp,gelu,4,2,,,0.9267,,,,0.476011,1.4239,100,ok
net,2,sp,gelu,4,3,,,0.9262,,,,0.888391,1.4181,100,ok
net,2,sp,gelu,4,4,,,0.9264,,,,0.391685,1.4196,100,ok
pair,2,sp,gelu,4,,0,1,,0.9244,0.9246,0.3964,,,100,ok
pair,2,sp,gelu,4,,0,2,,0.9244,0.9267,0.4071,,,100,ok
pair,2,sp,gelu,4,,0,3,,0.9244,0.9262,0.3349,,,100,ok
pair,2,sp,gelu,4,,0,4,,0.9244,0.9264,0.3648,,,100,ok
pair,2,sp,gelu,4,,1,2,,0.9246,0.9267,0.4182,,,100,ok
pair,2,sp,gelu,4,,1,3,,0.9246,0.9262,0.435,,,100,ok
pair,2,sp,gelu,4,,1,4,,0.9246,0.9264,0.3802,,,100,ok
pair,2,sp,gelu,4,,2,3,,0.9267,0.9262,0.4563,,,100,ok
pair,2,sp,gelu,4,,2,4,,0.9267,0.9264,0.3693,,,100,ok
pair,2,sp,gelu,4,,3,4,,0.9262,0.9264,0.4074,,,100,ok
net,2,sp,gelu,8,0,,,0.9301,,,,0.343484,0.9585,100,ok
net,2,sp,gelu,8,1,,,0.9304,,,,0.148479,0.9603,100,ok
net,2,sp,gelu,8,2,,,0.932,,,,0.176791,0.9568,100,ok
net,2,sp,gelu,8,3,,,0.9273,,,,0.247667,0.9597,100,ok
net,2,sp,gelu,8,4,,,0.9312,,,,0.297772,0.9611,100,ok
pair,2,sp,gelu,8,,0,1,,0.9301,0.9304,0.1478,,,100,ok
pair,2,sp,gelu,8,,0,2,,0.9301,0.932,0.1687,,,100,ok
pair,2,sp,gelu,8,,0,3,,0.9301,0.9273,0.1922,,,100,ok
pair,2,sp,gelu,8,,0,4,,0.9301,0.9312,0.215,,,100,ok
pair,2,sp,gelu,8,,1,2,,0.9304,0.932,0.1864,,,100,ok
pair,2,sp,gelu,8,,1,3,,0.9304,0.9273,0.229,,,100,ok
pair,2,sp,gelu,8,,1,4,,0.9304,0.9312,0.1819,,,100,ok
pair,2,sp,gelu,8,,2,3,,0.932,0.9273,0.1885,,,100,ok
pair,2,sp,gelu,8,,2,4,,0.932,0.9312,0.1949,,,100,ok
pair,2,sp,gelu,8,,3,4,,0.9273,0.9312,0.1759,,,100,ok
net,2,sp,tanh,1,0,,,0.9115,,,,7.740278,3.5981,100,ok
net,2,sp,tanh,1,1,,,0.9104,,,,5.574408,3.6519,100,ok
net,2,sp,tanh,1,2,,,0.9117,,,,2.269006,3.5705,100,ok
net,2,sp,tanh,1,3,,,0.9106,,,,2.212127,3.5924,100,ok
net,2,sp,tanh,1,4,,,0.911,,,,1.845591,3.5906,100,ok
pair,2,sp,tanh,1,,0,1,,0.9115,0.9104,2.0238,,,100,ok
pair,2,sp,tanh,1,,0,2,,0.9115,0.9117,1.051,,,100,ok
pair,2,sp,tanh,1,,0,3,,0.9115,0.9106,1.7313,,,100,ok
pair,2,sp,tanh,1,,0,4,,0.9115,0.911,1.7577,,,100,ok
pair,2,sp,tanh,1,,1,2,,0.9104,0.9117,1.2952,,,100,ok
pair,2,sp,tanh,1,,1,3,,0.9104,0.9106,2.1141,,,100,ok
pair,2,sp,tanh,1,,1,4,,0.9104,0.911,2.4636,,,100,ok
pair,2,sp,tanh,1,,2,3,,0.9117,0.9106,1.577,,,100,ok
pair,2,sp,tanh,1,,2,4,,0.9117,0.911,1.4148,,,100,ok
pair,2,sp,tanh,1,,3,4,,0.9106,0.911,3.3942,,,100,ok
net,2,sp,tanh,2,0,,,0.9166,,,,5.25486,2.4889,100,ok
net,2,sp,tanh,2,1,,,0.9174,,,,0.984814,2.4702,100,ok
net,2,sp,tanh,2,2,,,0.9221,,,,4.708794,2.5135,100,ok
net,2,sp,tanh,2,3,,,0.917,,,,1.745348,2.5066,100,ok
net,2,sp,tanh,2,4,,,0.9201,,,,1.597041,2.5069,100,ok
pair,2,sp,tanh,2,,0,1,,0.9166,0.9174,1.4606,,,100,ok
pair,2,sp,tanh,2,,0,2,,0.9166,0.9221,0.7155,,,100,ok
pair,2,sp,tanh,2,,0,3,,0.9166,0.917,0.8302,,,100,ok
pair,2,sp,tanh,2,,0,4,,0.9166,0.9201,1.3922,,,100,ok
pair,2,sp,tanh,2,,1,2,,0.9174,0.9221,1.0357,,,100,ok
pair,2,sp,tanh,2,,1,3,,0.9174,0.917,1.3405,,,100,ok
pair,2,sp,tanh,2,,1,4,,0.9174,0.9201,0.5076,,,100,ok
pair,2,sp,tanh,2,,2,3,,0.9221,0.917,0.7836,,,100,ok
pair,2,sp,tanh,2,,2,4,,0.9221,0.9201,0.574,,,100,ok
pair,2,sp,tanh,2,,3,4,,0.917,0.9201,0.9539,,,100,ok
net,2,sp,tanh,4,0,,,0.922,,,,1.231121,1.6388,100,ok
net,2,sp,tanh,4,1,,,0.924,,,,1.163759,1.6267,100,ok
net,2,sp,tanh,4,2,,,0.9219,,,,2.281768,1.6198,100,ok
net,2,sp,tanh,4,3,,,0.9202,,,,1.011928,1.6337,100,ok
net,2,sp,tanh,4,4,,,0.9211,,,,1.266522,1.64,100,ok
pair,2,sp,tanh,4,,0,1,,0.922,0.924,0.5849,,,100,ok
pair,2,sp,tanh,4,,0,2,,0.922,0.9219,0.4193,,,100,ok
pair,2,sp,tanh,4,,0,3,,0.922,0.9202,0.5585,,,100,ok
pair,2,sp,tanh,4,,0,4,,0.922,0.9211,0.3345,,,100,ok
pair,2,sp,tanh,4,,1,2,,0.924,0.9219,0.6179,,,100,ok
pair,2,sp,tanh,4,,1,3,,0.924,0.9202,0.7551,,,100,ok
pair,2,sp,tanh,4,,1,4,,0.924,0.9211,0.4071,,,100,ok
pair,2,sp,tanh,4,,2,3,,0.9219,0.9202,0.5211,,,100,ok
pair,2,sp,tanh,4,,2,4,,0.9219,0.9211,0.3125,,,100,ok
pair,2,sp,tanh,4,,3,4,,0.9202,0.9211,0.7137,,,100,ok
net,2,sp,tanh,8,0,,,0.929,,,,0.654658,1.0758,100,ok
net,2,sp,tanh,8,1,,,0.9277,,,,1.182208,1.0767,100,ok
net,2,sp,tanh,8,2,,,0.9247,,,,0.449036,1.0883,100,ok
net,2,sp,tanh,8,3,,,0.9272,,,,0.742297,1.0843,100,ok
net,2,sp,tanh,8,4,,,0.9267,,,,0.475486,1.0811,100,ok
pair,2,sp,tanh,8,,0,1,,0.929,0.9277,0.2689,,,100,ok
pair,2,sp,tanh,8,,0,2,,0.929,0.9247,0.3911,,,100,ok
pair,2,sp,tanh,8,,0,3,,0.929,0.9272,0.2927,,,100,ok
pair,2,sp,tanh,8,,0,4,,0.929,0.9267,0.3201,,,100,ok
pair,2,sp,tanh,8,,1,2,,0.9277,0.9247,0.4249,,,100,ok
pair,2,sp,tanh,8,,1,3,,0.9277,0.9272,0.5937,,,100,ok
pair,2,sp,tanh,8,,1,4,,0.9277,0.9267,0.3262,,,100,ok
pair,2,sp,tanh,8,,2,3,,0.9247,0.9272,0.2041,,,100,ok
pair,2,sp,tanh,8,,2,4,,0.9247,0.9267,0.276,,,100,ok
pair,2,sp,tanh,8,,3,4,,0.9272,0.9267,0.359,,,100,ok
