kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,2,sp,relu,1024,,0,4,,0.9858,0.9863,0.01,,,30,ok
pair,2,sp,relu,1024,,1,2,,0.9852,0.9861,0.0101,,,30,ok
pair,2,sp,relu,1024,,1,3,,0.9852,0.9851,0.0114,,,30,ok
pair,2,sp,relu,1024,,1,4,,0.9852,0.9863,0.0109,,,30,ok
pair,2,sp,relu,1024,,2,3,,0.9861,0.9851,0.0101,,,30,ok
pair,2,sp,relu,1024,,2,4,,0.9861,0.9863,0.0094,,,30,ok
pair,2,sp,relu,1024,,3,4,,0.9851,0.9863,0.0097,,,30,ok
net,2,sp,relu,2048,0,,,0.9852,,,,,0.2542,30,ok
net,2,sp,relu,2048,1,,,0.9855,,,,,0.2541,30,ok
net,2,sp,relu,2048,2,,,0.9854,,,,,0.2528,30,ok
net,2,sp,relu,2048,3,,,0.9849,,,,,0.2536,30,ok
net,2,sp,relu,2048,4,,,0.986,,,,,0.2543,30,ok
pair,2,sp,relu,2048,,0,1,,0.9852,0.9855,0.0214,,,30,ok
pair,2,sp,relu,2048,,0,2,,0.9852,0.9854,0.0185,,,30,ok
pair,2,sp,relu,2048,,0,3,,0.9852,0.9849,0.0188,,,30,ok
pair,2,sp,relu,2048,,0,4,,0.9852,0.986,0.018,,,30,ok
pair,2,sp,relu,2048,,1,2,,0.9855,0.9854,0.0187,,,30,ok
pair,2,sp,relu,2048,,1,3,,0.9855,0.9849,0.0203,,,30,ok
pair,2,sp,relu,2048,,1,4,,0.9855,0.986,0.0222,,,30,ok
pair,2,sp,relu,2048,,2,3,,0.9854,0.9849,0.0204,,,30,ok
pair,2,sp,relu,2048,,2,4,,0.9854,0.986,0.0182,,,30,ok
pair,2,sp,relu,2048,,3,4,,0.9849,0.986,0.0167,,,30,ok
net,2,sp,relu,4096,0,,,0.9863,,,,,0.1708,30,ok
net,2,sp,relu,4096,1,,,0.9859,,,,,0.1733,30,ok
net,2,sp,relu,4096,2,,,0.9862,,,,,0.172,30,ok
net,2,sp,relu,4096,3,,,0.9852,,,,,0.1675,30,ok
net,2,sp,relu,4096,4,,,0.9852,,,,,0.1705,30,ok
pair,2,sp,relu,4096,,0,1,,0.9863,0.9859,0.049,,,30,ok
pair,2,sp,relu,4096,,0,2,,0.9863,0.9862,0.0447,,,30,ok
pair,2,sp,relu,4096,,0,3,,0.9863,0.9852,0.0368,,,30,ok
pair,2,sp,relu,4096,,0,4,,0.9863,0.9852,0.0452,,,30,ok
pair,2,sp,relu,4096,,1,2,,0.9859,0.9862,0.0463,,,30,ok
pair,2,sp,relu,4096,,1,3,,0.9859,0.9852,0.043,,,30,ok
pair,2,sp,relu,4096,,1,4,,0.9859,0.9852,0.0454,,,30,ok
pair,2,sp,relu,4096,,2,3,,0.9862,0.9852,0.0524,,,30,ok
pair,2,sp,relu,4096,,2,4,,0.9862,0.9852,0.0469,,,30,ok
pair,2,sp,relu,4096,,3,4,,0.9852,0.9852,0.0432,,,30,ok
net,2,sp,gelu,64,0,,,0.9828,,,,0.065204,1.8331,30,ok
net,2,sp,gelu,64,1,,,0.9799,,,,0.067234,1.8014,30,ok
net,2,sp,gelu,64,2,,,0.9813,,,,0.114432,1.8261,30,ok
net,2,sp,gelu,64,3,,,0.9821,,,,0.055272,1.8444,30,ok
net,2,sp,gelu,64,4,,,0.9827,,,,0.074036,1.8362,30,ok
pair,2,sp,gelu,64,,0,1,,0.9828,0.9799,0.0607,,,30,ok
pair,2,sp,gelu,64,,0,2,,0.9828,0.9813,0.0958,,,30,ok
pair,2,sp,gelu,64,,0,3,,0.9828,0.9821,0.0729,,,30,ok
pair,2,sp,gelu,64,,0,4,,0.9828,0.9827,0.0444,,,30,ok
pair,2,sp,gelu,64,,1,2,,0.9799,0.9813,0.0571,,,30,ok
pair,2,sp,gelu,64,,1,3,,0.9799,0.9821,0.0611,,,30,ok
pair,2,sp,gelu,64,,1,4,,0.9799,0.9827,0.0648,,,30,ok
pair,2,sp,gelu,64,,2,3,,0.9813,0.9821,0.0759,,,30,ok
pair,2,sp,gelu,64,,2,4,,0.9813,0.9827,0.0894,,,30,ok
pair,2,sp,gelu,64,,3,4,,0.9821,0.9827,0.083,,,30,ok
net,2,sp,gelu,128,0,,,0.9849,,,,0.02565,1.2163,30,ok
net,2,sp,gelu,128,1,,,0.9856,,,,0.025694,1.2432,30,ok
net,2,sp,gelu,128,2,,,0.9842,,,,0.042917,1.2359,30,ok
net,2,sp,gelu,128,3,,,0.9845,,,,0.018695,1.2196,30,ok
net,2,sp,gelu,128,4,,,0.9838,,,,0.023327,1.2447,30,ok
pair,2,sp,gelu,128,,0,1,,0.9849,0.9856,0.024,,,30,ok
pair,2,sp,gelu,128,,0,2,,0.9849,0.9842,0.0168,,,30,ok
pair,2,sp,gelu,128,,0,3,,0.9849,0.9845,0.026,,,30,ok
pair,2,sp,gelu,128,,0,4,,0.9849,0.9838,0.0256,,,30,ok
pair,2,sp,gelu,128,,1,2,,0.9856,0.9842,0.0261,,,30,ok
pair,2,sp,gelu,128,,1,3,,0.9856,0.9845,0.0275,,,30,ok
pair,2,sp,gelu,128,,1,4,,0.9856,0.9838,0.0236,,,30,ok
pair,2,sp,gelu,128,,2,3,,0.9842,0.9845,0.0317,,,30,ok
pair,2,sp,gelu,128,,2,4,,0.9842,0.9838,0.0262,,,30,ok
pair,2,sp,gelu,128,,3,4,,0.9845,0.9838,0.0296,,,30,ok
net,2,sp,gelu,256,0,,,0.9842,,,,0.013799,0.8043,30,ok
net,2,sp,gelu,256,1,,,0.9866,,,,0.013461,0.8029,30,ok
net,2,sp,gelu,256,2,,,0.9841,,,,0.011831,0.8002,30,ok
net,2,sp,gelu,256,3,,,0.9855,,,,0.014603,0.795,30,ok
net,2,sp,gelu,256,4,,,0.9846,,,,0.021772,0.8049,30,ok
pair,2,sp,gelu,256,,0,1,,0.9842,0.9866,0.0132,,,30,ok
pair,2,sp,gelu,256,,0,2,,0.9842,0.9841,0.0111,,,30,ok
pair,2,sp,gelu,256,,0,3,,0.9842,0.9855,0.0123,,,30,ok
pair,2,sp,gelu,256,,0,4,,0.9842,0.9846,0.0133,,,30,ok
pair,2,sp,gelu,256,,1,2,,0.9866,0.9841,0.0157,,,30,ok
pair,2,sp,gelu,256,,1,3,,0.9866,0.9855,0.0145,,,30,ok
pair,2,sp,gelu,256,,1,4,,0.9866,0.9846,0.0117,,,30,ok
pair,2,sp,gelu,256,,2,3,,0.9841,0.9855,0.0152,,,30,ok
pair,2,sp,gelu,256,,2,4,,0.9841,0.9846,0.0123,,,30,ok
pair,2,sp,gelu,256,,3,4,,0.9855,0.9846,0.0078,,,30,ok
net,2,sp,gelu,512,0,,,0.9861,,,,0.007475,0.5167,30,ok
net,2,sp,gelu,512,1,,,0.9863,,,,0.010824,0.5172,30,ok
net,2,sp,gelu,512,2,,,0.986,,,,0.008518,0.5207,30,ok
net,2,sp,gelu,512,3,,,0.9851,,,,0.008441,0.5167,30,ok
net,2,sp,gelu,512,4,,,0.9852,,,,0.006813,0.5232,30,ok
pair,2,sp,gelu,512,,0,1,,0.9861,0.9863,0.0107,,,30,ok
pair,2,sp,gelu,512,,0,2,,0.9861,0.986,0.009,,,30,ok
pair,2,sp,gelu,512,,0,3,,0.9861,0.9851,0.0095,,,30,ok
pair,2,sp,gelu,512,,0,4,,0.9861,0.9852,0.0106,,,30,ok
pair,2,sp,gelu,512,,1,2,,0.9863,0.986,0.0109,,,30,ok
pair,2,sp,gelu,512,,1,3,,0.9863,0.9851,0.0095,,,30,ok
pair,2,sp,gelu,512,,1,4,,0.9863,0.9852,0.0104,,,30,ok
pair,2,sp,gelu,512,,2,3,,0.986,0.9851,0.0091,,,30,ok
pair,2,sp,gelu,512,,2,4,,0.986,0.9852,0.0116,,,30,ok
pair,2,sp,gelu,512,,3,4,,0.9851,0.9852,0.0106,,,30,ok
net,2,sp,gelu,1024,0,,,0.9867,,,,0.005949,0.342,30,ok
net,2,sp,gelu,1024,1,,,0.9864,,,,0.00608,0.3415,30,ok
net,2,sp,gelu,1024,2,,,0.9855,,,,0.005416,0.3349,30,ok
net,2,sp,gelu,1024,3,,,0.9868,,,,0.004662,0.3425,30,ok
net,2,sp,gelu,1024,4,,,0.9867,,,,0.006189,0.3422,30,ok
pair,2,sp,gelu,1024,,0,1,,0.9867,0.9864,0.014,,,30,ok
pair,2,sp,gelu,1024,,0,2,,0.9867,0.9855,0.0133,,,30,ok
pair,2,sp,gelu,1024,,0,3,,0.9867,0.9868,0.0103,,,30,ok
pair,2,sp,gelu,1024,,0,4,,0.9867,0.9867,0.0114,,,30,ok
pair,2,sp,gelu,1024,,1,2,,0.9864,0.9855,0.0124,,,30,ok
pair,2,sp,gelu,1024,,1,3,,0.9864,0.9868,0.0101,,,30,ok
pair,2,sp,gelu,1024,,1,4,,0.9864,0.9867,0.0118,,,30,ok
pair,2,sp,gelu,1024,,2,3,,0.9855,0.9868,0.014,,,30,ok
pair,2,sp,gelu,1024,,2,4,,0.9855,0.9867,0.013,,,30,ok
pair,2,sp,gelu,1024,,3,4,,0.9868,0.9867,0.0126,,,30,ok
net,2,sp,gelu,2048,0,,,0.9857,,,,0.002774,0.2272,30,ok
net,2,sp,gelu,2048,1,,,0.9854,,,,0.002996,0.2303,30,ok
net,2,sp,gelu,2048,2,,,0.9857,,,,0.00289,0.2259,30,ok
net,2,sp,gelu,2048,3,,,0.9867,,,,0.003001,0.224,30,ok
net,2,sp,gelu,2048,4,,,0.9849,,,,0.005057,0.2243,30,ok
pair,2,sp,gelu,2048,,0,1,,0.9857,0.9854,0.0351,,,30,ok
pair,2,sp,gelu,2048,,0,2,,0.9857,0.9857,0.0322,,,30,ok
pair,2,sp,gelu,2048,,0,3,,0.9857,0.9867,0.0331,,,30,ok
pair,2,sp,gelu,2048,,0,4,,0.9857,0.9849,0.0385,,,30,ok
pair,2,sp,gelu,2048,,1,2,,0.9854,0.9857,0.0295,,,30,ok
pair,2,sp,gelu,2048,,1,3,,0.9854,0.9867,0.0391,,,30,ok
pair,2,sp,gelu,2048,,1,4,,0.9854,0.9849,0.0319,,,30,ok
pair,2,sp,gelu,2048,,2,3,,0.9857,0.9867,0.0259,,,30,ok
pair,2,sp,gelu,2048,,2,4,,0.9857,0.9849,0.0439,,,30,ok
pair,2,sp,gelu,2048,,3,4,,0.9867,0.9849,0.0353,,,30,ok
net,2,sp,gelu,4096,0,,,0.9856,,,,0.001039,0.1524,30,ok
net,2,sp,gelu,4096,1,,,0.9858,,,,0.001671,0.1522,30,ok
net,2,sp,gelu,4096,2,,,0.9857,,,,0.001687,0.151,30,ok
net,2,sp,gelu,4096,3,,,0.985,,,,0.001313,0.1555,30,ok
net,2,sp,gelu,4096,4,,,0.9863,,,,0.001133,0.1531,30,ok
pair,2,sp,gelu,4096,,0,1,,0.9856,0.9858,0.1321,,,30,ok
pair,2,sp,gelu,4096,,0,2,,0.9856,0.9857,0.0969,,,30,ok
pair,2,sp,gelu,4096,,0,3,,0.9856,0.985,0.103,,,30,ok
pair,2,sp,gelu,4096,,0,4,,0.9856,0.9863,0.1149,,,30,ok
pair,2,sp,gelu,4096,,1,2,,0.9858,0.9857,0.1223,,,30,ok
pair,2,sp,gelu,4096,,1,3,,0.9858,0.985,0.112,,,30,ok
pair,2,sp,gelu,4096,,1,4,,0.9858,0.9863,0.0918,,,30,ok
pair,2,sp,gelu,4096,,2,3,,0.9857,0.985,0.1004,,,30,ok
pair,2,sp,gelu,4096,,2,4,,0.9857,0.9863,0.0957,,,30,ok
pair,2,sp,gelu,4096,,3,4,,0.985,0.9863,0.1159,,,30,ok
net,2,sp,tanh,64,0,,,0.9764,,,,0.162795,1.897,30,ok
net,2,sp,tanh,64,1,,,0.9746,,,,0.118287,1.9387,30,ok
net,2,sp,tanh,64,2,,,0.9732,,,,0.068848,1.9159,30,ok
net,2,sp,tanh,64,3,,,0.974,,,,0.08521,1.8712,30,ok
net,2,sp,tanh,64,4,,,0.9749,,,,0.10471,1.9415,30,ok
pair,2,sp,tanh,64,,0,1,,0.9764,0.9746,0.18,,,30,ok
pair,2,sp,tanh,64,,0,2,,0.9764,0.9732,0.1597,,,30,ok
pair,2,sp,tanh,64,,0,3,,0.9764,0.974,0.1267,,,30,ok
pair,2,sp,tanh,64,,0,4,,0.9764,0.9749,0.1909,,,30,ok
pair,2,sp,tanh,64,,1,2,,0.9746,0.9732,0.111,,,30,ok
pair,2,sp,tanh,64,,1,3,,0.9746,0.974,0.1545,,,30,ok
pair,2,sp,tanh,64,,1,4,,0.9746,0.9749,0.1393,,,30,ok
pair,2,sp,tanh,64,,2,3,,0.9732,0.974,0.1048,,,30,ok
pair,2,sp,tanh,64,,2,4,,0.9732,0.9749,0.1606,,,30,ok
pair,2,sp,tanh,64,,3,4,,0.974,0.9749,0.0973,,,30,ok
net,2,sp,tanh,128,0,,,0.9786,,,,0.021395,1.1838,30,ok
net,2,sp,tanh,128,1,,,0.9808,,,,0.037775,1.2116,30,ok
net,2,sp,tanh,128,2,,,0.98,,,,0.034693,1.1817,30,ok
net,2,sp,tanh,128,3,,,0.9818,,,,0.039283,1.1887,30,ok
net,2,sp,tanh,128,4,,,0.98,,,,0.046343,1.1807,30,ok
pair,2,sp,tanh,128,,0,1,,0.9786,0.9808,0.0629,,,30,ok
pair,2,sp,tanh,128,,0,2,,0.9786,0.98,0.0627,,,30,ok
pair,2,sp,tanh,128,,0,3,,0.9786,0.9818,0.0493,,,30,ok
pair,2,sp,tanh,128,,0,4,,0.9786,0.98,0.0585,,,30,ok
pair,2,sp,tanh,128,,1,2,,0.9808,0.98,0.0691,,,30,ok
pair,2,sp,tanh,128,,1,3,,0.9808,0.9818,0.0617,,,30,ok
pair,2,sp,tanh,128,,1,4,,0.9808,0.98,0.0513,,,30,ok
pair,2,sp,tanh,128,,2,3,,0.98,0.9818,0.0464,,,30,ok
pair,2,sp,tanh,128,,2,4,,0.98,0.98,0.0677,,,30,ok
pair,2,sp,tanh,128,,3,4,,0.9818,0.98,0.077,,,30,ok
net,2,sp,tanh,256,0,,,0.9829,,,,0.014698,0.7745,30,ok
net,2,sp,tanh,256,1,,,0.9819,,,,0.013814,0.7577,30,ok
net,2,sp,tanh,256,2,,,0.9832,,,,0.012032,0.767,30,ok
net,2,sp,tanh,256,3,,,0.9834,,,,0.016273,0.7704,30,ok
net,2,sp,tanh,256,4,,,0.9825,,,,0.016445,0.7649,30,ok
pair,2,sp,tanh,256,,0,1,,0.9829,0.9819,0.0274,,,30,ok
pair,2,sp,tanh,256,,0,2,,0.9829,0.9832,0.0368,,,30,ok
pair,2,sp,tanh,256,,0,3,,0.9829,0.9834,0.0247,,,30,ok
pair,2,sp,tanh,256,,0,4,,0.9829,0.9825,0.0279,,,30,ok
pair,2,sp,tanh,256,,1,2,,0.9819,0.9832,0.0288,,,30,ok
pair,2,sp,tanh,256,,1,3,,0.9819,0.9834,0.028,,,30,ok
pair,2,sp,tanh,256,,1,4,,0.9819,0.9825,0.0387,,,30,ok
pair,2,sp,tanh,256,,2,3,,0.9832,0.9834,0.0346,,,30,ok
pair,2,sp,tanh,256,,2,4,,0.9832,0.9825,0.0837,,,30,ok
pair,2,sp,tanh,256,,3,4,,0.9834,0.9825,0.0305,,,30,ok
net,2,sp,tanh,512,0,,,0.984,,,,0.017019,0.5312,30,ok
net,2,sp,tanh,512,1,,,0.9838,,,,0.014318,0.5302,30,ok
net,2,sp,tanh,512,2,,,0.9843,,,,0.01235,0.5386,30,ok
net,2,sp,tanh,512,3,,,0.985,,,,0.008646,0.5415,30,ok
net,2,sp,tanh,512,4,,,0.9836,,,,0.009091,0.5351,30,ok
pair,2,sp,tanh,512,,0,1,,0.984,0.9838,0.0258,,,30,ok
pair,2,sp,tanh,512,,0,2,,0.984,0.9843,0.0341,,,30,ok
pair,2,sp,tanh,512,,0,3,,0.984,0.985,0.0265,,,30,ok
pair,2,sp,tanh,512,,0,4,,0.984,0.9836,0.0261,,,30,ok
pair,2,sp,tanh,512,,1,2,,0.9838,0.9843,0.0195,,,30,ok
pair,2,sp,tanh,512,,1,3,,0.9838,0.985,0.0316,,,30,ok
pair,2,sp,tanh,512,,1,4,,0.9838,0.9836,0.0253,,,30,ok
pair,2,sp,tanh,512,,2,3,,0.9843,0.985,0.026,,,30,ok
pair,2,sp,tanh,512,,2,4,,0.9843,0.9836,0.0354,,,30,ok
pair,2,sp,tanh,512,,3,4,,0.985,0.9836,0.0271,,,30,ok
net,2,sp,tanh,1024,0,,,0.9853,,,,0.006675,0.3958,30,ok
net,2,sp,tanh,1024,1,,,0.9855,,,,0.003889,0.3977,30,ok
net,2,sp,tanh,1024,2,,,0.9848,,,,0.004635,0.4077,30,ok
net,2,sp,tanh,1024,3,,,0.9843,,,,0.00354,0.4019,30,ok
net,2,sp,tanh,1024,4,,,0.9863,,,,0.004536,0.4008,30,ok
pair,2,sp,tanh,1024,,0,1,,0.9853,0.9855,0.0354,,,30,ok
pair,2,sp,tanh,1024,,0,2,,0.9853,0.9848,0.0384,,,30,ok
pair,2,sp,tanh,1024,,0,3,,0.9853,0.9843,0.0289,,,30,ok
pair,2,sp,tanh,1024,,0,4,,0.9853,0.9863,0.0335,,,30,ok
pair,2,sp,tanh,1024,,1,2,,0.9855,0.9848,0.0389,,,30,ok
pair,2,sp,tanh,1024,,1,3,,0.9855,0.9843,0.0347,,,30,ok
pair,2,sp,tanh,1024,,1,4,,0.9855,0.9863,0.0275,,,30,ok
pair,2,sp,tanh,1024,,2,3,,0.9848,0.9843,0.0344,,,30,ok
pair,2,sp,tanh,1024,,2,4,,0.9848,0.9863,0.0459,,,30,ok
pair,2,sp,tanh,1024,,3,4,,0.9843,0.9863,0.0231,,,30,ok
net,2,sp,tanh,2048,0,,,0.9855,,,,0.002502,0.3504,30,ok
net,2,sp,tanh,2048,1,,,0.9869,,,,0.001814,0.3454,30,ok
net,2,sp,tanh,2048,2,,,0.9846,,,,0.001204,0.3504,30,ok
net,2,sp,tanh,2048,3,,,0.9862,,,,0.003339,0.349,30,ok
net,2,sp,tanh,2048,4,,,0.9853,,,,0.003859,0.3444,30,ok
pair,2,sp,tanh,2048,,0,1,,0.9855,0.9869,0.0327,,,30,ok
pair,2,sp,tanh,2048,,0,2,,0.9855,0.9846,0.0335,,,30,ok
pair,2,sp,tanh,2048,,0,3,,0.9855,0.9862,0.0506,,,30,ok
pair,2,sp,tanh,2048,,0,4,,0.9855,0.9853,0.0369,,,30,ok
pair,2,sp,tanh,2048,,1,2,,0.9869,0.9846,0.0422,,,30,ok
pair,2,sp,tanh,2048,,1,3,,0.9869,0.9862,0.0337,,,30,ok
pair,2,sp,tanh,2048,,1,4,,0.9869,0.9853,0.0479,,,30,ok
pair,2,sp,tanh,2048,,2,3,,0.9846,0.9862,0.0379,,,30,ok
pair,2,sp,tanh,2048,,2,4,,0.9846,0.9853,0.0288,,,30,ok
pair,2,sp,tanh,2048,,3,4,,0.9862,0.9853,0.0343,,,30,ok
net,2,sp,tanh,4096,0,,,0.9861,,,,0.001363,0.324,30,ok
net,2,sp,tanh,4096,1,,,0.9852,,,,0.000764,0.3265,30,ok
net,2,sp,tanh,4096,2,,,0.9852,,,,0.002422,0.3279,30,ok
net,2,sp,tanh,4096,3,,,0.9844,,,,0.0013,0.3282,30,ok
net,2,sp,tanh,4096,4,,,0.9852,,,,0.001281,0.3266,30,ok
pair,2,sp,tanh,4096,,0,1,,0.9861,0.9852,0.0206,,,30,ok
pair,2,sp,tanh,4096,,0,2,,0.9861,0.9852,0.0191,,,30,ok
pair,2,sp,tanh,4096,,0,3,,0.9861,0.9844,0.0121,,,30,ok
pair,2,sp,tanh,4096,,0,4,,0.9861,0.9852,0.0213,,,30,ok
pair,2,sp,tanh,4096,,1,2,,0.9852,0.9852,0.0256,,,30,ok
pair,2,sp,tanh,4096,,1,3,,0.9852,0.9844,0.0198,,,30,ok
pair,2,sp,tanh,4096,,1,4,,0.9852,0.9852,0.0219,,,30,ok
pair,2,sp,tanh,4096,,2,3,,0.9852,0.9844,0.0264,,,30,ok
pair,2,sp,tanh,4096,,2,4,,0.9852,0.9852,0.0302,,,30,ok
pair,2,sp,tanh,4096,,3,4,,0.9844,0.9852,0.0172,,,30,ok
