kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
net,3,sp,swish,8,2,,,0.9275,,,,0.358914,0.9877,100,ok
net,3,sp,swish,8,3,,,0.9303,,,,0.237049,0.9866,100,ok
net,3,sp,swish,8,4,,,0.9278,,,,0.176986,0.9806,100,ok
pair,3,sp,swish,8,,0,1,,0.9254,0.9262,0.1782,,,100,ok
pair,3,sp,swish,8,,0,2,,0.9254,0.9275,0.2219,,,100,ok
pair,3,sp,swish,8,,0,3,,0.9254,0.9303,0.192,,,100,ok
pair,3,sp,swish,8,,0,4,,0.9254,0.9278,0.2215,,,100,ok
pair,3,sp,swish,8,,1,2,,0.9262,0.9275,0.3011,,,100,ok
pair,3,sp,swish,8,,1,3,,0.9262,0.9303,0.1997,,,100,ok
pair,3,sp,swish,8,,1,4,,0.9262,0.9278,0.2812,,,100,ok
pair,3,sp,swish,8,,2,3,,0.9275,0.9303,0.2238,,,100,ok
pair,3,sp,swish,8,,2,4,,0.9275,0.9278,0.1857,,,100,ok
pair,3,sp,swish,8,,3,4,,0.9303,0.9278,0.2589,,,100,ok
net,3,sp,softplus,1,0,,,0.9041,,,,1.303025,3.1346,100,ok
net,3,sp,softplus,1,1,,,0.9022,,,,1.051803,3.1177,100,ok
net,3,sp,softplus,1,2,,,0.9044,,,,1.497412,3.1483,100,ok
net,3,sp,softplus,1,3,,,0.9064,,,,0.673029,3.0877,100,ok
net,3,sp,softplus,1,4,,,0.9027,,,,1.312211,3.0694,100,ok
pair,3,sp,softplus,1,,0,1,,0.9041,0.9022,0.518,,,100,ok
pair,3,sp,softplus,1,,0,2,,0.9041,0.9044,0.7474,,,100,ok
pair,3,sp,softplus,1,,0,3,,0.9041,0.9064,1.378,,,100,ok
pair,3,sp,softplus,1,,0,4,,0.9041,0.9027,0.7845,,,100,ok
pair,3,sp,softplus,1,,1,2,,0.9022,0.9044,1.9634,,,100,ok
pair,3,sp,softplus,1,,1,3,,0.9022,0.9064,0.8951,,,100,ok
pair,3,sp,softplus,1,,1,4,,0.9022,0.9027,1.0327,,,100,ok
pair,3,sp,softplus,1,,2,3,,0.9044,0.9064,0.4976,,,100,ok
pair,3,sp,softplus,1,,2,4,,0.9044,0.9027,0.6037,,,100,ok
pair,3,sp,softplus,1,,3,4,,0.9064,0.9027,1.2061,,,100,ok
net,3,sp,softplus,2,0,,,0.9113,,,,0.945911,2.2946,100,ok
net,3,sp,softplus,2,1,,,0.9137,,,,0.715491,2.2726,100,ok
net,3,sp,softplus,2,2,,,0.9112,,,,0.7671,2.2863,100,ok
net,3,sp,softplus,2,3,,,0.9116,,,,6.269689,2.2844,100,ok
net,3,sp,softplus,2,4,,,0.9129,,,,0.693322,2.2347,100,ok
pair,3,sp,softplus,2,,0,1,,0.9113,0.9137,0.577,,,100,ok
pair,3,sp,softplus,2,,0,2,,0.9113,0.9112,0.7383,,,100,ok
pair,3,sp,softplus,2,,0,3,,0.9113,0.9116,0.4449,,,100,ok
pair,3,sp,softplus,2,,0,4,,0.9113,0.9129,0.8755,,,100,ok
pair,3,sp,softplus,2,,1,2,,0.9137,0.9112,0.287,,,100,ok
pair,3,sp,softplus,2,,1,3,,0.9137,0.9116,0.3841,,,100,ok
pair,3,sp,softplus,2,,1,4,,0.9137,0.9129,1.7658,,,100,ok
pair,3,sp,softplus,2,,2,3,,0.9112,0.9116,0.8247,,,100,ok
pair,3,sp,softplus,2,,2,4,,0.9112,0.9129,0.5115,,,100,ok
pair,3,sp,softplus,2,,3,4,,0.9116,0.9129,0.5551,,,100,ok
net,3,sp,softplus,4,0,,,0.9154,,,,3.245312,1.6121,100,ok
net,3,sp,softplus,4,1,,,0.9153,,,,1.578495,1.6215,100,ok
net,3,sp,softplus,4,2,,,0.9165,,,,4.919703,1.651,100,ok
net,3,sp,softplus,4,3,,,0.9153,,,,1.10399,1.6451,100,ok
net,3,sp,softplus,4,4,,,0.9145,,,,1.100219,1.6383,100,ok
pair,3,sp,softplus,4,,0,1,,0.9154,0.9153,0.3965,,,100,ok
pair,3,sp,softplus,4,,0,2,,0.9154,0.9165,0.4373,,,100,ok
pair,3,sp,softplus,4,,0,3,,0.9154,0.9153,0.5032,,,100,ok
pair,3,sp,softplus,4,,0,4,,0.9154,0.9145,0.3186,,,100,ok
pair,3,sp,softplus,4,,1,2,,0.9153,0.9165,0.5306,,,100,ok
pair,3,sp,softplus,4,,1,3,,0.9153,0.9153,0.4185,,,100,ok
pair,3,sp,softplus,4,,1,4,,0.9153,0.9145,0.5046,,,100,ok
pair,3,sp,softplus,4,,2,3,,0.9165,0.9153,0.383,,,100,ok
pair,3,sp,softplus,4,,2,4,,0.9165,0.9145,0.643,,,100,ok
pair,3,sp,softplus,4,,3,4,,0.9153,0.9145,0.2976,,,100,ok
net,3,sp,softplus,8,0,,,0.9131,,,,2.736318,1.1128,100,ok
net,3,sp,softplus,8,1,,,0.9162,,,,1.734887,1.1097,100,ok
net,3,sp,softplus,8,2,,,0.9182,,,,0.781755,1.1091,100,ok
net,3,sp,softplus,8,3,,,0.9154,,,,1.111441,1.1076,100,ok
net,3,sp,softplus,8,4,,,0.9149,,,,1.234396,1.1186,100,ok
pair,3,sp,softplus,8,,0,1,,0.9131,0.9162,0.4558,,,100,ok
pair,3,sp,softplus,8,,0,2,,0.9131,0.9182,0.4339,,,100,ok
pair,3,sp,softplus,8,,0,3,,0.9131,0.9154,0.8668,,,100,ok
pair,3,sp,softplus,8,,0,4,,0.9131,0.9149,0.4576,,,100,ok
pair,3,sp,softplus,8,,1,2,,0.9162,0.9182,0.2704,,,100,ok
pair,3,sp,softplus,8,,1,3,,0.9162,0.9154,0.3485,,,100,ok
pair,3,sp,softplus,8,,1,4,,0.9162,0.9149,0.3577,,,100,ok
pair,3,sp,softplus,8,,2,3,,0.9182,0.9154,0.3925,,,100,ok
pair,3,sp,softplus,8,,2,4,,0.9182,0.9149,0.2591,,,100,ok
pair,3,sp,softplus,8,,3,4,,0.9154,0.9149,0.8313,,,100,ok
