mode,regime,act,width,n_seeds,n_pairs,acc_med,dF_med,dF_q1,dF_q3,dev_rel_med,dev_rel_q1,dev_rel_q3,dev_rel2_med,gamma_mid_med,flen_mid_med,flen_mid_q1,flen_mid_q3,rq_mid_med,fd_instab_med,alpha_dF,alpha_dF_r2,alpha_devrel2,alpha_devrel2_r2,alpha_flen,alpha_flen_r2
cnn,ntk,swish,1,,10,,,,,0.42352615000000005,0.37745827499999995,0.6318885750000001,0.002008031915616649,1148.509,28.30995,19.8276125,51.3261525,0.00125719965,0.83535,,,1.8279,0.9946,0.3253,0.4469
cnn,ntk,swish,2,,10,,,,,0.31037335,0.24752195,0.3512376,0.000746295324371666,1254.068,16.604889999999997,10.204028000000001,29.678665000000002,0.0001920103,0.76305,,,1.8279,0.9946,0.3253,0.4469
cnn,ntk,swish,4,,10,,,,,0.14887450000000002,0.109851425,0.16389235,0.00017890243345547566,1108.23895,9.7548145,6.332579,27.245255,2.823478e-05,1.1635,,,1.8279,0.9946,0.3253,0.4469
cnn,ntk,swish,8,,10,,,,,0.07922441499999999,0.07023785,0.083235925,4.7359687216692086e-05,1096.145,15.941265,12.806655,23.67939,1.1392529999999998e-05,1.0301,,,1.8279,0.9946,0.3253,0.4469
cnn,ntk,tanh,1,,10,,,,,0.13469185,0.124218675,0.17025735,0.0006233423317693358,368.2513,12.1348865,5.6290404999999994,15.090555,0.00052288605,1.0154999999999998,,,1.8303,0.9932,0.6892,0.7859
cnn,ntk,tanh,2,,10,,,,,0.086070675,0.0830162825,0.1028602,0.0002050717195436275,525.0052,10.79888,8.24586225,15.6162725,0.00012273735,0.76285,,,1.8303,0.9932,0.6892,0.7859
cnn,ntk,tanh,4,,10,,,,,0.053192395,0.047888965,0.05645365,6.36295307085192e-05,464.1861,8.578992,7.369452000000001,9.4987735,2.455997e-05,0.6937,,,1.8303,0.9932,0.6892,0.7859
cnn,ntk,tanh,8,,10,,,,,0.022440035,0.0185959225,0.0283273175,1.3414321212031031e-05,380.7522,2.6653685,2.5607935,3.47205475,1.9049234999999999e-06,0.93655,,,1.8303,0.9932,0.6892,0.7859
cnn,sp,gelu,1,,10,,,,,2.189618,1.84230775,2.5827247499999997,0.0418469233937854,2068.0615000000003,15.034915000000002,10.66616,17.231832500000003,0.010829721,0.9471499999999999,,,-1.0965,0.8107,1.4457,0.9992
cnn,sp,gelu,2,,10,,,,,10.764685,9.1435415,12.3450225,0.20208200984761937,6904.856,5.902081,5.156171,6.64844725,0.004145148499999999,0.82065,,,-1.0965,0.8107,1.4457,0.9992
cnn,sp,gelu,4,,10,,,,,22.96964,16.9971225,25.18956,0.436364414824617,12934.44,1.9934500000000002,1.8643535,2.2425812499999997,0.0014357415,0.79335,,,-1.0965,0.8107,1.4457,0.9992
cnn,sp,gelu,8,,10,,,,,23.62901,21.094375,24.248765,0.4078480115656171,16895.035,0.76482015,0.666940125,0.849934975,0.00045426315,0.9694,,,-1.0965,0.8107,1.4457,0.9992
cnn,sp,softplus,1,,10,,,,,0.32741339999999997,0.265879225,0.4057797,0.006542194076436859,260.32939999999996,4.0136515,3.8744507500000003,5.9043255,0.0031836135,0.8237,,,0.2967,0.8376,0.5007,0.9966
cnn,sp,softplus,2,,10,,,,,0.3583619,0.276117575,0.50596975,0.006704317128518109,260.8927,2.8809465,2.4605495,4.14348175,0.00203178,0.8916,,,0.2967,0.8376,0.5007,0.9966
cnn,sp,softplus,4,,10,,,,,0.29548175,0.261046,0.373434575,0.005214027854224174,180.31725,2.1059409999999996,2.00536475,2.77740525,0.0013134205,1.1025,,,0.2967,0.8376,0.5007,0.9966
cnn,sp,softplus,8,,10,,,,,0.21974470000000002,0.1448762,0.260574275,0.00358449468289927,144.6261,1.4012485,1.25898375,1.717921,0.0007412467999999999,0.97525,,,0.2967,0.8376,0.5007,0.9966
cnn,sp,swish,1,,10,,,,,2.0256405,1.8137495000000001,2.560358,0.038437413646295514,1794.516,16.994805,11.836604999999999,20.950000000000003,0.01222838,0.9653,,,-1.152,0.8012,1.3266,0.999
cnn,sp,swish,2,,10,,,,,10.284344999999998,9.475852249999999,11.9987575,0.1933451447601555,7882.708500000001,6.9729095,5.291542499999999,8.824409,0.0048885915,0.97835,,,-1.152,0.8012,1.3266,0.999
cnn,sp,swish,4,,10,,,,,25.61292,24.6874325,28.5014275,0.4765897159407593,21585.905,2.5643855,2.34061225,2.69844625,0.001760173,0.9077999999999999,,,-1.152,0.8012,1.3266,0.999
cnn,sp,swish,8,,10,,,,,23.91118,22.3342575,30.645567500000002,0.40751936565720415,18590.09,1.1065825,0.854764575,1.15601225,0.00063267415,0.9612,,,-1.152,0.8012,1.3266,0.999
cnn,sp,tanh,1,,10,,,,,3.0026515,2.5391797499999997,3.44333375,0.053699958731896556,3000.432,14.94756,12.1977625,18.360970000000002,0.009441581000000001,0.80385,,,-0.7102,0.982,1.1118,0.9949
cnn,sp,tanh,2,,10,,,,,4.6442654999999995,3.513655,4.929111499999999,0.08201544061742792,4491.4685,7.6552115,6.998253999999999,9.040044,0.0048550185,1.149,,,-0.7102,0.982,1.1118,0.9949
cnn,sp,tanh,4,,10,,,,,9.112197,8.638554249999999,10.8667125,0.16160057790183543,9462.539499999999,3.6475795,3.2587800000000002,4.373676,0.00226514,0.7917000000000001,,,-0.7102,0.982,1.1118,0.9949
cnn,sp,tanh,8,,10,,,,,13.572875,12.3876075,16.9416825,0.22101146316934606,10459.295,1.4666234999999999,1.2683567500000001,1.91038875,0.00076515435,0.84655,,,-0.7102,0.982,1.1118,0.9949
