mode,regime,act,width,n_seeds,n_pairs,acc_med,dF_med,dF_q1,dF_q3,dev_rel_med,dev_rel_q1,dev_rel_q3,dev_rel2_med,gamma_mid_med,flen_mid_med,flen_mid_q1,flen_mid_q3,rq_mid_med,fd_instab_med,alpha_dF,alpha_dF_r2,alpha_devrel2,alpha_devrel2_r2,alpha_flen,alpha_flen_r2
cnn,mup,gelu,1,,10,,,,,1.6533950000000002,1.371441,2.22646125,0.022281042897565474,1959.192,19.244,17.128327499999997,35.281505,0.00698533,0.8732,,,-0.2135,0.3442,1.645,0.9966
cnn,mup,gelu,2,,10,,,,,3.5301945,2.8531765,3.833611,0.03912306759498981,4883.4475,5.2580735,4.6571162500000005,6.83003225,0.001297566,1.0069,,,-0.2135,0.3442,1.645,0.9966
cnn,mup,gelu,4,,10,,,,,5.15502,4.44977375,5.716579,0.04815132572602109,6097.5285,1.7060575,1.60023725,2.12393375,0.00029907800000000004,1.1099999999999999,,,-0.2135,0.3442,1.645,0.9966
cnn,mup,gelu,8,,10,,,,,4.461835,3.5003155,5.608141249999999,0.034052714392854296,5001.806500000001,0.6260064999999999,0.569327275,0.71373175,7.3554355e-05,1.011,,,-0.2135,0.3442,1.645,0.9966
cnn,mup,softplus,1,,10,,,,,0.1769813,0.1251331,0.30421207499999997,0.002480778753082476,149.98415,5.8039395,2.92000725,9.425600750000001,0.002265716,1.134,,,0.5277,0.827,0.9661,0.9864
cnn,mup,softplus,2,,10,,,,,0.19271425,0.149400825,0.262717475,0.0021119381415062267,246.4238,2.598503,2.37491525,3.0010097499999997,0.00062924275,1.2269999999999999,,,0.5277,0.827,0.9661,0.9864
cnn,mup,softplus,4,,10,,,,,0.21001730000000002,0.09790816499999999,0.32966975,0.0017981907784274651,224.40585,1.2588335,1.1852624999999999,1.37568775,0.00018469225,1.26,,,0.5277,0.827,0.9661,0.9864
cnn,mup,softplus,8,,10,,,,,0.11486495,0.0772438525,0.13963214999999998,0.0007733923773704993,210.51655,0.79292115,0.5973385499999999,0.908262325,7.2276345e-05,1.123,,,0.5277,0.827,0.9661,0.9864
cnn,mup,swish,1,,10,,,,,1.450482,1.2357770000000001,1.51189825,0.019504181541404764,1910.7615,19.441850000000002,16.849999999999998,21.165577499999998,0.006984742,1.0071999999999999,,,-0.1229,0.0646,1.5949,0.9927
cnn,mup,swish,2,,10,,,,,4.5619885,3.77809475,4.8774435,0.050403718227585104,5522.537,7.0563305,5.66761525,9.11844875,0.0017054975,1.0585,,,-0.1229,0.0646,1.5949,0.9927
cnn,mup,swish,4,,10,,,,,4.6819939999999995,4.491061999999999,5.80982575,0.0429552053049161,6321.8634999999995,1.797299,1.6638145,2.0972435,0.0003031732,1.1045,,,-0.1229,0.0646,1.5949,0.9927
cnn,mup,swish,8,,10,,,,,3.686374,2.94674,5.93797175,0.02732447779681514,5564.8195,0.7696973,0.7343181750000001,0.834563375,8.3993525e-05,0.997,,,-0.1229,0.0646,1.5949,0.9927
cnn,mup,tanh,1,,10,,,,,2.1067885,1.6822632499999999,2.940967,0.028012635876642874,2365.2235,18.671585,12.830675,26.3102975,0.0066364635,0.91315,,,-0.279,0.8318,0.8255,0.9686
cnn,mup,tanh,2,,10,,,,,3.6707064999999997,3.23310825,4.00892125,0.039800065348090344,4724.802,8.801917,7.47292425,12.072195,0.00206845,0.97415,,,-0.279,0.8318,0.8255,0.9686
cnn,mup,tanh,4,,10,,,,,4.3696665,3.883507,4.68961275,0.03723290036856347,7667.8665,4.64142,4.15523825,7.634723999999999,0.0006771803,1.2265000000000001,,,-0.279,0.8318,0.8255,0.9686
cnn,mup,tanh,8,,10,,,,,8.335366,7.580716,9.83246725,0.05456884224190435,18702.635000000002,3.4311975,2.8497725000000003,3.9808097499999997,0.00030859005,1.222,,,-0.279,0.8318,0.8255,0.9686
cnn,ntk,gelu,1,,10,,,,,0.45620055000000004,0.435542475,0.590678525,0.002167023270333224,1350.907,27.398105,21.046845,39.711005,0.0012239745,0.7777499999999999,,,1.7806,0.9995,0.6037,0.8454
cnn,ntk,gelu,2,,10,,,,,0.2628222,0.202446275,0.369134125,0.0006293238349888618,1432.472,30.66543,13.7854325,38.93199,0.00035409155000000003,0.8160499999999999,,,1.7806,0.9995,0.6037,0.8454
cnn,ntk,gelu,4,,10,,,,,0.16222965,0.14890595,0.19931385,0.0001948034772961037,1503.6840000000002,13.358015,10.96975,18.4662675,3.870069e-05,0.86475,,,1.7806,0.9995,0.6037,0.8454
cnn,ntk,gelu,8,,10,,,,,0.0875653,0.0823467125,0.10233302250000001,5.234902264920469e-05,1146.1465,8.9597015,5.41615875,14.132695,6.404378e-06,0.84715,,,1.7806,0.9995,0.6037,0.8454
cnn,ntk,softplus,1,,10,,,,,0.27791805,0.250087775,0.31810515,0.0013061545979707666,988.4586999999999,27.813875,16.62388,43.150240000000004,0.001224239,1.9676,,,1.8315,0.9962,0.2722,0.4195
cnn,ntk,softplus,2,,10,,,,,0.19073800000000002,0.142681975,0.2520932,0.0004577793556561649,1193.094,24.027835000000003,18.261812499999998,42.3140875,0.00027793925000000003,0.9071,,,1.8315,0.9962,0.2722,0.4195
cnn,ntk,softplus,4,,10,,,,,0.09816814500000001,0.090300545,0.1407603,0.00011793365674490572,664.11995,11.785945,7.957281500000001,22.9875125,3.3947315e-05,0.8865000000000001,,,1.8315,0.9962,0.2722,0.4195
cnn,ntk,softplus,8,,10,,,,,0.049870395,0.0423416425,0.100088015,2.982538346876232e-05,900.8530000000001,18.801715,10.715085,27.081072499999998,1.343579e-05,1.00685,,,1.8315,0.9962,0.2722,0.4195
