kind,mode,shard,regime,act,width,seedA,seedB,dnorm,dev_geo,dev_rel,gamma_mid,flen_A,flen_mid,flen_B,rq_A,rq_mid,rq_B,lam,lam_rel,cg_resid,fd_instab,accA,accB,status
geo,cnn,,sp,gelu,1,2,4,52.2391,5.985959e+01,1.145878e+00,1.060031e+03,3.606288e+00,1.046339e+01,4.599810e+00,2.643015e-03,7.668525e-03,3.371158e-03,9.9874e-02,0.01,9.82e-07,1.138e+00,0.9133,0.9132,ok
geo,cnn,,sp,gelu,1,3,4,52.2205,1.261849e+02,2.416388e+00,1.688716e+03,4.752216e+00,1.662902e+01,4.125524e+00,3.485338e-03,1.219595e-02,3.025714e-03,8.1957e-02,0.01,9.29e-07,1.062e+00,0.9096,0.9132,ok
geo,cnn,,sp,gelu,2,0,1,53.4559,6.212404e+02,1.162155e+01,6.418304e+03,5.217043e-01,5.863180e+00,5.127387e-01,3.651429e-04,4.103663e-03,3.588678e-04,2.0950e-02,0.01,9.91e-07,6.754e-01,0.9196,0.9191,ok
geo,cnn,,sp,gelu,2,0,2,53.2513,4.622569e+02,8.680672e+00,6.014861e+03,6.331629e-01,4.978960e+00,6.771395e-01,4.465657e-04,3.511629e-03,4.775822e-04,2.0950e-02,0.01,9.90e-07,6.887e-01,0.9196,0.9185,ok
geo,cnn,,sp,gelu,2,0,3,53.3618,5.809517e+02,1.088703e+01,6.972679e+03,6.108276e-01,5.019461e+00,5.988920e-01,4.290296e-04,3.525541e-03,4.206464e-04,2.0950e-02,0.01,9.74e-07,9.297e-01,0.9196,0.9172,ok
geo,cnn,,sp,gelu,2,0,4,53.6431,5.649772e+02,1.053215e+01,6.837033e+03,3.839430e-01,6.366271e+00,6.088150e-01,2.668510e-04,4.424735e-03,4.231434e-04,2.0950e-02,0.01,9.73e-07,7.636e-01,0.9196,0.9202,ok
geo,cnn,,sp,gelu,2,1,2,53.0027,4.354387e+02,8.215404e+00,3.781115e+03,1.087811e+00,4.248796e+00,6.520823e-01,7.744392e-04,3.024821e-03,4.642332e-04,2.6496e-02,0.01,9.84e-07,1.514e+00,0.9191,0.9185,ok
geo,cnn,,sp,gelu,2,1,3,53.1892,6.694489e+02,1.258618e+01,1.326296e+04,5.004730e-01,1.034996e+01,7.726786e-01,3.538046e-04,7.316807e-03,5.462377e-04,2.6496e-02,0.01,9.98e-07,7.983e-01,0.9191,0.9172,ok
geo,cnn,,sp,gelu,2,1,4,53.1349,3.892005e+02,7.324763e+00,5.914271e+03,7.501478e-01,5.566301e+00,7.762359e-01,5.313948e-04,3.943094e-03,5.498753e-04,2.6496e-02,0.01,9.58e-07,9.698e-01,0.9191,0.9202,ok
geo,cnn,,sp,gelu,2,2,3,53.2735,7.745335e+02,1.453880e+01,1.208316e+04,5.078094e-01,5.940982e+00,5.394526e-01,3.578553e-04,4.186634e-03,3.801544e-04,2.2426e-02,0.01,9.60e-07,7.297e-01,0.9185,0.9172,ok
geo,cnn,,sp,gelu,2,2,4,53.1742,5.658979e+02,1.064234e+01,1.106339e+04,5.083765e-01,7.781731e+00,4.091065e-01,3.595948e-04,5.504327e-03,2.893772e-04,2.2426e-02,0.01,9.92e-07,1.262e+00,0.9185,0.9202,ok
geo,cnn,,sp,gelu,2,3,4,53.2973,7.143764e+02,1.340361e+01,9.743874e+03,9.553478e-01,6.742506e+00,7.254589e-01,6.726369e-04,4.747233e-03,5.107778e-04,2.2349e-02,0.01,9.62e-07,8.430e-01,0.9172,0.9202,ok
geo,cnn,,sp,gelu,4,0,1,52.5847,8.747801e+02,1.663564e+01,1.454347e+04,1.207238e-01,1.706454e+00,1.250431e-01,8.731810e-05,1.234258e-03,9.044221e-05,9.1115e-03,0.01,9.83e-07,6.956e-01,0.9244,0.9246,ok
geo,cnn,,sp,gelu,4,0,2,52.7397,8.752218e+02,1.659512e+01,1.164352e+04,1.267627e-01,1.853723e+00,1.086822e-01,9.114782e-05,1.332906e-03,7.814718e-05,9.1115e-03,0.01,9.93e-07,9.857e-01,0.9244,0.9267,ok
geo,cnn,,sp,gelu,4,0,3,52.5582,8.467407e+02,1.611055e+01,1.291287e+04,1.324233e-01,2.027384e+00,1.020700e-01,9.587692e-05,1.467864e-03,7.390060e-05,9.1115e-03,0.01,1.53e-06,7.540e-01,0.9244,0.9262,ok
geo,cnn,,sp,gelu,4,0,4,52.7846,1.260632e+03,2.388258e+01,1.487131e+04,1.352592e-01,2.375758e+00,1.391386e-01,9.709182e-05,1.705368e-03,9.987658e-05,9.1115e-03,0.01,9.84e-07,1.274e+00,0.9244,0.9264,ok
geo,cnn,,sp,gelu,4,1,2,52.8402,1.258204e+03,2.381148e+01,1.896628e+04,1.559437e-01,1.959516e+00,1.196950e-01,1.117039e-04,1.403619e-03,8.573866e-05,9.7688e-03,0.01,3.29e-06,7.817e-01,0.9246,0.9267,ok
geo,cnn,,sp,gelu,4,1,3,52.4235,1.160016e+03,2.212780e+01,1.665996e+04,1.674452e-01,1.896245e+00,1.040550e-01,1.218573e-04,1.379982e-03,7.572545e-05,9.7687e-03,0.01,9.99e-07,6.641e-01,0.9246,0.9262,ok
geo,cnn,,sp,gelu,4,1,4,52.2527,2.043562e+03,3.910919e+01,1.076922e+04,1.190578e-01,1.678510e+00,1.106184e-01,8.721073e-05,1.229521e-03,8.102880e-05,9.7687e-03,0.01,9.63e-07,8.050e-01,0.9246,0.9264,ok
geo,cnn,,sp,gelu,4,2,3,52.5205,9.496531e+02,1.808157e+01,8.967938e+03,1.901101e-01,2.115988e+00,1.225172e-01,1.378408e-04,1.534213e-03,8.883206e-05,9.8032e-03,0.01,9.96e-07,7.333e-01,0.9267,0.9262,ok
geo,cnn,,sp,gelu,4,2,4,52.7739,1.352344e+03,2.562522e+01,1.295601e+04,1.159422e-01,2.284779e+00,1.046434e-01,8.325925e-05,1.640722e-03,7.514543e-05,9.8032e-03,0.01,9.92e-07,9.836e-01,0.9267,0.9264,ok
geo,cnn,,sp,gelu,4,3,4,52.5554,1.465347e+03,2.788196e+01,1.179344e+04,1.157649e-01,2.360048e+00,1.165267e-01,8.382480e-05,1.708899e-03,8.437638e-05,9.7184e-03,0.01,2.85e-06,1.012e+00,0.9262,0.9264,ok
geo,cnn,,sp,gelu,8,0,1,57.929,1.364747e+03,2.355895e+01,1.352274e+04,5.018817e-02,8.680903e-01,3.999061e-02,2.991153e-05,5.173711e-04,2.383391e-05,7.0159e-03,0.01,1.33e-06,8.294e-01,0.9301,0.9304,ok
geo,cnn,,sp,gelu,8,0,2,57.9297,1.621248e+03,2.798648e+01,4.447927e+04,4.129343e-02,9.017490e-01,3.453993e-02,2.460985e-05,5.374197e-04,2.058493e-05,7.0159e-03,0.01,3.45e-06,8.098e-01,0.9301,0.932,ok
geo,cnn,,sp,gelu,8,0,3,58.1822,1.075806e+03,1.849031e+01,1.489114e+04,4.657686e-02,8.815135e-01,3.315852e-02,2.751822e-05,5.208098e-04,1.959049e-05,7.0159e-03,0.01,9.92e-07,1.057e+00,0.9301,0.9273,ok
geo,cnn,,sp,gelu,8,0,4,58.0806,1.234169e+03,2.124925e+01,1.772290e+04,6.136612e-02,7.760453e-01,4.083762e-02,3.638285e-05,4.601031e-04,2.421188e-05,7.0159e-03,0.01,2.21e-06,8.561e-01,0.9301,0.9312,ok
geo,cnn,,sp,gelu,8,1,2,57.934,1.409696e+03,2.433281e+01,2.108867e+04,3.810147e-02,6.353483e-01,3.044075e-02,2.270416e-05,3.785956e-04,1.813924e-05,6.9985e-03,0.01,4.24e-06,2.307e+00,0.9304,0.932,ok
geo,cnn,,sp,gelu,8,1,3,57.9426,1.373185e+03,2.369907e+01,1.139634e+04,4.448123e-02,6.086169e-01,5.091619e-02,2.649789e-05,3.625588e-04,3.033126e-05,6.9985e-03,0.01,1.53e-06,1.091e+00,0.9304,0.9273,ok
geo,cnn,,sp,gelu,8,1,4,57.9749,8.291207e+02,1.430138e+01,1.124338e+04,4.350502e-02,7.535950e-01,4.087196e-02,2.588746e-05,4.484232e-04,2.432067e-05,6.9985e-03,0.01,9.90e-07,1.091e+00,0.9304,0.9312,ok
geo,cnn,,sp,gelu,8,2,3,58.1432,1.618878e+03,2.784297e+01,1.914793e+04,4.188278e-02,7.008168e-01,5.296968e-02,2.477810e-05,4.146074e-04,3.133718e-05,6.0652e-03,0.01,8.65e-06,1.611e+00,0.932,0.9273,ok
geo,cnn,,sp,gelu,8,2,4,58.0329,1.392593e+03,2.399663e+01,2.439659e+04,3.990637e-02,7.954690e-01,3.968442e-02,2.369868e-05,4.723948e-04,2.356687e-05,6.0652e-03,0.01,1.57e-05,8.818e-01,0.932,0.9312,ok
geo,cnn,,sp,gelu,8,3,4,58.0324,1.221162e+03,2.104275e+01,1.606717e+04,4.323089e-02,6.556479e-01,5.124241e-02,2.567337e-05,3.893672e-04,3.043114e-05,7.1278e-03,0.01,1.78e-06,6.963e-01,0.9273,0.9312,ok
geo,cnn,,sp,tanh,1,0,1,55.8143,1.743135e+02,3.123096e+00,3.528650e+03,4.205459e+00,1.909929e+01,3.176994e+00,2.699927e-03,1.226185e-02,2.039647e-03,6.8735e-02,0.01,9.84e-07,8.309e-01,0.9115,0.9104,ok
geo,cnn,,sp,tanh,1,0,2,56.0253,1.614766e+02,2.882207e+00,3.469286e+03,3.250700e+00,1.298968e+01,2.963153e+00,2.071277e-03,8.276748e-03,1.888058e-03,6.8735e-02,0.01,9.92e-07,6.303e-01,0.9115,0.9117,ok
geo,cnn,,sp,tanh,1,0,3,56.5702,1.420280e+02,2.510652e+00,2.760618e+03,4.941535e+00,1.429868e+01,2.655898e+00,3.088280e-03,8.936156e-03,1.659840e-03,6.8735e-02,0.01,9.75e-07,6.895e-01,0.9115,0.9106,ok
geo,cnn,,sp,tanh,1,0,4,56.0033,1.190544e+02,2.125848e+00,1.656313e+03,3.686939e+00,1.126016e+01,3.000060e+00,2.351088e-03,7.180381e-03,1.913079e-03,6.8735e-02,0.01,9.69e-07,7.906e-01,0.9115,0.911,ok
geo,cnn,,sp,tanh,1,1,2,55.125,1.446901e+02,2.624763e+00,2.535045e+03,6.049318e+00,1.068831e+01,3.404783e+00,3.981426e-03,7.034632e-03,2.240895e-03,5.9647e-02,0.01,9.81e-07,8.171e-01,0.9104,0.9117,ok
geo,cnn,,sp,tanh,1,1,3,55.6767,2.294988e+02,4.121987e+00,3.747890e+03,4.763392e+00,1.968215e+01,3.362837e+00,3.073257e-03,1.269858e-02,2.169643e-03,5.9647e-02,0.01,9.65e-07,9.793e-01,0.9104,0.9106,ok
geo,cnn,,sp,tanh,1,1,4,55.9992,1.810250e+02,3.232637e+00,3.194487e+03,3.242470e+00,1.559644e+01,3.694993e+00,2.067964e-03,9.947006e-03,2.356571e-03,5.9647e-02,0.01,9.30e-07,9.164e-01,0.9104,0.911,ok
geo,cnn,,sp,tanh,1,2,3,55.6511,1.281131e+02,2.302077e+00,2.806377e+03,4.210021e+00,1.614601e+01,3.450816e+00,2.718733e-03,1.042671e-02,2.228456e-03,7.6079e-02,0.01,9.94e-07,1.077e+00,0.9117,0.9106,ok
geo,cnn,,sp,tanh,1,2,4,55.8942,1.963878e+02,3.513566e+00,3.819060e+03,3.374741e+00,2.149134e+01,3.421263e+00,2.160417e-03,1.375817e-02,2.190199e-03,7.6079e-02,0.01,9.95e-07,6.729e-01,0.9117,0.911,ok
geo,cnn,,sp,tanh,1,3,4,55.9046,3.174344e+02,5.678144e+00,1.878919e+03,4.032481e+00,1.193379e+01,2.999522e+00,2.580519e-03,7.636828e-03,1.919494e-03,6.9564e-02,0.01,9.25e-07,6.811e-01,0.9106,0.911,ok
geo,cnn,,sp,tanh,2,0,1,56.9493,2.823297e+02,4.957559e+00,5.005763e+03,2.188377e+00,9.292278e+00,1.460335e+00,1.349506e-03,5.730268e-03,9.005443e-04,5.9103e-02,0.01,9.89e-07,6.266e-01,0.9166,0.9174,ok
geo,cnn,,sp,tanh,2,0,2,56.4765,1.845500e+02,3.267730e+00,3.173011e+03,1.059622e+00,6.989996e+00,1.005255e+00,6.644243e-04,4.383000e-03,6.303337e-04,5.9103e-02,0.01,9.71e-07,1.468e+00,0.9166,0.9221,ok
geo,cnn,,sp,tanh,2,0,3,56.6869,2.567714e+02,4.529641e+00,4.677492e+03,1.190163e+00,1.067023e+01,1.035851e+00,7.407483e-04,6.641071e-03,6.447055e-04,5.9103e-02,0.01,9.68e-07,2.043e+00,0.9166,0.917,ok
geo,cnn,,sp,tanh,2,0,4,56.5696,2.692086e+02,4.758890e+00,5.051951e+03,1.185317e+00,7.023028e+00,1.255379e+00,7.407949e-04,4.389224e-03,7.845815e-04,5.9103e-02,0.01,8.64e-07,1.196e+00,0.9166,0.9201,ok
geo,cnn,,sp,tanh,2,1,2,56.2686,3.568303e+02,6.341557e+00,3.914087e+03,1.284340e+00,1.020512e+01,1.645515e+00,8.112942e-04,6.446392e-03,1.039442e-03,4.5613e-02,0.01,9.46e-07,6.767e-01,0.9174,0.9221,ok
geo,cnn,,sp,tanh,2,1,3,56.3432,4.319034e+02,7.665580e+00,1.010951e+04,1.356841e+00,8.283342e+00,1.386703e+00,8.548223e-04,5.218581e-03,8.736356e-04,4.5613e-02,0.01,9.87e-07,1.102e+00,0.9174,0.917,ok
geo,cnn,,sp,tanh,2,1,4,55.951,2.295001e+02,4.101802e+00,4.882851e+03,9.880892e-01,7.030295e+00,9.879121e-01,6.312622e-04,4.491456e-03,6.311491e-04,4.5613e-02,0.01,9.60e-07,1.390e+00,0.9174,0.9201,ok
geo,cnn,,sp,tanh,2,2,3,56.0553,1.859696e+02,3.317606e+00,3.718003e+03,1.610660e+00,6.226294e+00,1.538074e+00,1.025179e-03,3.963013e-03,9.789784e-04,6.7057e-02,0.01,9.85e-07,1.435e+00,0.9221,0.917,ok
geo,cnn,,sp,tanh,2,2,4,56.0991,1.769497e+02,3.154234e+00,1.928546e+03,9.443617e-01,4.281548e+00,1.367548e+00,6.001451e-04,2.720938e-03,8.690812e-04,6.7057e-02,0.01,9.57e-07,7.525e-01,0.9221,0.9201,ok
geo,cnn,,sp,tanh,2,3,4,56.1959,2.722001e+02,4.843769e+00,4.305445e+03,1.348279e+00,8.280128e+00,1.006072e+00,8.538859e-04,5.243935e-03,6.371611e-04,5.2035e-02,0.01,9.52e-07,8.233e-01,0.917,0.9201,ok
geo,cnn,,sp,tanh,4,0,1,56.6419,6.512032e+02,1.149685e+01,9.697187e+03,2.701582e-01,3.928414e+00,2.919857e-01,1.684120e-04,2.448907e-03,1.820189e-04,2.6427e-02,0.01,9.88e-07,7.239e-01,0.922,0.924,ok
geo,cnn,,sp,tanh,4,0,2,56.1663,5.033304e+02,8.961438e+00,6.382213e+03,1.838770e-01,4.428206e+00,1.931565e-01,1.165753e-04,2.807416e-03,1.224583e-04,2.6427e-02,0.01,9.73e-07,9.956e-01,0.922,0.9219,ok
geo,cnn,,sp,tanh,4,0,3,56.8781,6.204547e+02,1.090850e+01,8.497504e+03,1.834909e-01,3.366745e+00,2.727824e-01,1.134369e-04,2.081373e-03,1.686383e-04,2.6427e-02,0.01,9.16e-07,7.108e-01,0.922,0.9202,ok
geo,cnn,,sp,tanh,4,0,4,56.7557,4.875633e+02,8.590563e+00,9.698358e+03,1.860381e-01,2.403131e+00,2.228258e-01,1.155083e-04,1.492068e-03,1.383492e-04,2.6427e-02,0.01,9.69e-07,9.170e-01,0.922,0.9211,ok
geo,cnn,,sp,tanh,4,1,2,56.2659,4.196753e+02,7.458779e+00,7.039790e+03,3.932656e-01,5.529730e+00,1.904175e-01,2.484418e-04,3.493354e-03,1.202944e-04,2.8782e-02,0.01,9.95e-07,8.656e-01,0.924,0.9219,ok
geo,cnn,,sp,tanh,4,1,3,56.8675,6.108332e+02,1.074135e+01,1.092644e+04,3.848202e-01,4.353138e+00,2.641822e-01,2.379907e-04,2.692184e-03,1.633826e-04,2.8782e-02,0.01,9.75e-07,7.370e-01,0.924,0.9202,ok
geo,cnn,,sp,tanh,4,1,4,56.7049,4.980122e+02,8.782528e+00,1.131277e+04,2.248538e-01,4.380522e+00,2.389204e-01,1.398586e-04,2.724676e-03,1.486080e-04,2.8782e-02,0.01,9.45e-07,7.364e-01,0.924,0.9211,ok
geo,cnn,,sp,tanh,4,2,3,56.6024,5.243052e+02,9.262956e+00,9.746557e+03,1.771593e-01,2.977205e+00,2.327788e-01,1.105922e-04,1.858530e-03,1.453129e-04,2.5991e-02,0.01,9.83e-07,8.628e-01,0.9219,0.9202,ok
geo,cnn,,sp,tanh,4,2,4,56.6229,4.482078e+02,7.915667e+00,8.168577e+03,2.584996e-01,3.249200e+00,2.220806e-01,1.612524e-04,2.026855e-03,1.385342e-04,2.5991e-02,0.01,9.89e-07,7.274e-01,0.9219,0.9211,ok
geo,cnn,,sp,tanh,4,3,4,57.2656,7.192940e+02,1.256066e+01,9.227892e+03,2.355083e-01,3.287520e+00,2.108779e-01,1.436311e-04,2.004983e-03,1.286095e-04,2.7226e-02,0.01,9.82e-07,8.464e-01,0.9202,0.9211,ok
geo,cnn,,sp,tanh,8,0,1,61.2903,8.721177e+02,1.422928e+01,8.490800e+03,9.147943e-02,1.835307e+00,8.227651e-02,4.870452e-05,9.771351e-04,4.380480e-05,1.7996e-02,0.01,9.99e-07,7.670e-01,0.929,0.9277,ok
geo,cnn,,sp,tanh,8,0,2,61.8952,7.994677e+02,1.291647e+01,1.082893e+04,8.548655e-02,1.547918e+00,8.328362e-02,4.462861e-05,8.080973e-04,4.347856e-05,1.7996e-02,0.01,1.00e-06,8.856e-01,0.929,0.9247,ok
geo,cnn,,sp,tanh,8,0,3,61.7074,6.071571e+02,9.839287e+00,9.638745e+03,9.076392e-02,1.212479e+00,6.513248e-02,4.767255e-05,6.368387e-04,3.420997e-05,1.7996e-02,0.01,9.00e-07,7.725e-01,0.929,0.9272,ok
geo,cnn,,sp,tanh,8,0,4,61.2423,7.871075e+02,1.285236e+01,1.213721e+04,7.095354e-02,2.175440e+00,5.718411e-02,3.783570e-05,1.160045e-03,3.049320e-05,1.7996e-02,0.01,9.98e-07,9.841e-01,0.929,0.9267,ok
geo,cnn,,sp,tanh,8,1,2,61.6916,1.091828e+03,1.769818e+01,1.740644e+04,8.810920e-02,1.260625e+00,1.100894e-01,4.630200e-05,6.624673e-04,5.785274e-05,1.4043e-02,0.01,9.85e-07,8.952e-01,0.9277,0.9247,ok
geo,cnn,,sp,tanh,8,1,3,61.6742,1.342630e+03,2.176971e+01,1.481462e+04,1.329301e-01,1.984922e+00,9.697740e-02,6.989496e-05,1.043677e-03,5.099094e-05,1.4043e-02,0.01,9.75e-07,7.441e-01,0.9277,0.9272,ok
geo,cnn,,sp,tanh,8,1,4,61.5009,1.138431e+03,1.851079e+01,1.541188e+04,6.965680e-02,1.935416e+00,8.828849e-02,3.683242e-05,1.023390e-03,4.668430e-05,1.4043e-02,0.01,9.72e-07,1.044e+00,0.9277,0.9267,ok
geo,cnn,,sp,tanh,8,2,3,61.1204,6.420571e+02,1.050479e+01,1.008966e+04,7.759196e-02,1.291552e+00,5.981428e-02,4.154077e-05,6.914643e-04,3.202305e-05,1.6764e-02,0.01,9.92e-07,8.075e-01,0.9247,0.9272,ok
geo,cnn,,sp,tanh,8,2,4,61.737,7.552096e+02,1.223269e+01,6.255082e+03,6.663056e-02,1.125478e+00,6.143149e-02,3.496329e-05,5.905759e-04,3.223516e-05,1.6764e-02,0.01,9.73e-07,1.014e+00,0.9247,0.9267,ok
geo,cnn,,sp,tanh,8,3,4,61.9383,9.087708e+02,1.467219e+01,7.378313e+03,1.096296e-01,1.385329e+00,8.049801e-02,5.715302e-05,7.222114e-04,4.196590e-05,1.5509e-02,0.01,9.96e-07,7.246e-01,0.9272,0.9267,ok
geo,cnn,,sp,swish,1,0,1,51.7327,1.239185e+02,2.395361e+00,1.068193e+03,5.528323e+00,1.224291e+01,4.806145e+00,4.131363e-03,9.149231e-03,3.591673e-03,9.5412e-02,0.01,9.85e-07,1.433e+00,0.9051,0.9063,ok
geo,cnn,,sp,swish,1,0,2,52.1157,6.968981e+01,1.337214e+00,1.646291e+03,4.357838e+00,1.017278e+01,4.058512e+00,3.208961e-03,7.490884e-03,2.988548e-03,9.5412e-02,0.01,9.55e-07,9.277e-01,0.9051,0.9075,ok
geo,cnn,,sp,swish,1,0,3,52.272,1.073380e+02,2.053452e+00,1.693499e+03,4.792383e+00,1.630481e+01,4.234870e+00,3.507869e-03,1.193459e-02,3.099787e-03,9.5412e-02,0.01,9.64e-07,9.471e-01,0.9051,0.9073,ok
geo,cnn,,sp,swish,1,0,4,53.7839,1.726878e+02,3.210774e+00,3.484544e+03,4.666893e+00,3.607112e+01,5.557354e+00,3.226664e-03,2.493938e-02,3.842325e-03,9.5412e-02,0.01,9.76e-07,8.652e-01,0.9051,0.9079,ok
geo,cnn,,sp,swish,1,1,2,52.386,8.854861e+01,1.690311e+00,2.119416e+03,5.142429e+00,8.566531e+00,3.354270e+00,3.747727e-03,6.243162e-03,2.444543e-03,8.9221e-02,0.01,9.67e-07,1.120e+00,0.9063,0.9075,ok
geo,cnn,,sp,swish,1,1,3,52.2696,9.937745e+01,1.901249e+00,1.398548e+03,7.772627e+00,1.170117e+01,5.454661e+00,5.689840e-03,8.565677e-03,3.993006e-03,8.9221e-02,0.01,8.91e-07,1.257e+00,0.9063,0.9073,ok
geo,cnn,,sp,swish,1,1,4,53.1466,1.061777e+02,1.997829e+00,2.310060e+03,5.439940e+00,1.768480e+01,8.752683e+00,3.851887e-03,1.252217e-02,6.197558e-03,8.9221e-02,0.01,9.66e-07,9.835e-01,0.9063,0.9079,ok
geo,cnn,,sp,swish,1,2,3,52.8519,9.431853e+01,1.784583e+00,1.821565e+03,7.861761e+00,1.823341e+01,6.314023e+00,5.628973e-03,1.305501e-02,4.520803e-03,1.0123e-01,0.01,9.63e-07,5.901e-01,0.9075,0.9073,ok
geo,cnn,,sp,swish,1,2,4,52.5301,1.373849e+02,2.615357e+00,1.767467e+03,5.637902e+00,2.185553e+01,5.458682e+00,4.086314e-03,1.584074e-02,3.956417e-03,1.0123e-01,0.01,9.95e-07,1.004e+00,0.9075,0.9079,ok
geo,cnn,,sp,swish,1,3,4,53.5504,1.565060e+02,2.922595e+00,2.222521e+03,6.522357e+00,2.815398e+01,6.505000e+00,4.548937e-03,1.963564e-02,4.536832e-03,9.4640e-02,0.01,9.95e-07,6.096e-01,0.9073,0.9079,ok
geo,cnn,,sp,swish,2,0,1,53.4644,5.405553e+02,1.011057e+01,5.380615e+03,5.794313e-01,4.860441e+00,7.016172e-01,4.054181e-04,3.400767e-03,4.909095e-04,1.9868e-02,0.01,9.94e-07,7.623e-01,0.9165,0.916,ok
geo,cnn,,sp,swish,2,0,2,53.2203,5.229066e+02,9.825317e+00,8.923764e+03,5.722018e-01,8.783957e+00,6.036551e-01,4.040397e-04,6.202476e-03,4.262494e-04,1.9868e-02,0.01,9.88e-07,1.554e+00,0.9165,0.9149,ok
geo,cnn,,sp,swish,2,0,3,53.4905,4.382327e+02,8.192716e+00,7.117085e+03,6.111369e-01,8.837893e+00,7.493438e-01,4.271838e-04,6.177674e-03,5.237903e-04,1.9868e-02,0.01,9.98e-07,9.678e-01,0.9165,0.9146,ok
geo,cnn,,sp,swish,2,0,4,53.2077,6.157210e+02,1.157203e+01,7.890948e+03,5.004784e-01,6.127062e+00,9.873174e-01,3.535626e-04,4.328459e-03,6.974898e-04,1.9868e-02,0.01,9.94e-07,1.065e+00,0.9165,0.9161,ok
geo,cnn,,sp,swish,2,1,2,52.9305,5.535530e+02,1.045812e+01,9.061631e+03,8.726501e-01,4.985296e+00,5.942653e-01,6.229580e-04,3.558849e-03,4.242277e-04,2.2569e-02,0.01,9.87e-07,1.354e+00,0.916,0.9149,ok
geo,cnn,,sp,swish,2,1,3,53.9551,5.049857e+02,9.359364e+00,7.874469e+03,1.162115e+00,9.137364e+00,6.143903e-01,7.983874e-04,6.277482e-03,4.220937e-04,2.2569e-02,0.01,9.94e-07,9.889e-01,0.916,0.9146,ok
geo,cnn,,sp,swish,2,1,4,53.3522,4.424984e+02,8.293916e+00,6.449456e+03,5.509118e-01,5.013036e+00,6.214885e-01,3.870863e-04,3.522302e-03,4.366755e-04,2.2569e-02,0.01,9.87e-07,8.900e-01,0.916,0.9161,ok
geo,cnn,,sp,swish,2,2,3,53.3878,6.481814e+02,1.214100e+01,1.388231e+04,6.311941e-01,7.352970e+00,5.349131e-01,4.429032e-04,5.159513e-03,3.753437e-04,2.0690e-02,0.01,9.86e-07,7.580e-01,0.9149,0.9146,ok
geo,cnn,,sp,swish,2,2,4,53.4368,7.766485e+02,1.453398e+01,6.718397e+03,4.328896e-01,6.592849e+00,4.533651e-01,3.031985e-04,4.617670e-03,3.175396e-04,2.0690e-02,0.01,9.97e-07,8.028e-01,0.9149,0.9161,ok
geo,cnn,,sp,swish,2,3,4,53.2508,9.512859e+02,1.786425e+01,1.725378e+04,5.602155e-01,1.111226e+01,7.619710e-01,3.951233e-04,7.837543e-03,5.374226e-04,2.1883e-02,0.01,9.61e-07,9.912e-01,0.9146,0.9161,ok
geo,cnn,,sp,swish,4,0,1,53.8311,1.191981e+03,2.214296e+01,1.601406e+04,1.600246e-01,2.068243e+00,1.497162e-01,1.104459e-04,1.427462e-03,1.033312e-04,8.2270e-03,0.01,9.84e-07,7.707e-01,0.9237,0.9238,ok
geo,cnn,,sp,swish,4,0,2,53.954,1.402250e+03,2.598972e+01,2.562366e+04,2.085017e-01,2.534969e+00,1.421431e-01,1.432491e-04,1.741627e-03,9.765804e-05,8.2270e-03,0.01,6.32e-06,7.689e-01,0.9237,0.9228,ok
geo,cnn,,sp,swish,4,0,3,54.0297,1.453392e+03,2.689987e+01,2.490372e+04,1.423825e-01,2.001473e+00,1.681936e-01,9.754876e-05,1.371244e-03,1.152324e-04,8.2270e-03,0.01,1.70e-06,9.466e-01,0.9237,0.9206,ok
geo,cnn,,sp,swish,4,0,4,53.7994,1.344539e+03,2.499170e+01,1.651289e+04,1.163698e-01,2.524504e+00,1.206323e-01,8.041091e-05,1.744419e-03,8.335629e-05,8.2270e-03,0.01,9.74e-07,8.690e-01,0.9237,0.9243,ok
geo,cnn,,sp,swish,4,1,2,53.8174,1.806295e+03,3.356340e+01,2.501299e+04,1.818148e-01,2.279315e+00,1.260008e-01,1.255491e-04,1.573943e-03,8.700776e-05,8.3145e-03,0.01,5.46e-06,9.773e-01,0.9238,0.9228,ok
geo,cnn,,sp,swish,4,1,3,54.0417,1.328669e+03,2.458601e+01,2.129043e+04,2.161847e-01,2.715398e+00,8.586371e-02,1.480463e-04,1.859542e-03,5.880065e-05,8.3145e-03,0.01,9.90e-07,1.020e+00,0.9238,0.9206,ok
geo,cnn,,sp,swish,4,1,4,54.0094,1.659990e+03,3.073521e+01,2.291533e+04,1.374269e-01,3.139761e+00,1.650925e-01,9.422442e-05,2.152724e-03,1.131929e-04,8.3145e-03,0.01,3.18e-06,7.146e-01,0.9238,0.9243,ok
geo,cnn,,sp,swish,4,2,3,54.0469,1.137610e+03,2.104857e+01,1.311613e+04,1.320232e-01,2.593802e+00,1.407134e-01,9.039381e-05,1.775927e-03,9.634379e-05,8.8313e-03,0.01,9.87e-07,9.519e-01,0.9228,0.9206,ok
geo,cnn,,sp,swish,4,2,4,53.5256,1.350779e+03,2.523612e+01,2.188138e+04,1.345835e-01,2.647591e+00,1.743484e-01,9.395037e-05,1.848237e-03,1.217096e-04,8.8313e-03,0.01,9.61e-07,6.448e-01,0.9228,0.9243,ok
