mode,regime,act,width,seedA,seedB,dnorm,L_A,L_B,B,t_star,L_max,rho_A,rho_mid,rho_max,rho_at_tstar,acc_mid,flen_A,flen_mid,flen_B,flen_at_tstar,rq_mid,R_end,R_mid,R_tstar,devrel_lam1e-1,devrel_lam1e-2,devrel_lam1e-3,cg_resid,fd_instab,wmoveA,status
ts,sp,tanh,256,0,2,4.827752e+01,1.645888e-03,1.635971e-03,1.049860e+00,0.5000,1.051501e+00,2.134902e-03,3.327767e-01,3.327767e-01,3.327767e-01,0.7665,,,,,,,,,,,,,,1.3876346349716187,ok
ts,sp,tanh,256,0,3,4.823098e+01,1.645888e-03,1.626730e-03,9.926613e-01,0.5000,9.942976e-01,2.134902e-03,3.156593e-01,3.156593e-01,3.156593e-01,0.7826,,,,,,,,,,,,,,1.3876346349716187,ok
ts,sp,tanh,256,0,4,4.811187e+01,1.645888e-03,1.654159e-03,1.027955e+00,0.5000,1.029605e+00,2.134902e-03,3.218124e-01,3.218124e-01,3.218124e-01,0.7775,,,,,,,,,,,,,,1.3876346349716187,ok
ts,sp,tanh,256,1,2,4.805526e+01,1.607135e-03,1.635971e-03,1.048248e+00,0.5000,1.049870e+00,2.080189e-03,3.276397e-01,3.276397e-01,3.276397e-01,0.7718,,,,,,,,,,,,,,1.380344033241272,ok
ts,sp,tanh,256,1,3,4.819835e+01,1.607135e-03,1.626730e-03,1.067990e+00,0.5000,1.069607e+00,2.080189e-03,3.354526e-01,3.354526e-01,3.354526e-01,0.7659,,,,,,,,,,,,,,1.380344033241272,ok
ts,sp,tanh,256,1,4,4.820215e+01,1.607135e-03,1.654159e-03,1.041945e+00,0.5000,1.043575e+00,2.080189e-03,3.174357e-01,3.174357e-01,3.174357e-01,0.7772,,,,,,,,,,,,,,1.380344033241272,ok
ts,sp,tanh,256,2,3,4.796242e+01,1.635971e-03,1.626730e-03,9.704238e-01,0.5000,9.720552e-01,2.117558e-03,3.123307e-01,3.123307e-01,3.123307e-01,0.7835,,,,,,,,,,,,,,1.382157325744629,ok
ts,sp,tanh,256,2,4,4.807998e+01,1.635971e-03,1.654159e-03,1.047356e+00,0.5000,1.049001e+00,2.117558e-03,3.188110e-01,3.188110e-01,3.188110e-01,0.7781,,,,,,,,,,,,,,1.382157325744629,ok
ts,sp,tanh,256,3,4,4.818742e+01,1.626730e-03,1.654159e-03,1.170333e+00,0.5000,1.171973e+00,2.108221e-03,3.400489e-01,3.400489e-01,3.400489e-01,0.7629,,,,,,,,,,,,,,1.3891007900238037,ok
ts,sp,tanh,512,0,1,5.521408e+01,8.514081e-04,8.684728e-04,8.287937e-01,0.5000,8.296536e-01,1.099792e-03,2.860910e-01,2.860910e-01,2.860910e-01,0.8027,,,,,,,,,,,,,,0.916499137878418,ok
ts,sp,tanh,512,0,2,5.527093e+01,8.514081e-04,8.987198e-04,8.327157e-01,0.5000,8.335907e-01,1.099792e-03,2.877328e-01,2.877328e-01,2.877328e-01,0.8043,,,,,,,,,,,,,,0.916499137878418,ok
ts,sp,tanh,512,0,3,5.517136e+01,8.514081e-04,8.581438e-04,8.073787e-01,0.5000,8.082335e-01,1.099792e-03,2.808292e-01,2.808292e-01,2.808292e-01,0.8063,,,,,,,,,,,,,,0.916499137878418,ok
ts,sp,tanh,512,0,4,5.520559e+01,8.514081e-04,8.812697e-04,8.907457e-01,0.5000,8.916121e-01,1.099792e-03,2.947649e-01,2.947649e-01,2.947649e-01,0.7953,,,,,,,,,,,,,,0.916499137878418,ok
ts,sp,tanh,512,1,2,5.531772e+01,8.684729e-04,8.987197e-04,8.572663e-01,0.5000,8.581499e-01,1.120897e-03,2.920076e-01,2.920076e-01,2.920076e-01,0.7983,,,,,,,,,,,,,,0.9155169725418091,ok
ts,sp,tanh,512,1,3,5.512526e+01,8.684729e-04,8.581437e-04,9.068718e-01,0.5000,9.077351e-01,1.120897e-03,3.015881e-01,3.015881e-01,3.015881e-01,0.7919,,,,,,,,,,,,,,0.9155169725418091,ok
ts,sp,tanh,512,1,4,5.515965e+01,8.684729e-04,8.812699e-04,8.791608e-01,0.5000,8.800357e-01,1.120897e-03,2.991346e-01,2.991346e-01,2.991346e-01,0.7926,,,,,,,,,,,,,,0.9155169725418091,ok
ts,sp,tanh,512,2,3,5.512304e+01,8.987197e-04,8.581437e-04,8.069229e-01,0.5000,8.078013e-01,1.160440e-03,2.821052e-01,2.821052e-01,2.821052e-01,0.8071,,,,,,,,,,,,,,0.9122965335845947,ok
ts,sp,tanh,512,2,4,5.512282e+01,8.987197e-04,8.812697e-04,8.067902e-01,0.5000,8.076802e-01,1.160440e-03,2.883735e-01,2.883735e-01,2.883735e-01,0.8022,,,,,,,,,,,,,,0.9122965335845947,ok
ts,sp,tanh,512,3,4,5.499071e+01,8.581435e-04,8.812695e-04,7.790285e-01,0.5000,7.798983e-01,1.108464e-03,2.712607e-01,2.712607e-01,2.712607e-01,0.8135,,,,,,,,,,,,,,0.9070907831192017,ok
ts,sp,tanh,1024,0,1,6.962894e+01,4.082334e-04,4.164708e-04,7.103122e-01,0.5000,7.107245e-01,5.282100e-04,2.611419e-01,2.611419e-01,2.611419e-01,0.8236,,,,,,,,,,,,,,0.6490975022315979,ok
ts,sp,tanh,1024,0,2,6.948027e+01,4.082334e-04,4.120624e-04,7.074914e-01,0.5000,7.079016e-01,5.282100e-04,2.551074e-01,2.551074e-01,2.551074e-01,0.8239,,,,,,,,,,,,,,0.6490975022315979,ok
ts,sp,tanh,1024,0,3,6.928063e+01,4.082334e-04,4.271837e-04,7.074352e-01,0.5000,7.078529e-01,5.282100e-04,2.577986e-01,2.577986e-01,2.577986e-01,0.8272,,,,,,,,,,,,,,0.6490975022315979,ok
ts,sp,tanh,1024,0,4,6.951358e+01,4.082334e-04,4.241092e-04,6.528314e-01,0.5000,6.532476e-01,5.282100e-04,2.423346e-01,2.423346e-01,2.423346e-01,0.8364,,,,,,,,,,,,,,0.6490975022315979,ok
ts,sp,tanh,1024,1,2,6.961367e+01,4.164707e-04,4.120623e-04,7.373193e-01,0.5000,7.377335e-01,5.397301e-04,2.604164e-01,2.604164e-01,2.604164e-01,0.8220,,,,,,,,,,,,,,0.6505746245384216,ok
ts,sp,tanh,1024,1,3,6.940179e+01,4.164707e-04,4.271838e-04,7.275968e-01,0.5000,7.280187e-01,5.397301e-04,2.642888e-01,2.642888e-01,2.642888e-01,0.8204,,,,,,,,,,,,,,0.6505746245384216,ok
ts,sp,tanh,1024,1,4,6.949025e+01,4.164707e-04,4.241091e-04,7.966305e-01,0.5000,7.970508e-01,5.397301e-04,2.695031e-01,2.695031e-01,2.695031e-01,0.8166,,,,,,,,,,,,,,0.6505746245384216,ok
ts,sp,tanh,1024,2,3,6.930697e+01,4.120624e-04,4.271837e-04,6.623618e-01,0.5000,6.627814e-01,5.325652e-04,2.437627e-01,2.437627e-01,2.437627e-01,0.8345,,,,,,,,,,,,,,0.6549962162971497,ok
ts,sp,tanh,1024,2,4,6.936711e+01,4.120624e-04,4.241091e-04,6.630639e-01,0.5000,6.634820e-01,5.325652e-04,2.485084e-01,2.485084e-01,2.485084e-01,0.8309,,,,,,,,,,,,,,0.6549962162971497,ok
ts,sp,tanh,1024,3,4,6.919714e+01,4.271837e-04,4.241092e-04,7.292798e-01,0.5000,7.297054e-01,5.517354e-04,2.564813e-01,2.564813e-01,2.564813e-01,0.8246,,,,,,,,,,,,,,0.6435337066650391,ok
ts,sp,tanh,2048,0,1,9.304424e+01,1.218051e-04,1.261986e-04,5.817508e-01,0.5000,5.818748e-01,1.605927e-04,2.059771e-01,2.059771e-01,2.059771e-01,0.8584,,,,,,,,,,,,,,0.5400245785713196,ok
ts,sp,tanh,2048,0,2,9.301136e+01,1.218051e-04,1.351679e-04,5.749152e-01,0.5000,5.750437e-01,1.605927e-04,2.067277e-01,2.067277e-01,2.067277e-01,0.8573,,,,,,,,,,,,,,0.5400245785713196,ok
ts,sp,tanh,2048,0,3,9.280963e+01,1.218051e-04,1.356784e-04,6.228129e-01,0.5000,6.229417e-01,1.605927e-04,2.177639e-01,2.177639e-01,2.177639e-01,0.8530,,,,,,,,,,,,,,0.5400245785713196,ok
ts,sp,tanh,2048,0,4,9.320181e+01,1.218051e-04,1.178006e-04,5.610281e-01,0.5000,5.611480e-01,1.605927e-04,1.990663e-01,1.990663e-01,1.990663e-01,0.8649,,,,,,,,,,,,,,0.5400245785713196,ok
ts,sp,tanh,2048,1,2,9.293412e+01,1.261986e-04,1.351680e-04,6.214241e-01,0.5000,6.215548e-01,1.661876e-04,2.116942e-01,2.116942e-01,2.116942e-01,0.8547,,,,,,,,,,,,,,0.5370156168937683,ok
ts,sp,tanh,2048,1,3,9.273516e+01,1.261986e-04,1.356783e-04,5.426774e-01,0.5000,5.428083e-01,1.661876e-04,2.087794e-01,2.087794e-01,2.087794e-01,0.8590,,,,,,,,,,,,,,0.5370156168937683,ok
ts,sp,tanh,2048,1,4,9.314521e+01,1.261986e-04,1.178006e-04,5.646786e-01,0.5000,5.648006e-01,1.661876e-04,2.037355e-01,2.037355e-01,2.037355e-01,0.8622,,,,,,,,,,,,,,0.5370156168937683,ok
ts,sp,tanh,2048,2,3,9.269170e+01,1.351679e-04,1.356784e-04,6.407171e-01,0.5000,6.408525e-01,1.781621e-04,2.222049e-01,2.222049e-01,2.222049e-01,0.8490,,,,,,,,,,,,,,0.5318684577941895,ok
ts,sp,tanh,2048,2,4,9.300806e+01,1.351679e-04,1.178005e-04,5.704787e-01,0.5000,5.706052e-01,1.781621e-04,2.097333e-01,2.097333e-01,2.097333e-01,0.8578,,,,,,,,,,,,,,0.5318684577941895,ok
ts,sp,tanh,2048,3,4,9.285609e+01,1.356784e-04,1.178006e-04,6.012649e-01,0.5000,6.013917e-01,1.783169e-04,2.108557e-01,2.108557e-01,2.108557e-01,0.8555,,,,,,,,,,,,,,0.5184683203697205,ok
ts,sp,tanh,4096,0,1,1.254443e+02,3.102730e-05,3.200924e-05,4.705333e-01,0.5000,4.705648e-01,4.170246e-05,1.614315e-01,1.614315e-01,1.614315e-01,0.8903,,,,,,,,,,,,,,0.44553661346435547,ok
ts,sp,tanh,4096,0,2,1.253031e+02,3.102730e-05,3.292953e-05,5.073731e-01,0.5000,5.074051e-01,4.170246e-05,1.651192e-01,1.651192e-01,1.651192e-01,0.8887,,,,,,,,,,,,,,0.44553661346435547,ok
ts,sp,tanh,4096,0,3,1.255235e+02,3.102730e-05,3.081279e-05,4.909874e-01,0.5000,4.910184e-01,4.170246e-05,1.613576e-01,1.613576e-01,1.613576e-01,0.8915,,,,,,,,,,,,,,0.44553661346435547,ok
ts,sp,tanh,4096,0,4,1.256011e+02,3.102730e-05,2.682105e-05,5.195792e-01,0.5000,5.196081e-01,4.170246e-05,1.656305e-01,1.656305e-01,1.656305e-01,0.8868,,,,,,,,,,,,,,0.44553661346435547,ok
ts,sp,tanh,4096,1,2,1.253779e+02,3.200930e-05,3.292953e-05,5.170945e-01,0.5000,5.171270e-01,4.300243e-05,1.662310e-01,1.662310e-01,1.662310e-01,0.8867,,,,,,,,,,,,,,0.44575434923171997,ok
ts,sp,tanh,4096,1,3,1.255951e+02,3.200930e-05,3.081277e-05,5.126715e-01,0.5000,5.127029e-01,4.300243e-05,1.655112e-01,1.655112e-01,1.655112e-01,0.8879,,,,,,,,,,,,,,0.44575434923171997,ok
ts,sp,tanh,4096,1,4,1.256486e+02,3.200930e-05,2.682100e-05,4.871880e-01,0.5000,4.872174e-01,4.300243e-05,1.605581e-01,1.605581e-01,1.605581e-01,0.8902,,,,,,,,,,,,,,0.44575434923171997,ok
ts,sp,tanh,4096,2,3,1.254042e+02,3.292954e-05,3.081273e-05,4.666891e-01,0.5000,4.667210e-01,4.408858e-05,1.626238e-01,1.626238e-01,1.626238e-01,0.8915,,,,,,,,,,,,,,0.4344329833984375,ok
ts,sp,tanh,4096,2,4,1.254698e+02,3.292954e-05,2.682104e-05,4.747606e-01,0.5000,4.747905e-01,4.408858e-05,1.574504e-01,1.574504e-01,1.574504e-01,0.8936,,,,,,,,,,,,,,0.4344329833984375,ok
ts,sp,tanh,4096,3,4,1.257219e+02,3.081275e-05,2.682102e-05,5.069972e-01,0.5000,5.070260e-01,4.144306e-05,1.659134e-01,1.659134e-01,1.659134e-01,0.8864,,,,,,,,,,,,,,0.4429289400577545,ok
ts,sp,swish,64,0,1,3.849059e+01,3.170059e-03,3.379209e-03,9.525231e-01,0.5000,9.557978e-01,4.252714e-03,2.569891e-01,2.569891e-01,2.569891e-01,0.8182,,,,,,,,,,,,,,3.148684501647949,ok
ts,sp,swish,64,0,2,3.818948e+01,3.170059e-03,3.585669e-03,9.344353e-01,0.5000,9.378131e-01,4.252714e-03,2.550130e-01,2.550130e-01,2.550130e-01,0.8237,,,,,,,,,,,,,,3.148684501647949,ok
ts,sp,swish,64,0,3,3.921996e+01,3.170059e-03,3.471083e-03,9.804575e-01,0.5000,9.837781e-01,4.252714e-03,2.677596e-01,2.677596e-01,2.677596e-01,0.8151,,,,,,,,,,,,,,3.148684501647949,ok
ts,sp,swish,64,0,4,3.851537e+01,3.170059e-03,2.892084e-03,8.774000e-01,0.5000,8.804311e-01,4.252714e-03,2.493506e-01,2.493506e-01,2.493506e-01,0.8271,,,,,,,,,,,,,,3.148684501647949,ok
ts,sp,swish,64,1,2,3.903316e+01,3.379209e-03,3.585668e-03,1.167637e+00,0.5000,1.171120e+00,4.509094e-03,2.921328e-01,2.921328e-01,2.921328e-01,0.7969,,,,,,,,,,,,,,3.0780582427978516,ok
ts,sp,swish,64,1,3,3.911114e+01,3.379209e-03,3.471083e-03,9.278591e-01,0.5000,9.312843e-01,4.509094e-03,2.623092e-01,2.623092e-01,2.623092e-01,0.8164,,,,,,,,,,,,,,3.0780582427978516,ok
ts,sp,swish,64,1,4,3.890613e+01,3.379209e-03,2.892083e-03,9.770437e-01,0.5000,9.801793e-01,4.509094e-03,2.648245e-01,2.648245e-01,2.648245e-01,0.8162,,,,,,,,,,,,,,3.0780582427978516,ok
ts,sp,swish,64,2,3,3.911178e+01,3.585669e-03,3.471083e-03,9.526846e-01,0.5000,9.562130e-01,4.797042e-03,2.638287e-01,2.638287e-01,2.638287e-01,0.8147,,,,,,,,,,,,,,3.0891218185424805,ok
ts,sp,swish,64,2,4,3.857277e+01,3.585669e-03,2.892084e-03,9.444250e-01,0.5000,9.476638e-01,4.797042e-03,2.566471e-01,2.566637e-01,2.566471e-01,0.8207,,,,,,,,,,,,,,3.0891218185424805,ok
ts,sp,swish,64,3,4,3.930773e+01,3.471083e-03,2.892084e-03,1.014532e+00,0.5000,1.017714e+00,4.672340e-03,2.622233e-01,2.622233e-01,2.622233e-01,0.8185,,,,,,,,,,,,,,3.111180305480957,ok
ts,sp,swish,128,0,1,4.391532e+01,3.826909e-04,3.336536e-04,5.113409e-01,0.5000,5.116991e-01,5.126800e-04,1.978940e-01,1.978940e-01,1.978940e-01,0.8642,,,,,,,,,,,,,,2.1207029819488525,ok
ts,sp,swish,128,0,2,4.430204e+01,3.826909e-04,3.744399e-04,6.001923e-01,0.5000,6.005708e-01,5.126800e-04,2.127834e-01,2.127834e-01,2.127834e-01,0.8553,,,,,,,,,,,,,,2.1207029819488525,ok
ts,sp,swish,128,0,3,4.451531e+01,3.826909e-04,3.629428e-04,5.773483e-01,0.5000,5.777211e-01,5.126800e-04,2.156041e-01,2.156041e-01,2.156041e-01,0.8528,,,,,,,,,,,,,,2.1207029819488525,ok
ts,sp,swish,128,0,4,4.408718e+01,3.826909e-04,3.907575e-04,5.959710e-01,0.5000,5.963578e-01,5.126800e-04,2.223084e-01,2.223084e-01,2.223084e-01,0.8469,,,,,,,,,,,,,,2.1207029819488525,ok
ts,sp,swish,128,1,2,4.396332e+01,3.336536e-04,3.744398e-04,5.286515e-01,0.5000,5.290056e-01,4.498401e-04,1.961349e-01,1.961349e-01,1.961349e-01,0.8682,,,,,,,,,,,,,,2.1328365802764893,ok
ts,sp,swish,128,1,3,4.408192e+01,3.336536e-04,3.629429e-04,5.131965e-01,0.5000,5.135448e-01,4.498401e-04,2.014543e-01,2.014543e-01,2.014543e-01,0.8661,,,,,,,,,,,,,,2.1328365802764893,ok
ts,sp,swish,128,1,4,4.407969e+01,3.336536e-04,3.907577e-04,6.044655e-01,0.5000,6.048277e-01,4.498401e-04,2.239958e-01,2.239958e-01,2.239958e-01,0.8464,,,,,,,,,,,,,,2.1328365802764893,ok
ts,sp,swish,128,2,3,4.412743e+01,3.744398e-04,3.629427e-04,5.825357e-01,0.5000,5.829044e-01,5.021589e-04,2.145794e-01,2.145794e-01,2.145794e-01,0.8542,,,,,,,,,,,,,,2.095325469970703,ok
ts,sp,swish,128,2,4,4.417543e+01,3.744398e-04,3.907575e-04,6.355676e-01,0.5000,6.359502e-01,5.021589e-04,2.210829e-01,2.210829e-01,2.210829e-01,0.8488,,,,,,,,,,,,,,2.095325469970703,ok
ts,sp,swish,128,3,4,4.422330e+01,3.629427e-04,3.907576e-04,5.839363e-01,0.5000,5.843132e-01,4.879987e-04,2.172610e-01,2.172610e-01,2.172610e-01,0.8537,,,,,,,,,,,,,,2.1333322525024414,ok
ts,sp,swish,256,0,1,4.558488e+01,3.867514e-04,4.157720e-04,3.526619e-01,0.5000,3.530632e-01,5.176384e-04,1.747681e-01,1.747681e-01,1.747681e-01,0.8875,,,,,,,,,,,,,,1.2785379886627197,ok
ts,sp,swish,256,0,2,4.567437e+01,3.867514e-04,3.892074e-04,3.470697e-01,0.5000,3.474577e-01,5.176384e-04,1.717488e-01,1.717488e-01,1.717488e-01,0.8883,,,,,,,,,,,,,,1.2785379886627197,ok
ts,sp,swish,256,0,3,4.569836e+01,3.867514e-04,4.229110e-04,3.925141e-01,0.5000,3.929189e-01,5.176384e-04,1.845820e-01,1.845820e-01,1.845820e-01,0.8789,,,,,,,,,,,,,,1.2785379886627197,ok
ts,sp,swish,256,0,4,4.535745e+01,3.867514e-04,4.100113e-04,3.338535e-01,0.5000,3.342519e-01,5.176384e-04,1.668751e-01,1.668751e-01,1.668751e-01,0.8940,,,,,,,,,,,,,,1.2785379886627197,ok
ts,sp,swish,256,1,2,4.578540e+01,4.157718e-04,3.892075e-04,3.636605e-01,0.5000,3.640630e-01,5.566123e-04,1.745035e-01,1.745035e-01,1.745035e-01,0.8888,,,,,,,,,,,,,,1.2894790172576904,ok
ts,sp,swish,256,1,3,4.572301e+01,4.157718e-04,4.229111e-04,3.371647e-01,0.5000,3.375840e-01,5.566123e-04,1.735350e-01,1.735350e-01,1.735350e-01,0.8890,,,,,,,,,,,,,,1.2894790172576904,ok
ts,sp,swish,256,1,4,4.560673e+01,4.157718e-04,4.100112e-04,3.448394e-01,0.5000,3.452523e-01,5.566123e-04,1.712693e-01,1.712693e-01,1.712693e-01,0.8909,,,,,,,,,,,,,,1.2894790172576904,ok
ts,sp,swish,256,2,3,4.573698e+01,3.892072e-04,4.229110e-04,3.304597e-01,0.5000,3.308658e-01,5.208318e-04,1.661532e-01,1.661532e-01,1.661532e-01,0.8940,,,,,,,,,,,,,,1.2833772897720337,ok
ts,sp,swish,256,2,4,4.541425e+01,3.892072e-04,4.100111e-04,3.338549e-01,0.5000,3.342545e-01,5.208318e-04,1.667861e-01,1.667861e-01,1.667861e-01,0.8926,,,,,,,,,,,,,,1.2833772897720337,ok
ts,sp,swish,256,3,4,4.564225e+01,4.229111e-04,4.100113e-04,3.801419e-01,0.5000,3.805584e-01,5.648970e-04,1.800084e-01,1.800084e-01,1.800084e-01,0.8825,,,,,,,,,,,,,,1.2730650901794434,ok
ts,sp,swish,512,0,1,5.352441e+01,3.703560e-04,3.949335e-04,2.801416e-01,0.5000,2.805243e-01,4.943145e-04,1.567240e-01,1.567240e-01,1.567240e-01,0.9035,,,,,,,,,,,,,,0.8444752097129822,ok
ts,sp,swish,512,0,2,5.354209e+01,3.703560e-04,3.837803e-04,2.897728e-01,0.5000,2.901499e-01,4.943145e-04,1.590668e-01,1.590668e-01,1.590668e-01,0.9017,,,,,,,,,,,,,,0.8444752097129822,ok
ts,sp,swish,512,0,3,5.341426e+01,3.703560e-04,4.027323e-04,2.612214e-01,0.5000,2.616079e-01,4.943145e-04,1.513092e-01,1.513092e-01,1.513092e-01,0.9064,,,,,,,,,,,,,,0.8444752097129822,ok
ts,sp,swish,512,0,4,5.361134e+01,3.703560e-04,3.857651e-04,2.636487e-01,0.5000,2.640268e-01,4.943145e-04,1.517665e-01,1.517665e-01,1.517665e-01,0.9070,,,,,,,,,,,,,,0.8444752097129822,ok
ts,sp,swish,512,1,2,5.347795e+01,3.949334e-04,3.837803e-04,2.717140e-01,0.5000,2.721034e-01,5.268621e-04,1.545667e-01,1.545667e-01,1.545667e-01,0.9066,,,,,,,,,,,,,,0.841515302658081,ok
ts,sp,swish,512,1,3,5.339624e+01,3.949334e-04,4.027324e-04,2.451378e-01,0.5000,2.455366e-01,5.268621e-04,1.445314e-01,1.445314e-01,1.445314e-01,0.9145,,,,,,,,,,,,,,0.841515302658081,ok
ts,sp,swish,512,1,4,5.343917e+01,3.949334e-04,3.857651e-04,2.447776e-01,0.5000,2.451680e-01,5.268621e-04,1.475195e-01,1.475195e-01,1.475195e-01,0.9130,,,,,,,,,,,,,,0.841515302658081,ok
ts,sp,swish,512,2,3,5.350447e+01,3.837803e-04,4.027325e-04,3.052667e-01,0.5000,3.056599e-01,5.124241e-04,1.626392e-01,1.626392e-01,1.626392e-01,0.8997,,,,,,,,,,,,,,0.8407341241836548,ok
ts,sp,swish,512,2,4,5.344131e+01,3.837803e-04,3.857649e-04,2.720608e-01,0.5000,2.724456e-01,5.124241e-04,1.506771e-01,1.506771e-01,1.506771e-01,0.9092,,,,,,,,,,,,,,0.8407341241836548,ok
ts,sp,swish,512,3,4,5.336432e+01,4.027324e-04,3.857651e-04,2.438358e-01,0.5000,2.442300e-01,5.379084e-04,1.457869e-01,1.457869e-01,1.457869e-01,0.9102,,,,,,,,,,,,,,0.8423197865486145,ok
ts,sp,swish,1024,0,1,6.666534e+01,3.332258e-04,3.320238e-04,2.131256e-01,0.5000,2.134582e-01,4.435909e-04,1.381812e-01,1.381812e-01,1.381812e-01,0.9200,,,,,,,,,,,,,,0.5605197548866272,ok
ts,sp,swish,1024,0,2,6.659799e+01,3.332258e-04,3.448839e-04,2.188154e-01,0.5000,2.191545e-01,4.435909e-04,1.395601e-01,1.395601e-01,1.395601e-01,0.9176,,,,,,,,,,,,,,0.5605197548866272,ok
ts,sp,swish,1024,0,3,6.668186e+01,3.332258e-04,3.154246e-04,2.102268e-01,0.5000,2.105511e-01,4.435909e-04,1.320875e-01,1.320875e-01,1.320875e-01,0.9247,,,,,,,,,,,,,,0.5605197548866272,ok
ts,sp,swish,1024,0,4,6.650671e+01,3.332258e-04,3.455043e-04,2.059153e-01,0.5000,2.062546e-01,4.435909e-04,1.343583e-01,1.343583e-01,1.343583e-01,0.9213,,,,,,,,,,,,,,0.5605197548866272,ok
ts,sp,swish,1024,1,2,6.658554e+01,3.320240e-04,3.448840e-04,2.269267e-01,0.5000,2.272651e-01,4.422078e-04,1.425456e-01,1.425456e-01,1.425456e-01,0.9155,,,,,,,,,,,,,,0.5560894012451172,ok
ts,sp,swish,1024,1,3,6.678819e+01,3.320240e-04,3.154245e-04,2.056151e-01,0.5000,2.059388e-01,4.422078e-04,1.333929e-01,1.333929e-01,1.333929e-01,0.9217,,,,,,,,,,,,,,0.5560894012451172,ok
ts,sp,swish,1024,1,4,6.656221e+01,3.320240e-04,3.455043e-04,2.146700e-01,0.5000,2.150088e-01,4.422078e-04,1.384679e-01,1.384679e-01,1.384679e-01,0.9216,,,,,,,,,,,,,,0.5560894012451172,ok
ts,sp,swish,1024,2,3,6.663753e+01,3.448840e-04,3.154244e-04,2.003956e-01,0.5000,2.007258e-01,4.598260e-04,1.337133e-01,1.337133e-01,1.337133e-01,0.9232,,,,,,,,,,,,,,0.5553062558174133,ok
ts,sp,swish,1024,2,4,6.653157e+01,3.448840e-04,3.455043e-04,2.220986e-01,0.5000,2.224438e-01,4.598260e-04,1.430665e-01,1.430665e-01,1.430665e-01,0.9178,,,,,,,,,,,,,,0.5553062558174133,ok
ts,sp,swish,1024,3,4,6.674463e+01,3.154243e-04,3.455042e-04,2.208236e-01,0.5000,2.211541e-01,4.194907e-04,1.407163e-01,1.407163e-01,1.407163e-01,0.9192,,,,,,,,,,,,,,0.5606237053871155,ok
ts,sp,swish,2048,0,1,8.724775e+01,2.400252e-04,2.436945e-04,1.892881e-01,0.5000,1.895299e-01,3.193888e-04,1.331626e-01,1.331626e-01,1.331626e-01,0.9236,,,,,,,,,,,,,,0.3787349462509155,ok
ts,sp,swish,2048,0,2,8.719687e+01,2.400252e-04,2.525177e-04,1.840823e-01,0.5000,1.843286e-01,3.193888e-04,1.284345e-01,1.284345e-01,1.284345e-01,0.9308,,,,,,,,,,,,,,0.3787349462509155,ok
ts,sp,swish,2048,0,3,8.718179e+01,2.400252e-04,2.503112e-04,1.991466e-01,0.5000,1.993917e-01,3.193888e-04,1.358745e-01,1.358745e-01,1.358745e-01,0.9230,,,,,,,,,,,,,,0.3787349462509155,ok
ts,sp,swish,2048,0,4,8.723242e+01,2.400252e-04,2.435688e-04,1.789259e-01,0.5000,1.791677e-01,3.193888e-04,1.277222e-01,1.277222e-01,1.277222e-01,0.9302,,,,,,,,,,,,,,0.3787349462509155,ok
ts,sp,swish,2048,1,2,8.707125e+01,2.436945e-04,2.525177e-04,1.817292e-01,0.5000,1.819774e-01,3.241981e-04,1.271805e-01,1.271805e-01,1.271805e-01,0.9293,,,,,,,,,,,,,,0.37696728110313416,ok
ts,sp,swish,2048,1,3,8.714574e+01,2.436945e-04,2.503113e-04,1.966723e-01,0.5000,1.969193e-01,3.241981e-04,1.316987e-01,1.316987e-01,1.316987e-01,0.9279,,,,,,,,,,,,,,0.37696728110313416,ok
ts,sp,swish,2048,1,4,8.713165e+01,2.436945e-04,2.435687e-04,1.923991e-01,0.5000,1.926427e-01,3.241981e-04,1.331013e-01,1.331013e-01,1.331013e-01,0.9252,,,,,,,,,,,,,,0.37696728110313416,ok
ts,sp,swish,2048,2,3,8.710087e+01,2.525178e-04,2.503111e-04,1.813620e-01,0.5000,1.816134e-01,3.355694e-04,1.282670e-01,1.282670e-01,1.282670e-01,0.9283,,,,,,,,,,,,,,0.37402427196502686,ok
ts,sp,swish,2048,2,4,8.713687e+01,2.525178e-04,2.435687e-04,1.873451e-01,0.5000,1.875931e-01,3.355694e-04,1.311858e-01,1.311858e-01,1.311858e-01,0.9281,,,,,,,,,,,,,,0.37402427196502686,ok
ts,sp,swish,2048,3,4,8.722335e+01,2.503111e-04,2.435687e-04,1.940812e-01,0.5000,1.943281e-01,3.327767e-04,1.321531e-01,1.321531e-01,1.321531e-01,0.9248,,,,,,,,,,,,,,0.37422558665275574,ok
ts,sp,swish,4096,0,1,1.181328e+02,1.259659e-04,1.296022e-04,2.092849e-01,0.5000,2.094127e-01,1.675141e-04,1.380604e-01,1.380604e-01,1.380604e-01,0.9197,,,,,,,,,,,,,,0.27319324016571045,ok
ts,sp,swish,4096,0,2,1.180187e+02,1.259659e-04,1.324036e-04,2.013419e-01,0.5000,2.014711e-01,1.675141e-04,1.336134e-01,1.336134e-01,1.336134e-01,0.9223,,,,,,,,,,,,,,0.27319324016571045,ok
ts,sp,swish,4096,0,3,1.180997e+02,1.259659e-04,1.247107e-04,2.057627e-01,0.5000,2.058880e-01,1.675141e-04,1.348017e-01,1.348017e-01,1.348017e-01,0.9211,,,,,,,,,,,,,,0.27319324016571045,ok
