mode,regime,act,width,n_pairs,rq_t0.000,rq_t0.050,rq_t0.100,rq_t0.150,rq_t0.200,rq_t0.250,rq_t0.300,rq_t0.350,rq_t0.400,rq_t0.450,rq_t0.500,rq_t0.550,rq_t0.600,rq_t0.650,rq_t0.700,rq_t0.750,rq_t0.800,rq_t0.850,rq_t0.900,rq_t0.950,rq_t1.000
mlp,sp,softplus,128,10,5.6567800000000004e-05,0.00015441745,0.00035864795,0.0005898259,0.00072446535,0.0008544393,0.00071607815,0.00053396695,0.0003531326,0.00019318705,0.0001482229,0.00022370145,0.0003551514,0.00050752655,0.00066763925,0.0007447809,0.00072929045,0.0005251451,0.00037469415,0.00016481615,5.447309e-05
mlp,sp,softplus,256,10,2.7918920000000003e-05,6.283244e-05,0.0001370758,0.0002413971,0.00029931535,0.0002937362,0.00024807765,0.00018175789999999998,0.00010850595,5.2313775000000005e-05,3.2754305e-05,5.3905039999999996e-05,0.0001135734,0.00018390639999999998,0.00024806795000000003,0.0003179749,0.0003143235,0.00025743665,0.0001423328,6.5073535e-05,2.9110099999999998e-05
mlp,sp,softplus,512,10,1.744413e-05,3.854417e-05,7.638147e-05,0.00012682710000000002,0.00016320915,0.00017084985,0.00014354,0.00010539875,6.4998735e-05,2.9831475e-05,1.2248845e-05,2.2437075e-05,5.4183055e-05,9.830291999999999e-05,0.00014754655,0.00017186045000000002,0.00016795215,0.0001290845,8.37875e-05,4.2668675000000005e-05,1.986594e-05
mlp,sp,softplus,1024,10,1.204658e-05,2.5830965e-05,5.3725245e-05,0.00010009149000000001,0.00012968425,0.00013768495,0.00012014175,8.895376e-05,4.817269e-05,1.6936185e-05,5.9227509999999996e-06,1.6826525e-05,4.469078e-05,8.292807000000001e-05,0.00011774445,0.00013859065000000002,0.00013475805,0.00010089555,5.8732105e-05,2.7259605e-05,1.2414029999999999e-05
mlp,sp,softplus,2048,10,1.025673e-05,2.4383145e-05,5.6349515e-05,9.575125e-05,0.00012575105,0.00015132375,0.00015297205,0.000118355,7.0367685e-05,2.4769269999999998e-05,4.127921000000001e-06,2.367583e-05,7.040819e-05,0.0001184028,0.0001455293,0.0001457258,0.00012386355000000001,9.794366499999999e-05,5.7657755e-05,2.522002e-05,1.047347e-05
mlp,sp,softplus,4096,10,8.036787e-06,2.29347e-05,6.2708155e-05,0.0001114547,0.00018172905,0.00027039025,0.0003281712,0.00030192085,0.00017899095000000002,5.153123e-05,4.283612e-06,5.754426e-05,0.00018025559999999998,0.0002942475,0.0003387514,0.000290528,0.00019799355,0.00011117955,6.508866999999999e-05,2.366252e-05,7.700894e-06
mlp,sp,swish,64,10,0.0001234239,0.00045997135,0.0013709694999999998,0.0022549,0.0029774635000000002,0.00299598,0.0032026665,0.002870307,0.002128923,0.001779355,0.00140542,0.001451477,0.0020482655000000002,0.0032333659999999997,0.0034302255,0.0032851525,0.003008626,0.0022083305,0.0016302094999999998,0.00043472275,0.0001107125
mlp,sp,swish,128,10,3.1624635000000005e-05,9.528449e-05,0.00028948445,0.0005840558,0.000844012,0.001021206,0.0009474503,0.00084852965,0.0005962133,0.0003662848,0.00026367554999999997,0.00032335405,0.00048086419999999997,0.0007442309499999999,0.0009074734499999999,0.0009823374,0.0009616289500000001,0.0006974825000000001,0.00038121255,0.00011642899999999999,3.749056e-05
mlp,sp,swish,256,10,1.533766e-05,3.9719279999999996e-05,0.00011040215,0.00022809525,0.00034108879999999997,0.00037930365,0.0003362044,0.00028228075,0.00018885825,0.00010081206,6.853858e-05,0.00010711830000000001,0.0002045571,0.00028881185,0.00034009725,0.0003488123,0.00032168405,0.00022497644999999999,9.3859545e-05,3.6946415000000004e-05,1.460054e-05
mlp,sp,swish,512,10,9.659286e-06,2.304924e-05,5.189656e-05,0.00010323879999999999,0.0001654165,0.0001857369,0.0001810134,0.0001494695,9.396071000000001e-05,4.573077e-05,2.1527315e-05,4.178401e-05,8.861119e-05,0.00014331795,0.0001795007,0.0001829669,0.00015257299999999998,0.0001023944,5.3570045e-05,2.384341e-05,9.8838225e-06
mlp,sp,swish,1024,10,6.549061499999999e-06,1.568521e-05,3.6351915e-05,7.2089695e-05,0.00011303450000000001,0.0001361122,0.00013101090000000002,0.0001028662,6.5752585e-05,2.79921e-05,1.196432e-05,2.9035034999999998e-05,6.4964515e-05,0.00010400665,0.00012957855,0.00013359450000000002,0.00011079699999999999,6.972099999999999e-05,3.495921e-05,1.5505335e-05,6.4325235e-06
mlp,sp,swish,2048,10,5.252585e-06,1.5082215e-05,4.038236e-05,8.5732145e-05,0.00013525715,0.0001813889,0.00021275885,0.0001934646,0.0001214622,4.5019864999999997e-05,8.362878e-06,4.089286e-05,0.00011848054999999999,0.00019268055,0.00020922905,0.0001873003,0.0001392396,8.5434055e-05,4.0304840000000004e-05,1.5009589999999999e-05,5.2788469999999996e-06
mlp,sp,swish,4096,10,4.0769645e-06,1.441152e-05,4.842376e-05,0.00011310589999999999,0.0002276779,0.00038703999999999995,0.0004866214,0.000455247,0.00026579275,8.518223500000001e-05,8.9969835e-06,9.7941275e-05,0.00030361319999999995,0.00046351265,0.0004596903,0.00034839210000000003,0.00020876975000000002,0.00010947305,4.748923e-05,1.3662025e-05,3.86535e-06
mlp,sp,tanh,64,10,0.00041493490000000003,0.0011537855,0.0034270639999999996,0.00505847,0.006321603,0.007213909,0.007193343,0.0075326709999999995,0.006495058,0.006250969,0.0063729895000000005,0.0062600525,0.0056588605,0.006831042,0.007085354,0.0066721975,0.006087024,0.004707523,0.00324371,0.001136129,0.00037062095
mlp,sp,tanh,128,10,7.088624500000001e-05,0.00018927445,0.00063010705,0.00157143,0.0021489255,0.0024137535,0.0022517415,0.0020615045,0.0017251525,0.00158039,0.001329523,0.0014795155,0.0017761184999999999,0.002412014,0.002618723,0.0025597759999999997,0.002198574,0.0015951015,0.0006610021,0.0002065054,7.989477e-05
mlp,sp,tanh,256,10,2.013176e-05,5.112374e-05,0.00016268750000000002,0.00041002875000000004,0.00071729145,0.000881022,0.00084647395,0.0007217638,0.00047244815000000004,0.00030965315,0.00024785475,0.00031055989999999995,0.0005152735000000001,0.0007323768,0.00085697035,0.0009228436,0.0007351435,0.00038522215,0.0001407647,4.665263e-05,1.8916364999999998e-05
mlp,sp,tanh,512,10,8.447479e-06,2.106175e-05,6.175626e-05,0.0001733688,0.000332121,0.0004153665,0.00046356230000000004,0.00039276475,0.00024601945,0.0001167471,7.422474000000001e-05,0.00014255415,0.0002811993,0.00038476075,0.00044438815000000004,0.00039720825,0.00033738219999999996,0.00017733025,6.3958845e-05,2.195682e-05,7.9237535e-06
mlp,sp,tanh,1024,10,3.1471135e-06,8.780637500000001e-06,2.7830555e-05,8.1837575e-05,0.00020863400000000002,0.00030791810000000005,0.0003639973,0.00034855925,0.00024126640000000002,9.5443865e-05,3.6213845e-05,0.00011221305,0.00025900205,0.00034986055,0.0003518274,0.00029928625000000004,0.00018643155,8.4812815e-05,2.8046909999999998e-05,9.170727e-06,3.4798085e-06
mlp,sp,tanh,2048,10,6.2942975e-07,1.810683e-06,6.5985385e-06,2.5199295e-05,8.306304e-05,0.00015088415,0.00023214855,0.00026470195,0.00020151375,7.583937999999999e-05,2.5864995e-05,9.0658955e-05,0.00019841120000000002,0.00023672530000000002,0.00021943685,0.00017326165,8.1317655e-05,2.41897e-05,6.7061275e-06,2.017737e-06,6.5150045e-07
mlp,sp,tanh,4096,10,7.8437795e-08,2.947541e-07,1.5067135000000002e-06,7.134498e-06,2.2247055000000003e-05,4.0755695e-05,7.3296465e-05,9.365126e-05,7.314412499999999e-05,3.549073e-05,1.3052315e-05,2.7634164999999998e-05,6.1442035e-05,9.956236999999999e-05,8.386727000000001e-05,5.115996e-05,1.589001e-05,4.087881999999999e-06,1.117906e-06,2.733641e-07,9.026666e-08
