mode,regime,act,width,seedA,seedB,dnorm,rq_t0.000,rq_t0.050,rq_t0.100,rq_t0.150,rq_t0.200,rq_t0.250,rq_t0.300,rq_t0.350,rq_t0.400,rq_t0.450,rq_t0.500,rq_t0.550,rq_t0.600,rq_t0.650,rq_t0.700,rq_t0.750,rq_t0.800,rq_t0.850,rq_t0.900,rq_t0.950,rq_t1.000,rq_min,rq_max,t_argmin,accA,accB,status
mlp,sp,tanh,256,0,2,3.667204e+01,2.287932e-05,7.350006e-05,2.719670e-04,5.892633e-04,8.177452e-04,1.003105e-03,9.410853e-04,7.027058e-04,4.709757e-04,3.070775e-04,2.392674e-04,3.153315e-04,4.969092e-04,7.523332e-04,1.024933e-03,1.131814e-03,8.553574e-04,4.126729e-04,1.307296e-04,4.382665e-05,1.907885e-05,1.907885e-05,1.131814e-03,1.0000,0.9829,0.9832,ok
mlp,sp,tanh,256,0,3,3.660632e+01,1.955921e-05,5.059679e-05,1.563565e-04,4.012514e-04,6.659656e-04,8.186653e-04,7.676717e-04,6.193249e-04,4.739206e-04,3.034595e-04,2.293373e-04,3.604685e-04,5.861641e-04,7.204829e-04,7.721166e-04,6.912630e-04,4.680671e-04,2.267236e-04,9.428244e-05,3.744312e-05,1.867476e-05,1.867476e-05,8.186653e-04,1.0000,0.9829,0.9834,ok
mlp,sp,tanh,256,0,4,3.658007e+01,2.167813e-05,6.454329e-05,2.446719e-04,5.882180e-04,7.876554e-04,7.654756e-04,6.310839e-04,5.056228e-04,3.362522e-04,1.842857e-04,1.536665e-04,2.495454e-04,4.032056e-04,5.566170e-04,7.705734e-04,9.213021e-04,7.320995e-04,3.347762e-04,1.085861e-04,3.680204e-05,1.685407e-05,1.685407e-05,9.213021e-04,1.0000,0.9829,0.9825,ok
mlp,sp,tanh,256,1,2,3.653409e+01,1.843038e-05,4.318027e-05,1.220105e-04,3.462848e-04,7.529004e-04,8.810924e-04,7.667172e-04,6.287641e-04,4.672359e-04,3.039983e-04,2.317037e-04,3.057883e-04,5.146517e-04,7.179405e-04,7.354431e-04,6.565534e-04,6.070027e-04,3.411585e-04,1.147273e-04,3.718147e-05,1.576481e-05,1.576481e-05,8.810924e-04,1.0000,0.9819,0.9832,ok
mlp,sp,tanh,256,1,3,3.653703e+01,1.715002e-05,3.689757e-05,9.643010e-05,2.487353e-04,5.651443e-04,9.079103e-04,9.405655e-04,7.408218e-04,4.588515e-04,2.622292e-04,1.816833e-04,2.436568e-04,4.288908e-04,6.785424e-04,8.474098e-04,7.933058e-04,6.489790e-04,3.736630e-04,1.326594e-04,4.534559e-05,1.875388e-05,1.715002e-05,9.405655e-04,0.0000,0.9819,0.9834,ok
mlp,sp,tanh,256,1,4,3.646298e+01,2.313235e-05,5.479539e-05,1.698457e-04,4.677763e-04,8.870027e-04,1.163474e-03,1.095313e-03,8.542510e-04,5.932308e-04,3.669741e-04,2.647285e-04,3.450507e-04,5.741104e-04,8.605753e-04,1.198775e-03,1.365417e-03,9.564348e-04,4.560085e-04,1.564785e-04,5.360346e-05,2.162316e-05,2.162316e-05,1.365417e-03,1.0000,0.9819,0.9825,ok
mlp,sp,tanh,256,2,3,3.666344e+01,2.301148e-05,5.165069e-05,1.359306e-04,3.347984e-04,6.016463e-04,7.575262e-04,8.103849e-04,7.938709e-04,6.761352e-04,4.767349e-04,3.154344e-04,2.948880e-04,5.583193e-04,8.827119e-04,1.075909e-03,1.011395e-03,6.822087e-04,3.739167e-04,1.505986e-04,4.795967e-05,1.779725e-05,1.779725e-05,1.075909e-03,1.0000,0.9832,0.9834,ok
mlp,sp,tanh,256,2,4,3.672031e+01,1.795296e-05,4.963762e-05,1.852973e-04,5.777342e-04,1.224377e-03,2.112623e-03,2.782526e-03,2.733096e-03,2.061277e-03,1.035820e-03,4.512488e-04,8.784106e-04,1.984741e-03,2.723288e-03,2.756030e-03,2.240413e-03,1.315902e-03,6.625611e-04,3.186789e-04,8.968077e-05,3.333461e-05,1.795296e-05,2.782526e-03,0.0000,0.9832,0.9825,ok
mlp,sp,tanh,256,3,4,3.649733e+01,1.749770e-05,4.098420e-05,1.205376e-04,3.370015e-04,6.816825e-04,8.809516e-04,8.825630e-04,8.062041e-04,6.064562e-04,4.048925e-04,2.971811e-04,3.322479e-04,5.158953e-04,7.442707e-04,8.665309e-04,9.243851e-04,7.580156e-04,3.965276e-04,1.488700e-04,5.095199e-05,2.266607e-05,1.749770e-05,9.243851e-04,0.0000,0.9834,0.9825,ok
mlp,sp,tanh,512,0,1,4.808580e+01,8.156579e-06,2.465241e-05,8.762611e-05,1.904463e-04,2.556950e-04,3.613049e-04,4.128796e-04,3.836690e-04,2.566788e-04,1.085372e-04,5.929932e-05,1.295567e-04,2.509745e-04,3.330508e-04,3.549186e-04,3.488480e-04,3.838611e-04,1.850483e-04,6.357402e-05,2.360426e-05,9.341684e-06,8.156579e-06,4.128796e-04,0.0000,0.984,0.9838,ok
mlp,sp,tanh,512,0,2,4.814587e+01,8.447819e-06,1.998374e-05,5.472491e-05,1.604169e-04,3.917220e-04,5.720241e-04,6.565901e-04,6.103606e-04,3.838217e-04,1.548348e-04,1.127797e-04,2.558183e-04,4.341146e-04,5.505691e-04,5.913245e-04,5.392624e-04,3.441441e-04,1.645948e-04,6.434367e-05,2.262374e-05,8.733593e-06,8.447819e-06,6.565901e-04,0.0000,0.984,0.9843,ok
mlp,sp,tanh,512,0,3,4.815968e+01,8.447139e-06,2.160493e-05,6.612016e-05,1.802160e-04,3.180125e-04,4.160747e-04,4.200835e-04,3.408414e-04,2.243440e-04,1.180517e-04,7.726929e-05,1.220501e-04,2.351162e-04,3.683385e-04,4.154234e-04,3.937119e-04,3.410559e-04,1.981586e-04,7.496246e-05,2.486220e-05,9.471591e-06,8.447139e-06,4.200835e-04,0.0000,0.984,0.985,ok
mlp,sp,tanh,512,0,4,4.815538e+01,9.275390e-06,2.325797e-05,6.667552e-05,1.796020e-04,3.312462e-04,3.959974e-04,3.889379e-04,3.386352e-04,2.287460e-04,1.000522e-04,5.728525e-05,1.242577e-04,2.474684e-04,3.846451e-04,4.733529e-04,4.007046e-04,2.268854e-04,9.579539e-05,3.627926e-05,1.396765e-05,6.318149e-06,6.318149e-06,4.733529e-04,1.0000,0.984,0.9836,ok
mlp,sp,tanh,512,1,2,4.814188e+01,7.315729e-06,1.716706e-05,4.283272e-05,1.039249e-04,2.084119e-04,3.099337e-04,3.544167e-04,3.175273e-04,2.183875e-04,1.154425e-04,6.892885e-05,1.058797e-04,1.946064e-04,2.837216e-04,3.500034e-04,3.659244e-04,2.531027e-04,1.140613e-04,4.410355e-05,1.692350e-05,6.993181e-06,6.993181e-06,3.659244e-04,1.0000,0.9838,0.9843,ok
mlp,sp,tanh,512,1,3,4.816011e+01,8.592689e-06,2.177468e-05,6.565916e-05,2.033532e-04,4.821935e-04,6.760226e-04,6.947900e-04,5.525119e-04,3.390367e-04,1.481320e-04,8.423608e-05,1.726164e-04,3.652916e-04,5.815397e-04,7.304918e-04,6.610240e-04,4.100690e-04,1.769446e-04,6.209881e-05,2.124574e-05,8.001617e-06,8.001617e-06,7.304918e-04,1.0000,0.9838,0.985,ok
mlp,sp,tanh,512,1,4,4.814226e+01,9.060070e-06,2.051857e-05,5.018665e-05,1.192594e-04,2.531336e-04,4.146583e-04,4.514130e-04,3.556373e-04,2.129003e-04,9.560855e-05,7.175669e-05,1.555516e-04,2.759964e-04,3.553101e-04,3.803077e-04,3.286123e-04,2.201873e-04,1.119932e-04,4.584730e-05,1.755502e-05,7.165719e-06,7.165719e-06,4.514130e-04,1.0000,0.9838,0.9836,ok
mlp,sp,tanh,512,2,3,4.817061e+01,6.330140e-06,1.750906e-05,5.616357e-05,1.671356e-04,3.329958e-04,4.138196e-04,4.757116e-04,4.550176e-04,3.231473e-04,1.457464e-04,6.238336e-05,1.246817e-04,2.864022e-04,4.554038e-04,5.408788e-04,4.765114e-04,3.280878e-04,1.777159e-04,7.356786e-05,2.297939e-05,7.371489e-06,6.330140e-06,5.408788e-04,0.0000,0.9843,0.985,ok
mlp,sp,tanh,512,2,4,4.822432e+01,8.617558e-06,2.817053e-05,1.109010e-04,2.984411e-04,4.454021e-04,6.204070e-04,7.221275e-04,6.112179e-04,3.799497e-04,1.781839e-04,1.033948e-04,2.202593e-04,4.688732e-04,6.748107e-04,7.122543e-04,5.691894e-04,4.419352e-04,2.354977e-04,8.307901e-05,2.609666e-05,8.815093e-06,8.617558e-06,7.221275e-04,0.0000,0.9843,0.9836,ok
mlp,sp,tanh,512,3,4,4.813803e+01,8.179580e-06,2.050245e-05,5.785336e-05,1.556502e-04,3.382392e-04,5.100842e-04,5.138581e-04,4.018605e-04,2.353601e-04,1.011280e-04,7.669279e-05,1.815548e-04,3.258433e-04,3.848764e-04,3.610354e-04,3.439004e-04,3.337085e-04,1.819531e-04,6.584204e-05,2.128990e-05,7.845890e-06,7.845890e-06,5.138581e-04,1.0000,0.985,0.9836,ok
mlp,sp,tanh,1024,0,1,6.584384e+01,3.166151e-06,8.842879e-06,2.702962e-05,8.171715e-05,2.047499e-04,3.484662e-04,4.301428e-04,4.077138e-04,2.674503e-04,1.048003e-04,4.144617e-05,1.202027e-04,2.594801e-04,3.564843e-04,3.895387e-04,3.549421e-04,2.214397e-04,9.181978e-05,3.093969e-05,1.025620e-05,3.838051e-06,3.166151e-06,4.301428e-04,0.0000,0.9853,0.9855,ok
mlp,sp,tanh,1024,0,2,6.594088e+01,3.747611e-06,9.820789e-06,3.066709e-05,9.899322e-05,2.141848e-04,3.051241e-04,4.009147e-04,4.345644e-04,3.000254e-04,1.014153e-04,4.049218e-05,1.548087e-04,3.206826e-04,3.915401e-04,3.511041e-04,2.922011e-04,1.818165e-04,7.106397e-05,2.307493e-05,7.940055e-06,3.342467e-06,3.342467e-06,4.345644e-04,1.0000,0.9853,0.9848,ok
mlp,sp,tanh,1024,0,3,6.586731e+01,3.128076e-06,8.341395e-06,2.517743e-05,7.693757e-05,1.775601e-04,2.822963e-04,3.320146e-04,3.000836e-04,2.142709e-04,8.947243e-05,3.039470e-05,1.030866e-04,2.440658e-04,3.340594e-04,3.174378e-04,2.357987e-04,1.465905e-04,7.131935e-05,2.492537e-05,8.263724e-06,3.149801e-06,3.128076e-06,3.340594e-04,0.0000,0.9853,0.9843,ok
mlp,sp,tanh,1024,0,4,6.589393e+01,3.224157e-06,9.964804e-06,3.786661e-05,1.337067e-04,2.846952e-04,3.625936e-04,3.959800e-04,3.586961e-04,2.180430e-04,7.580726e-05,3.604228e-05,1.243505e-04,2.585240e-04,3.432368e-04,3.525507e-04,3.246039e-04,2.232447e-04,9.398121e-05,3.109350e-05,1.018691e-05,3.635155e-06,3.224157e-06,3.959800e-04,0.0000,0.9853,0.9863,ok
mlp,sp,tanh,1024,1,2,6.596535e+01,3.111773e-06,8.718396e-06,2.863149e-05,9.394189e-05,2.125181e-04,3.433858e-04,4.602623e-04,4.535616e-04,3.133480e-04,1.275516e-04,3.638541e-05,1.264310e-04,3.343265e-04,5.024137e-04,4.838302e-04,3.280991e-04,1.910466e-04,7.852315e-05,2.531102e-05,8.122704e-06,2.972146e-06,2.972146e-06,5.024137e-04,1.0000,0.9855,0.9848,ok
mlp,sp,tanh,1024,1,3,6.590425e+01,3.630061e-06,1.030703e-05,3.667376e-05,1.162731e-04,2.239297e-04,2.876377e-04,3.063397e-04,2.645931e-04,1.603327e-04,6.251884e-05,3.781050e-05,1.001452e-04,1.957068e-04,2.788406e-04,3.322481e-04,2.860890e-04,1.721405e-04,7.311362e-05,2.461954e-05,8.150422e-06,3.060044e-06,3.060044e-06,3.322481e-04,1.0000,0.9855,0.9843,ok
mlp,sp,tanh,1024,1,4,6.593874e+01,3.181988e-06,8.538225e-06,2.546800e-05,7.585925e-05,1.881550e-04,3.107121e-04,3.148879e-04,2.393756e-04,1.484600e-04,6.207859e-05,2.949933e-05,7.558950e-05,1.625385e-04,2.317471e-04,2.640482e-04,2.622435e-04,1.912520e-04,9.346959e-05,3.290719e-05,1.047505e-05,3.617150e-06,3.181988e-06,3.148879e-04,0.0000,0.9855,0.9863,ok
mlp,sp,tanh,1024,2,3,6.595929e+01,3.043209e-06,8.849742e-06,2.916739e-05,7.847912e-05,1.597694e-04,2.676464e-04,3.275793e-04,3.384224e-04,2.644898e-04,1.199920e-04,3.443569e-05,1.042234e-04,2.616422e-04,3.735028e-04,4.008054e-04,3.063714e-04,1.444434e-04,5.053450e-05,1.675833e-05,5.951280e-06,2.382748e-06,2.382748e-06,4.008054e-04,1.0000,0.9848,0.9843,ok
mlp,sp,tanh,1024,2,4,6.596846e+01,2.829466e-06,7.109160e-06,2.330394e-05,8.195800e-05,2.140917e-04,3.540019e-04,5.076848e-04,5.631833e-04,4.448959e-04,2.006184e-04,4.298726e-05,1.486457e-04,4.015456e-04,5.410416e-04,5.354906e-04,4.045268e-04,2.324160e-04,9.431393e-05,3.078280e-05,1.007773e-05,3.756569e-06,2.829466e-06,5.631833e-04,0.0000,0.9848,0.9863,ok
mlp,sp,tanh,1024,3,4,6.589366e+01,2.719925e-06,6.635503e-06,1.876649e-05,5.424155e-05,1.369492e-04,2.522878e-04,3.080115e-04,2.617341e-04,1.645826e-04,6.748178e-05,3.297057e-05,8.048099e-05,1.594113e-04,2.185151e-04,2.416432e-04,2.300092e-04,1.741863e-04,9.110248e-05,3.239445e-05,1.045607e-05,3.692063e-06,2.719925e-06,3.080115e-04,0.0000,0.9843,0.9863,ok
mlp,sp,tanh,2048,0,1,9.218230e+01,6.054929e-07,1.615174e-06,5.882351e-06,2.475883e-05,8.295136e-05,1.530197e-04,2.187506e-04,2.275188e-04,1.636275e-04,5.916913e-05,2.372463e-05,9.265379e-05,1.876849e-04,2.191369e-04,1.914892e-04,1.442692e-04,7.766254e-05,2.413289e-05,6.983196e-06,2.208208e-06,7.827274e-07,6.054929e-07,2.275188e-04,0.0000,0.9855,0.9869,ok
mlp,sp,tanh,2048,0,2,9.227161e+01,5.606854e-07,1.510029e-06,5.395288e-06,2.193096e-05,8.317472e-05,1.982599e-04,2.247882e-04,2.117811e-04,1.479199e-04,5.267204e-05,2.328139e-05,7.410073e-05,1.569274e-04,2.106653e-04,2.137293e-04,1.730287e-04,7.920132e-05,2.058968e-05,5.051031e-06,1.448982e-06,4.990397e-07,4.990397e-07,2.247882e-04,1.0000,0.9855,0.9846,ok
mlp,sp,tanh,2048,0,3,9.224598e+01,8.035274e-07,2.055088e-06,7.205863e-06,2.867883e-05,9.718233e-05,2.114059e-04,3.133610e-04,3.153763e-04,2.246524e-04,8.119321e-05,3.932972e-05,1.382716e-04,2.477908e-04,2.798503e-04,2.402135e-04,1.756628e-04,1.077430e-04,3.336950e-05,8.279232e-06,2.317404e-06,8.690329e-07,8.035274e-07,3.153763e-04,0.0000,0.9855,0.9862,ok
mlp,sp,tanh,2048,0,4,9.216554e+01,5.560882e-07,1.597580e-06,5.887046e-06,2.435950e-05,7.699594e-05,1.637787e-04,2.330272e-04,2.786239e-04,2.280748e-04,1.055247e-04,2.930002e-05,9.248427e-05,2.351856e-04,2.954021e-04,2.251444e-04,1.739341e-04,8.598569e-05,2.863335e-05,7.912985e-06,2.152057e-06,6.784667e-07,5.560882e-07,2.954021e-04,0.0000,0.9855,0.9853,ok
mlp,sp,tanh,2048,1,2,9.216493e+01,9.802382e-07,3.382106e-06,1.329235e-05,3.896588e-05,7.213304e-05,1.470563e-04,2.353682e-04,3.147496e-04,2.514320e-04,9.283935e-05,2.784790e-05,1.154219e-04,2.312941e-04,2.671318e-04,2.347536e-04,1.853082e-04,9.407058e-05,2.424651e-05,5.845151e-06,1.608583e-06,5.420621e-07,5.420621e-07,3.147496e-04,1.0000,0.9869,0.9846,ok
mlp,sp,tanh,2048,1,3,9.217471e+01,6.533666e-07,1.984613e-06,6.695676e-06,2.267111e-05,6.693057e-05,1.471077e-04,2.312699e-04,2.373236e-04,1.639716e-04,6.227088e-05,1.524179e-05,6.953909e-05,1.612727e-04,2.232908e-04,2.027444e-04,1.490631e-04,7.834199e-05,2.384345e-05,6.429059e-06,1.883417e-06,6.245342e-07,6.245342e-07,2.373236e-04,1.0000,0.9869,0.9862,ok
mlp,sp,tanh,2048,1,4,9.208995e+01,6.992359e-07,2.133616e-06,7.243488e-06,2.563976e-05,8.549867e-05,1.986436e-04,3.124442e-04,3.930777e-04,3.382017e-04,1.583511e-04,3.824911e-05,1.204578e-04,3.189396e-04,4.297499e-04,3.614870e-04,2.068072e-04,8.343399e-05,2.326283e-05,6.316854e-06,1.802589e-06,5.970388e-07,5.970388e-07,4.297499e-04,1.0000,0.9869,0.9853,ok
mlp,sp,tanh,2048,2,3,9.226397e+01,5.487972e-07,1.636753e-06,6.501401e-06,3.562714e-05,1.101043e-04,1.294468e-04,2.333904e-04,2.969534e-04,2.176354e-04,9.182442e-05,2.369908e-05,8.883364e-05,2.091375e-04,2.501598e-04,2.097636e-04,1.559963e-04,1.051138e-04,3.736951e-05,8.360405e-06,2.214416e-06,7.351909e-07,5.487972e-07,2.969534e-04,0.0000,0.9846,0.9862,ok
mlp,sp,tanh,2048,2,4,9.216743e+01,5.210362e-07,1.423048e-06,4.745265e-06,1.783928e-05,6.503814e-05,1.487486e-04,2.054555e-04,2.231963e-04,1.579869e-04,7.048555e-05,2.744524e-05,8.204657e-05,1.749770e-04,2.166772e-04,1.970841e-04,1.370924e-04,5.545215e-05,1.689468e-05,4.942984e-06,1.565469e-06,5.833115e-07,5.210362e-07,2.231963e-04,0.0000,0.9846,0.9853,ok
mlp,sp,tanh,2048,3,4,9.212768e+01,7.620063e-07,2.201597e-06,7.524963e-06,2.742835e-05,8.504667e-05,1.466318e-04,2.110315e-04,2.507800e-04,1.853921e-04,6.487333e-05,2.428475e-05,8.016960e-05,1.574748e-04,2.119719e-04,2.446833e-04,1.734946e-04,7.650593e-05,2.712966e-05,7.821235e-06,2.207790e-06,7.300399e-07,7.300399e-07,2.507800e-04,1.0000,0.9862,0.9853,ok
mlp,sp,tanh,4096,0,1,1.294686e+02,7.782958e-08,3.613188e-07,1.860879e-06,6.874457e-06,1.112059e-05,2.289978e-05,3.603680e-05,1.146400e-04,1.153415e-04,5.637066e-05,9.347904e-06,2.057758e-05,6.241388e-05,9.006198e-05,6.730388e-05,4.084589e-05,3.654147e-05,1.708479e-05,2.618575e-06,3.720315e-07,7.968611e-08,7.782958e-08,1.153415e-04,0.0000,0.9861,0.9852,ok
mlp,sp,tanh,4096,0,2,1.295430e+02,6.783824e-08,2.024916e-07,7.346815e-07,2.679165e-06,1.009163e-05,4.073576e-05,6.900586e-05,1.044401e-04,7.493909e-05,3.921341e-05,1.715523e-05,2.495173e-05,5.295082e-05,6.927723e-05,8.655159e-05,3.869066e-05,2.308309e-05,1.249670e-05,2.592512e-06,4.725480e-07,1.231068e-07,6.783824e-08,1.044401e-04,0.0000,0.9861,0.9852,ok
mlp,sp,tanh,4096,0,3,1.295347e+02,4.239603e-08,1.128350e-07,4.619813e-07,2.227115e-06,1.095697e-05,3.260501e-05,3.896950e-05,5.471170e-05,5.172792e-05,2.109297e-05,1.037622e-05,2.341267e-05,5.594859e-05,6.162747e-05,5.232136e-05,2.081761e-05,3.661107e-06,7.950487e-07,2.504587e-07,1.002584e-07,5.236199e-08,4.239603e-08,6.162747e-05,0.0000,0.9861,0.9844,ok
mlp,sp,tanh,4096,0,4,1.295469e+02,4.774677e-08,1.259646e-07,5.502217e-07,3.151952e-06,1.706657e-05,4.820172e-05,6.769990e-05,1.183082e-04,1.114564e-04,3.637630e-05,1.156178e-05,2.258682e-05,6.047019e-05,9.887604e-05,9.091629e-05,7.447529e-05,2.894818e-05,6.220551e-06,1.347628e-06,3.355540e-07,1.110871e-07,4.774677e-08,1.183082e-04,0.0000,0.9861,0.9852,ok
mlp,sp,tanh,4096,1,2,1.295601e+02,1.008871e-07,5.895496e-07,4.904973e-06,2.738564e-05,3.688421e-05,5.654019e-05,9.878002e-05,9.199096e-05,6.664098e-05,2.403454e-05,1.179651e-05,4.352526e-05,7.524403e-05,6.035246e-05,7.900794e-05,7.970142e-05,3.652752e-05,1.067094e-05,1.460633e-06,2.496256e-07,8.676438e-08,8.676438e-08,9.878002e-05,1.0000,0.9852,0.9852,ok
mlp,sp,tanh,4096,1,3,1.295830e+02,1.034497e-07,4.762658e-07,3.168040e-06,2.068516e-05,3.489103e-05,3.119087e-05,7.758707e-05,7.612028e-05,5.880855e-05,2.852841e-05,1.887815e-05,3.836771e-05,6.021178e-05,1.251452e-04,7.723324e-05,2.616168e-05,8.480770e-06,2.803491e-06,8.607306e-07,2.630698e-07,8.977805e-08,8.977805e-08,1.251452e-04,1.0000,0.9852,0.9844,ok
mlp,sp,tanh,4096,1,4,1.295665e+02,9.604035e-08,4.679028e-07,3.212741e-06,2.019960e-05,3.592811e-05,4.077563e-05,9.909260e-05,8.097697e-05,7.169094e-05,3.267299e-05,1.696977e-05,3.170054e-05,5.816153e-05,1.028895e-04,9.991356e-05,6.561904e-05,1.123716e-05,2.352795e-06,6.727368e-07,2.243007e-07,9.075527e-08,9.075527e-08,1.028895e-04,1.0000,0.9852,0.9852,ok
mlp,sp,tanh,4096,2,3,1.296120e+02,7.904601e-08,2.281894e-07,1.152548e-06,7.394539e-06,3.385358e-05,8.906558e-05,1.064289e-04,6.916504e-05,6.005049e-05,4.088802e-05,1.299885e-05,3.031660e-05,7.474403e-05,1.490601e-04,1.140551e-04,5.570193e-05,1.730512e-05,2.605841e-06,4.449412e-07,1.240197e-07,5.559130e-08,5.559130e-08,1.490601e-04,1.0000,0.9852,0.9844,ok
mlp,sp,tanh,4096,2,4,1.296010e+02,1.105093e-07,4.834558e-07,3.143356e-06,1.667191e-05,2.742754e-05,6.547448e-05,1.284069e-04,9.531156e-05,7.459731e-05,3.549225e-05,1.529911e-05,3.394344e-05,8.388915e-05,1.215895e-04,1.339211e-04,5.689406e-05,1.447490e-05,4.270117e-06,1.063577e-06,2.836584e-07,1.146634e-07,1.105093e-07,1.339211e-04,0.0000,0.9852,0.9852,ok
mlp,sp,tanh,4096,3,4,1.296057e+02,6.425676e-08,1.532033e-07,4.370665e-07,1.535971e-06,7.716522e-06,3.435331e-05,5.701519e-05,1.137962e-04,8.805294e-05,3.548921e-05,1.310578e-05,2.344074e-05,6.454613e-05,1.002487e-04,8.118295e-05,4.661799e-05,1.259611e-05,3.905647e-06,1.172235e-06,3.199676e-07,1.052262e-07,6.425676e-08,1.137962e-04,0.0000,0.9844,0.9852,ok
mlp,sp,swish,64,0,1,2.741253e+01,2.042465e-04,9.059572e-04,2.356855e-03,3.104693e-03,3.217727e-03,2.714036e-03,3.252940e-03,2.324350e-03,1.730880e-03,1.289655e-03,1.090455e-03,1.367741e-03,2.033550e-03,2.787295e-03,3.021919e-03,3.385830e-03,3.227518e-03,2.420103e-03,1.757080e-03,3.943623e-04,1.043692e-04,1.043692e-04,3.385830e-03,1.0000,0.9805,0.9805,ok
mlp,sp,swish,64,0,2,2.708360e+01,1.714466e-04,1.356633e-03,2.637780e-03,2.339688e-03,2.935825e-03,2.684477e-03,1.956294e-03,1.576112e-03,1.613442e-03,1.464982e-03,1.234408e-03,1.490550e-03,1.971441e-03,2.519752e-03,3.048403e-03,2.859005e-03,1.938847e-03,1.996558e-03,1.663646e-03,5.113854e-04,9.865328e-05,9.865328e-05,3.048403e-03,1.0000,0.9805,0.9793,ok
mlp,sp,swish,64,0,3,2.714907e+01,1.174551e-04,3.539199e-04,9.643817e-04,1.724914e-03,2.109531e-03,2.490093e-03,2.258226e-03,1.877438e-03,1.551857e-03,1.232635e-03,1.176068e-03,1.251036e-03,1.756281e-03,2.591766e-03,2.113269e-03,2.288192e-03,2.517012e-03,1.466039e-03,7.302668e-04,2.849388e-04,1.118758e-04,1.118758e-04,2.591766e-03,1.0000,0.9805,0.9798,ok
mlp,sp,swish,64,0,4,2.734494e+01,2.083637e-04,9.861582e-04,2.313108e-03,2.232396e-03,3.440449e-03,6.230128e-03,8.461249e-03,8.226858e-03,6.210981e-03,4.385460e-03,3.220977e-03,3.593020e-03,5.224224e-03,6.817888e-03,7.107122e-03,6.128982e-03,5.585463e-03,3.648246e-03,2.140565e-03,7.317679e-04,1.486234e-04,1.486234e-04,8.461249e-03,1.0000,0.9805,0.9793,ok
mlp,sp,swish,64,1,2,2.759297e+01,7.114779e-05,3.062622e-04,1.481769e-03,2.964722e-03,3.160920e-03,3.233118e-03,3.152393e-03,3.597622e-03,3.663148e-03,2.685674e-03,2.127301e-03,2.845494e-03,3.778744e-03,4.559981e-03,5.176459e-03,4.132104e-03,3.424275e-03,1.993324e-03,8.065074e-04,2.452422e-04,8.114843e-05,7.114779e-05,5.176459e-03,0.0000,0.9805,0.9793,ok
mlp,sp,swish,64,1,3,2.780289e+01,8.287977e-05,2.400875e-04,7.452603e-04,1.666516e-03,2.538551e-03,2.623443e-03,1.907005e-03,2.013682e-03,1.990049e-03,1.801841e-03,1.468536e-03,1.412404e-03,1.786304e-03,2.376571e-03,2.893364e-03,3.161484e-03,2.087408e-03,1.603069e-03,1.172664e-03,4.186254e-04,1.122265e-04,8.287977e-05,3.161484e-03,0.0000,0.9805,0.9798,ok
mlp,sp,swish,64,1,4,2.765529e+01,1.293927e-04,7.734434e-04,1.326582e-03,1.601554e-03,2.267623e-03,2.935271e-03,4.039926e-03,3.416264e-03,2.267797e-03,1.756869e-03,1.342304e-03,1.275339e-03,2.062981e-03,3.679437e-03,3.812048e-03,3.184475e-03,2.789734e-03,2.765724e-03,1.921815e-03,4.662108e-04,1.140314e-04,1.140314e-04,4.039926e-03,1.0000,0.9805,0.9793,ok
mlp,sp,swish,64,2,3,2.745016e+01,1.082631e-04,3.859190e-04,1.245766e-03,2.277404e-03,3.630530e-03,3.654481e-03,4.348976e-03,5.354427e-03,3.885459e-03,2.505687e-03,2.166066e-03,2.159697e-03,2.747604e-03,4.141725e-03,5.145563e-03,4.947428e-03,4.331259e-03,2.902332e-03,1.596773e-03,4.732898e-04,1.164399e-04,1.082631e-04,5.354427e-03,0.0000,0.9793,0.9798,ok
mlp,sp,swish,64,2,4,2.753497e+01,1.041587e-04,4.517650e-04,1.415357e-03,3.131832e-03,3.019102e-03,3.700731e-03,5.202547e-03,4.555981e-03,3.818955e-03,2.581728e-03,1.887381e-03,2.389342e-03,3.471385e-03,3.832830e-03,4.072215e-03,4.795357e-03,6.404464e-03,3.779273e-03,1.794728e-03,4.508201e-04,1.095492e-04,1.041587e-04,6.404464e-03,0.0000,0.9793,0.9793,ok
mlp,sp,swish,64,3,4,2.737274e+01,1.305995e-04,4.681777e-04,1.206568e-03,1.738100e-03,2.361143e-03,3.056689e-03,2.152072e-03,1.837792e-03,1.830736e-03,1.477737e-03,1.249683e-03,1.366162e-03,1.545200e-03,1.894810e-03,2.110582e-03,2.343844e-03,2.361697e-03,1.922678e-03,8.035499e-04,2.592717e-04,1.079634e-04,1.079634e-04,3.056689e-03,1.0000,0.9798,0.9793,ok
mlp,sp,swish,128,0,1,3.029207e+01,3.409194e-05,8.324599e-05,2.459187e-04,5.621570e-04,8.616915e-04,1.034219e-03,9.662011e-04,7.909679e-04,5.418580e-04,3.212094e-04,2.483512e-04,3.319935e-04,5.170970e-04,7.536200e-04,9.190077e-04,1.108527e-03,1.126899e-03,6.695297e-04,2.655331e-04,9.026157e-05,3.024891e-05,3.024891e-05,1.126899e-03,1.0000,0.9841,0.9834,ok
