mode,regime,act,width,seedA,seedB,dnorm,rq_t0.000,rq_t0.050,rq_t0.100,rq_t0.150,rq_t0.200,rq_t0.250,rq_t0.300,rq_t0.350,rq_t0.400,rq_t0.450,rq_t0.500,rq_t0.550,rq_t0.600,rq_t0.650,rq_t0.700,rq_t0.750,rq_t0.800,rq_t0.850,rq_t0.900,rq_t0.950,rq_t1.000,rq_min,rq_max,t_argmin,accA,accB,status
mlp,ntk,swish,1024,3,4,1.839988e+03,2.133507e-06,2.930946e-06,3.887304e-06,4.802153e-06,5.308658e-06,5.067155e-06,4.066588e-06,2.673580e-06,1.358938e-06,4.552684e-07,1.307149e-07,4.491159e-07,1.391463e-06,2.788748e-06,4.221755e-06,5.124613e-06,5.178506e-06,4.534810e-06,3.587389e-06,2.661877e-06,1.910797e-06,1.307149e-07,5.308658e-06,0.5000,0.9118,0.912,ok
mlp,ntk,swish,2048,0,1,3.274320e+03,7.443063e-07,1.021689e-06,1.339106e-06,1.620603e-06,1.748910e-06,1.629291e-06,1.274231e-06,8.111456e-07,3.922677e-07,1.157317e-07,2.113293e-08,1.176083e-07,3.974625e-07,8.204623e-07,1.282850e-06,1.626730e-06,1.728832e-06,1.586779e-06,1.300752e-06,9.864185e-07,7.148864e-07,2.113293e-08,1.748910e-06,0.5000,0.9089,0.908,ok
mlp,ntk,swish,2048,0,2,3.277533e+03,7.260060e-07,9.910090e-07,1.292535e-06,1.556836e-06,1.670363e-06,1.545587e-06,1.202149e-06,7.633796e-07,3.678664e-07,1.059044e-07,1.843999e-08,1.169366e-07,3.902168e-07,7.901138e-07,1.213524e-06,1.522349e-06,1.615897e-06,1.494179e-06,1.242133e-06,9.588984e-07,7.081018e-07,1.843999e-08,1.670363e-06,0.5000,0.9089,0.9126,ok
mlp,ntk,swish,2048,0,3,3.275438e+03,7.060842e-07,9.658310e-07,1.256262e-06,1.504119e-06,1.606344e-06,1.488901e-06,1.167854e-06,7.486755e-07,3.628921e-07,1.073464e-07,2.923200e-08,1.392012e-07,4.180904e-07,8.059556e-07,1.194902e-06,1.459921e-06,1.522498e-06,1.392941e-06,1.150984e-06,8.858456e-07,6.535831e-07,2.923200e-08,1.606344e-06,0.5000,0.9089,0.9082,ok
mlp,ntk,swish,2048,0,4,3.276444e+03,7.826728e-07,1.044552e-06,1.339792e-06,1.593826e-06,1.693247e-06,1.551883e-06,1.193428e-06,7.462850e-07,3.509474e-07,9.644751e-08,2.030679e-08,1.275386e-07,3.997802e-07,7.888291e-07,1.203459e-06,1.515452e-06,1.617919e-06,1.500324e-06,1.245861e-06,9.579484e-07,7.035989e-07,2.030679e-08,1.693247e-06,0.5000,0.9089,0.9091,ok
mlp,ntk,swish,2048,1,2,3.277727e+03,7.427617e-07,1.020659e-06,1.337227e-06,1.611067e-06,1.723336e-06,1.592136e-06,1.246034e-06,8.040822e-07,3.985891e-07,1.232201e-07,2.459464e-08,1.176863e-07,3.949499e-07,8.135430e-07,1.271350e-06,1.615483e-06,1.721756e-06,1.583666e-06,1.300288e-06,9.873755e-07,7.163671e-07,2.459464e-08,1.723336e-06,0.5000,0.908,0.9126,ok
mlp,ntk,swish,2048,1,3,3.274521e+03,7.262393e-07,9.944911e-07,1.303173e-06,1.575869e-06,1.695256e-06,1.574559e-06,1.233326e-06,7.892007e-07,3.825646e-07,1.129970e-07,2.570704e-08,1.286236e-07,4.039286e-07,8.006591e-07,1.223395e-06,1.547118e-06,1.669185e-06,1.566224e-06,1.306717e-06,9.992343e-07,7.246720e-07,2.570704e-08,1.695256e-06,0.5000,0.908,0.9082,ok
mlp,ntk,swish,2048,1,4,3.275074e+03,7.639684e-07,1.038023e-06,1.340299e-06,1.591077e-06,1.679922e-06,1.532977e-06,1.182621e-06,7.501592e-07,3.646134e-07,1.095197e-07,2.361804e-08,1.209121e-07,3.961434e-07,8.054610e-07,1.240834e-06,1.550190e-06,1.627064e-06,1.483813e-06,1.219406e-06,9.349023e-07,6.883148e-07,2.361804e-08,1.679922e-06,0.5000,0.908,0.9091,ok
mlp,ntk,swish,2048,2,3,3.274695e+03,7.274133e-07,9.834084e-07,1.279011e-06,1.549457e-06,1.686009e-06,1.592796e-06,1.271388e-06,8.321166e-07,4.176573e-07,1.338864e-07,3.542717e-08,1.386008e-07,4.261822e-07,8.368322e-07,1.262164e-06,1.574715e-06,1.679550e-06,1.565639e-06,1.309583e-06,1.013870e-06,7.487366e-07,3.542717e-08,1.686009e-06,0.5000,0.9126,0.9082,ok
mlp,ntk,swish,2048,2,4,3.274271e+03,7.586125e-07,1.029270e-06,1.330475e-06,1.585515e-06,1.682063e-06,1.541215e-06,1.191570e-06,7.540388e-07,3.612535e-07,1.041157e-07,2.637957e-08,1.382710e-07,4.212165e-07,8.169469e-07,1.221881e-06,1.513811e-06,1.604329e-06,1.487541e-06,1.239845e-06,9.574162e-07,7.052330e-07,2.637957e-08,1.682063e-06,0.5000,0.9126,0.9091,ok
mlp,ntk,swish,2048,3,4,3.276007e+03,7.898228e-07,1.065924e-06,1.365511e-06,1.614996e-06,1.714226e-06,1.589789e-06,1.254322e-06,8.105876e-07,3.950568e-07,1.155626e-07,2.711192e-08,1.421051e-07,4.397446e-07,8.569079e-07,1.280425e-06,1.576072e-06,1.655005e-06,1.523557e-06,1.263566e-06,9.704284e-07,7.089128e-07,2.711192e-08,1.714226e-06,0.5000,0.9082,0.9091,ok
mlp,ntk,swish,4096,0,1,6.126785e+03,2.326801e-07,3.144196e-07,4.029408e-07,4.758258e-07,5.012919e-07,4.568047e-07,3.508107e-07,2.204693e-07,1.059617e-07,3.141024e-08,5.430511e-09,2.966675e-08,1.028364e-07,2.166398e-07,3.473546e-07,4.555618e-07,5.045591e-07,4.842660e-07,4.145322e-07,3.263093e-07,2.431119e-07,5.430511e-09,5.045591e-07,0.5000,0.9074,0.9063,ok
mlp,ntk,swish,4096,0,2,6.130759e+03,2.386313e-07,3.191333e-07,4.048313e-07,4.740572e-07,4.975402e-07,4.547049e-07,3.523507e-07,2.239328e-07,1.083679e-07,3.153493e-08,4.195551e-09,2.864341e-08,1.025272e-07,2.159202e-07,3.450948e-07,4.530948e-07,5.049554e-07,4.885660e-07,4.207059e-07,3.318044e-07,2.467230e-07,4.195551e-09,5.049554e-07,0.5000,0.9074,0.906,ok
mlp,ntk,swish,4096,0,3,6.129632e+03,2.336294e-07,3.113837e-07,3.950496e-07,4.641874e-07,4.900704e-07,4.512450e-07,3.521803e-07,2.251195e-07,1.099952e-07,3.329575e-08,5.125423e-09,2.715649e-08,9.762626e-08,2.088050e-07,3.393117e-07,4.513346e-07,5.063390e-07,4.912174e-07,4.242190e-07,3.361752e-07,2.516464e-07,5.125423e-09,5.063390e-07,0.5000,0.9074,0.9076,ok
mlp,ntk,swish,4096,0,4,6.130744e+03,2.425232e-07,3.305467e-07,4.272196e-07,5.079530e-07,5.373104e-07,4.897312e-07,3.750864e-07,2.353138e-07,1.136101e-07,3.455575e-08,6.468490e-09,3.057588e-08,1.054584e-07,2.238762e-07,3.641758e-07,4.859330e-07,5.453288e-07,5.263136e-07,4.505774e-07,3.540944e-07,2.636355e-07,6.468490e-09,5.453288e-07,0.5000,0.9074,0.9066,ok
mlp,ntk,swish,4096,1,2,6.129588e+03,2.458582e-07,3.281698e-07,4.123585e-07,4.750241e-07,4.888548e-07,4.384933e-07,3.344105e-07,2.096720e-07,1.002282e-07,2.884988e-08,4.674900e-09,2.991917e-08,1.029446e-07,2.142534e-07,3.392519e-07,4.397491e-07,4.827112e-07,4.613650e-07,3.953080e-07,3.124794e-07,2.338883e-07,4.674900e-09,4.888548e-07,0.5000,0.9063,0.906,ok
mlp,ntk,swish,4096,1,3,6.126024e+03,2.440093e-07,3.320507e-07,4.264473e-07,5.003795e-07,5.198168e-07,4.652994e-07,3.508851e-07,2.172039e-07,1.035621e-07,3.083138e-08,5.483817e-09,2.902169e-08,1.015140e-07,2.169460e-07,3.528139e-07,4.667043e-07,5.167661e-07,4.923695e-07,4.175357e-07,3.266046e-07,2.434173e-07,5.483817e-09,5.198168e-07,0.5000,0.9063,0.9076,ok
mlp,ntk,swish,4096,1,4,6.126453e+03,2.503557e-07,3.361136e-07,4.253309e-07,4.922908e-07,5.062089e-07,4.514140e-07,3.417876e-07,2.130794e-07,1.018314e-07,3.006573e-08,5.684367e-09,3.003385e-08,1.016922e-07,2.130760e-07,3.424263e-07,4.514372e-07,5.015184e-07,4.804904e-07,4.089914e-07,3.198618e-07,2.371859e-07,5.684367e-09,5.062089e-07,0.5000,0.9063,0.9066,ok
mlp,ntk,swish,4096,2,3,6.126402e+03,2.458748e-07,3.335392e-07,4.296141e-07,5.099601e-07,5.382406e-07,4.873512e-07,3.683510e-07,2.269422e-07,1.074439e-07,3.174369e-08,5.106391e-09,2.771163e-08,9.962345e-08,2.168025e-07,3.593049e-07,4.845723e-07,5.468438e-07,5.298646e-07,4.538923e-07,3.547169e-07,2.611392e-07,5.106391e-09,5.468438e-07,0.5000,0.906,0.9076,ok
mlp,ntk,swish,4096,2,4,6.127035e+03,2.461992e-07,3.320634e-07,4.229515e-07,4.940006e-07,5.125341e-07,4.591374e-07,3.474841e-07,2.162204e-07,1.029654e-07,2.961843e-08,4.938640e-09,3.159328e-08,1.081260e-07,2.240866e-07,3.533096e-07,4.569173e-07,5.014530e-07,4.788307e-07,4.090594e-07,3.227433e-07,2.424525e-07,4.938640e-09,5.125341e-07,0.5000,0.906,0.9066,ok
mlp,ntk,swish,4096,3,4,6.128721e+03,2.531882e-07,3.397448e-07,4.313877e-07,5.024338e-07,5.197415e-07,4.640363e-07,3.493847e-07,2.156373e-07,1.017922e-07,2.941170e-08,5.241784e-09,3.018620e-08,1.031648e-07,2.171557e-07,3.504495e-07,4.639192e-07,5.175309e-07,4.980544e-07,4.260972e-07,3.350156e-07,2.497225e-07,5.241784e-09,5.197415e-07,0.5000,0.9076,0.9066,ok
mlp,ntk,softplus,64,0,1,3.204401e+02,9.855273e-05,1.153199e-04,1.301394e-04,1.369758e-04,1.304473e-04,1.095273e-04,7.923292e-05,4.825023e-05,2.363436e-05,8.767035e-06,4.752438e-06,1.182239e-05,2.957898e-05,5.601769e-05,8.599879e-05,1.113558e-04,1.241861e-04,1.217249e-04,1.077145e-04,8.800120e-05,6.834951e-05,4.752438e-06,1.369758e-04,0.5000,0.9139,0.9129,ok
mlp,ntk,softplus,64,0,2,3.202876e+02,4.986265e-05,6.126760e-05,7.410532e-05,8.570879e-05,9.134434e-05,8.677347e-05,7.172781e-05,5.049225e-05,2.903476e-05,1.266311e-05,5.064085e-06,7.924372e-06,2.085804e-05,4.147487e-05,6.556858e-05,8.765162e-05,1.022444e-04,1.057389e-04,9.883053e-05,8.703819e-05,7.576743e-05,5.064085e-06,1.057389e-04,0.5000,0.9139,0.914,ok
mlp,ntk,softplus,64,0,3,3.204824e+02,5.236045e-05,6.127438e-05,7.086202e-05,7.827754e-05,7.986774e-05,7.325751e-05,5.873014e-05,3.968050e-05,2.128660e-05,8.267816e-06,3.554173e-06,8.081167e-06,2.097519e-05,3.956215e-05,5.924469e-05,7.444378e-05,8.138378e-05,7.986272e-05,7.222501e-05,6.222637e-05,5.313436e-05,3.554173e-06,8.138378e-05,0.5000,0.9139,0.9123,ok
mlp,ntk,softplus,64,0,4,3.215446e+02,4.989503e-05,5.561488e-05,6.008057e-05,6.156426e-05,5.881402e-05,5.146080e-05,4.035419e-05,2.756725e-05,1.590959e-05,8.117242e-06,6.025959e-06,9.998340e-06,1.877957e-05,2.988155e-05,4.050428e-05,4.859973e-05,5.329091e-05,5.451906e-05,5.283871e-05,4.955087e-05,4.619966e-05,6.025959e-06,6.156426e-05,0.5000,0.9139,0.9129,ok
mlp,ntk,softplus,64,1,2,3.207961e+02,4.166022e-05,4.695309e-05,5.215250e-05,5.596448e-05,5.670814e-05,5.300218e-05,4.468501e-05,3.330154e-05,2.162038e-05,1.251782e-05,8.070040e-06,9.238165e-06,1.590491e-05,2.693560e-05,4.025257e-05,5.310765e-05,6.264477e-05,6.677255e-05,6.524272e-05,5.992639e-05,5.346051e-05,8.070040e-06,6.677255e-05,0.5000,0.9129,0.914,ok
mlp,ntk,softplus,64,1,3,3.213155e+02,5.804495e-05,7.090703e-05,8.564615e-05,9.844888e-05,1.023360e-04,9.364359e-05,7.463067e-05,5.109708e-05,2.894812e-05,1.247729e-05,4.298279e-06,5.913555e-06,1.813867e-05,4.069747e-05,7.048523e-05,9.961209e-05,1.179086e-04,1.208144e-04,1.114368e-04,9.646111e-05,8.166839e-05,4.298279e-06,1.208144e-04,0.5000,0.9129,0.9123,ok
mlp,ntk,softplus,64,1,4,3.214088e+02,8.982087e-05,1.140555e-04,1.426954e-04,1.681633e-04,1.772221e-04,1.578819e-04,1.177535e-04,7.380071e-05,3.778198e-05,1.546259e-05,9.768707e-06,2.145985e-05,4.849663e-05,8.572132e-05,1.246221e-04,1.532045e-04,1.595727e-04,1.428815e-04,1.153933e-04,8.879459e-05,6.737497e-05,9.768707e-06,1.772221e-04,0.5000,0.9129,0.9129,ok
mlp,ntk,softplus,64,2,3,3.215272e+02,3.170145e-05,3.738837e-05,4.334095e-05,4.818582e-05,5.015617e-05,4.793771e-05,4.145928e-05,3.201725e-05,2.178320e-05,1.311572e-05,8.016581e-06,7.848634e-06,1.321405e-05,2.372268e-05,3.751505e-05,5.103116e-05,6.007363e-05,6.221371e-05,5.833022e-05,5.151004e-05,4.464702e-05,7.848634e-06,6.221371e-05,0.5500,0.914,0.9123,ok
mlp,ntk,softplus,64,2,4,3.215448e+02,6.914687e-05,8.447205e-05,1.016858e-04,1.153668e-04,1.182029e-04,1.046959e-04,7.810766e-05,4.839053e-05,2.411647e-05,9.279613e-06,4.729473e-06,1.030908e-05,2.565439e-05,4.956125e-05,7.811450e-05,1.031494e-04,1.152034e-04,1.113266e-04,9.661505e-05,7.842005e-05,6.316568e-05,4.729473e-06,1.182029e-04,0.5000,0.914,0.9129,ok
mlp,ntk,softplus,64,3,4,3.219076e+02,8.960376e-05,1.110113e-04,1.359094e-04,1.520594e-04,1.436362e-04,1.105730e-04,7.059764e-05,3.815798e-05,1.704500e-05,6.368923e-06,4.684182e-06,1.083150e-05,2.400746e-05,4.399159e-05,7.102008e-05,1.034611e-04,1.324312e-04,1.417151e-04,1.252756e-04,9.719023e-05,7.348303e-05,4.684182e-06,1.520594e-04,0.5000,0.9123,0.9129,ok
mlp,ntk,softplus,128,0,1,4.648353e+02,3.275912e-05,4.009524e-05,4.690417e-05,5.028618e-05,4.781582e-05,3.964560e-05,2.839599e-05,1.715316e-05,8.264929e-06,3.189815e-06,2.533640e-06,6.084930e-06,1.296596e-05,2.187932e-05,3.125673e-05,3.916619e-05,4.340557e-05,4.259232e-05,3.749914e-05,3.054197e-05,2.393081e-05,2.533640e-06,5.028618e-05,0.5000,0.9105,0.9117,ok
mlp,ntk,softplus,128,0,2,4.650121e+02,1.963973e-05,2.436526e-05,2.990062e-05,3.547413e-05,3.968029e-05,4.058237e-05,3.659610e-05,2.807775e-05,1.773163e-05,9.089051e-06,4.703376e-06,5.577516e-06,1.147174e-05,2.117196e-05,3.248844e-05,4.239184e-05,4.789084e-05,4.771429e-05,4.310458e-05,3.643552e-05,2.958571e-05,4.703376e-06,4.789084e-05,0.5000,0.9105,0.9129,ok
mlp,ntk,softplus,128,0,3,4.653960e+02,3.118013e-05,4.051567e-05,5.069677e-05,5.872353e-05,6.088747e-05,5.530302e-05,4.347944e-05,2.902217e-05,1.561631e-05,6.056006e-06,1.977360e-06,3.962208e-06,1.179449e-05,2.458225e-05,4.049022e-05,5.600390e-05,6.592782e-05,6.644295e-05,5.873601e-05,4.762172e-05,3.730270e-05,1.977360e-06,6.644295e-05,0.5000,0.9105,0.9108,ok
mlp,ntk,softplus,128,0,4,4.650039e+02,2.596740e-05,2.931146e-05,3.219959e-05,3.364994e-05,3.252032e-05,2.827250e-05,2.152149e-05,1.384056e-05,7.141343e-06,3.042146e-06,2.441761e-06,5.336884e-06,1.087853e-05,1.757897e-05,2.363234e-05,2.748326e-05,2.849074e-05,2.709493e-05,2.429096e-05,2.100142e-05,1.781897e-05,2.441761e-06,3.364994e-05,0.5000,0.9105,0.9113,ok
mlp,ntk,softplus,128,1,2,4.652285e+02,3.106074e-05,3.902793e-05,4.938967e-05,5.830907e-05,5.969052e-05,5.101512e-05,3.694151e-05,2.363291e-05,1.359015e-05,6.929207e-06,3.652287e-06,4.221113e-06,9.348612e-06,1.973371e-05,3.515397e-05,5.203117e-05,6.283300e-05,6.272198e-05,5.442888e-05,4.362425e-05,3.418734e-05,3.652287e-06,6.283300e-05,0.5000,0.9117,0.9129,ok
mlp,ntk,softplus,128,1,3,4.660294e+02,2.446699e-05,2.982774e-05,3.538433e-05,3.978520e-05,4.152507e-05,3.943523e-05,3.327194e-05,2.401802e-05,1.382574e-05,5.616565e-06,2.151442e-06,4.838127e-06,1.302641e-05,2.407991e-05,3.426226e-05,4.038538e-05,4.128294e-05,3.791476e-05,3.227969e-05,2.622449e-05,2.085157e-05,2.151442e-06,4.152507e-05,0.5000,0.9117,0.9108,ok
mlp,ntk,softplus,128,1,4,4.655577e+02,2.370567e-05,2.889825e-05,3.391163e-05,3.724839e-05,3.731743e-05,3.330138e-05,2.582372e-05,1.682362e-05,8.714083e-06,3.506367e-06,2.354512e-06,5.429401e-06,1.189530e-05,1.998955e-05,2.743185e-05,3.224417e-05,3.354070e-05,3.168961e-05,2.783335e-05,2.322777e-05,1.881486e-05,2.354512e-06,3.731743e-05,0.5000,0.9117,0.9113,ok
mlp,ntk,softplus,128,2,3,4.658480e+02,3.475041e-05,4.429486e-05,5.582628e-05,6.680680e-05,7.249824e-05,6.869326e-05,5.554285e-05,3.738180e-05,1.975847e-05,7.203140e-06,2.567304e-06,7.197361e-06,2.085576e-05,4.079112e-05,6.072525e-05,7.274312e-05,7.272556e-05,6.329089e-05,5.026646e-05,3.806582e-05,2.853618e-05,2.567304e-06,7.274312e-05,0.5000,0.9129,0.9108,ok
mlp,ntk,softplus,128,2,4,4.660910e+02,3.440488e-05,4.477478e-05,5.625765e-05,6.448462e-05,6.394664e-05,5.296276e-05,3.661303e-05,2.123388e-05,9.910389e-06,3.627525e-06,2.787998e-06,7.408979e-06,1.691576e-05,2.982104e-05,4.318885e-05,5.271748e-05,5.498163e-05,5.022170e-05,4.169658e-05,3.272534e-05,2.512355e-05,2.787998e-06,6.448462e-05,0.5000,0.9129,0.9113,ok
mlp,ntk,softplus,128,3,4,4.662309e+02,2.263238e-05,2.763048e-05,3.248150e-05,3.554865e-05,3.528608e-05,3.129022e-05,2.451595e-05,1.660816e-05,9.261590e-06,3.950968e-06,1.785483e-06,3.341328e-06,8.501039e-06,1.633860e-05,2.510763e-05,3.251833e-05,3.652661e-05,3.638293e-05,3.297569e-05,2.801451e-05,2.297933e-05,1.785483e-06,3.652661e-05,0.5000,0.9108,0.9113,ok
mlp,ntk,softplus,256,0,1,6.979874e+02,1.092000e-05,1.389585e-05,1.710410e-05,1.982977e-05,2.105177e-05,1.993128e-05,1.639318e-05,1.128661e-05,6.043732e-06,2.134808e-06,6.290143e-07,1.971844e-06,5.894660e-06,1.138100e-05,1.679704e-05,2.041382e-05,2.124838e-05,1.955012e-05,1.641744e-05,1.299308e-05,9.969290e-06,6.290143e-07,2.124838e-05,0.5000,0.9098,0.9089,ok
mlp,ntk,softplus,256,0,2,6.979675e+02,1.051425e-05,1.273764e-05,1.500166e-05,1.677333e-05,1.732210e-05,1.606439e-05,1.299110e-05,8.827747e-06,4.714503e-06,1.725361e-06,5.926654e-07,1.621698e-06,4.637246e-06,8.918809e-06,1.326019e-05,1.636351e-05,1.746550e-05,1.665575e-05,1.461384e-05,1.210092e-05,9.651717e-06,5.926654e-07,1.746550e-05,0.5000,0.9098,0.9101,ok
mlp,ntk,softplus,256,0,3,6.980764e+02,1.128961e-05,1.353609e-05,1.563328e-05,1.707796e-05,1.726809e-05,1.579150e-05,1.272339e-05,8.706175e-06,4.742622e-06,1.854105e-06,7.964703e-07,1.883802e-06,4.891616e-06,9.046973e-06,1.318410e-05,1.613382e-05,1.722129e-05,1.650775e-05,1.458485e-05,1.217034e-05,9.817001e-06,7.964703e-07,1.726809e-05,0.5000,0.9098,0.9075,ok
mlp,ntk,softplus,256,0,4,6.983199e+02,1.864181e-05,2.426922e-05,3.024837e-05,3.471913e-05,3.533592e-05,3.088452e-05,2.261872e-05,1.353362e-05,6.192619e-06,1.800513e-06,6.973694e-07,2.921227e-06,8.296301e-06,1.604555e-05,2.424879e-05,3.018560e-05,3.197222e-05,2.970359e-05,2.492549e-05,1.952178e-05,1.483944e-05,6.973694e-07,3.533592e-05,0.5000,0.9098,0.9079,ok
mlp,ntk,softplus,256,1,2,6.976077e+02,1.244776e-05,1.519677e-05,1.809185e-05,2.038657e-05,2.112180e-05,1.958376e-05,1.580166e-05,1.069996e-05,5.717774e-06,2.198168e-06,1.001970e-06,2.410469e-06,6.091272e-06,1.105605e-05,1.583761e-05,1.906914e-05,2.011497e-05,1.918377e-05,1.696054e-05,1.421210e-05,1.155111e-05,1.001970e-06,2.112180e-05,0.5000,0.9089,0.9101,ok
mlp,ntk,softplus,256,1,3,6.976975e+02,1.370640e-05,1.831137e-05,2.372759e-05,2.883199e-05,3.191638e-05,3.133273e-05,2.637497e-05,1.828032e-05,9.778547e-06,3.465391e-06,8.587773e-07,2.440605e-06,7.928858e-06,1.624701e-05,2.526749e-05,3.204134e-05,3.433214e-05,3.217132e-05,2.731136e-05,2.183011e-05,1.707732e-05,8.587773e-07,3.433214e-05,0.5000,0.9089,0.9075,ok
mlp,ntk,softplus,256,1,4,6.992524e+02,1.395388e-05,1.848763e-05,2.368656e-05,2.856906e-05,3.140443e-05,3.037316e-05,2.493836e-05,1.671384e-05,8.541486e-06,2.796003e-06,7.215980e-07,2.672769e-06,8.316180e-06,1.644482e-05,2.476601e-05,3.044023e-05,3.161093e-05,2.868646e-05,2.375559e-05,1.875180e-05,1.455803e-05,7.215980e-07,3.161093e-05,0.5000,0.9089,0.9079,ok
mlp,ntk,softplus,256,2,3,6.983370e+02,1.493455e-05,1.967525e-05,2.562721e-05,3.170576e-05,3.542728e-05,3.388630e-05,2.680363e-05,1.734802e-05,8.965332e-06,3.403054e-06,1.286774e-06,2.837937e-06,7.992055e-06,1.621327e-05,2.598759e-05,3.421932e-05,3.734892e-05,3.454383e-05,2.833690e-05,2.171569e-05,1.627217e-05,1.286774e-06,3.734892e-05,0.5000,0.9101,0.9075,ok
mlp,ntk,softplus,256,2,4,6.986646e+02,1.583962e-05,2.050965e-05,2.544562e-05,2.887988e-05,2.870176e-05,2.463681e-05,1.862765e-05,1.250804e-05,7.144241e-06,3.184025e-06,1.328747e-06,2.082458e-06,5.495034e-06,1.108337e-05,1.794519e-05,2.493145e-05,3.039818e-05,3.221134e-05,2.973339e-05,2.482974e-05,1.995458e-05,1.328747e-06,3.221134e-05,0.5000,0.9101,0.9079,ok
mlp,ntk,softplus,256,3,4,6.988476e+02,1.288924e-05,1.649086e-05,2.039999e-05,2.346648e-05,2.418274e-05,2.170149e-05,1.661528e-05,1.055920e-05,5.231841e-06,1.818080e-06,9.184250e-07,2.636039e-06,6.609695e-06,1.197589e-05,1.735784e-05,2.113685e-05,2.220979e-05,2.068674e-05,1.765293e-05,1.429295e-05,1.132673e-05,9.184250e-07,2.418274e-05,0.5000,0.9075,0.9079,ok
mlp,ntk,softplus,512,0,1,1.097599e+03,5.488854e-06,6.952639e-06,8.453979e-06,9.574120e-06,9.785000e-06,8.763156e-06,6.699600e-06,4.229726e-06,2.058889e-06,6.910246e-07,3.818681e-07,1.167746e-06,2.861530e-06,5.033350e-06,7.071006e-06,8.383811e-06,8.673152e-06,8.057385e-06,6.916874e-06,5.633717e-06,4.453328e-06,3.818681e-07,9.785000e-06,0.5000,0.9059,0.9057,ok
mlp,ntk,softplus,512,0,2,1.099707e+03,5.152758e-06,6.480212e-06,7.859299e-06,8.953891e-06,9.300243e-06,8.552976e-06,6.783827e-06,4.481554e-06,2.287522e-06,7.626523e-07,2.669944e-07,9.097842e-07,2.537047e-06,4.740156e-06,6.910504e-06,8.413604e-06,8.880820e-06,8.383939e-06,7.289839e-06,5.986916e-06,4.741560e-06,2.669944e-07,9.300243e-06,0.5000,0.9059,0.9057,ok
mlp,ntk,softplus,512,0,3,1.098546e+03,5.404702e-06,6.826780e-06,8.316031e-06,9.491249e-06,9.840647e-06,8.987583e-06,7.023020e-06,4.540929e-06,2.296331e-06,8.572960e-07,5.006361e-07,1.248577e-06,2.899713e-06,5.044269e-06,7.126273e-06,8.587824e-06,9.072929e-06,8.587432e-06,7.459613e-06,6.111178e-06,4.853690e-06,5.006361e-07,9.840647e-06,0.5000,0.9059,0.9033,ok
mlp,ntk,softplus,512,0,4,1.098802e+03,5.854811e-06,7.618453e-06,9.480782e-06,1.094356e-05,1.137129e-05,1.035919e-05,8.056232e-06,5.147686e-06,2.500246e-06,7.796840e-07,3.147770e-07,1.157015e-06,3.130782e-06,5.786013e-06,8.378586e-06,1.009994e-05,1.049919e-05,9.692900e-06,8.175475e-06,6.473268e-06,4.930942e-06,3.147770e-07,1.137129e-05,0.5000,0.9059,0.9058,ok
mlp,ntk,softplus,512,1,2,1.098152e+03,5.182463e-06,6.588492e-06,8.139416e-06,9.523719e-06,1.022630e-05,9.744739e-06,8.020521e-06,5.563580e-06,3.100877e-06,1.259585e-06,4.637806e-07,8.985807e-07,2.496661e-06,4.939812e-06,7.673601e-06,9.977074e-06,1.115058e-05,1.088854e-05,9.528838e-06,7.744370e-06,6.064825e-06,4.637806e-07,1.115058e-05,0.5000,0.9057,0.9057,ok
mlp,ntk,softplus,512,1,3,1.097762e+03,6.677576e-06,8.474062e-06,1.030745e-05,1.167848e-05,1.196506e-05,1.076513e-05,8.284180e-06,5.271493e-06,2.567148e-06,7.882073e-07,2.737387e-07,1.108284e-06,3.116546e-06,5.837167e-06,8.559998e-06,1.052437e-05,1.123239e-05,1.067207e-05,9.271437e-06,7.586699e-06,6.016720e-06,2.737387e-07,1.196506e-05,0.5000,0.9057,0.9033,ok
mlp,ntk,softplus,512,1,4,1.098870e+03,4.515414e-06,5.700738e-06,6.928248e-06,7.948349e-06,8.421319e-06,8.031385e-06,6.681252e-06,4.648117e-06,2.520860e-06,9.316434e-07,3.213630e-07,8.598364e-07,2.433500e-06,4.626915e-06,6.769195e-06,8.185962e-06,8.556981e-06,8.020045e-06,6.955477e-06,5.726856e-06,4.566107e-06,3.213630e-07,8.556981e-06,0.5000,0.9057,0.9058,ok
mlp,ntk,softplus,512,2,3,1.099734e+03,5.352934e-06,6.872304e-06,8.414859e-06,9.579279e-06,9.881947e-06,9.014543e-06,7.090079e-06,4.634986e-06,2.327562e-06,7.406363e-07,2.301017e-07,9.108007e-07,2.635939e-06,4.978494e-06,7.295156e-06,8.930170e-06,9.485279e-06,8.977347e-06,7.755648e-06,6.264421e-06,4.844708e-06,2.301017e-07,9.881947e-06,0.5000,0.9057,0.9033,ok
mlp,ntk,softplus,512,2,4,1.099731e+03,4.856455e-06,6.165824e-06,7.528928e-06,8.654921e-06,9.149265e-06,8.662314e-06,7.117382e-06,4.854033e-06,2.528387e-06,8.281174e-07,2.177161e-07,8.397001e-07,2.522650e-06,4.814713e-06,7.062600e-06,8.621814e-06,9.140248e-06,8.674358e-06,7.556879e-06,6.180373e-06,4.844080e-06,2.177161e-07,9.149265e-06,0.5000,0.9057,0.9058,ok
